# The Voronoi cells of the 512 games (games.csv) on the unit disk, as every sunflower map draws them: the Voronoi
# diagram of the 512 disk points, their 512 inversions in the unit circle and 32 far points on the circle of radius 3,
# each cell of a real point clipped to the unit circle by Sutherland-Hodgman against a circumscribed 64-gon, the cut
# vertices pushed back onto the circle (DiskM2WF/Opt/vor.py, cells(); common.games.compute_cells).  The cells tile
# the disk up to the 64-gon (total area 99.94% of pi).
# Columns:
#   ipt   the cell (games.csv); rows of one cell are consecutive, cells in ipt order
#   k     the vertex, 0..n-1, in the polygon's cyclic order (as scipy's Voronoi gave it; the orientation varies)
#   x, y  the vertex on the unit disk, float64 written round-trip exact
ipt,k,x,y
9,0,0.026215341422266267,-0.15954007732480568
9,1,0.001941545021893032,-0.11529208221389348
9,2,0.003209561219690911,-0.10938826578617872
9,3,0.04300285305680601,-0.07910581163164351
9,4,0.09680716836590865,-0.09494262441554384
9,5,0.08987764746981619,-0.16772403822746962
9,6,0.08903110148198376,-0.16849381935874339
10,0,-0.004627024015865698,0.14159803325310674
10,1,0.045022496766710836,0.18964775691356295
10,2,0.05170413753432177,0.18968851720547875
10,3,0.09140882412800048,0.13813966443318929
10,4,0.07983217962868927,0.09559579841756596
10,5,0.0195511316578239,0.09570978567666598
11,0,-0.13384066871310263,-0.021735405551714042
11,1,-0.08241858895924503,-0.0624525228992755
11,2,-0.09767752806666014,-0.11030722978200957
11,3,-0.16351948514506245,-0.1141871326177463
11,4,-0.17206943796517035,-0.10663543658513844
11,5,-0.16480740423457674,-0.040388257950213294
12,0,0.2043414608698011,-0.04027585761668827
12,1,0.1517904214438916,-0.08394419302160314
12,2,0.12359563875898424,-0.07762731914606116
12,3,0.10782723447385292,-0.00890820441163841
12,4,0.15182142110719127,0.01398170682200369
12,5,0.20243183590112107,-0.02445464040219219
13,0,-0.13709495604995306,0.15683615448715124
13,1,-0.12414922392700409,0.09621208805809718
13,2,-0.07671036395479112,0.08175562975302672
13,3,-0.04332072666727549,0.14942880163960665
13,4,-0.05583006565856243,0.16806136404663066
13,5,-0.12579952810860984,0.17307868498686116
14,0,-0.003137031030960011,-0.21239384775849113
14,1,-0.0261980863376909,-0.21782715066905708
14,2,-0.07407882114898333,-0.16436899242782277
14,3,-0.07150555042219263,-0.14864908892942974
14,4,0.001941545021893032,-0.11529208221389348
14,5,0.026215341422266267,-0.15954007732480568
15,0,0.09140882412800048,0.13813966443318929
15,1,0.07983217962868927,0.09559579841756596
15,2,0.08541963121964398,0.08665022021159352
15,3,0.16086120799068004,0.06595348577629412
15,4,0.16896925542985883,0.07214263626841637
15,5,0.17131213377180848,0.14561994057423938
15,6,0.14747236608297648,0.15846947152300503
16,0,-0.1760727727233517,0.06224938342033967
16,1,-0.2298598526122964,0.009516700015771774
16,2,-0.2195670380214055,-0.018963089130037778
16,3,-0.16480740423457674,-0.040388257950213294
16,4,-0.13384066871310263,-0.021735405551714042
16,5,-0.12898163934446608,-1.5451819665440215e-05
16,6,-0.17164103296131503,0.061795130493842367
17,0,0.08987764746981619,-0.16772403822746962
17,1,0.09680716836590865,-0.09494262441554384
17,2,0.12359563875898424,-0.07762731914606116
17,3,0.1517904214438916,-0.08394419302160314
17,4,0.17847568607448283,-0.13572851314329773
17,5,0.16604100465526273,-0.16656909880669937
18,0,-0.04332072666727549,0.14942880163960665
18,1,-0.05583006565856243,0.16806136404663066
18,2,-0.04167884932441962,0.22421479895381569
18,3,-0.00928788783970999,0.24016230916063808
18,4,0.045022496766710836,0.18964775691356295
18,5,-0.004627024015865698,0.14159803325310674
19,0,-0.07407882114898333,-0.16436899242782277
19,1,-0.07150555042219263,-0.14864908892942974
19,2,-0.09767752806666014,-0.11030722978200957
19,3,-0.16351948514506245,-0.1141871326177463
19,4,-0.15939906857266173,-0.186760524399665
19,5,-0.12201934342433611,-0.19720993973309103
20,0,0.20243183590112107,-0.02445464040219219
20,1,0.15182142110719127,0.01398170682200369
20,2,0.16086120799068004,0.06595348577629412
20,3,0.16896925542985883,0.07214263626841637
20,4,0.22631337426540524,0.06484910969761887
20,5,0.24853114460809697,0.030003817170840007
21,0,-0.13709495604995306,0.15683615448715124
21,1,-0.12414922392700409,0.09621208805809718
21,2,-0.17164103296131503,0.061795130493842367
21,3,-0.1760727727233517,0.06224938342033967
21,4,-0.21409842890305958,0.10584762981184465
21,5,-0.20690950691477192,0.1490534917915906
22,0,0.08840114595187532,-0.22562882072474433
22,1,0.08903110148198376,-0.16849381935874339
22,2,0.026215341422266267,-0.15954007732480568
22,3,-0.003137031030960011,-0.21239384775849113
22,4,0.05228561775903286,-0.2546629464351499
23,0,0.0878727795397457,0.22938100214897653
23,1,0.05170413753432177,0.18968851720547875
23,2,0.09140882412800048,0.13813966443318929
23,3,0.14747236608297648,0.15846947152300503
23,4,0.13626022569794558,0.22674900399625283
24,0,-0.16480740423457674,-0.040388257950213294
