# Memory two: the strict Nash equilibria among the 65536 binary memory-two strategies at eps = 1e-4, at each of the
# 512 games (data/games), and the share of the population on them (SI Figures 6d-f and 7d-f). One row per game, in
# ipt order. F2 = the run at N = 100, beta = 3, mu = 1e-4; F1 = the run at N = 1000, beta = 100, mu = 1e-2; both eps = 1e-4 (the runs' names in the kits).
# Strict: all sixteen one-flip deviations earn strictly less against the resident than it earns against itself, which
# at eps > 0 is strictness against all 65535 other memory-two strategies; decided exactly on the integer half-planes of
# MapBinM2's exact/exactcoef.py (DiskM2WF ne16.verdicts). Made by provenance/strict/reduce_strict.py.
# Columns:
#   ipt, u, v          the game, (R, S, T, P) = (1, u, 1 + v, 0), as in data/games/games.csv
#   n_strict           number of strict Nash equilibria at eps = 1/10000 (SI Figure 6d)
#   n_weak             number of weak equilibria (all sixteen one-flip gains <= 0); equal to n_strict at every game
#   n_eff              number of strategies efficient in the limit eps -> 0 at the game (7639 mutual cooperators below
#                      the switch line u + v = 1, 3072 alternators above it)
#   n_eff_strict       number of strict equilibria that are efficient in the limit (SI Figure 7d)
#   n_strict_float64   number with a positive margin pi(s,s) - max_t pi(t,s) in the double-precision brute-force scan
#                      of all 65535 deviations (provenance/strict/bruteforce), as the scan wrote it; see m2_float64_check.csv
#   share_F2, share_F1         share of the population on the strict equilibria (SI Figure 6e, 6f)
#   share_eff_F2, share_eff_F1 the same for the efficient strict equilibria (SI Figure 7e, 7f)
# Each share equals the sum (numpy.sum, rows in file order) of pi_F2 (pi_F1) over the game's rows of m2_sets.csv, bit for bit.
ipt,u,v,n_strict,n_weak,n_eff,n_eff_strict,n_strict_float64,share_F2,share_F1,share_eff_F2,share_eff_F1
178,-2.013671875,2.0927734375,15,15,7639,0,15,0.006157864423973864,4.635559962859452e-06,0.0,0.0
179,0.0712890625,-2.916015625,96,96,7639,56,96,0.009342049727526596,0.0036784929948125078,0.009341982287526219,0.003672348094886528
180,1.9248046875,2.20703125,0,0,3072,0,0,0.0,0.0,0.0,0.0
181,-2.9228515625,-0.328125,176,176,7639,117,174,0.024944501139973693,0.11193679495282433,0.021706792437906307,0.11192535479274845
182,2.3876953125,-1.7392578125,1,1,7639,1,1,3.3251998825839664e-07,0.004195171877998222,3.3251998825839664e-07,0.004195171877998222
183,-0.587890625,2.908203125,15,15,3072,0,15,0.00032246396108063586,8.166219976726384e-06,0.0,0.0
184,-1.537109375,-2.5517578125,575,575,7639,128,575,0.019674695076858255,0.04715390467990961,0.01967395689685238,0.04708487904045611
185,2.869140625,0.8466796875,0,0,3072,0,0,0.0,0.0,0.0,0.0
186,-2.69921875,1.3193359375,19,19,7639,4,19,0.008631101444453719,0.13122521932636988,0.005268322477787531,0.1312020783467542
187,1.103515625,-2.8076171875,1,1,7639,1,1,5.088340004922063e-06,0.026377780507184152,5.088340004922063e-06,0.026377780507184152
188,1.0869140625,2.828125,0,0,3072,0,0,0.0,0.0,0.0,0.0
189,-2.72265625,-1.3564453125,586,586,7639,128,584,0.008540487298510185,0.03869219517642653,0.008539607738513826,0.03861529419624485
190,2.9365234375,-0.8427734375,1,1,3072,0,0,4.641069971693798e-05,3.902200135863723e-07,0.0,0.0
191,-1.6025390625,2.6162109375,15,15,3072,0,15,0.0024051232209004476,4.5254399318090994e-06,0.0,0.0
192,-0.587890625,-3.0234375,380,380,7639,106,380,0.017888704279764234,0.044174401058081424,0.017888245659762467,0.044132278738331365
193,2.486328125,1.83984375,0,0,3072,0,0,0.0,0.0,0.0,0.0
194,-3.0888671875,0.32421875,35,35,7639,11,35,0.00778491807721359,0.11346219005864715,0.0048217846549060105,0.11345460985869527
195,2.0673828125,-2.3349609375,1,1,7639,1,1,0.00029787421252584144,0.007918218160015372,0.00029787421252584144,0.007918218160015372
196,0.052734375,3.130859375,0,0,3072,0,0,0.0,0.0,0.0,0.0
197,-2.1630859375,-2.2822265625,645,645,7639,128,645,0.02494012209382632,0.04605265652034973,0.02493924973382168,0.04597256378075703
198,3.1494140625,0.22265625,0,0,3072,0,0,0.0,0.0,0.0,0.0
199,-2.482421875,1.970703125,19,19,7639,4,19,0.007151281252335115,0.00019621836021634125,0.00175648165044014,0.00018445264038571764
200,0.5009765625,-3.1435546875,62,62,7639,56,62,0.003057640103125115,0.003204716379012645,0.0030576306831249997,0.0032037984190323807
201,1.7607421875,2.6669921875,0,0,3072,0,0,0.0,0.0,0.0,0.0
202,-3.1123046875,-0.7802734375,409,409,7639,117,407,0.01061139564914584,0.07471059516449405,0.010610605689149224,0.07466377536437639
203,2.833984375,-1.533203125,1,1,3072,0,1,0.00014573060637219993,5.855200266580032e-07,0.0,0.0
204,-1.05859375,3.0576171875,15,15,3072,0,15,0.0008314333632383685,1.0214280071781246e-05,0.0,0.0
205,-1.2900390625,-2.9814453125,537,537,7639,128,537,0.016318640930337244,0.02504061129700329,0.016317971130333037,0.024977558077403914
206,2.9765625,1.33203125,0,0,3072,0,0,0.0,0.0,0.0,0.0
207,-3.107421875,1.033203125,19,19,7639,4,19,0.010280531813239267,0.192978418063372,0.006508943724938017,0.1929223801819596
208,1.599609375,-2.8720703125,1,1,7639,1,1,0.0016572378822102291,0.0077465982218615495,0.0016572378822102291,0.0077465982218615495
209,0.763671875,3.2119140625,0,0,3072,0,0,0.0,0.0,0.0,0.0
210,-2.7431640625,-1.8603515625,587,587,7639,128,587,0.012945629172143553,0.04506123778615894,0.012542790862292912,0.0449887688065448
211,3.2919921875,-0.4833984375,1,1,3072,0,0,5.4184980531661475e-05,1.4857999878993227e-06,0.0,0.0
212,-2.109375,2.5908203125,15,15,7639,0,15,0.0049297076526029935,2.610899880906754e-06,0.0,0.0
213,-0.1953125,-3.3486328125,245,245,7639,106,245,0.013290300170819187,0.03688922027967308,0.013290071010817335,0.036867864699595576
214,2.416015625,2.3466796875,0,0,3072,0,0,0.0,0.0,0.0,0.0
215,-3.3798828125,-0.0986328125,176,176,7639,117,173,0.03354268481824392,0.057400539757009754,0.02470501793000803,0.057387384617066155
216,2.5693359375,-2.21875,1,1,7639,1,1,0.0003764566497023351,0.004841077140951914,0.0003764566497023351,0.004841077140951914
217,-0.3974609375,3.384765625,6,6,3072,0,6,0.00014537940285108965,3.135520014755299e-06,0.0,0.0
218,-2.0009765625,-2.775390625,645,645,7639,128,645,0.016963702576902915,0.076069032477684,0.016962857036897223,0.07598923651792185
219,3.36328125,0.697265625,0,0,3072,0,0,0.0,0.0,0.0,0.0
220,-2.962890625,1.7646484375,19,19,7639,4,19,0.00707386682430646,0.02639943471800484,0.001816399874432865,0.026382612037946316
221,0.99609375,-3.31640625,56,56,7639,56,56,6.493558024577908e-05,0.009986447979968024,6.493558024577908e-05,0.009986447979968024
222,1.5107421875,3.130859375,0,0,3072,0,0,0.0,0.0,0.0,0.0
223,-3.2412109375,-1.29296875,562,562,7639,128,560,0.009909780370249009,0.125834435979068,0.009908943250254144,0.12576431691926965
224,3.2763671875,-1.2412109375,1,1,3072,0,0,9.037645926946613e-05,3.9234001815546135e-07,0.0,0.0
225,-1.5830078125,3.140625,15,15,3072,0,15,0.0008434827855637216,4.494779946507579e-06,0.0,0.0
226,-0.9580078125,-3.3984375,415,415,7639,106,415,0.009536904951580619,0.03615146295388899,0.009536399051577105,0.036103849714075965
227,3.013671875,1.8662109375,0,0,3072,0,0,0.0,0.0,0.0,0.0
228,-3.4970703125,0.662109375,29,29,7639,11,29,0.01134385244133228,0.09955440549563639,0.008473486640425569,0.09954661395562008
229,2.1396484375,-2.861328125,1,1,7639,1,1,9.240000058945297e-08,0.009837361045625131,9.240000058945297e-08,0.009837361045625131
230,0.3564453125,3.5693359375,0,0,3072,0,0,0.0,0.0,0.0,0.0
231,-2.6845703125,-2.400390625,645,645,7639,128,645,0.012478186881754949,0.04591753888749859,0.012477332441749681,0.04583743654771174
232,3.615234375,-0.0439453125,1,1,3072,0,0,4.144405834208247e-05,4.180400047760894e-07,0.0,0.0
233,-2.646484375,2.4833984375,15,15,7639,0,15,0.0056152165548625016,3.002099989625001e-06,0.0,0.0
234,0.2744140625,-3.6328125,92,92,7639,56,92,0.005437520022392652,0.0028580427180541395,0.005437457462392449,0.0028525124980755124
235,2.2607421875,2.8759765625,0,0,3072,0,0,0.0,0.0,0.0,0.0
236,-3.623046875,-0.595703125,331,331,7639,117,329,0.0222142052680079,0.08175409625965076,0.020794455394558098,0.08171899379961946
237,3.0859375,-2.015625,1,1,3072,0,1,0.0008362542723978812,7.424599884283831e-07,0.0,0.0
238,-0.91796875,3.5849609375,15,15,3072,0,15,0.00040208534006973273,1.018572015878823e-05,0.0,0.0
239,-1.751953125,-3.2763671875,575,575,7639,128,575,0.02875537873927067,0.036861143167225885,0.028754657259265,0.036792330687523855
240,3.5185546875,1.2373046875,0,0,3072,0,0,0.0,0.0,0.0,0.0
241,-3.443359375,1.470703125,19,19,7639,4,19,0.01103011478224061,0.05760003166234069,0.005891767793591846,0.057561566481881876
242,1.5517578125,-3.423828125,1,1,7639,1,1,0.00020649033829838424,0.002054085025101362,0.00020649033829838424,0.002054085025101362
243,1.1728515625,3.5869140625,0,0,3072,0,0,0.0,0.0,0.0,0.0
244,-3.2998046875,-1.859375,587,587,7639,128,585,0.01380931096677573,0.06863327672190095,0.009476894471662032,0.06856118992184937
245,3.7041015625,-0.861328125,1,1,3072,0,0,1.1820940063403167e-05,5.250000147741655e-07,0.0,0.0
246,-2.158203125,3.1494140625,15,15,7639,0,15,0.0030837914222170857,2.669380028126456e-06,0.0,0.0
247,-0.5380859375,-3.7939453125,380,380,7639,106,380,0.014868803425979888,0.048838821309431284,0.01486835434597775,0.048796668549620704
248,2.9716796875,2.443359375,0,0,3072,0,0,0.0,0.0,0.0,0.0
249,-3.8564453125,0.2060546875,35,35,7639,11,35,0.008844838702958945,0.11143972938642441,0.006968682904289981,0.11143289094644375
250,2.71484375,-2.767578125,1,1,7639,1,1,3.7759999535373075e-08,0.00988802127108021,3.7759999535373075e-08,0.00988802127108021
251,-0.1328125,3.8896484375,1,1,3072,0,1,1.99999994525058e-09,4.4590001340835234e-07,0.0,0.0
252,-2.5390625,-2.9697265625,645,645,7639,128,645,0.019691226220120404,0.04069094358233559,0.019690388880114616,0.04061102922257736
253,3.8935546875,0.4765625,0,0,3072,0,0,0.0,0.0,0.0,0.0
254,-3.205078125,2.2880859375,15,15,7639,0,15,0.006354101751428301,1.1833640103100761e-05,0.0,0.0
255,0.8212890625,-3.8671875,56,56,7639,56,56,0.0017481388157200158,0.0058042924870273386,0.0017481388157200158,0.0058042924870273386
256,2.0146484375,3.4189453125,0,0,3072,0,0,0.0,0.0,0.0,0.0
257,-3.8095703125,-1.1650390625,562,562,7639,128,560,0.012065896574333868,0.11107335981101117,0.012065023734338414,0.1110040880512112
258,3.609375,-1.720703125,1,1,3072,0,1,5.924521959410997e-05,5.621399865547726e-07,0.0,0.0
259,-1.5048828125,3.7216796875,15,15,3072,0,15,0.0007885352313873289,1.0413559997437766e-05,0.0,0.0
260,-1.4091796875,-3.775390625,537,537,7639,128,537,0.016681089540056974,0.06279247230603177,0.016680437320052303,0.06272945638613225
261,3.603515625,1.8388671875,0,0,3072,0,0,0.0,0.0,0.0,0.0
262,-3.9140625,1.08203125,19,19,7639,4,19,0.015378322531858854,0.043811156149814776,0.01142187753716722,0.04374774770931088
263,2.1630859375,-3.4560546875,1,1,7639,1,1,0.0010209528270569723,0.009493531631890222,0.0010209528270569723,0.009493531631890222
264,0.7421875,4.025390625,0,0,3072,0,0,0.0,0.0,0.0,0.0
265,-3.2783203125,-2.4765625,645,645,7639,128,645,0.011920563743201327,0.030404009168337826,0.011919718343196797,0.030323876128957837
266,4.1064453125,-0.3896484375,1,1,3072,0,0,2.3617620191983118e-05,1.5771199778090582e-06,0.0,0.0
267,-2.775390625,3.0732421875,15,15,7639,0,15,0.005568398136092424,2.8092399236159893e-06,0.0,0.0
268,-0.0302734375,-4.1572265625,245,245,7639,106,245,0.009403503354902382,0.03664182178177983,0.009403277834901648,0.03662046294174521
269,2.8408203125,3.056640625,0,0,3072,0,0,0.0,0.0,0.0,0.0
270,-4.17578125,-0.3359375,224,224,7639,117,222,0.02828883622016642,0.09303279279969773,0.026107571541185415,0.09301277921961708
271,3.3193359375,-2.5830078125,1,1,7639,1,1,0.0006994961868798158,0.004543701169004594,0.0006994961868798158,0.004543701169004594
272,-0.705078125,4.162109375,15,15,3072,0,15,0.00024158112057313946,8.393199998227337e-06,0.0,0.0
273,-2.30078125,-3.5595703125,645,645,7639,128,645,0.01629045339168465,0.044942794651167794,0.016289634471676744,0.044862974871437464
274,4.1162109375,1.0751953125,0,0,3072,0,0,0.0,0.0,0.0,0.0
275,-3.7763671875,1.99609375,19,19,7639,4,19,0.007731767614678404,2.7374299422885604e-05,0.0007776468391496452,7.256399986150553e-07
276,1.4423828125,-4.0380859375,1,1,7639,1,1,1.2339999934993623e-07,0.009910062909661602,1.2339999934993623e-07,0.009910062909661602
277,1.6708984375,3.966796875,0,0,3072,0,0,0.0,0.0,0.0,0.0
278,-3.9267578125,-1.8037109375,587,587,7639,128,587,0.015233969955307385,0.04629569487573444,0.015233164355304477,0.04622377747583424
279,4.1298828125,-1.328125,1,1,3072,0,0,9.518869778657926e-05,1.2888000370857603e-06,0.0,0.0
280,-2.15625,3.783203125,15,15,3072,0,15,0.0008737503747670697,3.6363800142935047e-06,0.0,0.0
281,-0.9697265625,-4.263671875,415,415,7639,106,415,0.00728295162504385,0.03625812669485447,0.007282461485040752,0.036210555575033145
282,3.6083984375,2.498046875,0,0,3072,0,0,0.0,0.0,0.0,0.0
283,-4.365234375,0.59765625,29,29,7639,11,29,0.014203699618420926,0.10792739080140744,0.011275478076615856,0.10791965808141334
284,2.826171875,-3.4033203125,1,1,7639,1,1,0.00010560602101755447,0.008844957684208617,0.00010560602101755447,0.008844957684208617
285,0.2158203125,4.435546875,0,0,3072,0,0,0.0,0.0,0.0,0.0
286,-3.1669921875,-3.1376953125,645,645,7639,128,645,0.011894955257282343,0.04759615988340307,0.011894115877275877,0.04751619456350294
287,4.47265625,0.1748046875,0,0,3072,0,0,0.0,0.0,0.0,0.0
288,-3.4296875,2.9033203125,15,15,7639,0,15,0.007118712143817371,2.571040014104109e-06,0.0,0.0
289,0.5693359375,-4.474609375,62,62,7639,56,62,0.0033051883173997793,0.004613577685937335,0.0033051789973996817,0.004612658545932178
290,2.61328125,3.69921875,0,0,3072,0,0,0.0,0.0,0.0,0.0
291,-4.4423828125,-0.9658203125,409,409,7639,117,407,0.010986691070962477,0.11256324661349039,0.010986067150967779,0.1125165869937601
292,3.9443359375,-2.2978515625,1,1,3072,0,0,9.03209582547101e-05,5.651399838067396e-07,0.0,0.0
293,-1.361328125,4.3759765625,15,15,3072,0,15,0.0006576492961740232,8.665700043356227e-06,0.0,0.0
294,-1.9599609375,-4.162109375,575,575,7639,128,575,0.01575079504758608,0.049577228999914874,0.015750090367580277,0.04950825896002931
295,4.2734375,1.7529296875,0,0,3072,0,0,0.0,0.0,0.0,0.0
296,-4.3525390625,1.6005859375,19,19,7639,4,19,0.007968359236824003,0.014817393885038764,0.0014532270293609443,0.014764926347148256
297,2.13671875,-4.1376953125,1,1,7639,1,1,0.0012519500423555062,0.006297660046959351,0.0012519500423555062,0.006297660046959351
298,1.2236328125,4.5107421875,0,0,3072,0,0,0.0,0.0,0.0,0.0
299,-3.96484375,-2.509765625,645,645,7639,128,645,0.012555083151343226,0.04207370065721725,0.012554230491336908,0.04199356677750231
300,4.6376953125,-0.8310546875,1,1,3072,0,0,2.2645639597509132e-05,3.92460008331927e-07,0.0,0.0
301,-2.869140625,3.7607421875,15,15,7639,0,15,0.0035174393153419264,2.7915600523508135e-06,0.0,0.0
302,-0.42578125,-4.7294921875,309,309,7639,106,309,0.016488154302148603,0.05017167931052584,0.016487826302146874,0.05014046601063832
303,3.5234375,3.212890625,0,0,3072,0,0,0.0,0.0,0.0,0.0
304,-4.787109375,0.0107421875,35,35,7639,11,35,0.00471502218634971,0.13020004556315376,0.0029264950680585296,0.13019416590316948
305,3.5361328125,-3.2548828125,1,1,7639,1,1,0.0013150636816054136,0.009347850483657747,0.0013150636816054136,0.009347850483657747
306,-0.4111328125,4.8076171875,6,6,3072,0,6,5.6974538887794055e-05,2.8933200440678297e-06,0.0,0.0
307,-2.95703125,-3.837890625,645,645,7639,128,645,0.018330508864348227,0.04991787378324442,0.018329691644340156,0.04983805860347544
308,4.7919921875,0.8359375,0,0,3072,0,0,0.0,0.0,0.0,0.0
309,-4.1142578125,2.630859375,15,15,7639,0,15,0.006247458188554125,2.809455944158945e-05,0.0,0.0
310,1.26171875,-4.73828125,1,1,7639,1,1,7.572000271598489e-08,0.010044894173136022,7.572000271598489e-08,0.010044894173136022
311,2.279296875,4.3642578125,0,0,3072,0,0,0.0,0.0,0.0,0.0
312,-4.6474609375,-1.6845703125,587,587,7639,128,585,0.021548101295980615,0.11345846925405212,0.021547279395981063,0.11338688003404762
313,4.5830078125,-1.904296875,1,1,3072,0,1,0.00011609148388169831,3.710999793812235e-07,0.0,0.0
314,-2.1015625,4.5185546875,15,15,3072,0,15,0.0008884981098185354,7.586279939288234e-06,0.0,0.0
315,-1.5087890625,-4.7705078125,575,575,7639,128,575,0.014598299505468877,0.043007947275286805,0.014597591405463756,0.042939068935509014
316,4.3525390625,2.5087890625,0,0,3072,0,0,0.0,0.0,0.0,0.0
317,-4.9248046875,1.0947265625,19,19,7639,4,19,0.007395528155538852,0.02194318932591296,0.0023841922583999857,0.021858202548071512
318,2.9033203125,-4.150390625,1,1,7639,1,1,0.0011425955445245415,0.008842400263836571,0.0011425955445245415,0.008842400263836571
319,0.6650390625,5.0419921875,0,0,3072,0,0,0.0,0.0,0.0,0.0
320,-3.912109375,-3.2822265625,645,645,7639,128,645,0.014171336752313773,0.03096714489818953,0.01417050715230605,0.030887107798263938
321,5.123046875,-0.2236328125,1,1,3072,0,0,6.839688273372318e-05,4.27380000325825e-07,0.0,0.0
322,-3.6416015625,3.640625,15,15,7639,0,15,0.005854596842763831,2.818780065789572e-06,0.0,0.0
323,0.2265625,-5.1650390625,96,96,7639,56,96,0.002660383358361956,0.004659459373344434,0.0026603175583620763,0.0046533107733689695
324,3.3359375,3.978515625,0,0,3072,0,0,0.0,0.0,0.0,0.0
325,-5.16796875,-0.68359375,409,409,7639,117,407,0.024225837650017977,0.10582168805546113,0.021315591604948593,0.10577461659547448
326,4.2900390625,-3.0,1,1,3072,0,1,7.390612134315824e-05,6.436200027865257e-07,0.0,0.0
327,-1.1416015625,5.130859375,15,15,3072,0,15,0.00026102609433800234,9.783179884747778e-06,0.0,0.0
328,-2.634765625,-4.57421875,645,645,7639,128,645,0.019398268401594844,0.05429063270799279,0.019397454701589364,0.0542109261482253
329,5.0537109375,1.599609375,0,0,3072,0,0,0.0,0.0,0.0,0.0
330,-4.8271484375,2.244140625,15,15,7639,0,15,0.007749942046794898,3.239088052845803e-05,0.0,0.0
331,2.052734375,-4.935546875,1,1,7639,1,1,9.055634300735317e-05,0.0017570414368913423,9.055634300735317e-05,0.0017570414368913423
332,1.828125,5.046875,0,0,3072,0,0,0.0,0.0,0.0,0.0
333,-4.77734375,-2.4970703125,645,645,7639,128,645,0.014158900621658128,0.04560718808991557,0.012238653865179704,0.04552693410974387
334,5.2314453125,-1.3916015625,1,1,3072,0,0,4.785269995262487e-05,3.853619996785073e-06,0.0,0.0
335,-2.9296875,4.580078125,15,15,3072,0,15,0.0010292713182188755,2.8691199849437733e-06,0.0,0.0
336,-0.9375,-5.37890625,415,415,7639,106,415,0.02266668956417411,0.05045849156599637,0.022666203044170097,0.05041098946603095
337,4.3427734375,3.34765625,0,0,3072,0,0,0.0,0.0,0.0,0.0
338,-5.486328125,0.466796875,35,35,7639,11,35,0.013643149197375365,0.17324859903025966,0.010665851377818981,0.1732401831102394
339,3.74609375,-4.068359375,1,1,7639,1,1,0.0026579441055033667,0.012239895766747987,0.0026579441055033667,0.012239895766747987
340,-0.0146484375,5.5537109375,1,1,3072,0,1,2.1871198902562653e-06,4.2851999464830807e-07,0.0,0.0
341,-3.7568359375,-4.123046875,645,645,7639,128,645,0.014875953448928206,0.033834008459496814,0.01487513898892221,0.03375409691995205
342,5.5791015625,0.50390625,0,0,3072,0,0,0.0,0.0,0.0,0.0
343,-4.4736328125,3.412109375,15,15,7639,0,15,0.009020215804812591,3.0267000324573278e-06,0.0,0.0
344,0.9990234375,-5.5615234375,19,19,7639,19,18,7.926522178452386e-05,0.009960278091212065,7.926522178452386e-05,0.009960278091212065
345,3.0341796875,4.796875,0,0,3072,0,0,0.0,0.0,0.0,0.0
346,-5.5009765625,-1.494140625,586,586,7639,128,584,0.022439340047224424,0.035608453834587724,0.02243849782722781,0.035536978414574955
347,5.087890625,-2.6259765625,1,1,3072,0,1,5.103024142114441e-05,3.7282000721115266e-07,0.0,0.0
348,-1.986328125,5.396484375,15,15,3072,0,15,0.0005644652529634502,1.2114900173712602e-05,0.0,0.0
349,-2.1904296875,-5.3447265625,645,645,7639,128,645,0.014083207282249596,0.03355316406774352,0.014082400402243013,0.03347352098781065
350,5.248046875,2.47265625,0,0,3072,0,0,0.0,0.0,0.0,0.0
351,-5.564453125,1.7294921875,19,19,7639,4,19,0.005584596771772694,0.003649228742013368,0.0006774461154166495,0.0035831173236363792
352,2.9482421875,-5.056640625,1,1,7639,1,1,5.6061278841363686e-05,0.01309305712826154,5.6061278841363686e-05,0.01309305712826154
353,1.248046875,5.7451171875,0,0,3072,0,0,0.0,0.0,0.0,0.0
354,-4.822265625,-3.4091796875,645,645,7639,128,645,0.013062690206756763,0.04291077889841023,0.013061867966749002,0.04283073959842763
355,5.884765625,-0.7470703125,1,1,3072,0,0,4.2575138647984036e-05,4.2470000359889184e-07,0.0,0.0
356,-3.8525390625,4.546875,15,15,7639,0,15,0.004867001407340062,2.696319976434811e-06,0.0,0.0
357,-0.232421875,-5.9814453125,245,245,7639,106,245,0.022153936017724935,0.039581598930395534,0.02215371141772326,0.03956022953049812
358,4.23046875,4.2734375,0,0,3072,0,0,0.0,0.0,0.0,0.0
359,-6.0341796875,-0.294921875,176,176,7639,117,174,0.01994943429665822,0.09202237394779852,0.01839684292822436,0.09201077806805348
360,4.6689453125,-3.8759765625,1,1,7639,1,1,0.0011794404131080082,0.006158146547308229,0.0011794404131080082,0.006158146547308229
361,-0.828125,6.0400390625,15,15,3072,0,15,0.00020742011739152526,7.411739983911561e-06,0.0,0.0
362,-3.4853515625,-5.0361328125,645,645,7639,128,645,0.014852456293336506,0.061518800480377916,0.014851644973329525,0.06143896688051419
363,5.9990234375,1.3662109375,0,0,3072,0,0,0.0,0.0,0.0,0.0
364,-5.37109375,3.0595703125,15,15,7639,0,15,0.010466247705832793,0.00032338243723910364,0.0,0.0
365,1.90234375,-5.912109375,1,1,7639,1,1,0.0006877498229012142,0.010987758688180922,0.0006877498229012142,0.010987758688180922
366,2.6025390625,5.6708984375,0,0,3072,0,0,0.0,0.0,0.0,0.0
367,-5.7763671875,-2.435546875,645,645,7639,128,645,0.032680711158145255,0.0951479583401943,0.022797872691941876,0.09506763942035874
368,5.9326171875,-2.1162109375,1,1,3072,0,0,4.113445903135389e-05,2.9463999338271307e-07,0.0,0.0
369,-2.958984375,5.5947265625,15,15,3072,0,15,0.0008305025460732699,3.4191000082910694e-06,0.0,0.0
370,-1.6044921875,-6.15234375,575,575,7639,128,575,0.025940728300658994,0.03971569996696084,0.02594003400065316,0.039646889227034944
371,5.365234375,3.46875,0,0,3072,0,0,0.0,0.0,0.0,0.0
372,-6.330078125,1.0712890625,19,19,7639,4,19,0.008864912671985666,0.01125785053278477,0.004768713515120355,0.011134605393978874
373,3.962890625,-5.08984375,1,1,7639,1,1,0.0007218867544106925,0.010325255794477574,0.0007218867544106925,0.010325255794477574
374,0.5185546875,6.4609375,0,0,3072,0,0,0.0,0.0,0.0,0.0
375,-4.76953125,-4.435546875,645,645,7639,128,645,0.013752111521132496,0.029085611612147975,0.013751301941126481,0.02900559477237388
376,6.544921875,0.048828125,0,0,3072,0,0,0.0,0.0,0.0,0.0
377,-4.8828125,4.40625,15,15,7639,0,15,0.006891178283435149,2.7136999327967e-06,0.0,0.0
378,0.626953125,-6.580078125,62,62,7639,56,62,0.0006621679201822165,0.0044503476899476705,0.0006621588001822375,0.004449427069951565
379,4.001953125,5.3017578125,0,0,3072,0,0,0.0,0.0,0.0,0.0
380,-6.564453125,-1.2119140625,562,562,7639,128,560,0.02048140330659384,0.06481008647802204,0.020480534186597836,0.06474191587797225
381,5.6875,-3.55859375,1,1,3072,0,1,0.0001439663607636668,3.937799922958397e-07,0.0,0.0
382,-1.798828125,6.498046875,15,15,3072,0,15,0.0005967120555279535,1.197414020222009e-05,0.0,0.0
383,-3.078125,-6.037109375,645,645,7639,128,645,0.01950109916418325,0.02845848444983651,0.01950029052417577,0.028378842530288415
384,6.3798828125,2.3837890625,0,0,3072,0,0,0.0,0.0,0.0,0.0
385,-6.3466796875,2.5634765625,15,15,7639,0,15,0.005349905887360602,2.774779985684312e-06,0.0,0.0
386,2.962890625,-6.2099609375,1,1,7639,1,1,1.2691999986587387e-07,0.008049920187374405,1.2691999986587387e-07,0.008049920187374405
387,2.0205078125,6.6142578125,0,0,3072,0,0,0.0,0.0,0.0,0.0
388,-5.98828125,-3.5302734375,645,645,7639,128,645,0.014200141876640909,0.050952851234378795,0.014042835483548174,0.05087260883511995
389,6.8359375,-1.44921875,1,1,3072,0,0,8.048384170325556e-05,4.022200017971835e-07,0.0,0.0
390,-4.0830078125,5.7158203125,15,15,3072,0,15,0.0011094409270964527,2.7307200035468887e-06,0.0,0.0
391,-0.85546875,-7.009765625,415,415,7639,106,415,0.016907613665553597,0.04342772444129815,0.016907128745549872,0.0433802285813835
392,5.3935546875,4.615234375,0,0,3072,0,0,0.0,0.0,0.0,0.0
393,-7.1328125,0.2421875,35,35,7639,11,35,0.014013409779506924,0.09630828256780424,0.011286991175827576,0.09630137388784293
394,5.123046875,-5.0224609375,1,1,7639,1,1,0.0003113888087151129,0.003974617000304925,0.0003113888087151129,0.003974617000304925
395,-0.38671875,7.203125,6,6,3072,0,6,0.00010649423946340439,2.994500003265369e-06,0.0,0.0
396,-4.6044921875,-5.6025390625,645,645,7639,128,645,0.014326262359272571,0.028754667370802362,0.014325457979266463,0.028674916331052097
397,7.21875,1.0263671875,0,0,3072,0,0,0.0,0.0,0.0,0.0
398,-6.048828125,4.142578125,15,15,7639,0,15,0.008572612297123477,0.00015147055653198186,0.0,0.0
399,1.671875,-7.1806640625,1,1,7639,1,1,0.000400171469924715,0.008979490031787342,0.000400171469924715,0.008979490031787342
400,3.6376953125,6.458984375,0,0,3072,0,0,0.0,0.0,0.0,0.0
401,-7.083984375,-2.318359375,645,645,7639,128,645,0.02744611718450717,0.07313467933666437,0.018356446420615742,0.07305427015661703
402,6.828125,-3.0927734375,1,1,3072,0,1,2.3539219891989535e-05,2.2769999851330205e-07,0.0,0.0
403,-2.9619140625,6.931640625,15,15,3072,0,15,0.0006891531627671692,7.827479907967413e-06,0.0,0.0
404,-2.5126953125,-7.15234375,645,645,7639,128,645,0.024093662816401712,0.05929583642917059,0.024092857696394694,0.05921627134959206
405,6.7216796875,3.5966796875,0,0,3072,0,0,0.0,0.0,0.0,0.0
406,-7.4287109375,1.8994140625,19,19,7639,4,19,0.005351108697365513,0.007041637481713382,0.00017167797807829234,0.006700454654607214
407,4.2197265625,-6.4560546875,1,1,7639,1,1,0.00022787009942893739,0.01555481180277642,0.00022787009942893739,0.01555481180277642
408,1.2568359375,7.654296875,0,0,3072,0,0,0.0,0.0,0.0,0.0
