# Memory two: one row per (game, strategy) at which the strategy is a strict Nash equilibrium at eps = 1e-4 (65547 rows).
# Rows ordered by ipt, then s. F2 = the run at N = 100, beta = 3, mu = 1e-4; F1 = the run at N = 1000, beta = 100, mu = 1e-2; both eps = 1e-4 (the runs' names in the kits).
# Strategy code s = 0..65535: bit k of s (k = 0..15) is 1 if the strategy intends C in state k = 4 x (the most recent outcome) + (the outcome before), outcomes 0 CC, 1 CD, 2 DC, 3 DD from the focal player's side (MapBinM2's exactcoef.py); ALLD 0, ALLC 65535, the memory-one strategy with answers b_j embeds as 15 x sum_j b_j 16^j.
# Columns:
#   ipt                the game (data/games/games.csv)
#   s                  the strategy
#   efficient          1 if efficient in the limit eps -> 0 at this game (SI Figure 7)
#   mutual_cooperator  1 if its self-play in the limit is all CC (one of the 7639)
#   alternator         1 if its self-play in the limit alternates CD, DC perfectly (one of the 3072); 0 in every row
#   float64_strict     1 if the double-precision brute-force scan also found it strict (0 in the 160 rows of m2_float64_check.csv)
#   pi_F2, pi_F1       its time-averaged abundance in the run, normalised so that the 65536 abundances sum to 1
ipt,s,efficient,mutual_cooperator,alternator,float64_strict,pi_F2,pi_F1
184,37455,1,1,0,1,7.360000166838596e-09,1.1561399970859416e-06
184,37712,0,0,0,1,1.400000005186791e-09,1.5361999258247437e-07
184,37713,0,0,0,1,1.5400000168077005e-09,1.5438000330058816e-07
184,37718,0,0,0,1,1.5000000134874406e-09,1.5166000308594863e-07
184,37720,0,0,0,1,1.4600000101671808e-09,1.5349999612571865e-07
184,37721,1,1,0,1,6.0000000539497626e-09,1.5428000151634017e-07
184,37726,0,0,0,1,1.7400000334089994e-09,1.539799961635962e-07
184,37727,1,1,0,1,2.5220000317066975e-08,2.672507970373159e-05
184,37920,0,0,0,1,1.3400000002064013e-09,1.5288000495857762e-07
184,37921,0,0,0,1,1.420000006846921e-09,1.550999962519772e-07
184,37926,0,0,0,1,1.4600000101671808e-09,1.526399978342115e-07
184,37928,0,0,0,1,1.5000000134874406e-09,1.5230000313645205e-07
184,37929,1,1,0,1,1.0980000023232899e-08,1.693200027031706e-07
184,37934,0,0,0,1,1.8600000433697789e-09,1.550999962519772e-07
184,37935,1,1,0,1,4.641620036052854e-05,2.597199956259243e-07
184,38192,0,0,0,1,1.5200000151475706e-09,1.550200033510916e-07
184,38193,0,0,0,1,1.879999934007606e-09,1.552199927087329e-07
184,38198,0,0,0,1,1.9799999423082557e-09,1.565600052489723e-07
184,38200,0,0,0,1,1.5400000168077005e-09,1.508799976953271e-07
184,38201,1,1,0,1,9.359999888762377e-09,1.554400051605913e-07
184,38206,0,0,0,1,1.6800000284286097e-09,1.536599961383445e-07
184,38207,1,1,0,1,6.797999676099735e-08,8.530540038999145e-06
184,38496,0,0,0,1,1.7400000334089994e-09,1.5209999956795607e-07
184,38497,0,0,0,1,1.4600000101671808e-09,1.5217999246884166e-07
184,38502,0,0,0,1,1.3600000018665313e-09,1.5300000141533333e-07
184,38504,0,0,0,1,1.7200000317488695e-09,1.5409999262035193e-07
184,38505,1,1,0,1,1.3240000210827579e-08,1.539000032627106e-07
184,38510,0,0,0,1,1.7200000317488695e-09,1.5428000151634017e-07
184,38511,1,1,0,1,0.0018386769811859353,5.261440017284702e-06
184,38768,0,0,0,1,1.840000041709649e-09,1.5391999793521835e-07
184,38769,0,0,0,1,1.6600000267684797e-09,1.5461999621409962e-07
184,38774,0,0,0,1,1.879999934007606e-09,1.5855999830136816e-07
184,38776,0,0,0,1,1.6600000267684797e-09,1.5461999621409962e-07
184,38777,1,1,0,1,7.699999750971595e-09,1.5609999988360245e-07
184,38782,0,0,0,1,2.339999972190594e-09,1.5615999811198033e-07
184,38783,1,1,0,1,0.0004990951857926472,8.275874247520169e-05
184,39040,0,0,0,1,1.6400000251083498e-09,1.5697999284761734e-07
184,39041,0,0,0,1,1.6600000267684797e-09,1.5487999801097348e-07
184,39046,0,0,0,1,1.820000040049519e-09,1.5806000359098284e-07
184,39048,0,0,0,1,1.7200000317488695e-09,1.5396000149108846e-07
184,39049,1,1,0,1,4.819999956002098e-09,4.425999958464225e-07
184,39054,0,0,0,1,1.4800000118273107e-09,1.5508000157946947e-07
184,39055,1,1,0,1,1.1080000031533548e-08,1.8744999507441801e-06
184,39312,0,0,0,1,1.9999999439683856e-09,1.542999961888479e-07
184,39313,0,0,0,1,1.8000000383893891e-09,1.5086000302281936e-07
184,39318,0,0,0,1,2.0599999489487754e-09,1.5553999273398462e-07
184,39320,0,0,0,1,1.820000040049519e-09,1.535800032374589e-07
184,39321,1,1,0,1,4.23999990785833e-09,1.6234000037601083e-07
184,39326,0,0,0,1,1.4800000118273107e-09,1.5326000321220719e-07
184,39327,1,1,0,1,2.2060000054766447e-08,1.2431380080367134e-05
184,39616,0,0,0,1,1.440000008507051e-09,1.5732000175623142e-07
184,39617,0,0,0,1,1.440000008507051e-09,1.5518000336371746e-07
184,39622,0,0,0,1,1.2799999952260116e-09,1.5848000540048254e-07
184,39624,0,0,0,1,1.6800000284286097e-09,1.5369999969421463e-07
184,39625,1,1,0,1,1.7105999465916586e-07,3.8620001271209043e-07
184,39630,0,0,0,1,1.8600000433697789e-09,1.5518000336371746e-07
184,39631,1,1,0,1,1.551400004431298e-07,5.700640009310111e-06
184,39888,0,0,0,1,1.62000002344822e-09,1.5732000175623142e-07
184,39889,0,0,0,1,1.8000000383893891e-09,1.5535999804885104e-07
184,39894,0,0,0,1,2.179999958909555e-09,1.5582000341422088e-07
184,39896,0,0,0,1,1.420000006846921e-09,1.5208000489544833e-07
184,39897,1,1,0,1,7.772000289855114e-08,1.5825999294862419e-07
184,39902,0,0,0,1,1.6800000284286097e-09,1.5668000170572803e-07
184,39903,1,1,0,1,0.0002481683914744424,0.0102936876543625
184,40096,0,0,0,1,1.6600000267684797e-09,1.556399945182326e-07
184,40097,0,0,0,1,1.7800000367292592e-09,1.5220000135220406e-07
184,40102,0,0,0,1,1.6600000267684797e-09,1.5327999788471492e-07
184,40104,0,0,0,1,1.5400000168077005e-09,1.529599978594632e-07
184,40105,1,1,0,1,1.2160000121180564e-08,1.6213999680751484e-07
184,40110,0,0,0,1,1.3400000002064013e-09,1.5359999790996664e-07
184,40111,1,1,0,1,0.0006545243088035189,5.877000126255657e-07
184,40368,0,0,0,1,1.5200000151475706e-09,1.5198000311120034e-07
184,40369,0,0,0,1,1.3600000018665313e-09,1.5560000517321716e-07
184,40374,0,0,0,1,1.6600000267684797e-09,1.5496000512271374e-07
184,40376,0,0,0,1,1.5600000184678302e-09,1.5310000319958134e-07
184,40377,1,1,0,1,1.3860000262291605e-08,1.527399996184595e-07
184,40382,0,0,0,1,2.0199999456285155e-09,1.552999998204732e-07
184,40383,1,1,0,1,1.0339999970108742e-08,2.135710011324707e-05
184,40672,0,0,0,1,1.7400000334089994e-09,1.5691999461923946e-07
184,40673,0,0,0,1,1.5000000134874406e-09,1.4857999929018723e-07
184,40678,0,0,0,1,1.6400000251083498e-09,1.5279999784683734e-07
184,40680,0,0,0,1,1.62000002344822e-09,1.5423999796047006e-07
184,40681,1,1,0,1,6.900000128655608e-09,1.548999926834812e-07
184,40686,0,0,0,1,1.8000000383893891e-09,1.5599999809935446e-07
184,40687,1,1,0,1,0.0011665064378951935,7.85591961805794e-06
184,40944,0,0,0,1,1.5600000184678302e-09,1.5713999286024318e-07
184,40945,0,0,0,1,1.7800000367292592e-09,1.543599944172258e-07
184,40950,0,0,0,1,1.7400000334089994e-09,1.5770000000986101e-07
184,40952,0,0,0,1,1.8000000383893891e-09,1.542999961888479e-07
184,40953,1,1,0,1,5.0799999775837866e-09,1.5448000508483616e-07
184,40958,0,0,0,1,1.9599999406481258e-09,1.5537999272135878e-07
184,40959,1,1,0,1,0.0005886401633435891,3.082010141065813e-05
184,57344,0,0,0,1,1.899999935667736e-09,1.546799944424775e-07
184,57345,0,0,0,1,1.8000000383893891e-09,1.5339999434147065e-07
184,57350,0,0,0,1,1.6600000267684797e-09,1.5294000318695547e-07
184,57351,0,0,0,1,1.4600000101671808e-09,1.550200033510916e-07
184,57352,0,0,0,1,1.5200000151475706e-09,1.5380000147846262e-07
184,57353,1,1,0,1,3.3457999402153327e-07,1.2125999500269423e-06
184,57358,0,0,0,1,1.5000000134874406e-09,1.5465999976996976e-07
184,57359,1,1,0,1,4.19999990453807e-09,1.5279399518182863e-06
184,57616,0,0,0,1,1.3199999985462714e-09,1.5307999431621894e-07
184,57617,0,0,0,1,1.62000002344822e-09,1.5582000341422088e-07
184,57622,0,0,0,1,1.7800000367292592e-09,1.583999982887423e-07
184,57624,0,0,0,1,1.8600000433697789e-09,1.5531999449298093e-07
184,57625,1,1,0,1,6.637517801156885e-05,1.7819999629847824e-07
184,57630,0,0,0,1,1.2799999952260116e-09,1.543599944172258e-07
184,57631,1,1,0,1,9.239999878801598e-09,1.3694399915356891e-05
184,57920,0,0,0,1,1.5600000184678302e-09,1.5269999606258935e-07
184,57921,0,0,0,1,1.840000041709649e-09,1.5694000350260186e-07
184,57926,0,0,0,1,1.3199999985462714e-09,1.5589999631510647e-07
184,57928,0,0,0,1,1.919999937327866e-09,1.5289999963108533e-07
184,57929,1,1,0,1,2.3460000170975542e-08,1.0487799459814285e-06
184,57934,0,0,0,1,1.4800000118273107e-09,1.518200030985745e-07
184,57935,1,1,0,1,1.0256000140771881e-07,4.519320083067806e-06
184,58192,0,0,0,1,1.5400000168077005e-09,1.5515999448035506e-07
184,58193,0,0,0,1,1.7600000350691293e-09,1.560199927718622e-07
184,58198,0,0,0,1,1.4800000118273107e-09,1.5336000499645518e-07
184,58200,0,0,0,1,1.939999938987996e-09,1.5547999450560677e-07
184,58201,1,1,0,1,5.660000025727554e-09,1.6104000560249624e-07
184,58206,0,0,0,1,1.5000000134874406e-09,1.5768000533735328e-07
184,58207,1,1,0,1,3.218000018424944e-07,0.004614562244181527
184,58400,0,0,0,1,1.7000000300887396e-09,1.4991999761957196e-07
184,58401,0,0,0,1,1.58000002012796e-09,1.5726000352785357e-07
184,58406,0,0,0,1,1.5200000151475706e-09,1.5417999973209218e-07
184,58408,0,0,0,1,1.7000000300887396e-09,1.5278000317432963e-07
184,58409,1,1,0,1,2.169200002422006e-07,3.633400055791008e-07
184,58414,0,0,0,1,1.9599999406481258e-09,1.5464000509746202e-07
184,58415,1,1,0,1,3.622000123013842e-08,4.5133998410161204e-07
184,58672,0,0,0,1,1.440000008507051e-09,1.5311999787208906e-07
184,58673,0,0,0,1,1.8000000383893891e-09,1.5617999278448804e-07
184,58678,0,0,0,1,1.7600000350691293e-09,1.5151999774583052e-07
184,58680,0,0,0,1,1.400000005186791e-09,1.5577999985835074e-07
184,58681,1,1,0,1,2.1999999605696847e-09,1.5631999812460618e-07
184,58686,0,0,0,1,2.0199999456285155e-09,1.5669999637823574e-07
184,58687,1,1,0,1,3.439999930270976e-08,8.949739787861794e-06
184,58976,0,0,0,1,1.7600000350691293e-09,1.559399998709766e-07
184,58977,0,0,0,1,1.5600000184678302e-09,1.5385999970684047e-07
184,58982,0,0,0,1,1.8000000383893891e-09,1.540000050469586e-07
184,58984,0,0,0,1,1.60000002178809e-09,1.5167999775845636e-07
184,58985,1,1,0,1,1.2000000107899525e-08,1.6229999682014069e-07
184,58990,0,0,0,1,1.5200000151475706e-09,1.5275999429096723e-07
184,58991,1,1,0,1,0.00044426447141631325,6.932039896871746e-06
184,59248,0,0,0,1,1.4800000118273107e-09,1.501799994164458e-07
184,59249,0,0,0,1,1.58000002012796e-09,1.5304000497120346e-07
184,59254,0,0,0,1,1.7200000317488695e-09,1.5528000514796545e-07
184,59256,0,0,0,1,1.5600000184678302e-09,1.5269999606258935e-07
184,59257,1,1,0,1,3.700000085079428e-09,1.5343999789734077e-07
184,59262,0,0,0,1,1.820000040049519e-09,1.5816000537523083e-07
184,59263,1,1,0,1,2.4180000230740217e-08,6.412623745749676e-05
184,59520,0,0,0,1,1.7800000367292592e-09,1.5380000147846262e-07
184,59521,0,0,0,1,1.6400000251083498e-09,1.5455999798572177e-07
184,59526,0,0,0,1,1.5400000168077005e-09,1.546799944424775e-07
184,59528,0,0,0,1,1.6600000267684797e-09,1.55760005185843e-07
184,59529,1,1,0,1,1.4929740249834634e-05,1.206140036558658e-06
184,59534,0,0,0,1,1.6800000284286097e-09,1.5391999793521835e-07
184,59535,1,1,0,1,1.1140000036513938e-08,2.7447599572452972e-06
184,59792,0,0,0,1,1.3600000018665313e-09,1.5336000499645518e-07
184,59793,0,0,0,1,1.4600000101671808e-09,1.5448000508483616e-07
184,59798,0,0,0,1,1.840000041709649e-09,1.5982000372986727e-07
184,59800,0,0,0,1,1.62000002344822e-09,1.5157999597420837e-07
184,59801,1,1,0,1,4.7800000414996796e-08,1.6782000436116004e-07
184,59806,0,0,0,1,1.62000002344822e-09,1.5595999454348432e-07
184,59807,1,1,0,1,0.0006091143588293844,0.0008144595163424161
184,60096,0,0,0,1,1.4800000118273107e-09,1.551999980362252e-07
184,60097,0,0,0,1,1.58000002012796e-09,1.5377999259510022e-07
184,60102,0,0,0,1,1.5200000151475706e-09,1.5631999812460618e-07
184,60104,0,0,0,1,1.60000002178809e-09,1.5428000151634017e-07
184,60105,1,1,0,1,2.1799999677913392e-07,1.0139599414573698e-06
184,60110,0,0,0,1,1.5400000168077005e-09,1.5262000316170376e-07
184,60111,1,1,0,1,1.7989999894565695e-07,5.737179868308638e-06
184,60368,0,0,0,1,1.8000000383893891e-09,1.5598000342684672e-07
184,60369,0,0,0,1,1.5400000168077005e-09,1.5493999623935134e-07
184,60374,0,0,0,1,1.9799999423082557e-09,1.5733999642873916e-07
184,60376,0,0,0,1,1.7200000317488695e-09,1.5704000528684985e-07
184,60377,1,1,0,1,2.2399999638899446e-09,1.5679999816248373e-07
184,60382,0,0,0,1,2.119999953929165e-09,1.5689999994673172e-07
184,60383,1,1,0,1,0.0005318380428030827,0.010326718871989918
184,60576,0,0,0,1,1.400000005186791e-09,1.534800014532109e-07
184,60577,0,0,0,1,1.5600000184678302e-09,1.5499999446772921e-07
184,60582,0,0,0,1,1.58000002012796e-09,1.5249999249409337e-07
184,60584,0,0,0,1,1.6600000267684797e-09,1.5262000316170376e-07
184,60585,1,1,0,1,2.3020000134452683e-08,3.5345999414131323e-07
184,60590,0,0,0,1,1.7800000367292592e-09,1.5311999787208906e-07
184,60591,1,1,0,1,0.0002713103895797642,7.801399958368904e-07
184,60848,0,0,0,1,1.7800000367292592e-09,1.5384000503433276e-07
184,60849,0,0,0,1,1.4800000118273107e-09,1.535800032374589e-07
184,60854,0,0,0,1,1.899999935667736e-09,1.5531999449298093e-07
184,60856,0,0,0,1,1.420000006846921e-09,1.5403999439197408e-07
184,60857,1,1,0,1,1.0888000193231986e-07,1.5483999445510334e-07
184,60862,0,0,0,1,1.3800000035266612e-09,1.564399945813619e-07
184,60863,1,1,0,1,2.6160000750364445e-07,4.407902071255827e-05
184,61152,0,0,0,1,1.4800000118273107e-09,1.531600014279592e-07
184,61153,0,0,0,1,1.6400000251083498e-09,1.4991999761957196e-07
184,61158,0,0,0,1,1.919999937327866e-09,1.5268000139008164e-07
184,61160,0,0,0,1,1.3400000002064013e-09,1.581999947202463e-07
184,61161,1,1,0,1,3.3380000994399976e-08,1.536599961383445e-07
184,61166,0,0,0,1,1.6600000267684797e-09,1.5145999951745264e-07
184,61167,1,1,0,1,0.00018405070300455418,8.6705003591297e-06
184,61424,0,0,0,1,1.7000000300887396e-09,1.552199927087329e-07
184,61425,0,0,0,1,1.4600000101671808e-09,1.5768000533735328e-07
184,61430,0,0,0,1,1.6600000267684797e-09,1.5684000171835387e-07
184,61432,0,0,0,1,1.58000002012796e-09,1.552999998204732e-07
184,61433,1,1,0,1,2.159999957249425e-09,1.534599925698485e-07
184,61438,0,0,0,1,1.939999938987996e-09,1.5608000521109472e-07
184,61439,1,1,0,1,6.610160200520275e-06,3.090255983798396e-05
184,61440,0,0,0,1,1.7000000300887396e-09,1.5567999807410275e-07
184,61441,0,0,0,1,1.9599999406481258e-09,1.5915999479600144e-07
184,61446,0,0,0,1,1.6400000251083498e-09,1.57900003578357e-07
184,61447,0,0,0,1,1.899999935667736e-09,1.586400054131084e-07
184,61448,0,0,0,1,1.6600000267684797e-09,1.5317999610046693e-07
184,61449,1,1,0,1,5.044000063413395e-08,1.1153999778838716e-06
184,61454,0,0,0,1,1.62000002344822e-09,1.5652000169310216e-07
184,61455,1,1,0,1,0.0005681375043115995,1.566679992178815e-06
184,61712,0,0,0,1,1.7000000300887396e-09,1.55660003401595e-07
184,61713,0,0,0,1,1.7400000334089994e-09,1.5150000307332278e-07
184,61718,0,0,0,1,1.6400000251083498e-09,1.6053999668125628e-07
184,61720,0,0,0,1,1.4800000118273107e-09,1.530599996437112e-07
184,61721,1,1,0,1,0.001318807481207743,1.746399924648393e-07
184,61726,0,0,0,1,1.8000000383893891e-09,1.5352000500908105e-07
184,61727,1,1,0,1,5.840000040668723e-09,1.1080819561677503e-05
184,62016,0,0,0,1,1.5000000134874406e-09,1.5704000528684985e-07
184,62017,0,0,0,1,1.7400000334089994e-09,1.6152000564037382e-07
184,62022,0,0,0,1,1.60000002178809e-09,1.5919999835187158e-07
184,62024,0,0,0,1,1.6400000251083498e-09,1.5460000154159189e-07
184,62025,1,1,0,1,2.786000053620412e-08,1.0886000112961775e-06
184,62030,0,0,0,1,2.0199999456285155e-09,1.5691999461923946e-07
184,62031,1,1,0,1,0.00034295630766823827,4.096600134975424e-06
184,62288,0,0,0,1,1.8000000383893891e-09,1.5461999621409962e-07
184,62289,0,0,0,1,1.6800000284286097e-09,1.523199978089598e-07
184,62294,0,0,0,1,1.7600000350691293e-09,1.5711999818773544e-07
184,62296,0,0,0,1,1.820000040049519e-09,1.5541999627722892e-07
184,62297,1,1,0,1,0.00013457293975022998,1.5809999293599832e-07
184,62302,0,0,0,1,1.3800000035266612e-09,1.560199927718622e-07
184,62303,1,1,0,1,2.9000000630831525e-08,0.007560625177731183
184,62496,0,0,0,1,1.3600000018665313e-09,1.5291999430359307e-07
184,62497,0,0,0,1,1.60000002178809e-09,1.5208000489544833e-07
184,62502,0,0,0,1,1.60000002178809e-09,1.5225999958058194e-07
184,62504,0,0,0,1,1.7400000334089994e-09,1.5121999239308652e-07
184,62505,1,1,0,1,6.967999867846524e-08,3.325199871598339e-07
184,62510,0,0,0,1,1.879999934007606e-09,1.5105999238046068e-07
184,62511,1,1,0,1,2.5140000310426453e-08,4.674799907043157e-07
184,62768,0,0,0,1,1.6600000267684797e-09,1.548999926834812e-07
184,62769,0,0,0,1,2.119999953929165e-09,1.5380000147846262e-07
184,62774,0,0,0,1,1.6800000284286097e-09,1.548999926834812e-07
184,62776,0,0,0,1,1.9799999423082557e-09,1.547799962267255e-07
184,62777,1,1,0,1,2.9600000236546215e-09,1.556199998457249e-07
184,62782,0,0,0,1,1.440000008507051e-09,1.5279999784683734e-07
184,62783,1,1,0,1,0.00043412778188851804,8.456980107801394e-06
184,63072,0,0,0,1,2.099999952269035e-09,1.5257999960583362e-07
184,63073,0,0,0,1,1.8000000383893891e-09,1.5406000327533645e-07
184,63078,0,0,0,1,1.6600000267684797e-09,1.5649999280973976e-07
184,63080,0,0,0,1,1.7400000334089994e-09,1.497599976069461e-07
184,63081,1,1,0,1,5.513999924790764e-08,1.5304000497120346e-07
184,63086,0,0,0,1,1.60000002178809e-09,1.5609999988360245e-07
184,63087,1,1,0,1,2.8321399448293082e-05,8.354299975353775e-06
184,63344,0,0,0,1,1.7600000350691293e-09,1.5320000498382933e-07
184,63345,0,0,0,1,1.62000002344822e-09,1.557200016299729e-07
184,63350,0,0,0,1,1.9999999439683856e-09,1.5793999292337247e-07
184,63352,0,0,0,1,1.440000008507051e-09,1.540000050469586e-07
184,63353,1,1,0,1,3.859999876315862e-09,1.5621999634035818e-07
184,63358,0,0,0,1,2.0399999472886454e-09,1.5726000352785357e-07
184,63359,1,1,0,1,1.882399943088606e-07,3.177814129796477e-05
184,63616,0,0,0,1,1.5000000134874406e-09,1.5732000175623142e-07
184,63617,0,0,0,1,1.62000002344822e-09,1.5930000013611957e-07
184,63622,0,0,0,1,1.820000040049519e-09,1.5866000008561615e-07
184,63624,0,0,0,1,1.899999935667736e-09,1.5121999239308652e-07
184,63625,1,1,0,1,3.5700001186975044e-08,1.1862199426161837e-06
184,63630,0,0,0,1,1.62000002344822e-09,1.5099999415208283e-07
184,63631,1,1,0,1,1.2382000139608005e-07,2.604519967495017e-06
184,63888,0,0,0,1,1.400000005186791e-09,1.5288000495857762e-07
184,63889,0,0,0,1,1.58000002012796e-09,1.5678000348997602e-07
184,63894,0,0,0,1,1.62000002344822e-09,1.550999962519772e-07
184,63896,0,0,0,1,1.820000040049519e-09,1.556399945182326e-07
184,63897,1,1,0,1,5.3779999135018804e-08,1.736199941607063e-07
184,63902,0,0,0,1,1.62000002344822e-09,1.543599944172258e-07
184,63903,1,1,0,1,1.7999999717760078e-08,2.4309399939432063e-05
184,64192,0,0,0,1,1.5200000151475706e-09,1.591400001234937e-07
184,64193,0,0,0,1,1.1399999836051022e-09,1.5679999816248373e-07
184,64198,0,0,0,1,1.7400000334089994e-09,1.5807999826349058e-07
184,64200,0,0,0,1,1.840000041709649e-09,1.5311999787208906e-07
184,64201,1,1,0,1,6.789999675435684e-08,8.801599699788485e-07
184,64206,0,0,0,1,1.8600000433697789e-09,1.5553999273398462e-07
184,64207,1,1,0,1,1.0178000311933058e-07,5.079039946047808e-06
184,64464,0,0,0,1,1.9799999423082557e-09,1.5464000509746202e-07
184,64465,0,0,0,1,1.60000002178809e-09,1.5669999637823574e-07
184,64470,0,0,0,1,1.5000000134874406e-09,1.556199998457249e-07
184,64472,0,0,0,1,1.7000000300887396e-09,1.543999979730959e-07
184,64473,1,1,0,1,9.039999862200298e-09,1.5557999628985476e-07
184,64478,0,0,0,1,1.6800000284286097e-09,1.5700000173097974e-07
184,64479,1,1,0,1,2.8068001264012205e-07,0.003485318958453326
184,64672,0,0,0,1,2.099999952269035e-09,1.5377999259510022e-07
184,64673,0,0,0,1,1.7800000367292592e-09,1.5076000123857137e-07
184,64678,0,0,0,1,1.5600000184678302e-09,1.5160000485757077e-07
184,64680,0,0,0,1,1.62000002344822e-09,1.551999980362252e-07
184,64681,1,1,0,1,0.0015091716781549566,2.8503998696582494e-07
184,64686,0,0,0,1,1.5400000168077005e-09,1.5349999612571865e-07
184,64687,1,1,0,1,0.0004305934127169117,9.284399844468414e-07
184,64944,0,0,0,1,1.6800000284286097e-09,1.5205999601208593e-07
184,64945,0,0,0,1,1.440000008507051e-09,1.5177999954270436e-07
184,64950,0,0,0,1,2.119999953929165e-09,1.525600049333259e-07
184,64952,0,0,0,1,1.60000002178809e-09,1.5406000327533645e-07
184,64953,1,1,0,1,8.859999847259129e-09,1.5803999470762047e-07
184,64958,0,0,0,1,1.840000041709649e-09,1.549200015668436e-07
184,64959,1,1,0,1,0.0009150934058814187,0.002285871878827474
184,65248,0,0,0,1,1.7600000350691293e-09,1.5423999796047006e-07
184,65249,0,0,0,1,1.840000041709649e-09,1.547799962267255e-07
184,65254,0,0,0,1,1.62000002344822e-09,1.5454000331321403e-07
184,65256,0,0,0,1,1.8600000433697789e-09,1.5401999971946634e-07
184,65257,1,1,0,1,2.5420000333668273e-08,1.5057999234258312e-07
184,65262,0,0,0,1,1.62000002344822e-09,1.552199927087329e-07
184,65263,1,1,0,1,8.074420295418014e-06,8.610460066622042e-06
184,65520,0,0,0,1,1.60000002178809e-09,1.5573999630248063e-07
184,65521,0,0,0,1,2.0399999472886454e-09,1.539799961635962e-07
184,65526,0,0,0,1,1.879999934007606e-09,1.5700000173097974e-07
184,65528,0,0,0,1,1.62000002344822e-09,1.5573999630248063e-07
184,65529,1,1,0,1,3.871999966129782e-08,1.546799944424775e-07
184,65534,0,0,0,1,1.9599999406481258e-09,1.556199998457249e-07
184,65535,1,1,0,1,2.6560000428295676e-08,3.6714798484753125e-05
186,0,0,0,0,1,0.00046125077636138595,8.232919807505103e-06
186,1,0,0,0,1,0.00010566168201328435,1.0989999808428966e-06
186,7,0,0,0,1,0.00017121320704430716,5.714600243557356e-07
186,9,0,0,0,1,0.00029075954803911943,3.9555999622269106e-07
186,15,0,0,0,1,0.00019437425359730977,5.166400034760036e-07
186,4096,0,0,0,1,0.00022463602360033646,4.223899877814112e-06
186,4097,0,0,0,1,0.00021498708517119408,5.08480016958603e-07
186,4102,0,0,0,1,0.00017957843371984097,2.174019996849144e-06
186,4103,0,0,0,1,0.00020155766102965,5.281800133876983e-07
186,4104,0,0,0,1,3.1914878486677574e-05,5.158599980773205e-07
186,4105,0,0,0,1,0.000410174252408794,3.897600063631996e-07
186,4110,0,0,0,1,0.0006122011108410875,4.627800111036584e-07
186,4111,0,0,0,1,7.072855804769824e-05,4.256999971362387e-07
186,4368,0,0,0,1,1.7856920746718964e-05,1.123019963446684e-06
186,4369,0,0,0,1,0.00017588457555878183,1.9736999221277666e-06
186,32777,1,1,0,1,0.0010768234495450993,0.04164514717734522
186,32783,1,1,0,1,0.0018165315266055792,0.047134682842812865
186,36873,1,1,0,1,0.0017234204567454462,0.03666869202273286
186,36879,1,1,0,1,0.0006515470448914064,0.005753556303863271
187,65535,1,1,0,1,5.088340004922063e-06,0.026377780507184152
189,0,0,0,0,1,1.259999995568837e-09,1.561599990681861e-07
189,1,0,0,0,1,2.2199999657588314e-09,1.5807999923145302e-07
189,6,0,0,0,1,1.6600000294072943e-09,1.589800010843412e-07
189,7,0,0,0,1,1.7000000327911399e-09,1.5471999894573594e-07
189,8,0,0,0,1,1.7200000344830627e-09,1.573200027195402e-07
189,9,0,0,0,1,1.7000000327911399e-09,1.5560000612599397e-07
189,14,0,0,0,1,2.159999960683063e-09,1.521000004993015e-07
189,15,0,0,0,1,1.4800000141799886e-09,1.5631999908179168e-07
189,272,0,0,0,1,1.6200000260234484e-09,1.5809999390408318e-07
189,273,0,0,0,1,2.0399999505315256e-09,1.5870000461324513e-07
189,280,0,0,0,1,1.6600000294072943e-09,1.559400008258353e-07
189,281,0,0,0,1,1.9599999437638343e-09,1.560800061668107e-07
189,576,0,0,0,1,1.7000000327911399e-09,1.5592000615320513e-07
189,577,0,0,0,1,1.3400000023365285e-09,1.5317999703842545e-07
189,582,0,0,0,1,1.3800000057203743e-09,1.5578000081222972e-07
189,584,0,0,0,1,1.8000000412507541e-09,1.542800024610343e-07
189,585,0,0,0,1,1.680000031099217e-09,1.5550000434113365e-07
189,590,0,0,0,1,1.7200000344830627e-09,1.5460000248824544e-07
189,848,0,0,0,1,1.8999999386880657e-09,1.5354000062175168e-07
189,849,0,0,0,1,2.0599999522234486e-09,1.5720000626204973e-07
189,856,0,0,0,1,1.6200000260234484e-09,1.5294000412344444e-07
189,857,0,0,0,1,1.7800000395588313e-09,1.5775999920424185e-07
189,1056,0,0,0,1,1.56000002094768e-09,1.5327999882328577e-07
189,1057,0,0,0,1,1.9599999437638343e-09,1.5096000573143231e-07
189,1062,0,0,0,1,1.8600000463265227e-09,1.5422000423228905e-07
189,1064,0,0,0,1,1.8400000446346e-09,1.5083999506308707e-07
189,1065,0,0,0,1,1.9599999437638343e-09,1.5288000589469922e-07
189,1070,0,0,0,1,2.1399999589911402e-09,1.506799950494815e-07
189,1328,0,0,0,1,1.8200000429426771e-09,1.56659993781633e-07
189,1329,0,0,0,1,1.9799999454557573e-09,1.521000004993015e-07
189,1336,0,0,0,1,2.099999955607294e-09,1.5690000090746873e-07
189,1337,0,0,0,1,2.1399999589911402e-09,1.5614000439555595e-07
189,1632,0,0,0,1,1.9799999454557573e-09,1.5460000248824544e-07
189,1633,0,0,0,1,1.6400000277153712e-09,1.5476000250185103e-07
