# Memory one: the strict Nash equilibria among the 16 binary memory-one strategies at eps = 1e-4, at each of the
# 512 games (data/games), and the share of the population on them (SI Figures 6a-c and 7a-c). One row per game,
# in ipt order. Strategy s = 0..15: bit j of s is 1 if s cooperates after outcome j = 0 CC, 1 CD, 2 DC, 3 DD
# (own action first); ALLD 0, Grim 1, TFT 5, WSLS 9, ALLC 15. A mask is sum over the strategies s in the set of 2^s.
# F2 = the run at N = 100, beta = 3, mu = 1e-4; F1 = the run at N = 1000, beta = 100, mu = 1e-2; both eps = 1e-4 (the runs' names in the kits).
# Made by provenance/strict/reduce_strict.py from FinalFigures/strictne.py (exact rational arithmetic).
# Columns:
#   ipt, u, v          the game, (R, S, T, P) = (1, u, 1 + v, 0), as in data/games/games.csv
#   n_strict           number of strict Nash equilibria among the 16 at eps = 1/10000 (SI Figure 6a)
#   n_weak             number of weak (non-strict inequality) equilibria; equal to n_strict at every game
#   strict_mask        the strict equilibria, as a mask
#   n_eff_strict       number of them that are efficient in the limit eps -> 0 (SI Figure 7a)
#   eff_strict_mask    those, as a mask
#   eff_mask           the strategies efficient in the limit at this game (CCCC, CDDC, CCCD below the switch line)
#   nash_limit_mask    the strategies stable in the limit eps -> 0, ties admitted (DiskM1WF's exact classification)
#   ntot_F2, ntot_F1   the number of sampled individual-generations of the run (the denominator of a share)
#   share_F2, share_F1         the share of the population on the strict equilibria (SI Figure 6b, 6c)
#   share_eff_F2, share_eff_F1 the same for the efficient strict equilibria (SI Figure 7b, 7c)
# Each share equals sum of c_F2 (c_F1) over the game's rows of m1_sets.csv, divided by ntot_F2 (ntot_F1), exactly.
ipt,u,v,n_strict,n_weak,strict_mask,n_eff_strict,eff_strict_mask,eff_mask,nash_limit_mask,ntot_F2,ntot_F1,share_F2,share_F1,share_eff_F2,share_eff_F1
140,1.5244140625,-1.9091796875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49200443912,0.66973333766,0.49200443912,0.66973333766
141,0.1669921875,2.44921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
142,-1.7861328125,-1.701171875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.79885777986,0.52391472728,0.49895848908,0.52074093314
143,2.478515625,0.048828125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
144,-1.869140625,1.646484375,2,2,3,0,0,33408,3,50000000000,50000000000,0.82102667624,0.09443423362,0.0,0.0
145,0.267578125,-2.48828125,3,3,33536,2,33280,33408,33664,50000000000,50000000000,0.50745191208,0.5262353993,0.50744556582,0.52560824276
146,1.4912109375,2.025390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
147,-2.4794921875,-0.48828125,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.9995262921,0.97587089494,1.449548e-05,0.00126996974
148,2.16796875,-1.3203125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50345019948,0.60745804764,0.50345019948,0.60745804764
149,-0.7099609375,2.4501953125,2,2,3,0,0,0,3,50000000000,50000000000,0.5400411241,0.21490108674,0.0,0.0
150,-1.13671875,-2.296875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.49087683384,0.3561560494,0.49084289662,0.35300296976
151,2.4013671875,0.9306640625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
152,-2.41015625,0.9404296875,3,3,515,1,512,33408,515,50000000000,50000000000,0.88569690176,0.94632742938,0.03718324982,0.9364455952
153,1.1474609375,-2.33203125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49834945274,0.8078428588,0.49834945274,0.8078428588
154,0.732421875,2.505859375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
155,-2.2431640625,-1.359375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.95070809228,0.97404240004,0.0510698194,0.00127107812
156,2.583984375,-0.515625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0209329278,0.06011701568,0.0,0.0
157,-1.564453125,2.1357421875,2,2,3,0,0,33408,3,50000000000,50000000000,0.7607618132,0.1272179617,0.0,0.0
158,-0.2900390625,-2.6435546875,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.4916510657,0.52986113676,0.49163144788,0.52797452846
159,2.0087890625,1.7607421875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
160,-2.6826171875,0.05859375,3,3,515,1,512,33408,515,50000000000,50000000000,0.99943374288,0.97476460052,7.52276e-06,0.00063677582
161,1.947265625,-1.86328125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.52229184194,0.52755068276,0.52229184194,0.52755068276
162,-0.177734375,2.7021484375,1,1,1,0,0,0,1,50000000000,50000000000,0.2381949315,0.21597257442,0.0,0.0
163,-1.701171875,-2.1220703125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.54357384136,0.52167153584,0.543539183,0.5185082563
164,2.7001953125,0.4169921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
165,-2.283203125,1.5234375,2,2,3,0,0,33408,3,50000000000,50000000000,0.7855613256,0.1185651856,0.0,0.0
166,0.6572265625,-2.6767578125,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.49143631572,0.5241367548,0.49143631572,0.5241367548
167,1.3291015625,2.4287109375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
168,-2.6328125,-0.896484375,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99959952302,0.9764914716,1.424204e-05,0.00126987392
169,2.5576171875,-1.1220703125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01108401756,0.07020292632,0.0,0.0
170,-1.1337890625,2.56640625,2,2,3,0,0,0,3,50000000000,50000000000,0.59006610788,0.1827840981,0.0,0.0
171,-0.9013671875,-2.669921875,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.51465295604,0.60044430626,0.51462675262,0.59792697928
172,2.478515625,1.365234375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
173,-2.76171875,0.6708984375,3,3,515,1,512,33408,515,50000000000,50000000000,0.99777910544,0.97329282834,0.00222045512,0.0006391062
174,1.5908203125,-2.3701171875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50998141304,0.5725380314,0.50998141304,0.5725380314
175,0.4306640625,2.8349609375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
176,-2.2412109375,-1.8076171875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.75129476432,0.97097650796,0.3514219742,0.00127201352
177,2.8857421875,-0.1826171875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0059658948,0.017610492,0.0,0.0
178,-2.013671875,2.0927734375,2,2,3,0,0,33408,3,50000000000,50000000000,0.8165673965,0.10038243176,0.0,0.0
179,0.0712890625,-2.916015625,3,3,33536,2,33280,33408,33664,50000000000,50000000000,0.50287354584,0.53649889412,0.50286718936,0.53587172038
180,1.9248046875,2.20703125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
181,-2.9228515625,-0.328125,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.99956897824,0.97622698094,1.387852e-05,0.00126899294
182,2.3876953125,-1.7392578125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.51126061836,0.6107921838,0.51126061836,0.6107921838
183,-0.587890625,2.908203125,2,2,3,0,0,0,3,50000000000,50000000000,0.4715096834,0.2036799398,0.0,0.0
184,-1.537109375,-2.5517578125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.54953202354,0.47708136182,0.54949874044,0.47392581076
185,2.869140625,0.8466796875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
186,-2.69921875,1.3193359375,2,2,3,0,0,33408,3,50000000000,50000000000,0.88315778424,0.15787218772,0.0,0.0
187,1.103515625,-2.8076171875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.48317065644,0.8046404453,0.48317065644,0.8046404453
188,1.0869140625,2.828125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
189,-2.72265625,-1.3564453125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99968174422,0.97453055512,0.19996809518,0.00127092654
190,2.9365234375,-0.8427734375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.03901276494,0.08967977162,0.0,0.0
191,-1.6025390625,2.6162109375,2,2,3,0,0,0,3,50000000000,50000000000,0.66502443348,0.14758409974,0.0,0.0
192,-0.587890625,-3.0234375,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.49511277852,0.59896914596,0.49508693176,0.59645287056
193,2.486328125,1.83984375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
194,-3.0888671875,0.32421875,3,3,515,1,512,33408,515,50000000000,50000000000,0.9994770911,0.97508392304,7.18544e-06,0.00063595564
195,2.0673828125,-2.3349609375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49086886552,0.60691345486,0.49086886552,0.60691345486
196,0.052734375,3.130859375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
197,-2.1630859375,-2.2822265625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.64449945602,0.4862890836,0.44454395438,0.48312329446
198,3.1494140625,0.22265625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
199,-2.482421875,1.970703125,2,2,3,0,0,33408,3,50000000000,50000000000,0.82459988282,0.09340015452,0.0,0.0
200,0.5009765625,-3.1435546875,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.50743944024,0.52915462202,0.50743944024,0.52915462202
201,1.7607421875,2.6669921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
202,-3.1123046875,-0.7802734375,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99963025128,0.9770085869,1.368102e-05,0.00126831578
203,2.833984375,-1.533203125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0174204187,0.0518782299,0.0,0.0
204,-1.05859375,3.0576171875,2,2,3,0,0,0,3,50000000000,50000000000,0.5088706604,0.19394910612,0.0,0.0
205,-1.2900390625,-2.9814453125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.49834529846,0.35722542794,0.49831266366,0.35407462958
206,2.9765625,1.33203125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
207,-3.107421875,1.033203125,2,2,3,0,0,33408,3,50000000000,50000000000,0.99679226476,0.972612215,0.0,0.0
208,1.599609375,-2.8720703125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49557131924,0.56411872426,0.49557131924,0.56411872426
209,0.763671875,3.2119140625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
210,-2.7431640625,-1.8603515625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99966889154,0.88345453056,1.405444e-05,0.10652077956
211,3.2919921875,-0.4833984375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01561679702,0.03394733698,0.0,0.0
212,-2.109375,2.5908203125,2,2,3,0,0,33408,3,50000000000,50000000000,0.78222506412,0.09756128176,0.0,0.0
213,-0.1953125,-3.3486328125,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.48878055984,0.5291774154,0.48876132282,0.52729090758
214,2.416015625,2.3466796875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
215,-3.3798828125,-0.0986328125,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.99959620316,0.97658751506,1.351032e-05,0.00126815216
216,2.5693359375,-2.21875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49432042424,0.61281130712,0.49432042424,0.61281130712
217,-0.3974609375,3.384765625,1,1,1,0,0,0,1,50000000000,50000000000,0.22192767198,0.2000312966,0.0,0.0
218,-2.0009765625,-2.775390625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.55350568624,0.50575717398,0.45351065728,0.50259954866
219,3.36328125,0.697265625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
220,-2.962890625,1.7646484375,2,2,3,0,0,33408,3,50000000000,50000000000,0.88838763752,0.14568008944,0.0,0.0
221,0.99609375,-3.31640625,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.49897552722,0.7159369839,0.49897552722,0.7159369839
222,1.5107421875,3.130859375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
223,-3.2412109375,-1.29296875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99966958644,0.97508262286,1.35601e-05,0.00126869944
224,3.2763671875,-1.2412109375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.05711857736,0.09426204858,0.0,0.0
225,-1.5830078125,3.140625,2,2,3,0,0,0,3,50000000000,50000000000,0.5841799054,0.16181362156,0.0,0.0
226,-0.9580078125,-3.3984375,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.50913945948,0.56320398428,0.50911380116,0.56068691266
227,3.013671875,1.8662109375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
228,-3.4970703125,0.662109375,3,3,515,1,512,33408,515,50000000000,50000000000,0.9994935165,0.97540299606,6.95448e-06,0.00063588466
229,2.1396484375,-2.861328125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.51179594782,0.61174171528,0.51179594782,0.61174171528
230,0.3564453125,3.5693359375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
231,-2.6845703125,-2.400390625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.6208534621,0.7093915222,0.52085565784,0.31883540652
232,3.615234375,-0.0439453125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0031208694,0.0051485129,0.0,0.0
233,-2.646484375,2.4833984375,2,2,3,0,0,33408,3,50000000000,50000000000,0.83134930768,0.05957605862,0.0,0.0
234,0.2744140625,-3.6328125,3,3,33536,2,33280,33408,33664,50000000000,50000000000,0.51124333602,0.52991133778,0.51123702074,0.52928398216
235,2.2607421875,2.8759765625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
236,-3.623046875,-0.595703125,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99965077368,0.9774078603,1.33316e-05,0.0012681196
237,3.0859375,-2.015625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.24465759842,0.03201302034,0.0,0.0
238,-0.91796875,3.5849609375,2,2,3,0,0,0,3,50000000000,50000000000,0.44566889752,0.20140898788,0.0,0.0
239,-1.751953125,-3.2763671875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.56128974408,0.52639756388,0.46127919424,0.52324531548
240,3.5185546875,1.2373046875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
241,-3.443359375,1.470703125,2,2,3,0,0,33408,3,50000000000,50000000000,0.97937908078,0.25575732692,0.0,0.0
242,1.5517578125,-3.423828125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50985412136,0.62283746086,0.50985412136,0.62283746086
243,1.1728515625,3.5869140625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
244,-3.2998046875,-1.859375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9519287411,0.97223832048,0.05221610736,0.00126896032
245,3.7041015625,-0.861328125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.03462962374,0.04741180918,0.0,0.0
246,-2.158203125,3.1494140625,2,2,3,0,0,33408,3,50000000000,50000000000,0.68639813058,0.11178381388,0.0,0.0
247,-0.5380859375,-3.7939453125,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.50121505408,0.58597608152,0.5011895383,0.58345927408
248,2.9716796875,2.443359375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
249,-3.8564453125,0.2060546875,3,3,515,1,512,33408,515,50000000000,50000000000,0.9995948567,0.97567557302,6.80062e-06,0.00063374088
250,2.71484375,-2.767578125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.51533630832,0.61070100692,0.51533630832,0.61070100692
251,-0.1328125,3.8896484375,1,1,1,0,0,0,1,50000000000,50000000000,0.21898523476,0.19594145772,0.0,0.0
252,-2.5390625,-2.9697265625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.60291519702,0.52270050548,0.60288248152,0.51954002684
253,3.8935546875,0.4765625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
254,-3.205078125,2.2880859375,2,2,3,0,0,33408,3,50000000000,50000000000,0.84544148972,0.10226054126,0.0,0.0
255,0.8212890625,-3.8671875,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.50134747192,0.53280097258,0.50134747192,0.53280097258
256,2.0146484375,3.4189453125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
257,-3.8095703125,-1.1650390625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99968755356,0.97567289698,1.32341e-05,0.00126887216
258,3.609375,-1.720703125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.05096493238,0.0756459055,0.0,0.0
259,-1.5048828125,3.7216796875,2,2,3,0,0,0,3,50000000000,50000000000,0.48822490932,0.1721612338,0.0,0.0
260,-1.4091796875,-3.775390625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.56089825976,0.37358182088,0.56086617176,0.37043171044
261,3.603515625,1.8388671875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
262,-3.9140625,1.08203125,2,2,3,0,0,33408,3,50000000000,50000000000,0.99948845222,0.97507621454,0.0,0.0
263,2.1630859375,-3.4560546875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49671590522,0.6116645391,0.49671590522,0.6116645391
264,0.7421875,4.025390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
265,-3.2783203125,-2.4765625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.95487169684,0.9735358666,0.15511106114,0.00126995724
266,4.1064453125,-0.3896484375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01060438852,0.00819958398,0.0,0.0
267,-2.775390625,3.0732421875,2,2,3,0,0,33408,3,50000000000,50000000000,0.80652794772,0.08352222016,0.0,0.0
268,-0.0302734375,-4.1572265625,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.51087009784,0.51601357762,0.51085103424,0.51412654902
269,2.8408203125,3.056640625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
270,-4.17578125,-0.3359375,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.99966052596,0.97718349486,1.308556e-05,0.00126782728
271,3.3193359375,-2.5830078125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.4936873208,0.70623551154,0.4936873208,0.70623551154
272,-0.705078125,4.162109375,2,2,3,0,0,0,3,50000000000,50000000000,0.40567280828,0.1976293266,0.0,0.0
273,-2.30078125,-3.5595703125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.55318869602,0.48971053498,0.55315653424,0.4865571833
274,4.1162109375,1.0751953125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
275,-3.7763671875,1.99609375,2,2,3,0,0,33408,3,50000000000,50000000000,0.95098948016,0.1571936731,0.0,0.0
276,1.4423828125,-4.0380859375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.4889919257,0.79005971474,0.4889919257,0.79005971474
277,1.6708984375,3.966796875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
278,-3.9267578125,-1.8037109375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99970650882,0.97283867302,1.317814e-05,0.00126876652
279,4.1298828125,-1.328125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.06623604182,0.09416748348,0.0,0.0
280,-2.15625,3.783203125,2,2,3,0,0,0,3,50000000000,50000000000,0.58290626134,0.1616301455,0.0,0.0
281,-0.9697265625,-4.263671875,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.49123895712,0.54575966272,0.49121354122,0.54324269576
282,3.6083984375,2.498046875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
283,-4.365234375,0.59765625,3,3,515,1,512,33408,515,50000000000,50000000000,0.9996067823,0.97604847302,6.66548e-06,0.00063449324
284,2.826171875,-3.4033203125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.4987121861,0.61239429386,0.4987121861,0.61239429386
285,0.2158203125,4.435546875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
286,-3.1669921875,-3.1376953125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.61697113502,0.37550765292,0.41700455052,0.37234265966
287,4.47265625,0.1748046875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
288,-3.4296875,2.9033203125,2,2,3,0,0,33408,3,50000000000,50000000000,0.8399726038,0.06689368076,0.0,0.0
289,0.5693359375,-4.474609375,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.50577994984,0.53123949654,0.50577994984,0.53123949654
290,2.61328125,3.69921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
291,-4.4423828125,-0.9658203125,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99969366006,0.97740567064,1.298342e-05,0.00126805188
292,3.9443359375,-2.2978515625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01923037888,0.05515113674,0.0,0.0
293,-1.361328125,4.3759765625,2,2,3,0,0,0,3,50000000000,50000000000,0.4324450471,0.18839244784,0.0,0.0
294,-1.9599609375,-4.162109375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.5085934422,0.52388808744,0.50856156318,0.52073738506
295,4.2734375,1.7529296875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
296,-4.3525390625,1.6005859375,2,2,3,0,0,33408,3,50000000000,50000000000,0.99947115414,0.97541607364,0.0,0.0
297,2.13671875,-4.1376953125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49160187106,0.615287974,0.49160187106,0.615287974
298,1.2236328125,4.5107421875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
299,-3.96484375,-2.509765625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9512670065,0.9742257776,0.05152770098,0.00126959516
300,4.6376953125,-0.8310546875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.02448811766,0.0152182318,0.0,0.0
301,-2.869140625,3.7607421875,2,2,3,0,0,33408,3,50000000000,50000000000,0.71523225644,0.09753689114,0.0,0.0
302,-0.42578125,-4.7294921875,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.49741147968,0.5386235049,0.49739246748,0.53673674134
303,3.5234375,3.212890625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
304,-4.787109375,0.0107421875,3,3,515,1,512,33408,515,50000000000,50000000000,0.99965825812,0.97636342216,6.591e-06,0.00063380566
305,3.5361328125,-3.2548828125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50088649488,0.68535434422,0.50088649488,0.68535434422
306,-0.4111328125,4.8076171875,1,1,1,0,0,0,1,50000000000,50000000000,0.19543904528,0.1936840249,0.0,0.0
307,-2.95703125,-3.837890625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.65107495682,0.49105760058,0.6510429292,0.48789896122
308,4.7919921875,0.8359375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
309,-4.1142578125,2.630859375,2,2,3,0,0,33408,3,50000000000,50000000000,0.93024058454,0.14282810424,0.0,0.0
310,1.26171875,-4.73828125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.4922765287,0.82188431416,0.4922765287,0.82188431416
311,2.279296875,4.3642578125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
312,-4.6474609375,-1.6845703125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9997180798,0.973589178,1.294824e-05,0.00126845354
313,4.5830078125,-1.904296875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0975522093,0.08953823424,0.0,0.0
314,-2.1015625,4.5185546875,2,2,3,0,0,0,3,50000000000,50000000000,0.47738604264,0.16625585938,0.0,0.0
315,-1.5087890625,-4.7705078125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.50784914098,0.4524638915,0.5078174124,0.44931407
316,4.3525390625,2.5087890625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
317,-4.9248046875,1.0947265625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99960531688,0.97581563204,0.0,0.0
318,2.9033203125,-4.150390625,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49053734802,0.62104230448,0.49053734802,0.62104230448
319,0.6650390625,5.0419921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
320,-3.912109375,-3.2822265625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.79501293468,0.92310293396,0.29513973796,0.04723628902
321,5.123046875,-0.2236328125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.00957247624,0.00697068898,0.0,0.0
322,-3.6416015625,3.640625,2,2,3,0,0,33408,3,50000000000,50000000000,0.83088640668,0.05762695112,0.0,0.0
323,0.2265625,-5.1650390625,3,3,33536,2,33280,33408,33664,50000000000,50000000000,0.52664194974,0.53122345566,0.52663562198,0.53059582772
324,3.3359375,3.978515625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
325,-5.16796875,-0.68359375,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99970573534,0.97849641384,1.285742e-05,0.0012677564
326,4.2900390625,-3.0,1,1,32768,0,0,0,32896,50000000000,50000000000,0.02183545686,0.0383621291,0.0,0.0
327,-1.1416015625,5.130859375,2,2,3,0,0,0,3,50000000000,50000000000,0.3954076281,0.18295636024,0.0,0.0
328,-2.634765625,-4.57421875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.51600851244,0.53288287188,0.51597663948,0.52973004268
329,5.0537109375,1.599609375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
330,-4.8271484375,2.244140625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99943016412,0.97575730882,0.0,0.0
331,2.052734375,-4.935546875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49652121362,0.61386218684,0.49652121362,0.61386218684
332,1.828125,5.046875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
333,-4.77734375,-2.4970703125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99974177638,0.97500719698,1.29332e-05,0.00126841922
334,5.2314453125,-1.3916015625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.05895935742,0.04458310078,0.0,0.0
335,-2.9296875,4.580078125,2,2,3,0,0,0,3,50000000000,50000000000,0.5898529019,0.11903466246,0.0,0.0
336,-0.9375,-5.37890625,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.51484233832,0.58591794086,0.5148170179,0.58340079148
337,4.3427734375,3.34765625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
338,-5.486328125,0.466796875,3,3,515,1,512,33408,515,50000000000,50000000000,0.99966622328,0.9768371705,6.4722e-06,0.0006337418
339,3.74609375,-4.068359375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.51758288482,0.67749849368,0.51758288482,0.67749849368
