# Memory one: the strict Nash equilibria among the 16 binary memory-one strategies at eps = 1e-4, at each of the
# 512 games (data/games), and the share of the population on them (SI Figures 6a-c and 7a-c). One row per game,
# in ipt order. Strategy s = 0..15: bit j of s is 1 if s cooperates after outcome j = 0 CC, 1 CD, 2 DC, 3 DD
# (own action first); ALLD 0, Grim 1, TFT 5, WSLS 9, ALLC 15. A mask is sum over the strategies s in the set of 2^s.
# F2 = the run at N = 100, beta = 3, mu = 1e-4; F1 = the run at N = 1000, beta = 100, mu = 1e-2; both eps = 1e-4 (the runs' names in the kits).
# Made by provenance/strict/reduce_strict.py from FinalFigures/strictne.py (exact rational arithmetic).
# Columns:
#   ipt, u, v          the game, (R, S, T, P) = (1, u, 1 + v, 0), as in data/games/games.csv
#   n_strict           number of strict Nash equilibria among the 16 at eps = 1/10000 (SI Figure 6a)
#   n_weak             number of weak (non-strict inequality) equilibria; equal to n_strict at every game
#   strict_mask        the strict equilibria, as a mask
#   n_eff_strict       number of them that are efficient in the limit eps -> 0 (SI Figure 7a)
#   eff_strict_mask    those, as a mask
#   eff_mask           the strategies efficient in the limit at this game (CCCC, CDDC, CCCD below the switch line)
#   nash_limit_mask    the strategies stable in the limit eps -> 0, ties admitted (DiskM1WF's exact classification)
#   ntot_F2, ntot_F1   the number of sampled individual-generations of the run (the denominator of a share)
#   share_F2, share_F1         the share of the population on the strict equilibria (SI Figure 6b, 6c)
#   share_eff_F2, share_eff_F1 the same for the efficient strict equilibria (SI Figure 7b, 7c)
# Each share equals sum of c_F2 (c_F1) over the game's rows of m1_sets.csv, divided by ntot_F2 (ntot_F1), exactly.
ipt,u,v,n_strict,n_weak,strict_mask,n_eff_strict,eff_strict_mask,eff_mask,nash_limit_mask,ntot_F2,ntot_F1,share_F2,share_F1,share_eff_F2,share_eff_F1
340,-0.0146484375,5.5537109375,1,1,1,0,0,0,1,50000000000,50000000000,0.20402671274,0.00854778164,0.0,0.0
341,-3.7568359375,-4.123046875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.58377875636,0.4671962729,0.5837467739,0.46403504952
342,5.5791015625,0.50390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
343,-4.4736328125,3.412109375,2,2,3,0,0,33408,3,50000000000,50000000000,0.90281562508,0.12127027198,0.0,0.0
344,0.9990234375,-5.5615234375,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.50206556496,0.72919956546,0.50206556496,0.72919956546
345,3.0341796875,4.796875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
346,-5.5009765625,-1.494140625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.999729115,0.97585866726,1.282618e-05,0.0012680967
347,5.087890625,-2.6259765625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.1045334165,0.06680459638,0.0,0.0
348,-1.986328125,5.396484375,2,2,3,0,0,0,3,50000000000,50000000000,0.42002258838,0.17162868,0.0,0.0
349,-2.1904296875,-5.3447265625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.49625864746,0.49047258178,0.4962269616,0.48732229416
350,5.248046875,2.47265625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
351,-5.564453125,1.7294921875,2,2,3,0,0,33408,3,50000000000,50000000000,0.9996073954,0.9762534992,0.0,0.0
352,2.9482421875,-5.056640625,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.53114835282,0.64314186566,0.53114835282,0.64314186566
353,1.248046875,5.7451171875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
354,-4.822265625,-3.4091796875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.90361596996,0.97497158546,0.3037673626,0.00126931284
355,5.884765625,-0.7470703125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.02360073816,0.00791008148,0.0,0.0
356,-3.8525390625,4.546875,2,2,3,0,0,33408,3,50000000000,50000000000,0.76291572278,0.08092583968,0.0,0.0
357,-0.232421875,-5.9814453125,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.49553181708,0.53164555484,0.49551282388,0.52975828472
358,4.23046875,4.2734375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
359,-6.0341796875,-0.294921875,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.99970796266,0.97845721376,1.275894e-05,0.00126764662
360,4.6689453125,-3.8759765625,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49494348186,0.53711776764,0.49494348186,0.53711776764
361,-0.828125,6.0400390625,2,2,3,0,0,0,3,50000000000,50000000000,0.3378374169,0.17109419832,0.0,0.0
362,-3.4853515625,-5.0361328125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.64773593808,0.41373526614,0.44775414734,0.4105811571
363,5.9990234375,1.3662109375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
364,-5.37109375,3.0595703125,2,2,3,0,0,33408,3,50000000000,50000000000,0.99927544564,0.9760653426,0.0,0.0
365,1.90234375,-5.912109375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49966885472,0.53261423384,0.49966885472,0.53261423384
366,2.6025390625,5.6708984375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
367,-5.7763671875,-2.435546875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99973926402,0.97589948316,1.278968e-05,0.00126795854
368,5.9326171875,-2.1162109375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.09422562284,0.07293541814,0.0,0.0
369,-2.958984375,5.5947265625,2,2,3,0,0,0,3,50000000000,50000000000,0.46350576614,0.15985657642,0.0,0.0
370,-1.6044921875,-6.15234375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.50985214564,0.5127126818,0.50982051978,0.50956353442
371,5.365234375,3.46875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
372,-6.330078125,1.0712890625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99966752432,0.97676159678,0.0,0.0
373,3.962890625,-5.08984375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.5094199913,0.65982375242,0.5094199913,0.65982375242
374,0.5185546875,6.4609375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
375,-4.76953125,-4.435546875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.79884116862,0.80043722412,0.1989691734,0.21502056502
376,6.544921875,0.048828125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
377,-4.8828125,4.40625,2,2,3,0,0,33408,3,50000000000,50000000000,0.8482894846,0.04491878976,0.0,0.0
378,0.626953125,-6.580078125,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.48745642134,0.53218953252,0.48745642134,0.53218953252
379,4.001953125,5.3017578125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
380,-6.564453125,-1.2119140625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99973763462,0.97788087384,1.26906e-05,0.00126789782
381,5.6875,-3.55859375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.07689523196,0.04812391884,0.0,0.0
382,-1.798828125,6.498046875,2,2,3,0,0,0,3,50000000000,50000000000,0.37754216484,0.18402974666,0.0,0.0
383,-3.078125,-6.037109375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.51031770182,0.39348617166,0.51028605124,0.39033448268
384,6.3798828125,2.3837890625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
385,-6.3466796875,2.5634765625,2,2,3,0,0,33408,3,50000000000,50000000000,0.9996055392,0.9767627435,0.0,0.0
386,2.962890625,-6.2099609375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50725766272,0.65370422538,0.50725766272,0.65370422538
387,2.0205078125,6.6142578125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
388,-5.98828125,-3.5302734375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99975753586,0.97602079778,0.0999937082,0.00126860008
389,6.8359375,-1.44921875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.05514718346,0.01658197964,0.0,0.0
390,-4.0830078125,5.7158203125,2,2,3,0,0,0,3,50000000000,50000000000,0.60549578176,0.106734998,0.0,0.0
391,-0.85546875,-7.009765625,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.50235636646,0.60939504306,0.50233107422,0.60687719298
392,5.3935546875,4.615234375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
393,-7.1328125,0.2421875,3,3,515,1,512,33408,515,50000000000,50000000000,0.99970429978,0.97789267168,6.35062e-06,0.00063374324
394,5.123046875,-5.0224609375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50563646436,0.60482919328,0.50563646436,0.60482919328
395,-0.38671875,7.203125,1,1,1,0,0,0,1,50000000000,50000000000,0.14855011452,0.1716635347,0.0,0.0
396,-4.6044921875,-5.6025390625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.57377645056,0.53225242098,0.57374475026,0.52909458624
397,7.21875,1.0263671875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
398,-6.048828125,4.142578125,2,2,3,0,0,33408,3,50000000000,50000000000,0.97297874362,0.17149678006,0.0,0.0
399,1.671875,-7.1806640625,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.5110547244,0.5447694625,0.5110547244,0.5447694625
400,3.6376953125,6.458984375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
401,-7.083984375,-2.318359375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99974720986,0.97698695782,1.272772e-05,0.00126742952
402,6.828125,-3.0927734375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.12122349884,0.08596707352,0.0,0.0
403,-2.9619140625,6.931640625,2,2,3,0,0,0,3,50000000000,50000000000,0.4095272468,0.17076212402,0.0,0.0
404,-2.5126953125,-7.15234375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.51842291692,0.517456647,0.5183913149,0.51430687902
405,6.7216796875,3.5966796875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
406,-7.4287109375,1.8994140625,2,2,3,0,0,33408,3,50000000000,50000000000,0.999674727,0.97744176572,0.0,0.0
407,4.2197265625,-6.4560546875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50372242412,0.6228739579,0.50372242412,0.6228739579
408,1.2568359375,7.654296875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
409,-6.1328125,-4.8232421875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.75031072226,0.9760613576,0.25042479296,0.00127086474
410,7.826171875,-0.58984375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.02124969564,0.0057051645,0.0,0.0
411,-5.404296875,5.755859375,2,2,3,0,0,33408,3,50000000000,50000000000,0.8108248004,0.0681700738,0.0,0.0
412,0.09765625,-7.9423828125,3,3,33536,2,33280,33408,33664,50000000000,50000000000,0.49893543476,0.53717782016,0.49892913334,0.53654999938
413,5.32421875,5.9580078125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
414,-7.9990234375,-0.8017578125,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.99973872468,0.98025074784,1.26622e-05,0.00126735784
415,6.4794921875,-4.841796875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01701683026,0.03753875966,0.0,0.0
416,-1.5166015625,7.99609375,2,2,3,0,0,0,3,50000000000,50000000000,0.31609748142,0.1695038871,0.0,0.0
417,-4.3095703125,-6.962890625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.61293039312,0.46526838606,0.51291861612,0.46211541604
418,7.9306640625,2.2373046875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
419,-7.4052734375,3.73046875,2,2,3,0,0,33408,3,50000000000,50000000000,0.99959693218,0.97743239362,0.0,0.0
420,2.958984375,-7.802734375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49534759556,0.65406122378,0.49534759556,0.65406122378
421,3.1083984375,7.8017578125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
422,-7.611328125,-3.6767578125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99975303476,0.97733585422,1.26897e-05,0.00126722308
423,8.1484375,-2.4462890625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.10263140422,0.05466012462,0.0,0.0
424,-4.384765625,7.35546875,2,2,3,0,0,0,3,50000000000,50000000000,0.45419510916,0.12467583778,0.0,0.0
425,-1.7470703125,-8.44140625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.49758012672,0.52695530868,0.49754853894,0.52380639596
426,7.037109375,5.078125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
427,-8.6767578125,1.015625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99970477532,0.97815845964,0.0,0.0
428,5.7509765625,-6.6552734375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49917978486,0.5939485102,0.49917978486,0.5939485102
429,0.2568359375,8.8525390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
430,-6.2119140625,-6.3984375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.80663826198,0.50552846724,0.20678174542,0.50236588288
431,8.9638671875,0.525390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
432,-7.013671875,5.7080078125,2,2,3,0,0,33408,3,50000000000,50000000000,0.93146444498,0.12912735912,0.0,0.0
433,1.3251953125,-9.0107421875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.52006207692,0.82391219074,0.52006207692,0.82391219074
434,5.1455078125,7.59375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
435,-8.98828125,-2.138671875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9997545722,0.97835863842,1.265232e-05,0.00126708068
436,8.1318359375,-4.52734375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.13154272482,0.05963335214,0.0,0.0
437,-2.9599609375,8.8974609375,2,2,3,0,0,0,3,50000000000,50000000000,0.3511692212,0.15502887522,0.0,0.0
438,-3.8564453125,-8.6240234375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.5099244969,0.46881555318,0.50989289262,0.46566451604
439,8.734375,3.7822265625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
440,-9.064453125,3.134765625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99968486562,0.978376782,0.0,0.0
441,4.6015625,-8.4990234375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.5005358904,0.55226139936,0.5005358904,0.55226139936
442,2.3662109375,9.44921875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
443,-8.19140625,-5.4111328125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9497470318,0.97770810926,0.04997421856,0.00126882882
444,9.7734375,-1.5556640625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.05113307392,0.00759218984,0.0,0.0
445,-6.205078125,7.8115234375,2,2,3,0,0,0,3,50000000000,50000000000,0.62187687568,0.09129615406,0.0,0.0
446,-0.70703125,-10.033203125,6,6,49923,2,33280,33408,50051,50000000000,50000000000,0.49130460766,0.60945158802,0.49127936364,0.6069338624
447,7.3583984375,6.9775390625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
448,-10.224609375,-0.17578125,5,5,33539,2,33280,33408,33667,50000000000,50000000000,0.99973899812,0.98085078296,1.262664e-05,0.0012668385
449,7.7236328125,-6.833984375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.48034012188,0.54228810346,0.48034012188,0.54228810346
450,-1.087890625,10.3447265625,2,2,3,0,0,0,3,50000000000,50000000000,0.23610621988,0.16054744514,0.0,0.0
451,-6.2392578125,-8.435546875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.49636247328,0.50542747096,0.49633089336,0.50227122026
452,10.3896484375,2.0224609375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
453,-9.1083984375,5.576171875,2,2,3,0,0,33408,3,50000000000,50000000000,0.99959036092,0.97841465348,0.0,0.0
454,2.9765625,-10.357421875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49873764924,0.66518079258,0.49873764924,0.66518079258
455,4.845703125,9.736328125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
456,-10.244140625,-3.9423828125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99975738186,0.97925486412,1.266384e-05,0.00126651904
457,10.3134765625,-4.05078125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.13681585688,0.07934086328,0.0,0.0
458,-4.9150390625,10.048828125,2,2,3,0,0,0,3,50000000000,50000000000,0.3856963337,0.14332089392,0.0,0.0
459,-3.1943359375,-10.8349609375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.50500350186,0.37883147922,0.50497190358,0.37568175614
460,9.76953125,5.888671875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
461,-11.2939453125,2.2802734375,2,2,3,0,0,33408,3,50000000000,50000000000,0.99971495272,0.97950224646,0.0,0.0
462,6.857421875,-9.4052734375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.50191229814,0.55407595878,0.50191229814,0.55407595878
463,1.310546875,11.6875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
464,-8.9541015625,-7.814453125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.85139436288,0.88639762606,0.15156327908,0.10423454078
465,12.0087890625,-0.2900390625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.01768687052,0.004674045,0.0,0.0
466,-8.75390625,8.416015625,2,2,3,0,0,33408,3,50000000000,50000000000,0.84775554706,0.02250581864,0.0,0.0
467,0.7783203125,-12.2529296875,2,2,33280,2,33280,33408,33408,50000000000,50000000000,0.49676673704,0.53194475648,0.49676673704,0.53194475648
468,7.7900390625,9.6689453125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
469,-12.4169921875,-1.888671875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99975761322,0.97984912854,1.26172e-05,0.00126665064
470,10.5546875,-7.0771484375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.11028744162,0.04466362272,0.0,0.0
471,-3.0380859375,12.4951171875,2,2,3,0,0,0,3,50000000000,50000000000,0.29125177418,0.16717509644,0.0,0.0
472,-6.2763671875,-11.4033203125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.55416522818,0.50543124986,0.45415214076,0.50227854026
473,12.484375,4.220703125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
474,-12.2109375,5.388671875,2,2,3,0,0,33408,3,50000000000,50000000000,0.99969806512,0.97994990468,0.0,0.0
475,5.43359375,-12.380859375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49909424478,0.6165653433,0.49909424478,0.6165653433
476,4.4140625,12.9697265625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
477,-12.1787109375,-6.6708984375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99976023762,0.98038455628,1.264672e-05,0.00126702912
478,13.6748046875,-3.353515625,1,1,32768,0,0,0,32896,50000000000,50000000000,0.09057302188,0.01198404478,0.0,0.0
479,-7.9287109375,11.876953125,2,2,3,0,0,0,3,50000000000,50000000000,0.42615164602,0.1101525028,0.0,0.0
480,-2.2080078125,-14.3203125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.5134316409,0.4917617717,0.51340001002,0.48861175352
481,11.470703125,9.2041015625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
482,-14.9013671875,0.9765625,3,3,515,1,512,33408,515,50000000000,50000000000,0.99973378156,0.98165768476,6.31444e-06,0.0006337665
483,10.4912109375,-10.9560546875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49767837764,0.53596130782,0.49767837764,0.53596130782
484,-0.3408203125,15.412109375,1,1,1,0,0,0,1,50000000000,50000000000,0.08894859472,0.16646243302,0.0,0.0
485,-10.330078125,-11.7880859375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.59568253548,0.51906840734,0.39568869964,0.51590933772
486,15.8486328125,1.744140625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
487,-13.0927734375,9.5869140625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99959106362,0.9803558706,0.0,0.0
488,3.2373046875,-16.205078125,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.5031412453,0.72456203998,0.5031412453,0.72456203998
489,8.7216796875,14.404296875,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
490,-16.4794921875,-4.822265625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99976010616,0.98270832586,1.261624e-05,0.0012652781
491,15.72265625,-7.7294921875,1,1,32768,0,0,0,32896,50000000000,50000000000,0.15740626016,0.09315360318,0.0,0.0
492,-6.5068359375,16.6650390625,2,2,3,0,0,0,3,50000000000,50000000000,0.32516075758,0.16027622924,0.0,0.0
493,-6.6015625,-17.05078125,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.51055214186,0.51487528302,0.5105205866,0.51172579096
494,16.759765625,8.298828125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
495,-18.3935546875,5.326171875,2,2,3,0,0,33408,3,50000000000,50000000000,0.9997276241,0.98226850302,0.0,0.0
496,10.2138671875,-16.7607421875,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49507500444,0.54471286782,0.49507500444,0.54471286782
497,3.8896484375,19.7626953125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
498,-16.6640625,-12.2744140625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.95315886786,0.98260385648,0.25332567158,0.00126922648
499,21.17578125,-2.26953125,1,1,32768,0,0,0,32896,50000000000,50000000000,0.04824420646,0.00532850086,0.0,0.0
500,-14.513671875,16.4677734375,2,2,3,0,0,0,3,50000000000,50000000000,0.55178725214,0.08478418518,0.0,0.0
501,-0.4365234375,-22.6611328125,5,5,49921,2,33280,33408,50049,50000000000,50000000000,0.51283698194,0.54622085908,0.51281805348,0.54433320614
502,16.1708984375,16.9833984375,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
503,-24.263671875,-1.66015625,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.99976320304,0.9851608398,1.260296e-05,0.00126541736
504,19.7705078125,-15.771484375,1,1,32768,0,0,0,32896,50000000000,50000000000,0.0980801645,0.03192256058,0.0,0.0
505,-4.0947265625,26.0625,2,2,3,0,0,0,3,50000000000,50000000000,0.2464288647,0.15258781572,0.0,0.0
506,-15.2724609375,-23.0185546875,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.60514385414,0.52668055552,0.40515908316,0.52352550394
507,28.197265625,7.0009765625,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
508,-26.9873046875,14.681640625,2,2,3,0,0,33408,3,50000000000,50000000000,0.99972922576,0.98448126832,0.0,0.0
509,10.626953125,-30.93359375,1,1,32768,1,32768,33408,32896,50000000000,50000000000,0.49747499356,0.54276036292,0.49747499356,0.54276036292
510,14.0244140625,32.205078125,0,0,0,0,0,0,0,50000000000,50000000000,0.0,0.0,0.0,0.0
511,-34.8681640625,-15.505859375,7,7,49987,2,33280,33408,50115,50000000000,50000000000,0.9997648936,0.98781982696,1.265436e-05,0.00126523092
