# replicates_el_e5.csv -- memory-two Wright-Fisher run el_e5 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files el_e5.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 21000000 (runs.csv), isl from games_el_e5.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_el_e5.csv within 6.4e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
0,1,21013651,0.95915747,0.04009721,0.03150728,0.06457098,0.00124832,0.86250569,7.049e-05,2e-08,38857,6,0.05278634,0.9999598
0,2,21013652,0.95212987,0.05738258,0.03717474,0.06009196,0.00172634,0.84310904,0.00051529,5e-08,37418,2,0.03625527,0.6666398
0,3,21013653,0.97177007,0.02991987,0.02468627,0.02698614,0.00083259,0.9172437,0.0003314,3e-08,55495,6,0.0600238,0.9999473
0,4,21013654,0.97435536,0.03014869,0.02733008,0.02694064,0.00127002,0.91384631,0.0004642,6e-08,53209,6,0.07699904,0.9999499
0,5,21013655,0.96631518,0.05797167,0.04673853,0.02542935,0.001924,0.86756778,0.00036862,5e-08,38809,6,0.04433972,0.9999498
0,6,21013656,0.96116196,0.03610823,0.02234851,0.0615322,0.00308946,0.87675818,0.00016297,4.5e-07,32907,6,0.03672943,0.9999499
0,7,21013657,0.96893468,0.05434804,0.02925678,0.01142148,0.0011227,0.90141573,0.00088684,0.00154844,33177,6,0.03450615,0.9999499
0,8,21013658,0.96800441,0.03228899,0.02812425,0.04453335,0.00125126,0.89369843,0.00010342,3e-07,37017,6,0.06050134,0.9999398
0,9,21013659,0.96813991,0.04901081,0.03491141,0.02051573,0.00246298,0.89309846,5.8e-07,4e-08,39113,6,0.04211822,0.9999499
0,10,21013660,0.97510145,0.03815396,0.03169828,0.0154681,0.00190934,0.91276976,4.7e-07,9e-08,32925,6,0.02676552,0.9999398
