# replicates_lm_g05_e4.csv -- memory-two Wright-Fisher run lm_g05_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files lm_g05_e4.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 32000000 (runs.csv), isl from games_lm_g05_e4.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_lm_g05_e4.csv within 7.8e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
0,1,32013671,0.98825652,0.03852422,0.04687388,5.566e-05,0.00189344,0.91258413,1.41e-05,5.457e-05,30863,6,0.00545303,0.9996993
0,2,32013672,0.98828371,0.03815676,0.04618752,6.054e-05,0.00188737,0.91367308,1.533e-05,1.941e-05,59535,6,0.00464912,0.9996993
0,3,32013673,0.98839229,0.03743986,0.05121791,7.35e-05,0.00181118,0.90940258,1.528e-05,3.968e-05,63631,6,0.00417005,0.9996993
0,4,32013674,0.988368,0.03767952,0.04953836,7.189e-05,0.00185067,0.91079725,1.368e-05,4.864e-05,28811,6,0.00452111,0.9996992
0,5,32013675,0.98803168,0.03872531,0.04663672,0.00030299,0.0018838,0.9123868,1.42e-05,5.018e-05,63627,6,0.00573747,0.9996993
0,6,32013676,0.98852328,0.03603977,0.05213468,9.197e-05,0.0016914,0.90997718,1.337e-05,5.163e-05,57487,6,0.00423682,0.9996992
0,7,32013677,0.98829294,0.03818863,0.04833571,6.119e-05,0.00191248,0.91142751,3.306e-05,4.142e-05,30923,6,0.00499743,0.9996992
0,8,32013678,0.98840943,0.03655137,0.05284624,8.034e-05,0.00172773,0.9086607,1.372e-05,0.0001199,57483,6,0.00479945,0.9996992
0,9,32013679,0.98826193,0.03825432,0.04475959,5.34e-05,0.00187913,0.91501923,1.388e-05,2.044e-05,63627,6,0.00558099,0.9996993
0,10,32013680,0.98818958,0.03886575,0.04646952,4.97e-05,0.00191712,0.91263293,2.611e-05,3.886e-05,63631,6,0.00620189,0.9996993
1,1,32013701,0.9885313,0.04350391,0.0,0.00015472,0.00096028,0.95536546,3.4e-07,1.529e-05,57311,6,0.00231625,0.9998804
1,2,32013702,0.9885027,0.04318292,0.0,0.00015534,0.00094697,0.95568789,3.2e-07,2.656e-05,40927,6,0.00274824,0.9998804
1,3,32013703,0.9885273,0.04344373,0.0,0.00015343,0.0009957,0.95539063,3.2e-07,1.619e-05,56287,6,0.00251089,0.9998803
1,4,32013704,0.98848542,0.04332257,0.0,0.00015815,0.00095431,0.95554963,2.9e-07,1.505e-05,53087,6,0.0024131,0.9998804
1,5,32013705,0.98850044,0.04344056,0.0,0.00015516,0.0009497,0.9554409,3e-07,1.338e-05,58335,6,0.00241989,0.9998803
1,6,32013706,0.98851192,0.04338153,0.0,0.00015406,0.00094629,0.95550387,2.7e-07,1.397e-05,35807,6,0.00243127,0.9998803
1,7,32013707,0.98851355,0.04315243,0.0,0.00015538,0.00092623,0.95575428,3.1e-07,1.136e-05,43999,6,0.00233775,0.9998803
1,8,32013708,0.98847042,0.04319979,0.0,0.00015524,0.00098054,0.95565068,3.3e-07,1.341e-05,36831,6,0.00256878,0.9998804
1,9,32013709,0.98849717,0.04299769,0.0,0.00015656,0.00100346,0.95582753,3.1e-07,1.445e-05,57183,6,0.0023039,0.9998804
1,10,32013710,0.98851416,0.04323961,0.0,0.00015636,0.00093538,0.95565288,3.1e-07,1.546e-05,40927,6,0.00264624,0.9998804
2,1,32013731,0.98907173,0.04244468,0.03695868,5.618e-05,0.00211983,0.91838405,3.1e-06,3.348e-05,59535,6,0.00418789,0.9997392
2,2,32013732,0.98904266,0.0428723,0.03493932,5.152e-05,0.00232153,0.91969967,3.19e-06,0.00011248,63627,6,0.00457325,0.9997392
2,3,32013733,0.9890184,0.04210781,0.03897546,0.00010975,0.00217627,0.91660227,3.09e-06,2.535e-05,61643,6,0.00402714,0.9997392
2,4,32013734,0.98902,0.04259596,0.03499429,0.00020264,0.0021693,0.91997929,4.537e-05,1.314e-05,61835,6,0.00469082,0.9996785
2,5,32013735,0.98902364,0.04325111,0.0333725,4.585e-05,0.00222143,0.92109314,3.27e-06,1.271e-05,57483,6,0.00465602,0.9997392
2,6,32013736,0.98898241,0.04216309,0.03955145,5.91e-05,0.00224221,0.91593287,3.23e-06,4.804e-05,63627,6,0.00445268,0.9997392
2,7,32013737,0.98917556,0.04108956,0.03997185,6.377e-05,0.00214664,0.91670871,3.16e-06,1.63e-05,63631,6,0.00394799,0.9997393
2,8,32013738,0.98903688,0.0423222,0.03731347,5.295e-05,0.0022589,0.91803158,3.27e-06,1.763e-05,30859,6,0.00471523,0.9997392
2,9,32013739,0.98907375,0.04268785,0.0356704,4.851e-05,0.00229481,0.91926866,3.16e-06,2.661e-05,61579,6,0.00521009,0.9997392
2,10,32013740,0.98898665,0.04278594,0.03583898,5.194e-05,0.00217124,0.91913979,3.31e-06,8.8e-06,59535,6,0.00478659,0.9997392
3,1,32013761,0.98710625,0.04112659,0.0,0.00028339,0.00131797,0.95719517,1.333e-05,6.354e-05,30863,6,0.00195228,0.9996618
3,2,32013762,0.98705251,0.04249297,0.0,0.00026056,0.0013936,0.95576669,1.293e-05,7.325e-05,57295,6,0.0026304,0.9997235
3,3,32013763,0.98710266,0.04237785,0.0,0.00027109,0.00131533,0.95597097,1.321e-05,5.155e-05,35791,6,0.00205666,0.9997235
3,4,32013764,0.98710269,0.04161641,0.0,0.00028345,0.00130025,0.95671199,1.339e-05,7.452e-05,61647,6,0.00190952,0.9996617
3,5,32013765,0.98707926,0.04266372,0.0,0.00026878,0.00134698,0.95565073,1.342e-05,5.638e-05,45007,6,0.00238207,0.9997235
3,6,32013766,0.98707329,0.04220721,0.0,0.00027536,0.00129679,0.95614342,1.331e-05,6.391e-05,52175,6,0.00222238,0.9997235
3,7,32013767,0.98710358,0.04141609,0.0,0.0002786,0.00134153,0.9568936,1.349e-05,5.668e-05,64463,6,0.00237424,0.9997235
3,8,32013768,0.98715159,0.04056672,0.0,0.00029708,0.00134063,0.95773679,1.337e-05,4.54e-05,28879,6,0.00219036,0.9996617
