# replicates_f1_e4.csv -- memory-two Wright-Fisher run f1_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files f1_e4.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 8000000 (runs.csv), isl from games_f1_e4.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_f1_e4.csv within 6.7e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
0,1,8013671,0.98338727,0.04031825,0.01681468,7.911e-05,0.00166915,0.94106357,2.902e-05,2.622e-05,59599,6,0.06682183,0.9996993
0,2,8013672,0.98310529,0.04304106,0.01854662,7.923e-05,0.00187143,0.93639492,2.972e-05,3.702e-05,28811,6,0.08691826,0.9996992
0,3,8013673,0.98497955,0.03241587,0.01426277,6.992e-05,0.00147795,0.95169757,2.597e-05,4.995e-05,32971,6,0.15964274,0.9994993
0,4,8013674,0.98419187,0.03711408,0.01569838,7.301e-05,0.00153774,0.94551552,2.712e-05,3.415e-05,51343,6,0.14291085,0.9995986
0,5,8013675,0.9837496,0.0393054,0.01721656,7.662e-05,0.00154225,0.94179267,2.749e-05,3.9e-05,38991,6,0.12111166,0.9994993
0,6,8013676,0.98240135,0.04445217,0.01827677,8.408e-05,0.00194481,0.93517759,3.221e-05,3.237e-05,28879,6,0.14867217,0.9996992
0,7,8013677,0.98416919,0.03927394,0.01678563,7.427e-05,0.00154508,0.94224639,2.617e-05,4.853e-05,34895,6,0.10361466,0.9994993
0,8,8013678,0.98565256,0.02890592,0.01307104,6.706e-05,0.00134236,0.95654764,2.505e-05,4.093e-05,32971,6,0.18568357,0.9994993
0,9,8013679,0.9833974,0.04103775,0.01774701,7.745e-05,0.00182385,0.93923583,3.052e-05,4.759e-05,39119,6,0.09259917,0.9994995
0,10,8013680,0.98563446,0.03165582,0.01517779,6.622e-05,0.00146232,0.95155346,2.487e-05,5.951e-05,37067,6,0.12613766,0.9994993
1,1,8013701,0.98188696,0.05667397,0.0,0.00029597,0.00204598,0.94093565,6.4e-07,4.778e-05,60831,6,0.03807096,0.9998803
1,2,8013702,0.98214313,0.05603101,0.0,0.00028451,0.00200331,0.94163685,5.8e-07,4.374e-05,36815,6,0.02981766,0.9997608
1,3,8013703,0.98204923,0.05660489,0.0,0.00029241,0.00199297,0.94107378,6e-07,3.535e-05,29535,6,0.03132962,0.9998804
1,4,8013704,0.98216718,0.05666526,0.0,0.00028515,0.00200226,0.94100287,6e-07,4.387e-05,30687,6,0.0380441,0.9998804
1,5,8013705,0.9818286,0.05707815,0.0,0.00029877,0.00206365,0.94052339,6.6e-07,3.538e-05,15311,6,0.03440781,0.9997608
1,6,8013706,0.98213524,0.05597802,0.0,0.00028384,0.00196365,0.94173572,5.9e-07,3.819e-05,35663,6,0.02434877,0.9997608
1,7,8013707,0.98232101,0.05551083,0.0,0.00027806,0.00193285,0.94223713,5.9e-07,4.054e-05,64927,6,0.03656794,0.9998803
1,8,8013708,0.98224162,0.05566174,0.0,0.00028584,0.001936,0.94206653,6.1e-07,4.929e-05,47071,6,0.03200221,0.9998804
1,9,8013709,0.98219447,0.05622829,0.0,0.00028463,0.001966,0.94147908,6.3e-07,4.137e-05,15327,6,0.02623991,0.9998803
1,10,8013710,0.98217894,0.05584133,0.0,0.00028247,0.00195236,0.94188814,5.8e-07,3.511e-05,42959,6,0.02430538,0.9997608
