# replicates_dw3_e4.csv -- memory-two Wright-Fisher run dw3_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files dw3_e4.{idx,win} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 10000000 (runs.csv), isl from games_dw3_e4.csv
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,top,top_atom,top_share,top_selfpay
119,1,10017241,42431,6,0.3459571,0.9998246
119,2,10017242,64895,7,0.47785763,0.9998246
119,3,10017243,36727,7,0.33523048,0.9997913
119,4,10017244,21887,7,0.99647452,0.9998246
119,5,10017245,56639,6,0.39162042,0.999687
119,6,10017246,38399,7,0.43641768,0.9998246
119,7,10017247,63327,7,0.26425342,0.9998246
119,8,10017248,3455,7,0.47473626,0.9997746
119,9,10017249,11647,7,0.34698289,0.9997746
119,10,10017250,5623,7,0.27142689,0.9997996
120,1,10017271,52997,6,0.36017841,1.8002612
120,2,10017272,56099,6,0.81859888,1.8002862
120,3,10017273,24354,6,0.44293347,1.8002362
120,4,10017274,22411,6,0.87904694,1.8003112
120,5,10017275,8356,6,0.52742779,1.7998017
120,6,10017276,21955,6,0.57670955,1.8002612
120,7,10017277,23330,6,0.50012159,1.8002362
120,8,10017278,19205,7,0.5357215,1.8002112
120,9,10017279,56653,6,0.4272185,1.8003611
120,10,10017280,8948,6,0.60800725,1.8001612
121,1,10017301,60523,6,0.62683754,0.99939
121,2,10017302,29151,6,0.50575103,0.9995903
121,3,10017303,36287,6,0.50432624,0.9995903
121,4,10017304,33631,6,0.99779105,0.9995903
121,5,10017305,29263,6,0.49321449,0.9993904
121,6,10017306,27343,6,0.67670881,0.9993405
121,7,10017307,8063,6,0.38591561,0.9995904
121,8,10017308,51199,6,0.35018549,0.9995904
121,9,10017309,37215,6,0.32579958,0.9995902
121,10,10017310,61449,6,0.85239086,0.9993904
122,1,10017331,15149,6,0.84029581,1.4796386
122,2,10017332,16141,7,0.76358485,1.4796386
122,3,10017333,56981,6,0.60150097,1.4794929
122,4,10017334,56077,6,0.63252885,1.4796886
122,5,10017335,57133,7,0.99846429,1.4796886
122,6,10017336,16269,7,0.30552286,1.4795428
122,7,10017337,16300,6,0.37091284,1.4794596
122,8,10017338,23309,6,0.24596754,1.4796386
122,9,10017339,44845,7,0.55293036,1.4796886
122,10,10017340,47917,6,0.88914519,1.4796886
123,1,10017361,34889,6,0.99913677,0.9995224
123,2,10017362,19087,7,0.5166406,0.9994176
123,3,10017363,36879,6,0.3933719,0.9995225
123,4,10017364,36943,6,0.47438462,0.9995225
123,5,10017365,32845,6,0.69529629,0.9995225
123,6,10017366,39947,6,0.54219883,0.9995225
123,7,10017367,33291,6,0.49821206,0.9994838
123,8,10017368,33293,6,0.74736212,0.9994838
123,9,10017369,36943,6,0.90517172,0.9995225
123,10,10017370,33295,6,0.65467359,0.9994838
124,1,10017391,40951,7,0.41344759,0.9996438
124,2,10017392,59263,7,0.47692755,0.9996688
124,3,10017393,47583,6,0.21897487,0.9996686
124,4,10017394,53079,7,0.43176099,0.9996354
124,5,10017395,63327,7,0.30400543,0.9996687
124,6,10017396,53247,7,0.3338986,0.9996688
124,7,10017397,48991,7,0.36837508,0.9996687
124,8,10017398,23959,6,0.22189965,0.9996436
124,9,10017399,11223,7,0.21000318,0.9996187
124,10,10017400,54783,7,0.24259142,0.9996687
125,1,10017421,44570,6,0.64651546,2.099946
125,2,10017422,13971,6,0.33809419,2.099946
125,3,10017423,8352,0,0.41961237,1.4002706
125,4,10017424,54933,6,0.99932641,2.099971
125,5,10017425,8444,6,0.99890464,2.0998461
125,6,10017426,23339,6,0.39016935,2.099996
125,7,10017427,56101,6,0.62239411,2.099971
125,8,10017428,8369,0,0.30478516,1.4002706
125,9,10017429,16171,6,0.99824854,2.099996
125,10,10017430,11795,6,0.60452404,2.0998961
126,1,10017451,28815,6,0.48913912,0.9994589
126,2,10017452,35983,6,0.58681203,0.9992592
126,3,10017453,57931,6,0.72122331,0.9994589
126,4,10017454,39983,6,0.80264719,0.999259
126,5,10017455,37069,6,0.49699141,0.9992589
126,6,10017456,32847,6,0.99914881,0.999259
126,7,10017457,38925,6,0.41029587,0.9992589
126,8,10017458,40075,6,0.56614044,0.9992589
126,9,10017459,61131,6,0.37499795,0.9994588
126,10,10017460,61579,6,0.44612314,0.9994589
127,1,10017481,6111,6,0.22701792,0.9999338
127,2,10017482,52607,7,0.27950901,0.9999338
127,3,10017483,13823,7,0.39874717,0.9999338
127,4,10017484,48991,7,0.18527018,0.9999338
127,5,10017485,16247,7,0.55796651,0.9999088
127,6,10017486,55263,7,0.19524677,0.9999338
127,7,10017487,46975,7,0.25716521,0.9999338
127,8,10017488,43999,7,0.3346142,0.9999337
127,9,10017489,57175,7,0.22464714,0.9999088
127,10,10017490,62975,7,0.29987951,0.9999338
128,1,10017511,52003,6,0.73866796,1.4668984
128,2,10017512,19234,6,0.51573414,1.4667985
128,3,10017513,51973,6,0.31827394,1.4668984
128,4,10017514,52011,6,0.51871572,1.4669984
128,5,10017515,57122,6,0.32498753,1.4668984
128,6,10017516,57101,6,0.71370543,1.4669984
128,7,10017517,52005,6,0.9975386,1.4668984
128,8,10017518,19979,7,0.23972933,1.4666553
128,9,10017519,20237,7,0.99811456,1.4668984
128,10,10017520,57090,6,0.63962236,1.4668984
129,1,10017541,58477,6,0.4345709,0.999379
129,2,10017542,55295,6,0.46944724,0.999579
129,3,10017543,59679,6,0.31765352,0.999579
129,4,10017544,15191,6,0.21839245,0.9995539
129,5,10017545,14807,6,0.80492436,0.9995539
129,6,10017546,38271,6,0.23656626,0.999579
129,7,10017547,43999,6,0.72969414,0.999579
129,8,10017548,2039,6,0.31319039,0.999529
129,9,10017549,36287,6,0.55233506,0.999579
129,10,10017550,43991,6,0.40159399,0.9995456
130,1,10017571,53947,6,0.99941251,1.9009069
130,2,10017572,56851,6,0.93611401,1.9008319
130,3,10017573,23333,6,0.30310122,1.9008069
130,4,10017574,48938,6,0.76263133,1.9008402
130,5,10017575,23340,6,0.79762938,1.9008069
130,6,10017576,46749,6,0.99932327,1.9009069
130,7,10017577,54941,6,0.99929064,1.9009069
130,8,10017578,49915,6,0.99954474,1.9009068
130,9,10017579,26875,0,0.52225092,1.6007147
130,10,10017580,49069,7,0.63866369,1.9007269
131,1,10017601,35887,6,0.56656735,0.9994088
131,2,10017602,33289,6,0.34684491,0.9993133
131,3,10017603,33289,6,0.57278114,0.9993133
131,4,10017604,32781,6,0.71155801,0.9994089
131,5,10017605,23369,6,0.72014632,0.9994176
131,6,10017606,6095,6,0.99678081,0.9995176
131,7,10017607,39497,6,0.34605539,0.9994089
131,8,10017608,39949,6,0.67335447,0.9994088
131,9,10017609,36941,6,0.68211787,0.9994088
131,10,10017610,19143,6,0.25598069,0.9991681
132,1,10017631,25983,7,0.30333123,0.9997021
132,2,10017632,55287,7,0.28468467,0.9997271
132,3,10017633,15807,6,0.33986971,0.999752
132,4,10017634,32247,7,0.18789841,0.999727
132,5,10017635,8183,7,0.53581896,0.9997271
132,6,10017636,24567,7,0.57881741,0.9997271
132,7,10017637,22495,7,0.47612237,0.999752
132,8,10017638,60799,7,0.67955433,0.999752
132,9,10017639,48535,6,0.40767347,0.9997269
132,10,10017640,40791,7,0.27772043,0.999727
133,1,10017661,52010,6,0.6586181,2.0565064
133,2,10017662,43788,6,0.44970905,2.0565063
133,3,10017663,23875,6,0.99965825,2.0565064
133,4,10017664,56109,6,0.41270034,2.0566063
133,5,10017665,8437,6,0.55386454,2.0564564
133,6,10017666,43819,6,0.41191887,2.0566063
133,7,10017667,15106,6,0.64036566,2.0564813
133,8,10017668,53004,6,0.30798335,2.0565064
133,9,10017669,23307,7,0.94187612,2.0565563
133,10,10017670,47915,6,0.40104545,2.0566063
134,1,10017691,29807,6,0.94774023,0.999388
134,2,10017692,40920,2,0.99853319,0.6663212
134,3,10017693,61855,6,0.53278258,0.9995879
134,4,10017694,58879,6,0.4612009,0.9995879
134,5,10017695,59599,6,0.68648805,0.999388
134,6,10017696,8144,2,0.94818773,0.4997254
134,7,10017697,65135,6,0.84500618,0.999388
134,8,10017698,63501,6,0.34756308,0.9993879
134,9,10017699,30731,6,0.87058269,0.9993879
134,10,10017700,62607,6,0.39311458,0.9993878
135,1,10017721,10125,6,0.48190438,1.2399384
135,2,10017722,57125,7,0.99857896,1.2399634
135,3,10017723,16133,7,0.9008338,1.2399384
135,4,10017724,16133,7,0.63391778,1.2399384
135,5,10017725,52997,7,0.49126965,1.2399384
135,6,10017726,57229,7,0.99830552,1.2399904
135,7,10017727,53005,7,0.8504389,1.2400383
135,8,10017728,44973,7,0.87571137,1.2399904
135,9,10017729,48909,7,0.99842756,1.2400384
135,10,10017730,48941,7,0.99888158,1.2400384
136,1,10017751,23183,7,0.65378973,0.9996877
136,2,10017752,24207,7,0.63350002,0.9996836
136,3,10017753,23175,7,0.19226428,0.9996128
136,4,10017754,23183,7,0.67130593,0.9996877
136,5,10017755,24207,7,0.2778193,0.9996836
136,6,10017756,19087,7,0.91445502,0.9996377
136,7,10017757,24207,7,0.99639615,0.9996836
136,8,10017758,23183,7,0.86871401,0.9996877
136,9,10017759,23183,7,0.78127296,0.9996877
136,10,10017760,23183,7,0.68406807,0.9996877
137,1,10017781,5567,6,0.33608559,0.9995084
137,2,10017782,43487,6,0.75811561,0.9996083
137,3,10017783,35167,6,0.33859669,0.9996083
137,4,10017784,50687,7,0.32060495,0.9996084
137,5,10017785,63319,7,0.42341865,0.9995584
137,6,10017786,42431,6,0.48836595,0.9996083
137,7,10017787,58879,7,0.5340636,0.9996084
137,8,10017788,30711,7,0.39720192,0.9995834
137,9,10017789,38743,6,0.23795763,0.9995584
137,10,10017790,47519,6,0.92971669,0.9996083
138,1,10017811,55180,6,0.73440444,2.1761208
138,2,10017812,8930,4,0.46098409,2.1755528
138,3,10017813,18309,6,0.62882837,2.1760375
138,4,10017814,47882,6,0.3242636,2.1761207
138,5,10017815,56107,6,0.99777207,2.1761874
138,6,10017816,8866,4,0.27992945,2.1755529
138,7,10017817,17317,4,0.44891537,2.1760375
138,8,10017818,18317,6,0.97180711,2.1760874
138,9,10017819,52997,6,0.46537579,2.1760874
138,10,10017820,41075,0,0.37741618,1.4672384
139,1,10017841,36431,6,0.40382565,0.9992978
139,2,10017842,32843,6,0.34435192,0.9992977
139,3,10017843,37583,6,0.9985902,0.9992977
139,4,10017844,37449,6,0.9784743,0.9992978
139,5,10017845,35851,6,0.4482458,0.9992976
139,6,10017846,33801,6,0.88904162,0.9992977
139,7,10017847,35529,6,0.92370206,0.9992977
139,8,10017848,36427,6,0.77749762,0.9992974
139,9,10017849,64553,6,0.64695312,0.9994976
139,10,10017850,39501,6,0.62018278,0.9992975
140,1,10017871,26463,7,0.48583803,0.9998115
140,2,10017872,56159,7,0.46821454,0.9998615
140,3,10017873,44415,7,0.3052006,0.9998615
140,4,10017874,40919,7,0.30076801,0.9998365
140,5,10017875,20471,7,0.33017447,0.9998115
140,6,10017876,47103,7,0.40988461,0.9998615
140,7,10017877,34687,7,0.54958028,0.9998615
140,8,10017878,30551,7,0.28707351,0.9998115
140,9,10017879,34303,7,0.24324174,0.9998615
140,10,10017880,59327,7,0.34200433,0.9997923
141,1,10017901,20227,7,0.38942951,1.8075325
141,2,10017902,57099,6,0.58455658,1.8076824
141,3,10017903,15107,6,0.38685395,1.8075825
141,4,10017904,21963,6,0.99863127,1.8076325
141,5,10017905,17861,6,0.51575819,1.8075325
141,6,10017906,23875,6,0.40754132,1.8075825
141,7,10017907,11588,6,0.99923102,1.8074826
141,8,10017908,56067,6,0.97280049,1.8076074
141,9,10017909,19236,6,0.30086371,1.8074826
141,10,10017910,57093,6,0.41927269,1.8076075
142,1,10017931,34775,6,0.24197324,0.9995179
142,2,10017932,38903,6,0.31364636,0.9995263
142,3,10017933,62975,6,0.39915808,0.9995513
142,4,10017934,63499,6,0.97023886,0.9993513
142,5,10017935,35295,6,0.41984698,0.9995512
142,6,10017936,57935,6,0.65710298,0.9993514
142,7,10017937,27661,6,0.28200142,0.9993012
142,8,10017938,4087,6,0.43281158,0.9995013
142,9,10017939,35295,6,0.45966952,0.9995512
142,10,10017940,38123,6,0.56042853,0.999151
143,1,10017961,16301,7,0.59582305,1.7630642
143,2,10017962,15141,6,0.88885913,1.7631667
143,3,10017963,56101,6,0.4569909,1.7631916
143,4,10017964,19997,6,0.58940899,1.7631667
143,5,10017965,48668,6,0.39741349,1.7632
143,6,10017966,46987,6,0.74648992,1.7632666
143,7,10017967,57101,7,0.99824841,1.7632666
143,8,10017968,24364,6,0.99712174,1.7631666
143,9,10017969,53037,7,0.99812843,1.7632666
143,10,10017970,53133,7,0.85498439,1.7631141
144,1,10017991,32843,6,0.99899756,0.9994779
144,2,10017992,36937,6,0.99908134,0.9994779
144,3,10017993,32841,6,0.32158499,0.9994779
144,4,10017994,32841,6,0.97398248,0.9994779
144,5,10017995,35855,6,0.66556955,0.9994778
144,6,10017996,33291,6,0.53389135,0.9994168
144,7,10017997,32783,6,0.48345306,0.9994779
144,8,10017998,34827,6,0.53874638,0.9994778
144,9,10017999,32845,6,0.4010541,0.9994779
144,10,10018000,19599,6,0.99771435,0.9994058
145,1,10018021,65495,7,0.67314518,0.9996529
145,2,10018022,44407,7,0.27299815,0.9996446
145,3,10018023,40799,7,0.34514549,0.9996779
145,4,10018024,65015,7,0.3065587,0.9996529
145,5,10018025,65503,7,0.50475595,0.9996779
145,6,10018026,31583,7,0.50940153,0.9996779
145,7,10018027,44887,7,0.26067523,0.9996446
145,8,10018028,32735,7,0.84796414,0.9996779
145,9,10018029,58815,6,0.99663035,0.9996779
145,10,10018030,25919,6,0.53697863,0.9996279
146,1,10018051,46540,6,0.66173025,2.2576311
146,2,10018052,48666,6,0.33672221,2.2576311
146,3,10018053,57101,6,0.66625576,2.2576977
146,4,10018054,52765,6,0.99809108,2.2576977
146,5,10018055,9885,6,0.99842145,2.2575978
146,6,10018056,42893,6,0.47174419,2.2576977
146,7,10018057,55173,6,0.99833472,2.2576228
146,8,10018058,16139,6,0.54626756,2.2576478
146,9,10018059,44843,6,0.4509532,2.2576977
146,10,10018060,15890,6,0.50184717,2.2575728
147,1,10018081,28747,6,0.3158928,0.9994033
147,2,10018082,36431,6,0.69045828,0.9992034
147,3,10018083,37847,6,0.39887014,0.9994532
147,4,10018084,64749,6,0.26375184,0.9994031
147,5,10018085,33933,6,0.86410347,0.999203
147,6,10018086,39627,6,0.56145426,0.9992032
147,7,10018087,37995,6,0.28776335,0.9992033
147,8,10018088,24585,6,0.5076048,0.9993533
147,9,10018089,64203,6,0.50762569,0.9994032
147,10,10018090,36009,6,0.57196623,0.9992034
148,1,10018111,57271,7,0.19589325,0.9999521
148,2,10018112,28671,7,0.28759135,0.9999348
148,3,10018113,36767,7,0.28502136,0.9999695
148,4,10018114,36863,7,0.37735643,0.9999847
148,5,10018115,55167,7,0.61817673,0.9999847
148,6,10018116,44887,7,0.13075494,0.9999514
148,7,10018117,23551,7,0.34338535,0.9999771
148,8,10018118,35711,7,0.60604228,0.9999771
148,9,10018119,54655,7,0.39024492,0.9999847
148,10,10018120,40951,7,0.18996234,0.9999598
149,1,10018141,18317,6,0.99872593,1.3697693
149,2,10018142,52994,6,0.93362391,1.369736
149,3,10018143,19242,6,0.33706946,1.3696694
149,4,10018144,19245,6,0.40860845,1.3697693
149,5,10018145,19202,7,0.50240341,1.3696694
149,6,10018146,24323,7,0.51268058,1.3697693
149,7,10018147,20269,6,0.60350883,1.3697693
149,8,10018148,51971,6,0.55967698,1.3697693
149,9,10018149,23298,7,0.99827761,1.3697443
149,10,10018150,19202,7,0.54312628,1.3696694
150,1,10018171,16223,7,0.98178382,0.9995566
150,2,10018172,7551,7,0.35844878,0.9995566
150,3,10018173,56727,6,0.33978489,0.9995315
150,4,10018174,65259,6,0.35976122,0.9993566
150,5,10018175,7543,7,0.51068023,0.9995316
150,6,10018176,31071,6,0.7854634,0.9995566
150,7,10018177,48543,6,0.44091378,0.9995565
150,8,10018178,15863,7,0.31565974,0.9995316
150,9,10018179,6143,7,0.52007356,0.9995567
150,10,10018180,36127,6,0.30338982,0.9995565
151,1,10018201,15147,6,0.99841454,2.1653995
151,2,10018202,21243,6,0.65253549,2.1653995
151,3,10018203,51972,6,0.57750517,2.1653162
151,4,10018204,55180,6,0.56232183,2.1653829
151,5,10018205,55778,4,0.3762904,2.1650668
151,6,10018206,23330,6,0.49198796,2.1653246
151,7,10018207,55778,4,0.23072517,2.1650668
151,8,10018208,31483,0,0.56312455,1.7771734
151,9,10018209,57099,6,0.36126558,2.1654495
151,10,10018210,20237,7,0.36650648,2.1653496
152,1,10018231,37451,6,0.3709357,0.9993532
152,2,10018232,33805,6,0.36284149,0.9993532
152,3,10018233,37067,6,0.99870187,0.9993531
152,4,10018234,35023,6,0.53432343,0.9993533
152,5,10018235,32779,6,0.91370933,0.9993532
152,6,10018236,38985,6,0.82628994,0.999353
152,7,10018237,37897,6,0.48524937,0.9993532
152,8,10018238,37901,6,0.99829671,0.9993532
152,9,10018239,38921,6,0.5880689,0.9993531
152,10,10018240,35019,6,0.36725036,0.9993531
153,1,10018261,3967,7,0.42289364,0.9997315
153,2,10018262,58879,7,0.31821428,0.9997815
153,3,10018263,22527,7,0.42205641,0.9997816
153,4,10018264,44407,7,0.55745068,0.9997482
153,5,10018265,44543,7,0.46861568,0.9997815
153,6,10018266,42999,7,0.39487375,0.9997482
153,7,10018267,64927,6,0.37515375,0.9997815
153,8,10018268,40311,7,0.40755571,0.9997565
153,9,10018269,3583,7,0.45815198,0.9997315
153,10,10018270,51071,7,0.52058246,0.9997815
154,1,10018291,47907,6,0.23732089,2.1185183
154,2,10018292,51971,6,0.83257568,2.1184933
154,3,10018293,48900,6,0.21099159,2.1184933
154,4,10018294,57099,6,0.70963237,2.1185932
154,5,10018295,15693,6,0.37661029,2.1185433
154,6,10018296,53029,6,0.61318016,2.1184933
154,7,10018297,51980,6,0.39148391,2.1184933
154,8,10018298,56101,6,0.41002633,2.1185183
154,9,10018299,57099,6,0.23208025,2.1185932
154,10,10018300,56108,6,0.56822184,2.1185266
155,1,10018321,32607,6,0.31830924,0.9995397
155,2,10018322,61135,6,0.3503472,0.9993399
155,3,10018323,60459,6,0.73034933,0.9993397
155,4,10018324,55703,6,0.51205379,0.9995146
155,5,10018325,30409,6,0.43167521,0.9993396
155,6,10018326,33215,6,0.29343208,0.9993096
155,7,10018327,63455,6,0.30076032,0.9995397
155,8,10018328,43479,6,0.45822847,0.9995063
155,9,10018329,28365,6,0.54907413,0.9992896
155,10,10018330,32459,6,0.76592547,0.9993396
156,1,10018351,15109,6,0.50375056,1.5337662
156,2,10018352,53005,7,0.4344694,1.5338661
156,3,10018353,43789,6,0.54319185,1.5338661
156,4,10018354,16141,7,0.46401871,1.5338162
156,5,10018355,44813,7,0.44597525,1.5338661
156,6,10018356,52141,6,0.70981145,1.5337595
156,7,10018357,16269,7,0.97795438,1.5337096
156,8,10018358,57101,7,0.86309568,1.5338662
156,9,10018359,57229,7,0.69295313,1.5337595
156,10,10018360,46741,6,0.61382828,1.5337912
157,1,10018381,23175,7,0.63938163,0.9994969
157,2,10018382,19079,7,0.23265383,0.999422
157,3,10018383,20111,7,0.72476628,0.9994792
157,4,10018384,23183,7,0.74091507,0.9995718
157,5,10018385,24199,7,0.791769,0.9994542
157,6,10018386,19079,7,0.64722194,0.999422
157,7,10018387,20103,7,0.41307305,0.9993794
157,8,10018388,24207,7,0.24736702,0.9995291
157,9,10018389,19087,7,0.65660082,0.9995218
157,10,10018390,19087,7,0.60788733,0.9995218
158,1,10018411,16223,7,0.26212394,0.9996066
158,2,10018412,57759,6,0.63712174,0.9996066
158,3,10018413,52607,7,0.44354826,0.9996066
158,4,10018414,16255,7,0.36759816,0.9996067
158,5,10018415,57311,7,0.53315343,0.9996066
158,6,10018416,23519,7,0.22762574,0.9996066
158,7,10018417,40831,7,0.95515272,0.9996067
158,8,10018418,21951,6,0.56327557,0.9996066
158,9,10018419,11647,7,0.61746171,0.9995566
158,10,10018420,13823,7,0.73857281,0.9996066
159,1,10018441,20227,7,0.40379338,2.3839621
159,2,10018442,57093,6,0.99830568,2.3840371
159,3,10018443,16165,6,0.37628836,2.3840121
159,4,10018444,47915,6,0.73446788,2.384112
159,5,10018445,55178,6,0.38033944,2.3840454
159,6,10018446,23330,6,0.23213889,2.3839871
159,7,10018447,57133,6,0.77193668,2.384112
159,8,10018448,44845,6,0.7562811,2.384112
159,9,10018449,52762,6,0.6034016,2.3840121
159,10,10018450,22165,6,0.99925232,2.3840121
160,1,10018471,36877,6,0.31417385,0.9992378
160,2,10018472,38475,6,0.53432289,0.9992377
160,3,10018473,38297,6,0.62178037,0.9994375
160,4,10018474,33933,6,0.9989219,0.9992374
160,5,10018475,58379,6,0.50911536,0.9994376
160,6,10018476,58415,6,0.70931222,0.9994377
160,7,10018477,36875,6,0.25863751,0.9992378
160,8,10018478,35405,6,0.54963988,0.9992374
160,9,10018479,34895,6,0.99905513,0.9992374
160,10,10018480,63501,6,0.97543639,0.9994376
161,1,10018501,12247,7,0.22005423,0.9998584
161,2,10018502,10199,6,0.20929191,0.9998584
161,3,10018503,34687,7,0.99595425,0.9999084
161,4,10018504,8191,7,0.6915233,0.9999084
161,5,10018505,40823,7,0.41054966,0.9998834
161,6,10018506,53247,7,0.64567346,0.9999084
161,7,10018507,30079,7,0.50319479,0.9999084
161,8,10018508,24375,7,0.22239954,0.999769
161,9,10018509,53183,7,0.18989456,0.9998626
161,10,10018510,50687,7,0.40589129,0.9999084
162,1,10018531,57100,6,0.24111964,1.7617357
162,2,10018532,51980,6,0.66887262,1.7617024
162,3,10018533,19211,7,0.9982951,1.7617024
162,4,10018534,23306,7,0.40147584,1.7617024
162,5,10018535,19245,6,0.53920887,1.7617024
162,6,10018536,53005,6,0.53712396,1.7618023
162,7,10018537,24333,7,0.34576506,1.7617524
162,8,10018538,57122,6,0.33617773,1.7617024
162,9,10018539,23331,6,0.26657683,1.7617024
162,10,10018540,24323,7,0.7686537,1.7617024
163,1,10018561,28503,6,0.46099343,0.9994676
163,2,10018562,7007,6,0.35485608,0.9994177
163,3,10018563,52607,6,0.46896092,0.9995177
163,4,10018564,25439,6,0.53503194,0.9994677
163,5,10018565,63967,6,0.75439265,0.9995176
163,6,10018566,38743,6,0.48030513,0.9994677
163,7,10018567,14751,6,0.68605853,0.9995176
163,8,10018568,44439,6,0.48704018,0.9994842
163,9,10018569,38783,6,0.33450506,0.9995177
163,10,10018570,61791,6,0.38555418,0.9995176
164,1,10018591,21964,6,0.99912406,2.0579706
164,2,10018592,48941,7,0.99862693,2.0580705
164,3,10018593,55172,6,0.74892772,2.0579706
164,4,10018594,46988,6,0.99832111,2.0580039
164,5,10018595,51115,6,0.39188429,2.0578592
164,6,10018596,24365,7,0.99857527,2.0580206
164,7,10018597,44811,6,0.55656303,2.0580705
164,8,10018598,47917,6,0.51617792,2.0580706
164,9,10018599,47874,6,0.49695803,2.0579706
164,10,10018600,51980,6,0.20777432,2.0579706
165,1,10018621,38923,6,0.2722813,0.9994241
165,2,10018622,33353,6,0.56781185,0.9994242
165,3,10018623,36873,6,0.92144202,0.9994242
165,4,10018624,36427,6,0.38333088,0.999424
165,5,10018625,38985,6,0.99914269,0.999424
165,6,10018626,32845,6,0.99897348,0.9994242
165,7,10018627,32781,6,0.99898899,0.9994242
165,8,10018628,19151,6,0.18975037,0.9992986
165,9,10018629,32783,6,0.32535487,0.9994242
165,10,10018630,33291,6,0.41479602,0.9993363
166,1,10018651,3583,7,0.31754283,0.999648
166,2,10018652,54711,6,0.66315086,0.999673
166,3,10018653,48991,7,0.67511453,0.999698
166,4,10018654,30583,7,0.44402433,0.9996481
166,5,10018655,24575,7,0.39967786,0.9996981
166,6,10018656,65495,7,0.69354233,0.999673
166,7,10018657,48567,6,0.69262656,0.999673
166,8,10018658,36255,6,0.31037004,0.9996979
166,9,10018659,46943,7,0.40190529,0.999698
166,10,10018660,30207,7,0.54270544,0.999698
167,1,10018681,44813,6,0.66845697,2.378255
167,2,10018682,52995,6,0.32620206,2.3781551
167,3,10018683,13973,6,0.78872008,2.3781551
167,4,10018684,23298,7,0.50194207,2.37813
167,5,10018685,53002,6,0.54351014,2.3781551
167,6,10018686,24363,6,0.60831035,2.378205
167,7,10018687,53005,6,0.26330078,2.378255
167,8,10018688,23331,6,0.8230362,2.3781551
167,9,10018689,8948,6,0.99943313,2.3780551
167,10,10018690,54731,6,0.29838198,2.378255
168,1,10018711,39629,6,0.5541863,0.999147
168,2,10018712,24587,6,0.38117899,0.9992972
168,3,10018713,59981,6,0.91559323,0.9993469
168,4,10018714,59085,6,0.98106404,0.9993467
168,5,10018715,58505,6,0.64100722,0.9993469
168,6,10018716,28681,6,0.43331921,0.9993472
168,7,10018717,33481,6,0.99897366,0.9991471
168,8,10018718,43871,6,0.17200642,0.999547
168,9,10018719,29743,6,0.28953171,0.9993472
168,10,10018720,38605,6,0.29696154,0.9991466
169,1,10018741,53005,7,0.99856936,1.2175864
169,2,10018742,57229,7,0.99822699,1.2175429
169,3,10018743,49069,7,0.99873927,1.2175429
169,4,10018744,57229,7,0.88366498,1.2175429
169,5,10018745,16301,7,0.99861713,1.217493
169,6,10018746,44589,7,0.9984527,1.2174429
169,7,10018747,16269,7,0.46695735,1.217493
169,8,10018748,12077,7,0.99880508,1.2174865
169,9,10018749,16269,7,0.54628085,1.217493
169,10,10018750,53037,7,0.68112166,1.2175864
170,1,10018771,23301,7,0.45560529,1.2160222
170,2,10018772,24354,6,0.24993903,1.2159972
170,3,10018773,19213,7,0.55241626,1.2160222
170,4,10018774,53002,6,0.52808825,1.2160222
170,5,10018775,53003,6,0.50465025,1.2161221
170,6,10018776,18052,6,0.76315301,1.2156794
170,7,10018777,57099,6,0.29368041,1.2161221
170,8,10018778,23301,7,0.48346689,1.2160222
170,9,10018779,19341,7,0.76095722,1.2159291
170,10,10018780,51971,6,0.29806619,1.2160222
171,1,10018801,35679,7,0.32316627,0.9995429
171,2,10018802,34303,7,0.39479968,0.9995429
171,3,10018803,47103,7,0.33806615,0.9995429
171,4,10018804,39263,6,0.99780837,0.9995428
171,5,10018805,38327,6,0.41335498,0.9994679
171,6,10018806,19863,6,0.43685196,0.9994927
171,7,10018807,36127,6,0.47432471,0.9995428
171,8,10018808,30711,7,0.56764523,0.9995179
171,9,10018809,30551,7,0.62817629,0.9994929
171,10,10018810,11767,7,0.38020561,0.9994929
172,1,10018831,47355,4,0.23387299,2.4209227
172,2,10018832,42891,6,0.99919982,2.4212066
172,3,10018833,54930,6,0.47174158,2.4211066
172,4,10018834,57101,7,0.48696552,2.4212066
172,5,10018835,46989,6,0.99902053,2.4212066
172,6,10018836,56100,6,0.24924595,2.4211066
172,7,10018837,47355,4,0.40755316,2.4209227
172,8,10018838,53730,4,0.33560103,2.4211066
172,9,10018839,47867,4,0.55962586,2.4209227
172,10,10018840,44842,6,0.68068184,2.4211066
173,1,10018861,36873,6,0.68497059,0.9992911
173,2,10018862,37455,6,0.60091034,0.9992911
