# replicates_lm_g0_e4.csv -- memory-two Wright-Fisher run lm_g0_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files lm_g0_e4.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 30000000 (runs.csv), isl from games_lm_g0_e4.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_lm_g0_e4.csv within 5.4e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
9,7,30013947,0.99602769,0.03715496,0.0,1.396e-05,0.00023154,0.96259725,0.0,2.3e-06,61407,6,0.00138366,0.9998735
9,8,30013948,0.99603568,0.03703869,0.0,1.127e-05,0.00023373,0.96271364,0.0,2.67e-06,65503,6,0.00141992,0.9998735
9,9,30013949,0.99602934,0.0372441,0.0,1.334e-05,0.00023035,0.96250469,0.0,7.51e-06,53215,6,0.00146122,0.9998735
9,10,30013950,0.99604461,0.03724228,0.0,3.51e-06,0.00022793,0.96252332,0.0,2.96e-06,61279,6,0.00133899,0.9998735
10,1,30013971,0.98901116,0.04499825,0.12908091,0.00036377,0.0045517,0.82074099,6.45e-05,0.00019988,32905,6,0.0070477,0.9995723
10,2,30013972,0.98897684,0.04457734,0.12087761,0.00083108,0.00422956,0.82897964,0.00011902,0.00038574,33035,6,0.00697412,0.9995446
10,3,30013973,0.98887146,0.04517444,0.12479492,0.00035277,0.00441833,0.82468022,9.105e-05,0.00048826,36873,6,0.00684826,0.9995723
10,4,30013974,0.98888958,0.04521914,0.12597658,0.00062126,0.00443585,0.82300803,9.55e-05,0.00064364,32905,6,0.00686816,0.9995723
10,5,30013975,0.98852048,0.04537417,0.12340622,0.00139634,0.00455649,0.82493136,2.81e-05,0.00030733,32905,6,0.00721806,0.9995723
10,6,30013976,0.98918106,0.04436683,0.12255453,0.00083675,0.00424204,0.82754374,1.815e-05,0.00043797,32905,6,0.0070009,0.9995723
10,7,30013977,0.98868591,0.04506701,0.11915795,0.00054859,0.00441084,0.83054156,4.904e-05,0.00022502,32905,6,0.00705654,0.9995723
10,8,30013978,0.98928155,0.04457012,0.12514698,0.00076349,0.00414005,0.82523787,1.23e-06,0.00014027,32777,6,0.00684979,0.9995723
10,9,30013979,0.988147,0.04668923,0.12822636,0.00060237,0.00464851,0.8194683,6.662e-05,0.00029862,32905,6,0.00665998,0.9995723
10,10,30013980,0.98906047,0.04426047,0.12277004,0.00033177,0.00435981,0.82791137,3.948e-05,0.00032706,32905,6,0.00718553,0.9995723
11,1,30014001,0.99457633,0.03625574,0.0,5.228e-05,0.00037201,0.96331207,6e-08,7.83e-06,56287,6,0.00148431,0.9998175
11,2,30014002,0.99462539,0.03666923,0.0,3.94e-05,0.00031987,0.9629645,6e-08,6.95e-06,65503,6,0.00139956,0.9998176
11,3,30014003,0.99461093,0.03648966,0.0,4.1e-05,0.00034646,0.96311308,5e-08,9.74e-06,60383,6,0.00142377,0.9998176
11,4,30014004,0.99447904,0.03585847,0.0,9.586e-05,0.00048252,0.96355352,1.5e-07,9.47e-06,63455,6,0.00129255,0.9998176
11,5,30014005,0.99454273,0.03598644,0.0,6.831e-05,0.00036125,0.96357588,4.8e-07,7.64e-06,39903,6,0.00126135,0.9998175
11,6,30014006,0.99460666,0.03692416,0.0,4.612e-05,0.00035696,0.96265918,6e-08,1.353e-05,64479,6,0.00137657,0.9998176
11,7,30014007,0.99454103,0.03586538,0.0,7.753e-05,0.00046492,0.96358208,1e-07,9.99e-06,53215,6,0.00132531,0.9998176
11,8,30014008,0.99464206,0.03700987,0.0,2.945e-05,0.00032267,0.96263056,2.5e-07,7.2e-06,56287,6,0.00153289,0.9998175
11,9,30014009,0.99459449,0.03647832,0.0,5.819e-05,0.00040045,0.96305399,9e-08,8.97e-06,56287,6,0.00143217,0.9998175
11,10,30014010,0.99459429,0.03639793,0.0,4.911e-05,0.00036433,0.96317898,7e-08,9.57e-06,65503,6,0.00132003,0.9998176
12,1,30014031,0.99752192,0.03906306,0.0,6.63e-06,0.00033012,0.96059432,0.0,5.86e-06,53215,6,0.00121234,0.999948
12,2,30014032,0.99755757,0.03943919,0.0,1.45e-06,0.00033154,0.96022142,0.0,6.4e-06,60383,6,0.0013087,0.999948
12,3,30014033,0.99757463,0.03944688,0.0,4.5e-07,0.00032667,0.96020988,0.0,1.612e-05,36831,6,0.00133889,0.999948
