# replicates_dw4_e4.csv -- memory-two Wright-Fisher run dw4_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files dw4_e4.{idx,win} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 11000000 (runs.csv), isl from games_dw4_e4.csv
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,top,top_atom,top_share,top_selfpay
125,4,11017424,43522,6,0.18325761,2.0995264
125,5,11017425,52010,6,0.10366834,2.099946
125,6,11017426,52444,6,0.13534362,2.0996763
125,7,11017427,51754,6,0.1489771,2.0995764
125,8,11017428,44242,6,0.17266146,2.0996264
125,9,11017429,52010,6,0.08013896,2.099946
125,10,11017430,51748,6,0.22131139,2.0995265
126,1,11017451,32907,6,0.11569394,0.9992589
126,2,11017452,33033,6,0.09567477,0.9989185
126,3,11017453,37067,6,0.15055147,0.9992589
126,4,11017454,37071,6,0.15757946,0.9992589
126,5,11017455,37261,6,0.1400106,0.9989183
126,6,11017456,32907,6,0.06841971,0.9992589
126,7,11017457,32905,6,0.08027023,0.9992589
126,8,11017458,36879,6,0.10374152,0.9992591
126,9,11017459,37071,6,0.07099772,0.9992589
126,10,11017460,37257,6,0.07471482,0.9989184
127,1,11017481,48631,7,0.01975532,0.9999088
127,2,11017482,36863,7,0.01635088,0.9999338
127,3,11017483,36095,7,0.01832835,0.9998676
127,4,11017484,39935,7,0.01989158,0.9999007
127,5,11017485,60415,7,0.02633107,0.9999007
127,6,11017486,54783,7,0.0177308,0.9999338
127,7,11017487,15871,7,0.01953614,0.9999338
127,8,11017488,52223,7,0.0180734,0.9999007
127,9,11017489,36735,7,0.01985216,0.9999338
127,10,11017490,52479,7,0.01759387,0.9998676
128,1,11017511,51970,6,0.12137935,1.4668651
128,2,11017512,55810,6,0.11518357,1.4666553
128,3,11017513,51716,6,0.18066632,1.4666053
128,4,11017514,51715,6,0.129891,1.4666386
128,5,11017515,51716,6,0.16688685,1.4666053
128,6,11017516,51714,6,0.19070464,1.4666053
128,7,11017517,51715,6,0.34449028,1.4666386
128,8,11017518,51971,6,0.09639022,1.4668984
128,9,11017519,51715,6,0.2410398,1.4666386
128,10,11017520,51716,6,0.14026263,1.4666053
129,1,11017541,49119,6,0.03596897,0.999579
129,2,11017542,28063,6,0.03776664,0.999529
129,3,11017543,36703,6,0.04223759,0.999579
129,4,11017544,40415,6,0.04117617,0.9991584
129,5,11017545,16351,6,0.03210849,0.999579
129,6,11017546,32735,6,0.04258568,0.999579
129,7,11017547,55247,6,0.03681551,0.9991582
129,8,11017548,38367,6,0.02595336,0.9991583
129,9,11017549,51039,6,0.03552816,0.9995789
129,10,11017550,32735,6,0.03466128,0.999579
130,1,11017571,48045,6,0.10102081,1.9007269
130,2,11017572,55212,6,0.1769752,1.900627
130,3,11017573,57258,6,0.14197512,1.900627
130,4,11017574,51116,6,0.15753845,1.900577
130,5,11017575,49058,6,0.13937409,1.900577
130,6,11017576,47018,6,0.28754614,1.900627
130,7,11017577,43949,6,0.1041061,1.9007269
130,8,11017578,48044,6,0.1825023,1.900627
130,9,11017579,56988,6,0.10876834,1.900627
130,10,11017580,48037,6,0.16054008,1.900627
131,1,11017601,32779,6,0.12720465,0.9994089
131,2,11017602,32843,6,0.0827939,0.9994088
131,3,11017603,36877,6,0.15101081,0.9994089
131,4,11017604,32777,6,0.09635156,0.9994089
131,5,11017605,12569,6,0.15815501,0.9976498
131,6,11017606,8479,6,0.11231173,0.9985328
131,7,11017607,36873,6,0.13940775,0.9994089
131,8,11017608,33607,6,0.09317846,0.9991181
131,9,11017609,8479,6,0.08872361,0.9985328
131,10,11017610,8543,6,0.12569141,0.9985329
132,1,11017631,40823,7,0.01959616,0.9997271
132,2,11017632,60671,7,0.01790323,0.9995043
132,3,11017633,36863,7,0.01730813,0.9997521
132,4,11017634,36863,7,0.02288145,0.9997521
132,5,11017635,56319,7,0.02029287,0.9996282
132,6,11017636,59263,7,0.0156503,0.9997521
132,7,11017637,29951,7,0.01847999,0.9995043
132,8,11017638,26623,7,0.02035362,0.9997021
132,9,11017639,56831,7,0.01556813,0.999752
132,10,11017640,36607,7,0.02447864,0.9995043
133,1,11017661,52444,6,0.08633783,2.0562454
133,2,11017662,52010,6,0.14259763,2.0565064
133,3,11017663,51716,6,0.10716386,2.0560955
133,4,11017664,52003,6,0.08310699,2.0565064
133,5,11017665,51722,6,0.16802433,2.0561454
133,6,11017666,50634,6,0.15274237,2.0565064
133,7,11017667,53002,6,0.1169193,2.0565064
133,8,11017668,51970,6,0.20241398,2.056473
133,9,11017669,51971,6,0.19179829,2.0565063
133,10,11017670,17628,6,0.07897395,2.0564064
134,1,11017691,21455,6,0.03673984,0.9984278
134,2,11017692,52639,6,0.04418733,0.9995877
134,3,11017693,36047,6,0.08391263,0.9987766
134,4,11017694,18831,6,0.08471219,0.9984152
134,5,11017695,38863,6,0.07565957,0.9991761
134,6,11017696,33183,6,0.08538083,0.9995878
134,7,11017697,33183,6,0.05129265,0.9995878
134,8,11017698,33743,6,0.0781662,0.9991761
134,9,11017699,33183,6,0.0676,0.9995878
134,10,11017700,37279,6,0.05737076,0.9995878
135,1,11017721,49069,7,0.31663812,1.2399904
135,2,11017722,49069,7,0.58551036,1.2399904
135,3,11017723,49069,7,0.82156474,1.2399904
135,4,11017724,49069,7,0.79636449,1.2399904
135,5,11017725,55213,6,0.27986895,1.2399904
135,6,11017726,44973,7,0.3084329,1.2399904
135,7,11017727,16301,7,0.27285944,1.2399405
135,8,11017728,49069,7,0.84975264,1.2399904
135,9,11017729,49069,7,0.40697779,1.2399904
135,10,11017730,49069,7,0.58035885,1.2399904
136,1,11017751,19079,7,0.43198041,0.9995379
136,2,11017752,19079,7,0.88239624,0.9995379
136,3,11017753,23175,7,0.85750116,0.9996128
136,4,11017754,23175,7,0.83964774,0.9996128
136,5,11017755,19079,7,0.50107384,0.9995379
136,6,11017756,23175,7,0.88929418,0.9996128
136,7,11017757,23175,7,0.88879545,0.9996128
136,8,11017758,23175,7,0.79979379,0.9996128
136,9,11017759,23175,7,0.88895348,0.9996128
136,10,11017760,23175,7,0.61522405,0.9996128
137,1,11017781,61407,7,0.01654034,0.9996084
137,2,11017782,64479,7,0.01737269,0.9996084
137,3,11017783,52703,7,0.02283613,0.9992171
137,4,11017784,44767,7,0.01700481,0.998826
137,5,11017785,65503,7,0.02057271,0.9996084
137,6,11017786,47071,7,0.03569,0.9996084
137,7,11017787,62431,7,0.02311325,0.9996084
137,8,11017788,25567,7,0.0149197,0.9995584
137,9,11017789,62943,7,0.01855197,0.9992171
137,10,11017790,47071,7,0.02632141,0.9996084
138,1,11017811,55843,6,0.08231035,2.1757276
138,2,11017812,43554,6,0.11209527,2.1756527
138,3,11017813,51756,6,0.17606961,2.1757026
138,4,11017814,17314,4,0.33429585,2.1759875
138,5,11017815,55394,4,0.20326135,2.1757026
138,6,11017816,55818,6,0.14792885,2.1757525
138,7,11017817,51732,6,0.13037755,2.1756527
138,8,11017818,17322,4,0.14455601,2.1759875
138,9,11017819,55394,4,0.44991301,2.1757026
138,10,11017820,55820,6,0.11132296,2.1757525
139,1,11017841,37071,6,0.066944,0.9992976
139,2,11017842,32971,6,0.08841489,0.9992976
139,3,11017843,36939,6,0.0791589,0.9992977
139,4,11017844,36943,6,0.09078013,0.9992977
139,5,11017845,32815,6,0.07127976,0.9991467
139,6,11017846,37259,6,0.09225705,0.9989956
139,7,11017847,32843,6,0.06657516,0.9992977
139,8,11017848,36875,6,0.1087605,0.9992977
139,9,11017849,37067,6,0.13875934,0.9992976
139,10,11017850,32907,6,0.07441669,0.9992976
140,1,11017871,36351,7,0.0208667,0.9998615
140,2,11017872,40959,7,0.03271447,0.9998615
140,3,11017873,61439,7,0.0193037,0.9998615
140,4,11017874,40959,7,0.01728638,0.9998615
140,5,11017875,63487,7,0.02132672,0.9998615
140,6,11017876,32767,7,0.02335196,0.9998615
140,7,11017877,44543,7,0.01865262,0.9998615
140,8,11017878,47103,7,0.02576678,0.9998615
140,9,11017879,56575,7,0.02178654,0.9997231
140,10,11017880,64503,7,0.02377969,0.9997424
141,1,11017901,52002,6,0.20580591,1.8075492
141,2,11017902,55844,6,0.10033965,1.8072713
141,3,11017903,52002,6,0.15595484,1.8075492
141,4,11017904,52994,6,0.15687477,1.8075492
141,5,11017905,55810,6,0.17567266,1.8072712
141,6,11017906,51722,6,0.20786692,1.8072712
141,7,11017907,51716,6,0.18253987,1.8072213
141,8,11017908,51716,6,0.15920335,1.8072213
141,9,11017909,51714,6,0.12795897,1.8072213
141,10,11017910,52994,6,0.19433447,1.8075492
142,1,11017931,28367,6,0.05629208,0.9993014
142,2,11017932,14287,6,0.02315733,0.9991028
142,3,11017933,26079,6,0.03043776,0.9989409
142,4,11017934,30175,6,0.05173623,0.9991029
142,5,11017935,31951,6,0.03608716,0.9989031
142,6,11017936,15775,6,0.03722555,0.9995511
142,7,11017937,25567,6,0.03554772,0.9995013
142,8,11017938,48607,6,0.02111254,0.9991029
142,9,11017939,25775,6,0.04950604,0.9993013
142,10,11017940,17887,6,0.03477334,0.9983808
143,1,11017961,48045,6,0.12201653,1.7631141
143,2,11017962,16301,7,0.14856454,1.7630642
143,3,11017963,49068,6,0.15726997,1.7630142
143,4,11017964,49060,6,0.21811105,1.7629642
143,5,11017965,49068,6,0.34940301,1.7630142
143,6,11017966,49068,6,0.24879795,1.7630142
143,7,11017967,43948,6,0.23989025,1.7629643
143,8,11017968,49068,6,0.27021521,1.7630142
143,9,11017969,52140,6,0.17640117,1.7629643
143,10,11017970,48045,6,0.16441736,1.7631141
144,1,11017991,23175,7,0.11768143,0.9992589
144,2,11017992,19079,7,0.20252203,0.9991841
144,3,11017993,22663,6,0.09389694,0.9993809
144,4,11017994,23175,7,0.27388257,0.9992589
144,5,11017995,23175,7,0.19734551,0.9992589
144,6,11017996,23175,7,0.12673993,0.9992589
144,7,11017997,23175,7,0.14069019,0.9992589
144,8,11017998,19079,7,0.12508585,0.9991841
144,9,11017999,23175,7,0.20708311,0.9992589
144,10,11018000,19079,7,0.11874759,0.9991841
145,1,11018021,48383,7,0.01527354,0.9993561
145,2,11018022,19967,7,0.01266126,0.9996279
145,3,11018023,40823,7,0.01301976,0.9996529
145,4,11018024,46591,7,0.01412298,0.9996779
145,5,11018025,26111,7,0.01443946,0.9996279
145,6,11018026,64767,7,0.0149847,0.9993561
145,7,11018027,14327,7,0.01461403,0.999653
145,8,11018028,46455,7,0.01476111,0.9996011
145,9,11018029,11263,7,0.01455164,0.999467
145,10,11018030,64959,6,0.01230215,0.9996779
146,1,11018051,52314,6,0.12360294,2.2575978
146,2,11018052,52106,6,0.114133,2.2572965
146,3,11018053,52098,6,0.09298132,2.2572465
146,4,11018054,42442,6,0.11060467,2.2575978
146,5,11018055,51978,6,0.13401482,2.2575978
146,6,11018056,51746,6,0.09675346,2.2571468
146,7,11018057,43522,6,0.16367313,2.2571467
146,8,11018058,51754,6,0.12758613,2.2571967
146,9,11018059,55852,6,0.12836492,2.2572466
146,10,11018060,55852,6,0.10683162,2.2572466
147,1,11018081,37067,6,0.05182837,0.9992032
147,2,11018082,37327,6,0.10338752,0.9984112
147,3,11018083,37327,6,0.08971522,0.9984112
147,4,11018084,32971,6,0.06329012,0.9992032
147,5,11018085,37263,6,0.14078563,0.9988071
147,6,11018086,37003,6,0.07973579,0.9992033
147,7,11018087,32971,6,0.10147502,0.9992032
147,8,11018088,22671,6,0.08733017,0.9989071
147,9,11018089,36943,6,0.05826538,0.9992034
147,10,11018090,32907,6,0.1014795,0.9992032
148,1,11018111,52991,7,0.01871331,0.9999695
148,2,11018112,31743,7,0.01558704,0.9999771
148,3,11018113,63479,7,0.01594712,0.9999598
148,4,11018114,55039,7,0.01926872,0.9999695
148,5,11018115,32255,7,0.02314123,0.9999848
148,6,11018116,36863,7,0.01699031,0.9999847
148,7,11018117,57343,7,0.01917969,0.9999848
148,8,11018118,65015,7,0.0193813,0.9999598
148,9,11018119,62975,7,0.02091608,0.9999848
148,10,11018120,51199,7,0.02462906,0.9999847
149,1,11018141,51716,6,0.18605241,1.3694956
149,2,11018142,51714,6,0.18869719,1.3694956
149,3,11018143,51714,6,0.28372316,1.3694956
149,4,11018144,51714,6,0.13849835,1.3694956
149,5,11018145,18946,7,0.20083139,1.3693958
149,6,11018146,51714,6,0.21032982,1.3694956
149,7,11018147,51714,6,0.11997968,1.3694956
149,8,11018148,51715,6,0.21008142,1.3695289
149,9,11018149,51970,6,0.16369187,1.369736
149,10,11018150,51714,6,0.66153763,1.3694956
150,1,11018171,48095,7,0.02964286,0.9995566
150,2,11018172,27487,7,0.02816842,0.9995067
150,3,11018173,23391,7,0.02077604,0.9995566
150,4,11018174,47071,7,0.04337406,0.9995566
150,5,11018175,11231,7,0.05124741,0.9995066
150,6,11018176,51039,7,0.02411592,0.9995566
150,7,11018177,48607,7,0.0468082,0.9991136
150,8,11018178,62943,7,0.02175063,0.9991136
150,9,11018179,40799,7,0.02993038,0.9995566
150,10,11018180,48095,7,0.03060509,0.9995566
151,1,11018201,47355,4,0.22327171,2.1652167
151,2,11018202,47867,4,0.13914612,2.1652167
151,3,11018203,42924,6,0.22491542,2.1650668
151,4,11018204,47867,4,0.31282261,2.1652167
151,5,11018205,48044,6,0.27612398,2.1651168
151,6,11018206,47867,4,0.17722986,2.1652167
151,7,11018207,43941,6,0.19218467,2.1650835
151,8,11018208,43940,6,0.1301583,2.1650168
151,9,11018209,47867,4,0.25012185,2.1652167
151,10,11018210,47867,4,0.17255846,2.1652167
152,1,11018231,32783,6,0.09265277,0.9993532
152,2,11018232,32843,6,0.11135894,0.9993532
152,3,11018233,21327,6,0.10467827,0.9989601
152,4,11018234,18631,6,0.09733485,0.9990567
152,5,11018235,32845,6,0.12490905,0.9993532
152,6,11018236,36937,6,0.14688977,0.9993532
152,7,11018237,36875,6,0.06612186,0.9993532
152,8,11018238,33607,6,0.1234592,0.9990069
152,9,11018239,8543,6,0.28403702,0.9983384
152,10,11018240,8543,6,0.10325782,0.9983384
153,1,11018261,52727,7,0.02151012,0.9997482
153,2,11018262,29695,7,0.02188149,0.9996724
153,3,11018263,58879,7,0.01675541,0.9997815
153,4,11018264,65535,7,0.02009249,0.9997816
153,5,11018265,36343,7,0.01723456,0.9997482
153,6,11018266,36863,7,0.02108388,0.9997815
153,7,11018267,56575,7,0.02545977,0.9995632
153,8,11018268,56823,7,0.02324693,0.9997565
153,9,11018269,52223,7,0.01972278,0.9996724
153,10,11018270,36855,7,0.01808148,0.9997482
154,1,11018291,53026,6,0.10083919,2.11846
154,2,11018292,53034,6,0.13895968,2.1184933
154,3,11018293,51970,6,0.11764891,2.1184599
154,4,11018294,51746,6,0.12934691,2.1180701
154,5,11018295,52292,6,0.20136549,2.1180701
154,6,11018296,52010,6,0.18813507,2.1184933
154,7,11018297,52994,6,0.16984628,2.11846
154,8,11018298,51756,6,0.09353533,2.11812
154,9,11018299,50378,6,0.113247,2.11812
154,10,11018300,52548,6,0.16999558,2.11846
155,1,11018321,45471,6,0.03275185,0.9987934
155,2,11018322,39375,6,0.06179727,0.9982213
155,3,11018323,37207,6,0.02705163,0.9992898
155,4,11018324,36047,6,0.03191732,0.9986804
155,5,11018325,12239,6,0.05026289,0.9990299
155,6,11018326,4055,6,0.04160755,0.9994897
155,7,11018327,27791,6,0.04537695,0.9992899
155,8,11018328,2527,6,0.06347417,0.9992898
155,9,11018329,27791,6,0.03847053,0.9992899
155,10,11018330,32463,6,0.03403796,0.9993399
156,1,11018351,49069,7,0.28857173,1.5337595
156,2,11018352,16301,7,0.23652122,1.5337095
156,3,11018353,49069,7,0.25775367,1.5337595
156,4,11018354,48045,6,0.26695982,1.5337595
156,5,11018355,48045,6,0.24256038,1.5337595
156,6,11018356,48685,7,0.20868434,1.5336595
156,7,11018357,49069,7,0.61858965,1.5337595
156,8,11018358,49069,7,0.2042342,1.5337595
156,9,11018359,44965,7,0.15815431,1.5336263
156,10,11018360,49069,7,0.48532579,1.5337595
157,1,11018381,23175,7,0.39897421,0.9994969
157,2,11018382,23175,7,0.88353756,0.9994969
157,3,11018383,19079,7,0.54863365,0.999422
157,4,11018384,23175,7,0.65376418,0.9994969
157,5,11018385,23175,7,0.52857128,0.9994969
157,6,11018386,23175,7,0.65711722,0.9994969
157,7,11018387,23175,7,0.8400613,0.9994969
157,8,11018388,23183,7,0.78268701,0.9995718
157,9,11018389,19079,7,0.80988458,0.999422
157,10,11018390,23183,7,0.45693218,0.9995718
158,1,11018411,39807,7,0.00985312,0.9994101
158,2,11018412,48127,7,0.01122177,0.9994101
158,3,11018413,14207,7,0.01486246,0.9996066
158,4,11018414,12255,7,0.01659035,0.9995567
158,5,11018415,45023,7,0.01447798,0.9996066
158,6,11018416,57215,7,0.01381895,0.9996067
158,7,11018417,44927,7,0.01152714,0.9996067
158,8,11018418,60927,7,0.01286307,0.9996066
158,9,11018419,56183,7,0.01751294,0.9993851
158,10,11018420,15871,7,0.01896577,0.9996066
159,1,11018441,55852,6,0.16108888,2.3836357
159,2,11018442,43564,6,0.14441735,2.3835858
159,3,11018443,43562,6,0.10402222,2.3835858
159,4,11018444,55820,6,0.12141355,2.3836356
159,5,11018445,47650,6,0.11512044,2.3835858
159,6,11018446,55818,6,0.09277477,2.3836356
159,7,11018447,52012,6,0.09139779,2.3840121
159,8,11018448,51756,6,0.18202967,2.3835858
159,9,11018449,52004,6,0.07582262,2.3839788
159,10,11018450,51748,6,0.06357277,2.3835358
160,1,11018471,37259,6,0.07572423,0.9988757
160,2,11018472,37067,6,0.09038864,0.9992376
160,3,11018473,37003,6,0.06253159,0.9992376
160,4,11018474,33163,6,0.09161302,0.9988757
160,5,11018475,36939,6,0.09150797,0.9992377
160,6,11018476,32975,6,0.08161156,0.9992376
160,7,11018477,36905,6,0.08184359,0.9990568
160,8,11018478,37067,6,0.14155452,0.9992376
160,9,11018479,32847,6,0.07121786,0.9992377
160,10,11018480,33163,6,0.1326502,0.9988757
161,1,11018501,32255,7,0.02026339,0.9999084
161,2,11018502,52479,7,0.02072804,0.9998168
161,3,11018503,32767,7,0.01883576,0.9999084
161,4,11018504,61439,7,0.02096169,0.9999084
161,5,11018505,28159,7,0.01636946,0.9998584
161,6,11018506,42495,7,0.01557145,0.9999084
161,7,11018507,47103,7,0.0187084,0.9999084
161,8,11018508,40447,7,0.02142577,0.9999084
161,9,11018509,59135,7,0.02183585,0.9998168
161,10,11018510,50431,7,0.02042046,0.9998168
162,1,11018531,51714,6,0.17480771,1.7613504
162,2,11018532,51714,6,0.33720967,1.7613504
162,3,11018533,51970,6,0.13186575,1.7616691
162,4,11018534,51714,6,0.23493654,1.7613504
162,5,11018535,51714,6,0.15972287,1.7613504
162,6,11018536,51714,6,0.10935804,1.7613504
162,7,11018537,53002,6,0.11280753,1.7617024
162,8,11018538,51970,6,0.18852832,1.7616691
162,9,11018539,51714,6,0.30849028,1.7613504
162,10,11018540,51714,6,0.12635749,1.7613504
163,1,11018561,19935,6,0.0319689,0.9989857
163,2,11018562,58847,6,0.03536361,0.9990357
163,3,11018563,32479,6,0.03297034,0.9985541
163,4,11018564,30175,6,0.0445234,0.9990357
163,5,11018565,24535,6,0.03427507,0.9994927
163,6,11018566,26319,6,0.04482843,0.9992676
163,7,11018567,39767,6,0.02529916,0.9994427
163,8,11018568,35807,6,0.02696618,0.9995177
163,9,11018569,28063,6,0.06721864,0.9994676
163,10,11018570,39903,6,0.03743836,0.9995177
164,1,11018591,49066,6,0.10140976,2.0577593
164,2,11018592,49068,6,0.2907792,2.0577593
164,3,11018593,43948,6,0.27464737,2.0577093
164,4,11018594,43948,6,0.1605548,2.0577093
164,5,11018595,49068,6,0.14880412,2.0577593
164,6,11018596,43940,6,0.14695215,2.0576593
164,7,11018597,48044,6,0.20010376,2.0577593
164,8,11018598,49068,6,0.1679215,2.0577593
164,9,11018599,53947,6,0.08487199,2.0580706
164,10,11018600,44964,6,0.17061971,2.0576593
165,1,11018621,18567,6,0.18188729,0.9991986
165,2,11018622,22663,6,0.31599067,0.9992735
165,3,11018623,18631,6,0.10931327,0.9991986
165,4,11018624,18567,6,0.15811439,0.9991986
165,5,11018625,22727,6,0.10940801,0.9992735
165,6,11018626,22663,6,0.1270399,0.9992735
165,7,11018627,22663,6,0.28384964,0.9992735
165,8,11018628,18567,6,0.21117587,0.9991986
165,9,11018629,23175,7,0.10907218,0.9990979
165,10,11018630,22663,6,0.08659895,0.9992735
166,1,11018651,36351,7,0.01674045,0.999698
166,2,11018652,38903,7,0.01855448,0.9996731
166,3,11018653,63359,7,0.02551741,0.9996981
166,4,11018654,59383,7,0.01640096,0.9996647
166,5,11018655,63479,7,0.01050281,0.9996731
166,6,11018656,44927,7,0.01670917,0.9996981
166,7,11018657,40439,7,0.02638256,0.999673
166,8,11018658,57343,7,0.02816277,0.9996981
166,9,11018659,52223,7,0.02335766,0.9995472
166,10,11018660,32255,7,0.01733455,0.999698
167,1,11018681,55850,6,0.13415957,2.3777798
167,2,11018682,52106,6,0.11944209,2.3778296
167,3,11018683,51716,6,0.11325151,2.3776799
167,4,11018684,51756,6,0.09605078,2.3777299
167,5,11018685,52100,6,0.19247809,2.3777797
167,6,11018686,55850,6,0.12861509,2.3777798
167,7,11018687,51756,6,0.19741988,2.3777299
167,8,11018688,55836,6,0.08511032,2.3777798
167,9,11018689,51714,6,0.17689821,2.3776799
167,10,11018690,52002,6,0.15129128,2.3781217
168,1,11018711,37071,6,0.04805534,0.999147
168,2,11018712,37343,6,0.18177501,0.999547
168,3,11018713,51663,6,0.08971809,0.9979905
168,4,11018714,39375,6,0.08625272,0.9982432
168,5,11018715,10447,6,0.06079164,0.9987448
168,6,11018716,39375,6,0.05534614,0.9982432
168,7,11018717,18639,6,0.12012545,0.9987448
168,8,11018718,37215,6,0.14252628,0.999547
168,9,11018719,39375,6,0.12688536,0.9982432
168,10,11018720,18255,6,0.05717601,0.9986686
169,1,11018741,49069,7,0.75421101,1.2175429
169,2,11018742,49069,7,0.64721538,1.2175429
169,3,11018743,49069,7,0.38506613,1.2175429
169,4,11018744,49069,7,0.88004439,1.2175429
169,5,11018745,57261,7,0.26951881,1.2175429
169,6,11018746,44973,7,0.42711255,1.2175429
169,7,11018747,44973,7,0.43164301,1.2175429
169,8,11018748,49069,7,0.54052005,1.2175429
169,9,11018749,49069,7,0.53522945,1.2175429
169,10,11018750,16301,7,0.39940262,1.217493
170,1,11018771,18946,7,0.21685307,1.2156794
170,2,11018772,19331,7,0.16643337,1.2158791
170,3,11018773,19210,7,0.15637102,1.2159223
170,4,11018774,18947,7,0.09672701,1.2157293
170,5,11018775,23042,7,0.12695884,1.2157792
170,6,11018776,18946,7,0.13828249,1.2156794
170,7,11018777,18947,7,0.1161929,1.2157293
170,8,11018778,18946,7,0.08349359,1.2156794
170,9,11018779,18946,7,0.23078627,1.2156794
170,10,11018780,19210,7,0.12510898,1.2159223
171,1,11018801,56159,7,0.02017249,0.9995428
171,2,11018802,29663,7,0.03364948,0.9995429
171,3,11018803,30431,7,0.03433099,0.9986297
171,4,11018804,57183,7,0.03491057,0.9995429
171,5,11018805,48863,7,0.02369429,0.9986296
171,6,11018806,27615,7,0.02184005,0.9994929
171,7,11018807,15199,7,0.02793939,0.9995428
171,8,11018808,32735,7,0.03059328,0.9995429
171,9,11018809,12255,7,0.05439848,0.9994929
171,10,11018810,65247,7,0.02357573,0.9986297
172,1,11018831,47588,4,0.76699396,2.4207728
172,2,11018832,47867,4,0.28287585,2.4209227
172,3,11018833,47867,4,0.80435629,2.4209227
172,4,11018834,57258,6,0.23769532,2.4208227
172,5,11018835,55869,4,0.47504043,2.4212066
172,6,11018836,51773,4,0.20786426,2.4212066
172,7,11018837,48042,6,0.21396423,2.4208228
172,8,11018838,49068,6,0.21831032,2.4208227
172,9,11018839,47588,4,0.89587145,2.4207728
172,10,11018840,47355,4,0.88399216,2.4209227
173,1,11018861,36943,6,0.06516076,0.9992911
173,2,11018862,32783,6,0.05450748,0.9992911
173,3,11018863,32779,6,0.07817375,0.9992911
173,4,11018864,32779,6,0.22685584,0.9992911
173,5,11018865,36937,6,0.07740189,0.9992911
173,6,11018866,37129,6,0.13128509,0.9989825
173,7,11018867,32843,6,0.13320267,0.9992911
173,8,11018868,36875,6,0.08483787,0.9992911
173,9,11018869,32841,6,0.10878047,0.9992911
173,10,11018870,32857,6,0.05551156,0.9989825
174,1,11018891,62975,7,0.01918462,0.9998221
174,2,11018892,55039,7,0.02147326,0.9996443
174,3,11018893,61311,7,0.0213572,0.9998221
174,4,11018894,40447,7,0.02612339,0.9998221
174,5,11018895,14335,7,0.01867517,0.9998221
174,6,11018896,53119,7,0.02065734,0.9998221
174,7,11018897,36855,7,0.02716792,0.9997888
174,8,11018898,61431,7,0.02006852,0.9997888
174,9,11018899,56319,7,0.02214671,0.9997332
174,10,11018900,56831,7,0.02263744,0.9998221
175,1,11018921,51714,6,0.15882666,2.1317337
175,2,11018922,51970,6,0.22994488,2.1321263
175,3,11018923,51724,6,0.09827424,2.1317836
175,4,11018924,51970,6,0.23928998,2.1321263
175,5,11018925,51756,6,0.09673935,2.1317837
175,6,11018926,52546,6,0.23609221,2.1321264
175,7,11018927,51714,6,0.17225229,2.1317337
175,8,11018928,51970,6,0.14927995,2.1321263
175,9,11018929,51716,6,0.22183708,2.1317337
175,10,11018930,51722,6,0.17170181,2.1317836
176,1,11018951,47519,6,0.03287039,0.999495
176,2,11018952,40927,6,0.03245091,0.9994951
176,3,11018953,35167,6,0.05143355,0.999495
176,4,11018954,21999,6,0.03015965,0.9984863
176,5,11018955,60319,6,0.0246481,0.9992429
176,6,11018956,22495,6,0.02383869,0.9994951
176,7,11018957,26319,6,0.04057179,0.999245
176,8,11018958,36695,6,0.02603522,0.9994618
176,9,11018959,23967,6,0.05724647,0.9994949
176,10,11018960,38863,6,0.03339448,0.9989906
177,1,11018981,44845,7,0.09825946,1.851122
177,2,11018982,48045,6,0.13983082,1.8509521
177,3,11018983,47020,6,0.14735454,1.8508522
177,4,11018984,48045,6,0.20600971,1.8509521
177,5,11018985,49069,7,0.17180386,1.8509521
177,6,11018986,16300,6,0.107674,1.8508188
177,7,11018987,49068,6,0.20215292,1.8508521
177,8,11018988,57261,7,0.13117723,1.8509521
177,9,11018989,16301,7,0.09188284,1.8509021
177,10,11018990,49068,6,0.34154219,1.8508521
178,1,11019011,19079,7,0.54019757,0.9992745
178,2,11019012,19079,7,0.52804836,0.9992745
178,3,11019013,23175,7,0.64310792,0.9993494
178,4,11019014,23175,7,0.68835914,0.9993494
178,5,11019015,19079,7,0.33015152,0.9992745
178,6,11019016,19079,7,0.71173605,0.9992745
178,7,11019017,19079,7,0.30986649,0.9992745
178,8,11019018,19079,7,0.38309074,0.9992745
178,9,11019019,23175,7,0.468551,0.9993494
178,10,11019020,23175,7,0.40782936,0.9993494
179,1,11019041,65023,7,0.01558989,0.9996155
179,2,11019042,35967,7,0.0127963,0.9992313
179,3,11019043,47095,7,0.01347357,0.9995906
179,4,11019044,24575,7,0.01955886,0.9996156
179,5,11019045,30207,7,0.01401137,0.9996155
