# replicates_eh_e3.csv -- memory-two Wright-Fisher run eh_e3 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files eh_e3.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 20000000 (runs.csv), isl from games_eh_e3.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_eh_e3.csv within 7.1e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
0,1,20013661,0.98163148,0.04099013,0.01711892,7.889e-05,0.00201003,0.93973891,2.806e-05,3.506e-05,37839,6,0.29968621,0.9979854
0,2,20013662,0.98070626,0.02987856,0.00807413,7.264e-05,0.00144772,0.96044758,2.686e-05,5.251e-05,39055,6,0.11231557,0.995024
0,3,20013663,0.98079935,0.04089165,0.01611975,8.012e-05,0.00180145,0.94103967,2.717e-05,4.019e-05,35663,6,0.10721962,0.9979845
0,4,20013664,0.9810094,0.02873844,0.00857958,7.185e-05,0.00149703,0.96104189,2.656e-05,4.466e-05,32911,6,0.13815537,0.9950032
0,5,20013665,0.98090758,0.03788425,0.0135869,7.403e-05,0.00157336,0.94681216,2.493e-05,4.436e-05,55439,6,0.19124405,0.9960014
0,6,20013666,0.98050554,0.03295661,0.00947894,7.607e-05,0.00165491,0.95573884,2.799e-05,6.665e-05,55439,6,0.10569077,0.9960014
0,7,20013667,0.98123968,0.04082045,0.0166866,8.072e-05,0.0020259,0.94032212,3.031e-05,3.389e-05,37839,6,0.25693311,0.9979854
0,8,20013668,0.98117129,0.02629568,0.00699964,7.098e-05,0.00137979,0.96520155,2.563e-05,2.671e-05,37003,6,0.1355197,0.9950042
0,9,20013669,0.98136159,0.04316508,0.01872553,7.931e-05,0.00199543,0.93596518,2.844e-05,4.104e-05,37839,6,0.3585693,0.9979854
0,10,20013670,0.98013631,0.03721616,0.01139971,7.811e-05,0.00185957,0.94936061,3.056e-05,5.527e-05,39119,6,0.18712385,0.995023
1,1,20013691,0.98190291,0.04942731,0.0,0.00028859,0.00176053,0.94850087,6.4e-07,2.207e-05,42847,6,0.11834815,0.9987985
