# replicates_lm_g01_e4.csv -- memory-two Wright-Fisher run lm_g01_e4 (parameters: runs.csv), one row per (game, replicate),
# 5120 rows, ipt order 0..511, replicates 1..10 within a game.
# Reduced by provenance/robustness/reduce.py from the packed files lm_g01_e4.{idx,win,rep} and atoms512.bin.
# Columns:
#   ipt      the game (data/games/games.csv)
#   rep      the replicate, 1..10
#   seed     the replicate's seed: seed_base + (isl - 1)*10 + rep, seed_base = 31000000 (runs.csv), isl from games_lm_g01_e4.csv
#   E        the replicate's realised efficiency over its sampled second half (the .rep, 8 decimals)
#   R_abc    the share of the replicate's sampled population in the atom abc (the .rep, 8 decimals); the ten
#            replicates of a game average to the pooled S_abc of games_lm_g01_e4.csv within 5.4e-09
#   top          the replicate's most abundant strategy over its sampled half (the .win 'rank1'): its integer code
#                0..65535 of the Methods (the genome read as a binary number; ALLD = 0, ALLC = 65535)
#   top_atom     its atom at this game as the integer code 4*efficient + 2*stable + competitive (0..7; 101 = 5 never
#                occurs); e.g. 7 = 111 (a friendly rival), 6 = 110, 4 = 100
#   top_share    its share of the replicate's sampled population (the .win 'abund')
#   top_selfpay  its per-round payoff against itself at this game (the .win 'selfpay')
ipt,rep,seed,E,R_000,R_100,R_010,R_001,R_110,R_011,R_111,top,top_atom,top_share,top_selfpay
0,1,31013671,0.99263288,0.04022457,0.05320474,2.151e-05,0.00249903,0.90401333,2.71e-06,3.411e-05,61449,6,0.00335675,0.9996993
0,2,31013672,0.99262959,0.03935356,0.05380476,3.016e-05,0.00251609,0.9042761,2.64e-06,1.67e-05,61449,6,0.00336726,0.9996993
0,3,31013673,0.9926361,0.03984174,0.05542683,3.168e-05,0.00242003,0.90225096,2.77e-06,2.599e-05,63631,6,0.00338421,0.9996993
0,4,31013674,0.9926185,0.04041579,0.05395566,1.411e-05,0.00252898,0.90305724,2.7e-06,2.553e-05,59535,6,0.00340421,0.9996993
0,5,31013675,0.99263249,0.0394912,0.05741137,4.45e-05,0.00240306,0.9006281,2.7e-06,1.907e-05,61451,6,0.00308936,0.9996993
0,6,31013676,0.99259709,0.03920677,0.05663775,3.968e-05,0.00241103,0.9016744,4.4e-06,2.597e-05,59535,6,0.00344466,0.9996993
0,7,31013677,0.9924091,0.04029447,0.05431122,5.778e-05,0.00244892,0.90285883,8.51e-06,2.027e-05,28681,6,0.00333418,0.9996993
0,8,31013678,0.9925824,0.04008112,0.05330302,7.039e-05,0.00258185,0.90394808,2.8e-06,1.275e-05,61449,6,0.00383797,0.9996993
0,9,31013679,0.99264614,0.04073126,0.05378863,1.682e-05,0.00264024,0.90279852,2.63e-06,2.19e-05,28681,6,0.00332348,0.9996993
0,10,31013680,0.99252684,0.03939826,0.05805637,7.536e-05,0.00233366,0.90011704,3.09e-06,1.622e-05,57353,6,0.00301657,0.9996993
