# The 22872 cells of the arrangement of the 254 lines of m2_lines.csv over the plane of games (u, v).  A cell is
# an open convex region on which no line vanishes; it is identified by its sign vector.
# cell: index 0..22871 (numbered by first appearance in m2_faces.csv).
# sides: the sign vector as a hexadecimal integer, 0x followed by 64 hex digits: bit j (value 2^j) is 1 if
# A_j u + B_j v > C_j on the cell and 0 if A_j u + B_j v < C_j, for line j of m2_lines.csv.
# Read it with int(s, 16) >> j & 1.
cell,sides
3325,0x3ffff0dffffffcbf81ffc00006fff80003fff800063fc0000000063ff8000000
3326,0x3ffff05ffffffcbf81ffc00006fff80003fff800063fc0000000063ff8000000
3327,0x3ffff0dffffffcbf81ffc00006fff800037ff800063fc0000000063ff8000000
3328,0x3ffff0dffffffc9f81ffc0000efff800037ff800063fc00000000e3ff8000000
3329,0x3ffff0dffffffc9f81ffc0000efff800037ff800063fc0000000063ff8000000
3330,0x3ffff0dffffffc9f81ffc00006fff80003fff800063fc0000000063ff8000000
3331,0x3ffff05ffffffc9f81ffc00006fff80003fff800063fc0000000063ff8000000
3332,0x3ffff0dffffffc9f81ffc00006fff800037ff800063fc0000000063ff8000000
3333,0x3ffff05ffffffc9f81ffc00006fff800037ff800063fc0000000063ff8000000
3334,0x3ffff0dffffffcff81ffc00007fff80003fff800023fc0000000067ff8000000
3335,0x3ffff0dffffffcbf81ffc00007fff80003fff800023fc0000000067ff8000000
3336,0x3ffff05ffffffcff81ffc00007fff80003fff800023fc0000000067ff8000000
3337,0x3ffff05ffffffcff81ffc00003fff80003fff800023fc0000000067ff8000000
3338,0x3ffff05ffffffcbf81ffc00007fff80003fff800023fc0000000067ff8000000
3339,0x3ffff05ffffffcbf81ffc00003fff80003fff800023fc0000000067ff8000000
3340,0x3ffff05ffffffcbf81ffc00006fff80003fff800023fc0000000067ff8000000
3341,0x3ffff05ffffffcbf81ffc00002fff80003fff800023fc0000000067ff8000000
3342,0x3ffff05ffffffc3f81ffc00002fff80003fff800023fc0000000067ff8000000
3343,0x3ffff05fff7ffc3f81ffc00002fff80003fff800023fc0000000067ff8000000
3344,0x3ffff05ffffffcbf81ffc00006fff80003fff800023fc0000000063ff8000000
3345,0x3ffff05ffffffc9f81ffc00002fff80003fff800023fc0000000067ff8000000
3346,0x3ffff05ffffffc1f81ffc00002fff80003fff800023fc0000000067ff8000000
3347,0x3ffff05fff7ffc1f81ffc00002fff80003fff800023fc0000000067ff8000000
3348,0x3ffff05ffffffc9f81ffc00006fff80003fff800023fc0000000063ff8000000
3349,0x3ffff05ffffffc9f81ffc00002fff80003fff800023fc0000000063ff8000000
3350,0x3ffff05ffffffcff81ffc00003fff80003fff800023fc0000000027ff8000000
3351,0x3ffff05fff7ffcff81ffc00003fff80003fff800023fc0000000027ff8000000
3352,0x3ffff05fff7ffc7f81ffc00003fff80003fff800023fc0000000027ff8000000
3353,0x3ffff05ffffffcbf81ffc00003fff80003fff800023fc0000000027ff8000000
3354,0x3ffff05fff7ffcbf81ffc00003fff80003fff800023fc0000000027ff8000000
3355,0x3ffff05fff7ffc3f81ffc00003fff80003fff800023fc0000000027ff8000000
3356,0x3ffff05fff7ffc3f81ffc00002fff80003fff800023fc0000000027ff8000000
3357,0x3ffff05fff7ffc1f81ffc00002fff80003fff800023fc0000000027ff8000000
3358,0x3ffff01fff7ffc1f81ffc00002fff80003fff800023fc0000000027ff8000000
3359,0x3ffff01fff7ffc7f81ffc00003fff80003fff800003fc000000002fff8000000
3360,0x3ffff01fff7ffc3f81ffc00003fff80003fff800003fc000000002fff8000000
3361,0x3ffff05fff7ffc7f81ffc00003fff80003fff800003fc0000000027ff8000000
3362,0x3ffff01fff7ffc7f81ffc00003fff80003fff800003fc0000000027ff8000000
3363,0x3ffff05fff7ffc3f81ffc00003fff80003fff800003fc0000000027ff8000000
3364,0x3ffff01fff7ffc3f81ffc00003fff80003fff800003fc0000000027ff8000000
3365,0x3ffff05fff7ffc3f81ffc00002fff80003fff800003fc0000000027ff8000000
3366,0x3ffff01fff7ffc3f81ffc00002fff80003fff800003fc0000000027ff8000000
3367,0x3ffff01fff7ffc7f81ffc00003fff80001fff800003fc000000002fff8000000
3368,0x3ffff01fff7ffc3f81ffc00003fff80001fff800003fc000000002fff8000000
3369,0x3ffff01fff7ffc3f81ffc00002fff80001fff800003fc000000002fff8000000
3370,0x3ffff01fff7ffc3f81ffc00002fff80001fff800003fc0000000027ff8000000
3371,0x3ffff01fff7ffc1f81ffc00002fff80003fff800003fc0000000027ff8000000
3372,0x3ffff01fff7ffc1f81ffc00002fff80001fff800003fc0000000027ff8000000
3373,0x3ffff0cffffffc9f81ffc0000efff800037ff800063fc00000000e3ff8000000
3374,0x3ffff0cffffffc9f81ffc0000efff800037ff800063fc0000000063ff8000000
3375,0x3ffff0cffffffc9f81ffc0000efff800037ff800063fc00000000e1ff8000000
3376,0x3ffff0cffffffc9f81ffc0000efff800037ff800061fc00000000e1ff8000000
3377,0x3ffff0c7fffffc9f81ffc0000efff800037ff800061fc00000000e1ff8000000
3378,0x3ffff0c7fffffc9f81ffc0000efff800033ff800061fc00000000e1ff8000000
3379,0x3ffff0cffffffc9f81ffc00006fff800037ff800063fc0000000063ff8000000
3380,0x3ffff0cffffffc9f81ffc00006fff800037ff800061fc0000000063ff8000000
3381,0x3ffff0cffffffc9f81ffc00006fff800037ff800061fc00000000e1ff8000000
3382,0x3ffff0cffffffc9f81ffc00006fff800037ff800061fc0000000061ff8000000
3383,0x3ffff04ffffffc9f81ffc00006fff800037ff800063fc0000000063ff8000000
3384,0x3ffff04ffffffc9f81ffc00006fff800037ff800061fc0000000063ff8000000
3385,0x3ffff04ffffffc1f81ffc00006fff800037ff800061fc0000000063ff8000000
3386,0x3ffff04ffffffc1f81ffc00002fff800037ff800061fc0000000063ff8000000
3387,0x3ffff04ffffffc9f81ffc00006fff800037ff800061fc0000000061ff8000000
3388,0x3ffff0c7fffffc9f81ffc00006fff800037ff800061fc00000000e1ff8000000
3389,0x3ffff0c7fffffc9f81ffc00006fff800037ff800061fc0000000061ff8000000
3390,0x3ffff047fffffc1f81ffc00006fff800037ff800061fc0000000063ff8000000
3391,0x3ffff047fffffc1f81ffc00002fff800037ff800061fc0000000063ff8000000
3392,0x3ffff047ff7ffc1f81ffc00002fff800037ff800061fc0000000063ff8000000
3393,0x3ffff007ff7ffc1f81ffc00002fff800037ff800061fc0000000063ff8000000
3394,0x3ffff047fffffc9f81ffc00006fff800037ff800061fc0000000061ff8000000
3395,0x3ffff047fffffc1f81ffc00006fff800037ff800061fc0000000061ff8000000
3396,0x3ffff047fffffc1f81ffc00002fff800037ff800061fc0000000061ff8000000
3397,0x3ffff007fffffc1f81ffc00002fff800037ff800061fc0000000061ff8000000
3398,0x3ffff007ff7ffc1f81ffc00002fff800037ff800061fc0000000061ff8000000
3399,0x3ffff0c7fffffc9f81ffc00006fff800033ff800061fc00000000e1ff8000000
3400,0x3ffff04ffffffc1f81ffc00002fff80003fff800023fc0000000067ff8000000
3401,0x3ffff04fff7ffc1f81ffc00002fff80003fff800023fc0000000067ff8000000
3402,0x3ffff04ffffffc9f81ffc00006fff80003fff800023fc0000000063ff8000000
3403,0x3ffff04ffffffc9f81ffc00002fff80003fff800023fc0000000063ff8000000
3404,0x3ffff04ffffffc1f81ffc00002fff80003fff800023fc0000000063ff8000000
3405,0x3ffff04fff7ffc1f81ffc00002fff80003fff800023fc0000000063ff8000000
3406,0x3ffff04ffffffc9f81ffc00006fff800037ff800023fc0000000063ff8000000
3407,0x3ffff04ffffffc9f81ffc00002fff800037ff800023fc0000000063ff8000000
3408,0x3ffff04ffffffc1f81ffc00002fff800037ff800023fc0000000063ff8000000
3409,0x3ffff04fff7ffc1f81ffc00002fff800037ff800023fc0000000063ff8000000
3410,0x3ffff04ffffffc1f81ffc00002fff800037ff800021fc0000000063ff8000000
3411,0x3ffff04fff7ffc1f81ffc00002fff800037ff800021fc0000000063ff8000000
3412,0x3ffff00fff7ffc1f81ffc00002fff800037ff800021fc0000000063ff8000000
3413,0x3ffff047ff7ffc1f81ffc00002fff800037ff800021fc0000000063ff8000000
3414,0x3ffff007ff7ffc1f81ffc00002fff800037ff800021fc0000000063ff8000000
3415,0x3ffff04fff7ffc1f81ffc00002fff80003fff800023fc0000000027ff8000000
3416,0x3ffff00fff7ffc1f81ffc00002fff80003fff800023fc0000000027ff8000000
3417,0x3ffff00fff7ffc1f81ffc00002fff80003fff800021fc0000000027ff8000000
3418,0x3ffff00fff7ffc1f81ffc00002fff800037ff800021fc0000000027ff8000000
3419,0x3ffff007ff7ffc1f81ffc00002fff800037ff800021fc0000000027ff8000000
3420,0x3ffff00fff7ffc1f81ffc00002fff800037ff800021fc0000000023ff8000000
3421,0x3ffff007ff7ffc1f81ffc00002fff800037ff800021fc0000000023ff8000000
3422,0x3ffff00fff7ffc1f81ffc00002fff80003fff800003fc0000000027ff8000000
3423,0x3ffff00fff7ffc1f81ffc00002fff80003fff800001fc0000000027ff8000000
3424,0x3ffff007ff7ffc1f81ffc00002fff80003fff800001fc0000000027ff8000000
3425,0x3ffff007ff7ffc1f81ffc00002fff800037ff800001fc0000000027ff8000000
3426,0x3ffff00fff7ffc1f81ffc00002fff80001fff800003fc0000000027ff8000000
3427,0x3ffff00fff7ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3428,0x3ffff007ff7ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3429,0x3ffff007ff5ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3430,0x3ffff007ff7ffc1f81ffc00002fff800017ff800001fc0000000027ff8000000
3431,0x3ffff007ff5ffc1f81ffc00002fff800017ff800001fc0000000027ff8000000
3432,0x3ffff3cffffffc9f91ffc2389efff80c333ff8118e1fc00000061e0ff8000021
3433,0x3ffff3cffffffc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000021
3434,0x3ffff3cffffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000021
3435,0x3ffff3c7fffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000021
3436,0x3fffd3cffffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000021
3437,0x3fffd3c7fffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000021
3438,0x3ffff3dffffffc9f91ffc2399efff80c337ff8118e3fc00000061e0ff8000001
3439,0x3ffff3cffffffc9f91ffc2399efff80c337ff8118e3fc00000061e0ff8000001
3440,0x3ffff3cffffffc9f91ffc2399efff80c333ff8118e3fc00000061e0ff8000001
3441,0x3ffff3cffffffc9f91ffc2389efff80c337ff8118e3fc00000061e0ff8000001
3442,0x3ffff3cffffffc9f91ffc2389efff80c333ff8118e3fc00000061e0ff8000001
3443,0x3ffff3cffffffc9f91ffc2389efff80c333ff8118e1fc00000061e0ff8000001
3444,0x3ffff3cffffffc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000001
3445,0x3ffff3c7fffffc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000001
3446,0x3ffff3cffffffc9f91ffc2389efff80c337ff8018e3fc00000061e0ff8000001
3447,0x3ffff3cffffffc9f91ffc2389efff80c333ff8018e3fc00000061e0ff8000001
3448,0x3ffff3cffffffc9f91ffc2389efff80c333ff8018e1fc00000061e0ff8000001
3449,0x3ffff3c7fffffc9f91ffc2389efff80c333ff8018e1fc00000061e0ff8000001
3450,0x3ffff3c7fffffc9f91ffc2389efff80c333df8018e1fc00000061e0ff8000001
3451,0x3ffff3cffffffc9f91ffc2189efff80c337ff8018e3fc00000061e0ff8000001
3452,0x3ffff3cffffffc9f91ffc2189efff80c333ff8018e3fc00000061e0ff8000001
3453,0x3ffff3cffffffc9f91ffc2189efff80c333ff8018e1fc00000061e0ff8000001
3454,0x3ffff3c7fffffc9f91ffc2189efff80c333ff8018e1fc00000061e0ff8000001
3455,0x3ffff3c7fffffc9f91ffc2189efff80c333df8018e1fc00000061e0ff8000001
3456,0x3ffff3cffffffc9f91ffc0189efff80c337ff8018e3fc00000061e0ff8000001
3457,0x3ffff3cffffffc9f91ffc0189efff80c333ff8018e3fc00000061e0ff8000001
3458,0x3ffff3cffffffc9f91ffc0189efff80c333ff8018e1fc00000061e0ff8000001
3459,0x3ffff3cffffffc9f91ffc0189efff80c333ff8018e1fc00000060e0ff8000001
3460,0x3ffff3c7fffffc9f91ffc0189efff80c333ff8018e1fc00000061e0ff8000001
3461,0x3ffff3c7fffffc9f91ffc0189efff80c333ff8018e1fc00000060e0ff8000001
3462,0x3ffff3cffffffc9f91ffc0109efff80c333ff8018e1fc00000060e0ff8000001
3463,0x3ffff3c7fffffc9f91ffc0109efff80c333ff8018e1fc00000060e0ff8000001
3464,0x3ffff3cffffffc9f91ffc0109efff804333ff8018e1fc00000060e0ff8000001
3465,0x3ffff3c7fffffc9f91ffc0109efff804333ff8018e1fc00000060e0ff8000001
3466,0x3ffff3cffffffc9f91ffc0109efff804333ff8008e1fc00000060e0ff8000001
3467,0x3ffff3cffffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000001
3468,0x3ffff3c7fffffc9f91ffc0109efff804333ff8008e1fc00000060e0ff8000001
3469,0x3ffff3c7fffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000001
3470,0x3fffd3c7fffffc9f91ffc0189efff80c333ff8018e1fc00000060e0ff8000001
3471,0x3fffd3c7fffffc9f91ffc0109efff80c333ff8018e1fc00000060e0ff8000001
3472,0x3fffd3c7fffffc9f91ffc0109efff804333ff8018e1fc00000060e0ff8000001
3473,0x3fffd3c7fffffc9f91ffc0109efff804333ff8008e1fc00000060e0ff8000001
3474,0x3fffd3c7fffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000001
3475,0x3ffff3cffffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000000
3476,0x3ffff3c7fffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000000
3477,0x3fffd3c7fffffc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000000
3478,0x3ffff3cffffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000001
3479,0x3ffff3c7fffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000001
3480,0x3fffd3c7fffefc9f91ffc2389efff80c333df8118e1fc00000061e0ff8000001
3481,0x3ffff3c7fffefc9f91ffc2389efff80c333df8018e1fc00000061e0ff8000001
3482,0x3fffd3c7fffefc9f91ffc2389efff80c333df8018e1fc00000061e0ff8000001
3483,0x3ffff3c7fffefc9f91ffc2189efff80c333df8018e1fc00000061e0ff8000001
3484,0x3fffd3c7fffefc9f91ffc2189efff80c333df8018e1fc00000061e0ff8000001
3485,0x3fffd3c7fffefc9f91ffc2189efff80c333df8018e1fc00000060e0ff8000001
3486,0x3fffd3c7fffefc9f91ffc0189efff80c333ff8018e1fc00000060e0ff8000001
3487,0x3fffd3c7fffefc9f91ffc0189efff80c333df8018e1fc00000060e0ff8000001
3488,0x3fffd3c7fffefc9f91ffc0109efff80c333ff8018e1fc00000060e0ff8000001
3489,0x3fffd3c7fffefc9f91ffc0109efff80c333df8018e1fc00000060e0ff8000001
3490,0x3fffd3c7fffefc9f91ffc0109efff804333ff8018e1fc00000060e0ff8000001
3491,0x3fffd3c7fffefc9f91ffc0109efff804333df8018e1fc00000060e0ff8000001
3492,0x3fffd3c7fffefc9f91ffc0109efff804333ff8008e1fc00000060e0ff8000001
3493,0x3fffd3c7fffefc9f91ffc0109efff804333ff8008e1fc00000020e0ff8000001
3494,0x3fffd3c7fffefc9f91ffc0109efff804333df8008e1fc00000060e0ff8000001
3495,0x3ffff3cffffffc9f91ffc0009efff804333ff8008e1fc00000020e0ff8000000
3496,0x3ffff3c7fffffc9f91ffc0009efff804333ff8008e1fc00000020e0ff8000000
3497,0x3ffff3c7fffffc9f91ffc0001efff804333ff8008e1fc00000020e0ff8000000
3498,0x3ffff3c7fffffc9f91ffc0000efff804333ff8008e1fc00000020e0ff8000000
3499,0x3ffff3c7fffffc9f91ffc0001efff800333ff8008e1fc00000020e0ff8000000
3500,0x3ffff3c7fffffc9f91ffc0000efff800333ff8008e1fc00000020e0ff8000000
3501,0x3ffff3c7fffffc9f91ffc0000efff800133ff8008e1fc00000020e0ff8000000
3502,0x3ffff3c7fffffc9f91ffc0000efff800133ff8000e1fc00000020e0ff8000000
3503,0x3fffd3c7fffffc9f91ffc0009efff804333ff8008e1fc00000020e0ff8000000
3504,0x3fffd3c7fffffc9f91ffc0001efff804333ff8008e1fc00000020e0ff8000000
3505,0x3fffd3c7fffffc9f91ffc0000efff804333ff8008e1fc00000020e0ff8000000
3506,0x3fffd3c7fffffc9f91ffc0000efff800333ff8008e1fc00000020e0ff8000000
3507,0x3ffff1c7fffffc9f91ffc0000efff800133ff8000e1fc00000020e0ff8000000
3508,0x3fffd3c7fffefc9f91ffc2389efff80c333df8118e1ec00000061e0ff8000221
3509,0x3fffd3c7fffefc9f91f7c2389efff80c333df8118e1ec00000061e0ff8000221
3510,0x3fffd3c7fffefc9f91ffc2389efff80c333df8118e1ec00000061e0ff8000021
3511,0x3fffd3c7fffefc9f91f7c2389efff80c333df8118e1ec00000061e0ff8000021
3512,0x3ffff07fff3ffcff81ffc00001fff8000ffff80001ffc000000001fff8000000
3513,0x3ffff07fff3ffcff81ffc00001fff80007fff80001ffc000000001fff8000000
3514,0x3ffff07fff3ffcff81ffc00001fff80003fff80001ffc000000001fff8000000
3515,0x3ffff07fff3ffc7f81ffc00001fff80003fff80001ffc000000001fff8000000
3516,0x3ffff07fff3ffc7f81ffc00001fff80003fff80000ffc000000003fff8000000
3517,0x3ffff07fff3ffc7f81ffc00001fff80003fff800007fc000000003fff8000000
3518,0x3ffff03fff3ffc7f81ffc00001fff80003fff800007fc000000003fff8000000
3519,0x3ffff07fff3ffc7f81ffc00001fff80003fff80000ffc000000001fff8000000
3520,0x3ffff07fff3ffc7f81ffc00001fff80001fff80001ffc000000001fff8000000
3521,0x3ffff03fff3ffc7f81ffc00001fff80001fff80001ffc000000001fff8000000
3522,0x3ffff07fff3ffc7f81ffc00001fff80000fff80001ffc000000001fff8000000
3523,0x3ffff03fff3ffc7f81ffc00001fff80000fff80001ffc000000001fff8000000
3524,0x3ffff03fff1ffc7f81ffc00001fff80000fff80001ffc000000001fff8000000
3525,0x3ffff03fff3ffc7f81ffc00001fff80001fff800007fc000000003fff8000000
3526,0x3ffff07fff3ffc7f81ffc00001fff80001fff80000ffc000000001fff8000000
3527,0x3ffff03fff3ffc7f81ffc00001fff80001fff80000ffc000000001fff8000000
3528,0x3ffff03fff3ffc7f81ffc00001fff80001fff800007fc000000001fff8000000
3529,0x3ffff03fff3ffc7f81ffc00001fff80000fff80000ffc000000001fff8000000
3530,0x3ffff03fff3ffc7f81ffc00001fff80000fff800007fc000000001fff8000000
3531,0x3ffff03fff1ffc7f81ffc00001fff80000fff80000ffc000000001fff8000000
3532,0x3ffff03fff1ffc7f81ffc00001fff80000fff800007fc000000001fff8000000
3533,0x3ffff03fff0ffc7f81ffc00001fff80000fff800007fc000000001fff8000000
3534,0x3ffff03fff3ffc7f81ffc00003fff80001fff800003fc000000002fff8000000
3535,0x3ffff03fff3ffc7f81ffc00001fff80001fff800003fc000000003fff8000000
3536,0x3ffff03fff3ffc7f81ffc00001fff80001fff800003fc000000002fff8000000
3537,0x3ffff03fff3ffc7f81ffc00001fff80001fff800003fc000000001fff8000000
3538,0x3ffff03fff1ffc7f81ffc00001fff80001fff800003fc000000001fff8000000
3539,0x3ffff03fff1ffc7f81ffc00001fff80000fff800003fc000000001fff8000000
3540,0x3ffff03fff0ffc7f81ffc00001fff80000fff800003fc000000001fff8000000
3541,0x3ffff01fff3ffc7f81ffc00003fff80001fff800003fc000000002fff8000000
3542,0x3ffff01fff3ffc3f81ffc00003fff80001fff800003fc000000002fff8000000
3543,0x3ffff01fff3ffc3f81ffc00002fff80001fff800003fc000000002fff8000000
3544,0x3ffff01fff3ffc7f81ffc00001fff80001fff800003fc000000003fff8000000
3545,0x3ffff01fff3ffc7f81ffc00001fff80001fff800003fc000000002fff8000000
3546,0x3ffff01fff3ffc7f81ffc00001fff80001fff800003fc000000001fff8000000
3547,0x3ffff01fff3ffc3f81ffc00001fff80001fff800003fc000000003fff8000000
3548,0x3ffff01fff3ffc3f81ffc00001fff80001fff800003fc000000002fff8000000
3549,0x3ffff01fff3ffc3f81ffc00001fff80001fff800003fc000000001fff8000000
3550,0x3ffff01fff3ffc3f81ffc00000fff80001fff800003fc000000003fff8000000
3551,0x3ffff01fff3ffc3f81ffc00000fff80001fff800003fc000000002fff8000000
3552,0x3ffff01fff3ffc3f81ffc00000fff80001fff800003fc000000001fff8000000
3553,0x3ffff01fff1ffc7f81ffc00001fff80001fff800003fc000000001fff8000000
3554,0x3ffff01fff1ffc3f81ffc00001fff80001fff800003fc000000001fff8000000
3555,0x3ffff01fff1ffc3f81ffc00000fff80001fff800003fc000000001fff8000000
3556,0x3ffff01fff1ffc7f81ffc00001fff80000fff800003fc000000001fff8000000
3557,0x3ffff01fff1ffc3f81ffc00001fff80000fff800003fc000000001fff8000000
3558,0x3ffff01fff1ffc3f81ffc00000fff80000fff800003fc000000001fff8000000
3559,0x3ffff01fff0ffc7f81ffc00001fff80000fff800003fc000000001fff8000000
3560,0x3ffff01fff0ffc3f81ffc00001fff80000fff800003fc000000001fff8000000
3561,0x3ffff01fff0ffc3f81ffc00000fff80000fff800003fc000000001fff8000000
3562,0x3ffff01fff3ffc3f81ffc00002fff80001fff800003fc0000000027ff8000000
3563,0x3ffff01fff3ffc1f81ffc00000fff80001fff800003fc000000003fff8000000
3564,0x3ffff01fff3ffc1f81ffc00000fff80001fff800003fc000000002fff8000000
3565,0x3ffff01fff1ffc1f81ffc00000fff80001fff800003fc000000003fff8000000
3566,0x3ffff01fff1ffc1f81ffc00000fff80001fff800003fc000000001fff8000000
3567,0x3ffff01fff1ffc1f81ffc00000fff80000fff800003fc000000001fff8000000
3568,0x3ffff01fff0ffc1f81ffc00000fff80000fff800003fc000000001fff8000000
3569,0x3ffff01fff3ffc1f81ffc00002fff80001fff800003fc0000000027ff8000000
3570,0x3ffff01fff3ffc1f81ffc00000fff80001fff800003fc0000000027ff8000000
3571,0x3ffff03fff3ffc7f80ffc00001fff80000fff80001ffc000000001fff8000000
3572,0x3ffff03fff1ffc7f80ffc00001fff80000fff80001ffc000000001fff8000000
3573,0x3ffff03fff0ffc7f80ffc00001fff80000fff80001ffc000000001fff8000000
3574,0x3ffff03fff1ffc7f80ffc00001fff80000fff80000ffc000000001fff8000000
3575,0x3ffff03fff0ffc7f80ffc00001fff80000fff80000ffc000000001fff8000000
3576,0x3ffff03fff0ffc7f80ffc00001fff80000fff800007fc000000001fff8000000
3577,0x3ffff03fff0ffc7f80ffc00001fff80000fff800003fc000000001fff8000000
3578,0x3ffff01fff0ffc7f80ffc00001fff80000fff800003fc000000001fff8000000
3579,0x3ffff01fff0ffc3f80ffc00001fff80000fff800003fc000000001fff8000000
3580,0x3ffff01fff0ffc3f80ffc00000fff80000fff800003fc000000001fff8000000
3581,0x3ffff01fff0ffc1f80ffc00000fff80000fff800003fc000000001fff8000000
3582,0x3ffff00fff3ffc1f81ffc00000fff80001fff800003fc000000002fff8000000
3583,0x3ffff00fff1ffc1f81ffc00000fff80001fff800003fc000000003fff8000000
3584,0x3ffff00fff1ffc1f81ffc00000fff80001fff800003fc000000002fff8000000
3585,0x3ffff00fff1ffc1f81ffc00000fff80001fff800003fc000000001fff8000000
3586,0x3ffff00fff1ffc1f81ffc00000fff80001fff800001fc000000002fff8000000
3587,0x3ffff00fff1ffc1f81ffc00000fff80001fff800001fc000000001fff8000000
3588,0x3ffff00fff1ffc1f81ffc00000fff80001fff800001fc000000000fff8000000
3589,0x3ffff00fff1ffc1f81ffc00000fff80000fff800003fc000000001fff8000000
3590,0x3ffff00fff1ffc1f81ffc00000fff80000fff800001fc000000001fff8000000
3591,0x3ffff007ff1ffc1f81ffc00000fff80001fff800001fc000000002fff8000000
3592,0x3ffff007ff1ffc1f81ffc00000fff80001fff800001fc000000001fff8000000
3593,0x3ffff007ff1ffc1f81ffc00000fff80001fff800001fc000000000fff8000000
3594,0x3ffff007ff1ffc1f81ffc00000fff80000fff800001fc000000001fff8000000
3595,0x3ffff00fff0ffc1f81ffc00000fff80000fff800003fc000000001fff8000000
3596,0x3ffff00fff0ffc1f81ffc00000fff80000fff800001fc000000001fff8000000
3597,0x3ffff007ff0ffc1f81ffc00000fff80000fff800001fc000000001fff8000000
3598,0x3ffff00fff3ffc1f81ffc00002fff80001fff800003fc0000000027ff8000000
3599,0x3ffff00fff3ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3600,0x3ffff00fff1ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3601,0x3ffff00fff3ffc1f81ffc00000fff80001fff800003fc0000000027ff8000000
3602,0x3ffff00fff3ffc1f81ffc00000fff80001fff800001fc0000000027ff8000000
3603,0x3ffff00fff1ffc1f81ffc00000fff80001fff800001fc0000000027ff8000000
3604,0x3ffff007ff3ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3605,0x3ffff007ff1ffc1f81ffc00002fff80001fff800001fc0000000027ff8000000
3606,0x3ffff007ff1ffc1f81ffc00000fff80001fff800001fc0000000027ff8000000
3607,0x3ffff00fff0ffc1f80ffc00000fff80000fff800003fc000000001fff8000000
3608,0x3ffff00fff0ffc1f80ffc00000fff80000fff800001fc000000001fff8000000
3609,0x3ffff007ff0ffc1f80ffc00000fff80000fff800001fc000000001fff8000000
3610,0x3ffffffffffffffffffffffffffffffffffff7ffffffffffffffffff87ffffff
3611,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffeff87ffffff
3612,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe7f87ffffff
3613,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe3f87ffffff
3614,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe3f87ffffef
3615,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe1f87ffffff
3616,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe1f87ffffef
3617,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffefe1f87ffffef
3618,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe3f87fffeef
3619,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe1f87fffeef
3620,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffefe1f87fffeef
3621,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe3f87ffbeef
3622,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffffe1f87ffbeef
3623,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffefe1f87ffbeef
3624,0x3fffffffffffffffffffffffffffffffffffe7ffffffffffffffffff87ffffff
3625,0x3fffffffffffffffffffffffffffffffffffe7fffffffffffffffeff87ffffff
3626,0x3fffffffffffffffffffffffffffffffffffe7fffffffffffffffe7f87ffffff
3627,0x3fffffffffffffffffffbfffffffffffffffe7ffffffffffffffffff87ffffff
3628,0x3fffffffffffffffffffbfffffffffffffffe7fffffffffffffffeff87ffffff
3629,0x3fffffffffffffffffffbfffffffffffffffe7fffffffffffffffe7f87ffffff
3630,0x3fffffffffffffffffffffffffffffffffffe7fffffffffffffffe3f87ffffff
3631,0x3fffffffffffffffffffffffffffffffffffe7fffffffffffffffe1f87ffffff
3632,0x3fffffffffffffffffffbfffffffffffffffe7fffffffffffffffe3f87ffffff
3633,0x3fffffffffffffffffffbfffffffffffffffe7fffffffffffffffe1f87ffffff
3634,0x3ffffffffffffffffffffffffffffffffffff7fffffffffffffefe1f87ffbee7
