# The 27598 polygons of the memory-two arrangement drawn in Figures 1c, 2h-n and 3e-h (they draw its 22872 faces, the
# cells of m2_cells.csv), in the order of m2_faces_k4.npz, with the counts over the 65536 binary memory-two
# strategies on each.  The columns call a polygon a face, as the companion drawing does.
# Conventions: a game is (R, S, T, P) = (1, u, 1 + v, 0); the limit eps -> 0.  An atom is written
# efficient-stable-competitive; A_xyz is the number of strategies in atom xyz, in the order 000 100 010 001 110 011
# 111 (the atom 101 is empty everywhere, so the seven add up to the number of strategies).
# face: index 0..27597.  cell: the cell of m2_cells.csv the face lies in (a cell is one face, or, for 771 cells,
# several bands of it: the companion work cut them for a field it draws; every count below is constant on a cell).
# u, v: a game strictly inside the face (a convex combination of its vertices mapped to the plane, with the weights
# 1 + 0.1 sin(j + 1) of fig1.py; repr of a double).  quadrant: PD (u < 0 < v), SD (u, v > 0), SH (u, v < 0), HA
# (v < 0 < u).  wedge: W (u+v < 1, u-v < 1), S (u+v < 1, u-v > 1), N (u+v > 1, u-v < 1), E (u+v > 1, u-v > 1).
# nash: the number of stable strategies on the face (299 to 22069).  partners: efficient and stable (8 to 7639).
# A_000 ... A_111: the atoms.  case: the case number of Figure 1 (cases.csv), the set of non-empty atoms.
face,cell,u,v,quadrant,wedge,nash,partners,A_000,A_100,A_010,A_001,A_110,A_011,A_111,case
7981,3291,6.441912466623034,-10.186313978505448,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7982,3292,5.787191885743169,-9.335064425616613,HA,S,1789,1789,56776,5850,0,1121,270,0,1519,6
7983,3293,6.720935292104383,-10.845742084826673,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7984,3294,5.795633070315131,-9.488288181943219,HA,S,1789,1789,56776,5850,0,1121,270,0,1519,6
7985,3295,7.16736986918416,-11.834582829083018,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7986,3296,7.683351820194998,-12.968128713346516,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7987,3297,5.474539481126502,-9.178889474040478,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
7988,3298,6.204366929684872,-10.485967328385025,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
7989,3299,6.589767325809825,-11.450354738683325,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
7990,3300,5.52400341169591,-9.434824052599515,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
7991,3301,5.54118230209424,-9.783435965512306,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
7992,3302,6.319212171385248,-11.368169180665529,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
7993,3303,5.769600774601585,-10.483063276361795,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
7994,3304,8.219725588678138,-14.010351687759451,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7995,3305,7.220854234320767,-12.671208965686043,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
7996,3306,6.4452939027221205,-11.61173853595947,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
7997,3307,8.92144205336821,-15.038483035894426,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
7998,3308,4.8992680647089175,-8.426497478096616,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
7999,3309,4.781252522096861,-8.366231201895559,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8000,3310,4.778302196028405,-8.486174642131353,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8001,3311,5.230399225398415,-9.516936723638205,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8002,3312,5.469447909733445,-10.063479289727521,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8003,3313,4.632928048444428,-8.414792725807253,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8004,3314,4.95750694172553,-9.149114668148089,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8005,3315,5.7216921171687165,-10.591975343242277,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8006,3316,3.051858932799128,-5.376576886885836,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8007,3317,3.117638782442927,-5.537060979334476,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8008,3318,3.0602520918239486,-5.49837592923897,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8009,3319,2.8804348721695834,-5.064485599705314,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8010,3320,2.727774017114206,-4.883204922664226,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8011,3321,2.6102951208361205,-4.740855357911074,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8012,3322,2.3779279545139933,-4.3544002657996215,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8013,3323,2.4742039321782423,-4.551683903092229,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8014,3324,2.899935018226999,-5.251422307113059,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8015,3325,2.7870503897993406,-5.1491953339901855,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8016,3326,2.859660020760363,-5.326654181543772,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8017,3327,2.5842884106736412,-4.818064875073593,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8018,3328,2.230620572556218,-4.1770084855928316,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8019,3329,2.3651985780708147,-4.43861290469186,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8020,3330,2.7071702056991156,-5.088497194508463,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8021,3331,2.760628062924861,-5.217504686626316,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8022,3332,2.5327527262513287,-4.784030572771851,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8023,3333,2.687829567299486,-5.113771074495971,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8024,3334,3.2720555116895946,-5.833482140176543,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8025,3335,3.1373526561352074,-5.6682907374276965,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8026,3336,3.437274218413035,-6.1663326882758405,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8027,3337,3.6281894660133034,-6.548592124906744,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8028,3338,3.25215135840674,-5.920891633082225,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8029,3339,3.443915617272641,-6.319362041436881,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8030,3340,3.1021834648424353,-5.755855909028391,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8031,3341,3.2313355969534436,-6.045926776842299,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8032,3342,3.33586011494377,-6.261587154754735,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8033,3343,3.3523346501006297,-6.311083875043977,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8034,3344,2.9397479081760514,-5.50162407076103,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8035,3345,3.0696368797912377,-5.825188308989224,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8036,3346,3.1024624758815427,-5.921012557195575,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8037,3347,3.1998421706288744,-6.116540498007192,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8038,3348,2.8803403270651384,-5.4604372415834534,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8039,3349,2.948141067200871,-5.623423113114162,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8040,3350,3.792531054518577,-6.874433225834508,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8041,3351,3.885980710316507,-7.061216649141286,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8042,3352,4.0481730616976,-7.388633070303605,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8043,3353,3.6513419256451685,-6.6953497112672915,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8044,3354,3.6739022611203054,-6.753181478709764,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8045,3355,3.8246673566987206,-7.084432081743543,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8046,3356,3.6670649473292216,-6.918833322147561,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8047,3357,3.5200759115878157,-6.749204377832006,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8048,3358,3.7210000884884527,-7.169141155689325,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8049,3359,5.213754188018125,-9.719610097046516,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8050,3360,5.135211854793547,-9.641505712877226,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8051,3361,4.5015149072031875,-8.289261895447966,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8052,3362,4.858514276248508,-9.022951707064976,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8053,3363,4.29438250311766,-7.994343567121922,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8054,3364,4.655311230559752,-8.747706288499591,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8055,3365,4.051617252432062,-7.651682234205064,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8056,3366,4.395444902342884,-8.375282610535981,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8057,3367,5.470007872490778,-10.230704182516405,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8058,3368,5.214353885059761,-9.85935281906691,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8059,3369,5.0647454481243805,-9.655846671959884,HA,S,2612,2612,56776,5027,0,1121,1093,0,1519,6
8060,3370,4.867789769708838,-9.34902562522354,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8061,3371,4.206174821943286,-8.121402198542945,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8062,3372,4.67735572672357,-9.065340336649784,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8063,3373,2.11574481907489,-4.056084382727077,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8064,3374,2.2014983022849175,-4.24784864159326,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8065,3375,1.8886706455494622,-3.7304743556137643,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8066,3376,1.6945329128559106,-3.508180985750901,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8067,3377,1.4707731482249204,-3.2447560169601246,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8068,3378,1.2888211277169401,-3.0096050427232717,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8069,3379,2.31344905598284,-4.501465562577444,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8070,3380,2.106417903467135,-4.247610396657615,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8071,3381,1.7985016977150823,-3.7521513584067394,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8072,3382,1.8859057695505355,-3.9440432989660144,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8073,3383,2.4789804925313503,-4.860891789761723,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8074,3384,2.2531630313189206,-4.586808913045363,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8075,3385,2.2302416381878376,-4.613228134923198,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8076,3386,2.2949145574777794,-4.748081892787027,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8077,3387,1.9477723401565716,-4.126296797573061,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8078,3388,1.5549520476427414,-3.4596229536595757,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8079,3389,1.7014983022849175,-3.747848641593261,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8080,3390,2.0562218600942495,-4.380218680745197,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8081,3391,2.124085364505097,-4.544901246449445,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8082,3392,2.124180543488469,-4.584154550779268,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8083,3393,2.0709360380856103,-4.542212514161543,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8084,3394,1.7569916516125836,-3.872032778765581,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8085,3395,1.7405111005892786,-3.89346587763602,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8086,3396,1.8833981420840906,-4.201391142193727,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8087,3397,1.873805198328808,-4.205043235270762,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8088,3398,1.9232002582005285,-4.3183313799803695,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8089,3399,1.3801690492326186,-3.235359184721282,HA,S,3483,3483,56776,4156,0,1121,1964,0,1519,6
8090,3400,3.0330134225888825,-5.827262019843113,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8091,3401,3.1085530478653625,-6.043402716112399,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8092,3402,2.804211972313685,-5.372038651321219,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8093,3403,2.8979075551389832,-5.572871792163289,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8094,3404,2.9311599124591434,-5.674352782019872,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8095,3405,2.955500605017284,-5.816914861144018,HA,S,2769,2769,56776,4870,0,1121,1250,0,1519,6
8096,3406,2.665387703070117,-5.196293072756354,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8097,3407,2.674606607437923,-5.252163932568079,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8098,3408,2.68356906218705,-5.304522657381366,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8099,3409,2.8448557684623133,-5.659446948351167,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8100,3410,2.4702143281967697,-5.034088388616711,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8101,3411,2.601530166138872,-5.319848920619284,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8102,3412,2.650496324731682,-5.4787052088785195,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8103,3413,2.2753472427494574,-4.8264389751706736,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8104,3414,2.337531343461734,-5.067842683572375,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8105,3415,3.326772158106997,-6.478104134012421,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8106,3416,3.3564200570777603,-6.626481608403003,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8107,3417,3.2241192564304777,-6.524786959683452,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8108,3418,3.109339878934054,-6.3789507750874135,HA,S,2630,2630,56776,5009,0,1121,1111,0,1519,6
8109,3419,3.096482523478312,-6.519713957455837,HA,S,2630,2630,56776,5009,0,1121,1111,0,1519,6
8110,3420,2.899935018226999,-5.97719844244259,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8111,3421,2.7772808777265654,-5.958182560851072,HA,S,2777,2777,56776,4862,0,1121,1258,0,1519,6
8112,3422,3.9638526482336185,-7.804427051807106,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8113,3423,3.601719653131971,-7.3121904547364664,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8114,3424,3.3626473438647926,-6.997563893858455,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8115,3425,3.171344223871659,-6.718399601299848,HA,S,2630,2630,56776,5009,0,1121,1111,0,1519,6
8116,3426,4.362478926649559,-8.61885877632778,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8117,3427,3.8836645158834053,-7.905971054120653,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8118,3428,3.5891115894085557,-7.487032884158614,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8119,3429,3.594898634940488,-7.573540405009712,HA,S,2622,2622,56776,5017,0,1121,1103,0,1519,6
8120,3430,3.202944521976673,-6.83676589003254,HA,S,2630,2630,56776,5009,0,1121,1111,0,1519,6
8121,3431,3.2431879027514032,-6.962715345030545,HA,S,2630,2630,56776,5009,0,1121,1111,0,1519,6
8122,3432,0.6996800892555527,-1.4789369202429736,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8123,3433,0.648699957525763,-1.4628534432641176,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8124,3434,0.6133149335793566,-1.4460619810339157,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8125,3435,0.6033967407036792,-1.4654273781339147,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8126,3436,0.5721598914910795,-1.3902728250512564,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8127,3437,0.5423126299930444,-1.4328490802687086,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8128,3438,0.9800953070822603,-1.684677155943198,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8129,3439,0.9291457103885953,-1.6584739296970898,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8130,3440,0.818647793855128,-1.5603987012522285,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8131,3441,0.9268698307066215,-1.6902313543839413,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8132,3442,0.8236014540281618,-1.5983580045717363,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8133,3443,0.7472004496516439,-1.5833238123396298,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8134,3444,0.6581214964198198,-1.532964537208521,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8135,3445,0.6566153970025724,-1.5698090868463916,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8136,3446,0.9551441896218632,-1.767321216573464,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8137,3447,0.8855963028671807,-1.7282387842983529,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8138,3448,0.7729655387939286,-1.6601635943939146,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8139,3449,0.6737931505780171,-1.607029202994806,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8140,3450,0.6609613471336351,-1.5943079098448054,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8141,3451,0.967840527172228,-1.8234252956396306,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8142,3452,0.9123464604861852,-1.7914830938330488,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8143,3453,0.7875796372186338,-1.7128916959799914,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8144,3454,0.6911875066654304,-1.6553858788456706,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8145,3455,0.6636846976649493,-1.6281270888735675,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8146,3456,0.9803666174773438,-1.9095215521300855,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8147,3457,0.9567243821089417,-1.8982422827475134,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8148,3458,0.8700873557706114,-1.8432891883872147,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8149,3459,0.8643777512580944,-1.8737854546237767,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8150,3460,0.7113689900784429,-1.7057514027457683,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8151,3461,0.7240475530277645,-1.7485387178138483,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8152,3462,0.8827296187090602,-1.9090551802897047,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8153,3463,0.7453659263046389,-1.802634925354216,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8154,3464,0.8887126023558033,-1.9210211475831909,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8155,3465,0.7548756499272005,-1.826242848893228,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8156,3466,0.9047474462787152,-1.9442952798582234,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8157,3467,0.9047200282217169,-1.9690619187075107,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8158,3468,0.7706111431415577,-1.8655695953043692,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8159,3469,0.7985314337591832,-1.9360192173770674,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8160,3470,0.6803936195748573,-1.7192542620755724,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8161,3471,0.6889767255043783,-1.7590770141785348,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8162,3472,0.6948954943983404,-1.78402055500662,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8163,3473,0.7052262980393146,-1.8280415217711161,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8164,3474,0.7316177754940915,-1.9243856467764677,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8165,3475,0.9598341463350324,-2.0678458077542015,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8166,3476,0.8549308146071883,-2.051600228208456,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8167,3477,0.7710497269528542,-2.008144553041544,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8168,3478,0.6390200445478378,-1.5158992153029698,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8169,3479,0.633483090176149,-1.5366537332803263,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8170,3480,0.5723923428456746,-1.5181529422584659,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8171,3481,0.647414323374383,-1.5869614681674404,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8172,3482,0.5765721644000922,-1.5463081201182753,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8173,3483,0.6560949869557114,-1.6229491283146835,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8174,3484,0.5831837971479841,-1.5698175417095606,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8175,3485,0.5717292651205801,-1.5841260035975377,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8176,3486,0.6703448519112346,-1.7150769277916944,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8177,3487,0.6138503224298524,-1.6651217794886828,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8178,3488,0.6728536380675311,-1.7469188457857838,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8179,3489,0.6270350631007408,-1.7109467499029365,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8180,3490,0.6746065094803643,-1.770255052706043,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8181,3491,0.6371967364448452,-1.7403061005788423,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8182,3492,0.6777919615546937,-1.8134370785466114,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8183,3493,0.6862224846699404,-1.8602148037222115,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8184,3494,0.6501599553722254,-1.7878363833385076,HA,S,8239,7639,56176,0,600,1121,6120,0,1519,7
8185,3495,0.9828557340343154,-2.1898097778889625,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8186,3496,0.8865852865948728,-2.117226621193511,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8187,3497,0.8876405308636875,-2.1499735951304904,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8188,3498,0.8244366366987047,-2.1057971607318717,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8189,3499,0.9428200104154283,-2.232869482550101,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8190,3500,0.9021295210823682,-2.2196068849453416,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8191,3501,0.9029964753744204,-2.246660424105219,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8192,3502,0.9459349600117657,-2.3326979903291365,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8193,3503,0.7756095501819655,-2.021824022728877,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8194,3504,0.778319417335779,-2.034638341262886,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8195,3505,0.7846254697075249,-2.058656887192297,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8196,3506,0.8161132528664482,-2.1263379074725375,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8197,3507,0.9625187599371672,-2.4098018393971645,HA,S,7639,7639,56776,0,0,1121,6120,0,1519,13
8198,3508,0.47624393744885984,-1.3245622762116693,HA,S,9306,7639,55109,0,1667,1121,6120,0,1519,7
8199,3509,0.4229253547936873,-1.2982290917685166,HA,S,9306,7639,55109,0,1667,1121,6120,0,1519,7
8200,3510,0.49079370443516745,-1.4053769564691523,HA,S,9306,7639,55109,0,1667,1121,6120,0,1519,7
8201,3511,0.467265947946582,-1.405376956469153,HA,S,9306,7639,55109,0,1667,1121,6120,0,1519,7
8202,3512,346.0864730676697,-501.72678065659187,HA,S,1551,1551,56776,6088,0,1121,32,0,1519,6
8203,3513,271.08391138968864,-404.8723092563704,HA,S,1555,1555,56776,6084,0,1121,36,0,1519,6
8204,3514,150.14432947633082,-225.46902133286497,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8205,3515,125.93631536969988,-190.57142272370243,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8206,3516,8.078557946631838,-13.961516964105599,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
8207,3517,7.511738025421039,-13.177848088407389,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
8208,3518,6.872794612380252,-12.285238401057299,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
8209,3519,8.975875568976567,-15.35506953966602,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
8210,3520,137.49247480461352,-208.90434703094346,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8211,3521,15.235543415595625,-25.886298391571618,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8212,3522,248.3846621964448,-385.7229477926127,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8213,3523,158.11879438346935,-261.5013782599462,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8214,3524,22.182478082727066,-40.29069285918433,HA,S,1695,1695,56776,5944,0,1121,176,0,1519,6
8215,3525,6.870680917816177,-12.43192488780998,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
8216,3526,9.246105649041686,-15.937528715884474,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
8217,3527,10.246706657599754,-18.04204076896923,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
8218,3528,8.836095522511606,-16.13206074588037,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
8219,3529,13.77806723426362,-24.982508434958515,HA,S,1779,1779,56776,5860,0,1121,260,0,1519,6
8220,3530,10.710148329459543,-19.86406566836901,HA,S,2602,2602,56776,5037,0,1121,1083,0,1519,6
