# DiskM2WF: 19 donation (DonationWF scale) + 19 donation (lam=1) + 16x8 disk grid + 17x17 square + 512-point sunflower (BinM2Ev ca6)
#   gid   ic                       cR                       cS                       cT                    u                    v tag
  1011    0   1.0000000000000000e+00  -8.0000000000000000e+00   4.0000000000000000e+00  -8.000000000000e+00   3.000000000000e+00 Q_i00_j11_PDW
  1012    0   1.0000000000000000e+00  -8.0000000000000000e+00   5.0000000000000000e+00  -8.000000000000e+00   4.000000000000e+00 Q_i00_j12_PDW
  1013    0   1.0000000000000000e+00  -8.0000000000000000e+00   6.0000000000000000e+00  -8.000000000000e+00   5.000000000000e+00 Q_i00_j13_PDW
  1014    0   1.0000000000000000e+00  -8.0000000000000000e+00   7.0000000000000000e+00  -8.000000000000e+00   6.000000000000e+00 Q_i00_j14_PDW
  1015    0   1.0000000000000000e+00  -8.0000000000000000e+00   8.0000000000000000e+00  -8.000000000000e+00   7.000000000000e+00 Q_i00_j15_PDW
  1016    0   1.0000000000000000e+00  -8.0000000000000000e+00   9.0000000000000000e+00  -8.000000000000e+00   8.000000000000e+00 Q_i00_j16_PDW
  1017    0   1.0000000000000000e+00  -7.0000000000000000e+00  -7.0000000000000000e+00  -7.000000000000e+00  -8.000000000000e+00 Q_i01_j00_SHt
  1018    0   1.0000000000000000e+00  -7.0000000000000000e+00  -6.0000000000000000e+00  -7.000000000000e+00  -7.000000000000e+00 Q_i01_j01_SHW
  1019    0   1.0000000000000000e+00  -7.0000000000000000e+00  -5.0000000000000000e+00  -7.000000000000e+00  -6.000000000000e+00 Q_i01_j02_SHW
  1020    0   1.0000000000000000e+00  -7.0000000000000000e+00  -4.0000000000000000e+00  -7.000000000000e+00  -5.000000000000e+00 Q_i01_j03_SHW
  1021    0   1.0000000000000000e+00  -7.0000000000000000e+00  -3.0000000000000000e+00  -7.000000000000e+00  -4.000000000000e+00 Q_i01_j04_SHW
  1022    0   1.0000000000000000e+00  -7.0000000000000000e+00  -2.0000000000000000e+00  -7.000000000000e+00  -3.000000000000e+00 Q_i01_j05_SHW
  1023    0   1.0000000000000000e+00  -7.0000000000000000e+00  -1.0000000000000000e+00  -7.000000000000e+00  -2.000000000000e+00 Q_i01_j06_SHW
  1024    0   1.0000000000000000e+00  -7.0000000000000000e+00   0.0000000000000000e+00  -7.000000000000e+00  -1.000000000000e+00 Q_i01_j07_SHW
  1025    0   1.0000000000000000e+00  -7.0000000000000000e+00   1.0000000000000000e+00  -7.000000000000e+00   0.000000000000e+00 Q_i01_j08_AXW
  1026    0   1.0000000000000000e+00  -7.0000000000000000e+00   2.0000000000000000e+00  -7.000000000000e+00   1.000000000000e+00 Q_i01_j09_PDW
  1027    0   1.0000000000000000e+00  -7.0000000000000000e+00   3.0000000000000000e+00  -7.000000000000e+00   2.000000000000e+00 Q_i01_j10_PDW
  1028    0   1.0000000000000000e+00  -7.0000000000000000e+00   4.0000000000000000e+00  -7.000000000000e+00   3.000000000000e+00 Q_i01_j11_PDW
  1029    0   1.0000000000000000e+00  -7.0000000000000000e+00   5.0000000000000000e+00  -7.000000000000e+00   4.000000000000e+00 Q_i01_j12_PDW
  1030    0   1.0000000000000000e+00  -7.0000000000000000e+00   6.0000000000000000e+00  -7.000000000000e+00   5.000000000000e+00 Q_i01_j13_PDW
  1031    0   1.0000000000000000e+00  -7.0000000000000000e+00   7.0000000000000000e+00  -7.000000000000e+00   6.000000000000e+00 Q_i01_j14_PDW
  1032    0   1.0000000000000000e+00  -7.0000000000000000e+00   8.0000000000000000e+00  -7.000000000000e+00   7.000000000000e+00 Q_i01_j15_PDW
  1033    0   1.0000000000000000e+00  -7.0000000000000000e+00   9.0000000000000000e+00  -7.000000000000e+00   8.000000000000e+00 Q_i01_j16_PDs
  1034    0   1.0000000000000000e+00  -6.0000000000000000e+00  -7.0000000000000000e+00  -6.000000000000e+00  -8.000000000000e+00 Q_i02_j00_SHS
  1035    0   1.0000000000000000e+00  -6.0000000000000000e+00  -6.0000000000000000e+00  -6.000000000000e+00  -7.000000000000e+00 Q_i02_j01_SHt
  1036    0   1.0000000000000000e+00  -6.0000000000000000e+00  -5.0000000000000000e+00  -6.000000000000e+00  -6.000000000000e+00 Q_i02_j02_SHW
  1037    0   1.0000000000000000e+00  -6.0000000000000000e+00  -4.0000000000000000e+00  -6.000000000000e+00  -5.000000000000e+00 Q_i02_j03_SHW
  1038    0   1.0000000000000000e+00  -6.0000000000000000e+00  -3.0000000000000000e+00  -6.000000000000e+00  -4.000000000000e+00 Q_i02_j04_SHW
  1039    0   1.0000000000000000e+00  -6.0000000000000000e+00  -2.0000000000000000e+00  -6.000000000000e+00  -3.000000000000e+00 Q_i02_j05_SHW
  1040    0   1.0000000000000000e+00  -6.0000000000000000e+00  -1.0000000000000000e+00  -6.000000000000e+00  -2.000000000000e+00 Q_i02_j06_SHW
  1041    0   1.0000000000000000e+00  -6.0000000000000000e+00   0.0000000000000000e+00  -6.000000000000e+00  -1.000000000000e+00 Q_i02_j07_SHW
  1042    0   1.0000000000000000e+00  -6.0000000000000000e+00   1.0000000000000000e+00  -6.000000000000e+00   0.000000000000e+00 Q_i02_j08_AXW
  1043    0   1.0000000000000000e+00  -6.0000000000000000e+00   2.0000000000000000e+00  -6.000000000000e+00   1.000000000000e+00 Q_i02_j09_PDW
  1044    0   1.0000000000000000e+00  -6.0000000000000000e+00   3.0000000000000000e+00  -6.000000000000e+00   2.000000000000e+00 Q_i02_j10_PDW
  1045    0   1.0000000000000000e+00  -6.0000000000000000e+00   4.0000000000000000e+00  -6.000000000000e+00   3.000000000000e+00 Q_i02_j11_PDW
  1046    0   1.0000000000000000e+00  -6.0000000000000000e+00   5.0000000000000000e+00  -6.000000000000e+00   4.000000000000e+00 Q_i02_j12_PDW
  1047    0   1.0000000000000000e+00  -6.0000000000000000e+00   6.0000000000000000e+00  -6.000000000000e+00   5.000000000000e+00 Q_i02_j13_PDW
  1048    0   1.0000000000000000e+00  -6.0000000000000000e+00   7.0000000000000000e+00  -6.000000000000e+00   6.000000000000e+00 Q_i02_j14_PDW
  1049    0   1.0000000000000000e+00  -6.0000000000000000e+00   8.0000000000000000e+00  -6.000000000000e+00   7.000000000000e+00 Q_i02_j15_PDs
  1050    0   1.0000000000000000e+00  -6.0000000000000000e+00   9.0000000000000000e+00  -6.000000000000e+00   8.000000000000e+00 Q_i02_j16_PDN
  1051    0   1.0000000000000000e+00  -5.0000000000000000e+00  -7.0000000000000000e+00  -5.000000000000e+00  -8.000000000000e+00 Q_i03_j00_SHS
  1052    0   1.0000000000000000e+00  -5.0000000000000000e+00  -6.0000000000000000e+00  -5.000000000000e+00  -7.000000000000e+00 Q_i03_j01_SHS
  1053    0   1.0000000000000000e+00  -5.0000000000000000e+00  -5.0000000000000000e+00  -5.000000000000e+00  -6.000000000000e+00 Q_i03_j02_SHt
  1054    0   1.0000000000000000e+00  -5.0000000000000000e+00  -4.0000000000000000e+00  -5.000000000000e+00  -5.000000000000e+00 Q_i03_j03_SHW
  1055    0   1.0000000000000000e+00  -5.0000000000000000e+00  -3.0000000000000000e+00  -5.000000000000e+00  -4.000000000000e+00 Q_i03_j04_SHW
  1056    0   1.0000000000000000e+00  -5.0000000000000000e+00  -2.0000000000000000e+00  -5.000000000000e+00  -3.000000000000e+00 Q_i03_j05_SHW
  1057    0   1.0000000000000000e+00  -5.0000000000000000e+00  -1.0000000000000000e+00  -5.000000000000e+00  -2.000000000000e+00 Q_i03_j06_SHW
  1058    0   1.0000000000000000e+00  -5.0000000000000000e+00   0.0000000000000000e+00  -5.000000000000e+00  -1.000000000000e+00 Q_i03_j07_SHW
  1059    0   1.0000000000000000e+00  -5.0000000000000000e+00   1.0000000000000000e+00  -5.000000000000e+00   0.000000000000e+00 Q_i03_j08_AXW
  1060    0   1.0000000000000000e+00  -5.0000000000000000e+00   2.0000000000000000e+00  -5.000000000000e+00   1.000000000000e+00 Q_i03_j09_PDW
  1061    0   1.0000000000000000e+00  -5.0000000000000000e+00   3.0000000000000000e+00  -5.000000000000e+00   2.000000000000e+00 Q_i03_j10_PDW
  1062    0   1.0000000000000000e+00  -5.0000000000000000e+00   4.0000000000000000e+00  -5.000000000000e+00   3.000000000000e+00 Q_i03_j11_PDW
  1063    0   1.0000000000000000e+00  -5.0000000000000000e+00   5.0000000000000000e+00  -5.000000000000e+00   4.000000000000e+00 Q_i03_j12_PDW
  1064    0   1.0000000000000000e+00  -5.0000000000000000e+00   6.0000000000000000e+00  -5.000000000000e+00   5.000000000000e+00 Q_i03_j13_PDW
  1065    0   1.0000000000000000e+00  -5.0000000000000000e+00   7.0000000000000000e+00  -5.000000000000e+00   6.000000000000e+00 Q_i03_j14_PDs
  1066    0   1.0000000000000000e+00  -5.0000000000000000e+00   8.0000000000000000e+00  -5.000000000000e+00   7.000000000000e+00 Q_i03_j15_PDN
  1067    0   1.0000000000000000e+00  -5.0000000000000000e+00   9.0000000000000000e+00  -5.000000000000e+00   8.000000000000e+00 Q_i03_j16_PDN
  1068    0   1.0000000000000000e+00  -4.0000000000000000e+00  -7.0000000000000000e+00  -4.000000000000e+00  -8.000000000000e+00 Q_i04_j00_SHS
  1069    0   1.0000000000000000e+00  -4.0000000000000000e+00  -6.0000000000000000e+00  -4.000000000000e+00  -7.000000000000e+00 Q_i04_j01_SHS
  1070    0   1.0000000000000000e+00  -4.0000000000000000e+00  -5.0000000000000000e+00  -4.000000000000e+00  -6.000000000000e+00 Q_i04_j02_SHS
  1071    0   1.0000000000000000e+00  -4.0000000000000000e+00  -4.0000000000000000e+00  -4.000000000000e+00  -5.000000000000e+00 Q_i04_j03_SHt
  1072    0   1.0000000000000000e+00  -4.0000000000000000e+00  -3.0000000000000000e+00  -4.000000000000e+00  -4.000000000000e+00 Q_i04_j04_SHW
  1073    0   1.0000000000000000e+00  -4.0000000000000000e+00  -2.0000000000000000e+00  -4.000000000000e+00  -3.000000000000e+00 Q_i04_j05_SHW
  1074    0   1.0000000000000000e+00  -4.0000000000000000e+00  -1.0000000000000000e+00  -4.000000000000e+00  -2.000000000000e+00 Q_i04_j06_SHW
  1075    0   1.0000000000000000e+00  -4.0000000000000000e+00   0.0000000000000000e+00  -4.000000000000e+00  -1.000000000000e+00 Q_i04_j07_SHW
  1076    0   1.0000000000000000e+00  -4.0000000000000000e+00   1.0000000000000000e+00  -4.000000000000e+00   0.000000000000e+00 Q_i04_j08_AXW
  1077    0   1.0000000000000000e+00  -4.0000000000000000e+00   2.0000000000000000e+00  -4.000000000000e+00   1.000000000000e+00 Q_i04_j09_PDW
  1078    0   1.0000000000000000e+00  -4.0000000000000000e+00   3.0000000000000000e+00  -4.000000000000e+00   2.000000000000e+00 Q_i04_j10_PDW
  1079    0   1.0000000000000000e+00  -4.0000000000000000e+00   4.0000000000000000e+00  -4.000000000000e+00   3.000000000000e+00 Q_i04_j11_PDW
  1080    0   1.0000000000000000e+00  -4.0000000000000000e+00   5.0000000000000000e+00  -4.000000000000e+00   4.000000000000e+00 Q_i04_j12_PDW
  1081    0   1.0000000000000000e+00  -4.0000000000000000e+00   6.0000000000000000e+00  -4.000000000000e+00   5.000000000000e+00 Q_i04_j13_PDs
  1082    0   1.0000000000000000e+00  -4.0000000000000000e+00   7.0000000000000000e+00  -4.000000000000e+00   6.000000000000e+00 Q_i04_j14_PDN
  1083    0   1.0000000000000000e+00  -4.0000000000000000e+00   8.0000000000000000e+00  -4.000000000000e+00   7.000000000000e+00 Q_i04_j15_PDN
  1084    0   1.0000000000000000e+00  -4.0000000000000000e+00   9.0000000000000000e+00  -4.000000000000e+00   8.000000000000e+00 Q_i04_j16_PDN
  1085    0   1.0000000000000000e+00  -3.0000000000000000e+00  -7.0000000000000000e+00  -3.000000000000e+00  -8.000000000000e+00 Q_i05_j00_SHS
  1086    0   1.0000000000000000e+00  -3.0000000000000000e+00  -6.0000000000000000e+00  -3.000000000000e+00  -7.000000000000e+00 Q_i05_j01_SHS
  1087    0   1.0000000000000000e+00  -3.0000000000000000e+00  -5.0000000000000000e+00  -3.000000000000e+00  -6.000000000000e+00 Q_i05_j02_SHS
  1088    0   1.0000000000000000e+00  -3.0000000000000000e+00  -4.0000000000000000e+00  -3.000000000000e+00  -5.000000000000e+00 Q_i05_j03_SHS
  1089    0   1.0000000000000000e+00  -3.0000000000000000e+00  -3.0000000000000000e+00  -3.000000000000e+00  -4.000000000000e+00 Q_i05_j04_SHt
  1090    0   1.0000000000000000e+00  -3.0000000000000000e+00  -2.0000000000000000e+00  -3.000000000000e+00  -3.000000000000e+00 Q_i05_j05_SHW
  1091    0   1.0000000000000000e+00  -3.0000000000000000e+00  -1.0000000000000000e+00  -3.000000000000e+00  -2.000000000000e+00 Q_i05_j06_SHW
  1092    0   1.0000000000000000e+00  -3.0000000000000000e+00   0.0000000000000000e+00  -3.000000000000e+00  -1.000000000000e+00 Q_i05_j07_SHW
  1093    0   1.0000000000000000e+00  -3.0000000000000000e+00   1.0000000000000000e+00  -3.000000000000e+00   0.000000000000e+00 Q_i05_j08_AXW
  1094    0   1.0000000000000000e+00  -3.0000000000000000e+00   2.0000000000000000e+00  -3.000000000000e+00   1.000000000000e+00 Q_i05_j09_PDW
  1095    0   1.0000000000000000e+00  -3.0000000000000000e+00   3.0000000000000000e+00  -3.000000000000e+00   2.000000000000e+00 Q_i05_j10_PDW
  1096    0   1.0000000000000000e+00  -3.0000000000000000e+00   4.0000000000000000e+00  -3.000000000000e+00   3.000000000000e+00 Q_i05_j11_PDW
  1097    0   1.0000000000000000e+00  -3.0000000000000000e+00   5.0000000000000000e+00  -3.000000000000e+00   4.000000000000e+00 Q_i05_j12_PDs
  1098    0   1.0000000000000000e+00  -3.0000000000000000e+00   6.0000000000000000e+00  -3.000000000000e+00   5.000000000000e+00 Q_i05_j13_PDN
  1099    0   1.0000000000000000e+00  -3.0000000000000000e+00   7.0000000000000000e+00  -3.000000000000e+00   6.000000000000e+00 Q_i05_j14_PDN
  1100    0   1.0000000000000000e+00  -3.0000000000000000e+00   8.0000000000000000e+00  -3.000000000000e+00   7.000000000000e+00 Q_i05_j15_PDN
  1101    0   1.0000000000000000e+00  -3.0000000000000000e+00   9.0000000000000000e+00  -3.000000000000e+00   8.000000000000e+00 Q_i05_j16_PDN
  1102    0   1.0000000000000000e+00  -2.0000000000000000e+00  -7.0000000000000000e+00  -2.000000000000e+00  -8.000000000000e+00 Q_i06_j00_SHS
  1103    0   1.0000000000000000e+00  -2.0000000000000000e+00  -6.0000000000000000e+00  -2.000000000000e+00  -7.000000000000e+00 Q_i06_j01_SHS
  1104    0   1.0000000000000000e+00  -2.0000000000000000e+00  -5.0000000000000000e+00  -2.000000000000e+00  -6.000000000000e+00 Q_i06_j02_SHS
  1105    0   1.0000000000000000e+00  -2.0000000000000000e+00  -4.0000000000000000e+00  -2.000000000000e+00  -5.000000000000e+00 Q_i06_j03_SHS
  1106    0   1.0000000000000000e+00  -2.0000000000000000e+00  -3.0000000000000000e+00  -2.000000000000e+00  -4.000000000000e+00 Q_i06_j04_SHS
  1107    0   1.0000000000000000e+00  -2.0000000000000000e+00  -2.0000000000000000e+00  -2.000000000000e+00  -3.000000000000e+00 Q_i06_j05_SHt
  1108    0   1.0000000000000000e+00  -2.0000000000000000e+00  -1.0000000000000000e+00  -2.000000000000e+00  -2.000000000000e+00 Q_i06_j06_SHW
  1109    0   1.0000000000000000e+00  -2.0000000000000000e+00   0.0000000000000000e+00  -2.000000000000e+00  -1.000000000000e+00 Q_i06_j07_SHW
  1110    0   1.0000000000000000e+00  -2.0000000000000000e+00   1.0000000000000000e+00  -2.000000000000e+00   0.000000000000e+00 Q_i06_j08_AXW
  1111    0   1.0000000000000000e+00  -2.0000000000000000e+00   2.0000000000000000e+00  -2.000000000000e+00   1.000000000000e+00 Q_i06_j09_PDW
  1112    0   1.0000000000000000e+00  -2.0000000000000000e+00   3.0000000000000000e+00  -2.000000000000e+00   2.000000000000e+00 Q_i06_j10_PDW
  1113    0   1.0000000000000000e+00  -2.0000000000000000e+00   4.0000000000000000e+00  -2.000000000000e+00   3.000000000000e+00 Q_i06_j11_PDs
  1114    0   1.0000000000000000e+00  -2.0000000000000000e+00   5.0000000000000000e+00  -2.000000000000e+00   4.000000000000e+00 Q_i06_j12_PDN
  1115    0   1.0000000000000000e+00  -2.0000000000000000e+00   6.0000000000000000e+00  -2.000000000000e+00   5.000000000000e+00 Q_i06_j13_PDN
  1116    0   1.0000000000000000e+00  -2.0000000000000000e+00   7.0000000000000000e+00  -2.000000000000e+00   6.000000000000e+00 Q_i06_j14_PDN
  1117    0   1.0000000000000000e+00  -2.0000000000000000e+00   8.0000000000000000e+00  -2.000000000000e+00   7.000000000000e+00 Q_i06_j15_PDN
  1118    0   1.0000000000000000e+00  -2.0000000000000000e+00   9.0000000000000000e+00  -2.000000000000e+00   8.000000000000e+00 Q_i06_j16_PDN
  1119    0   1.0000000000000000e+00  -1.0000000000000000e+00  -7.0000000000000000e+00  -1.000000000000e+00  -8.000000000000e+00 Q_i07_j00_SHS
  1120    0   1.0000000000000000e+00  -1.0000000000000000e+00  -6.0000000000000000e+00  -1.000000000000e+00  -7.000000000000e+00 Q_i07_j01_SHS
  1121    0   1.0000000000000000e+00  -1.0000000000000000e+00  -5.0000000000000000e+00  -1.000000000000e+00  -6.000000000000e+00 Q_i07_j02_SHS
  1122    0   1.0000000000000000e+00  -1.0000000000000000e+00  -4.0000000000000000e+00  -1.000000000000e+00  -5.000000000000e+00 Q_i07_j03_SHS
  1123    0   1.0000000000000000e+00  -1.0000000000000000e+00  -3.0000000000000000e+00  -1.000000000000e+00  -4.000000000000e+00 Q_i07_j04_SHS
  1124    0   1.0000000000000000e+00  -1.0000000000000000e+00  -2.0000000000000000e+00  -1.000000000000e+00  -3.000000000000e+00 Q_i07_j05_SHS
  1125    0   1.0000000000000000e+00  -1.0000000000000000e+00  -1.0000000000000000e+00  -1.000000000000e+00  -2.000000000000e+00 Q_i07_j06_SHt
  1126    0   1.0000000000000000e+00  -1.0000000000000000e+00   0.0000000000000000e+00  -1.000000000000e+00  -1.000000000000e+00 Q_i07_j07_SHW
  1127    0   1.0000000000000000e+00  -1.0000000000000000e+00   1.0000000000000000e+00  -1.000000000000e+00   0.000000000000e+00 Q_i07_j08_AXW
  1128    0   1.0000000000000000e+00  -1.0000000000000000e+00   2.0000000000000000e+00  -1.000000000000e+00   1.000000000000e+00 Q_i07_j09_PDW
  1129    0   1.0000000000000000e+00  -1.0000000000000000e+00   3.0000000000000000e+00  -1.000000000000e+00   2.000000000000e+00 Q_i07_j10_PDs
  1130    0   1.0000000000000000e+00  -1.0000000000000000e+00   4.0000000000000000e+00  -1.000000000000e+00   3.000000000000e+00 Q_i07_j11_PDN
  1131    0   1.0000000000000000e+00  -1.0000000000000000e+00   5.0000000000000000e+00  -1.000000000000e+00   4.000000000000e+00 Q_i07_j12_PDN
  1132    0   1.0000000000000000e+00  -1.0000000000000000e+00   6.0000000000000000e+00  -1.000000000000e+00   5.000000000000e+00 Q_i07_j13_PDN
  1133    0   1.0000000000000000e+00  -1.0000000000000000e+00   7.0000000000000000e+00  -1.000000000000e+00   6.000000000000e+00 Q_i07_j14_PDN
  1134    0   1.0000000000000000e+00  -1.0000000000000000e+00   8.0000000000000000e+00  -1.000000000000e+00   7.000000000000e+00 Q_i07_j15_PDN
  1135    0   1.0000000000000000e+00  -1.0000000000000000e+00   9.0000000000000000e+00  -1.000000000000e+00   8.000000000000e+00 Q_i07_j16_PDN
  1136    0   1.0000000000000000e+00   0.0000000000000000e+00  -7.0000000000000000e+00   0.000000000000e+00  -8.000000000000e+00 Q_i08_j00_AXS
  1137    0   1.0000000000000000e+00   0.0000000000000000e+00  -6.0000000000000000e+00   0.000000000000e+00  -7.000000000000e+00 Q_i08_j01_AXS
  1138    0   1.0000000000000000e+00   0.0000000000000000e+00  -5.0000000000000000e+00   0.000000000000e+00  -6.000000000000e+00 Q_i08_j02_AXS
  1139    0   1.0000000000000000e+00   0.0000000000000000e+00  -4.0000000000000000e+00   0.000000000000e+00  -5.000000000000e+00 Q_i08_j03_AXS
  1140    0   1.0000000000000000e+00   0.0000000000000000e+00  -3.0000000000000000e+00   0.000000000000e+00  -4.000000000000e+00 Q_i08_j04_AXS
  1141    0   1.0000000000000000e+00   0.0000000000000000e+00  -2.0000000000000000e+00   0.000000000000e+00  -3.000000000000e+00 Q_i08_j05_AXS
  1142    0   1.0000000000000000e+00   0.0000000000000000e+00  -1.0000000000000000e+00   0.000000000000e+00  -2.000000000000e+00 Q_i08_j06_AXS
  1143    0   1.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   0.000000000000e+00  -1.000000000000e+00 Q_i08_j07_AXt
  1144    0   1.0000000000000000e+00   0.0000000000000000e+00   1.0000000000000000e+00   0.000000000000e+00   0.000000000000e+00 Q_i08_j08_AXW
  1145    0   1.0000000000000000e+00   0.0000000000000000e+00   2.0000000000000000e+00   0.000000000000e+00   1.000000000000e+00 Q_i08_j09_AXs
  1146    0   1.0000000000000000e+00   0.0000000000000000e+00   3.0000000000000000e+00   0.000000000000e+00   2.000000000000e+00 Q_i08_j10_AXN
  1147    0   1.0000000000000000e+00   0.0000000000000000e+00   4.0000000000000000e+00   0.000000000000e+00   3.000000000000e+00 Q_i08_j11_AXN
  1148    0   1.0000000000000000e+00   0.0000000000000000e+00   5.0000000000000000e+00   0.000000000000e+00   4.000000000000e+00 Q_i08_j12_AXN
  1149    0   1.0000000000000000e+00   0.0000000000000000e+00   6.0000000000000000e+00   0.000000000000e+00   5.000000000000e+00 Q_i08_j13_AXN
  1150    0   1.0000000000000000e+00   0.0000000000000000e+00   7.0000000000000000e+00   0.000000000000e+00   6.000000000000e+00 Q_i08_j14_AXN
  1151    0   1.0000000000000000e+00   0.0000000000000000e+00   8.0000000000000000e+00   0.000000000000e+00   7.000000000000e+00 Q_i08_j15_AXN
  1152    0   1.0000000000000000e+00   0.0000000000000000e+00   9.0000000000000000e+00   0.000000000000e+00   8.000000000000e+00 Q_i08_j16_AXN
  1153    0   1.0000000000000000e+00   1.0000000000000000e+00  -7.0000000000000000e+00   1.000000000000e+00  -8.000000000000e+00 Q_i09_j00_HAS
  1154    0   1.0000000000000000e+00   1.0000000000000000e+00  -6.0000000000000000e+00   1.000000000000e+00  -7.000000000000e+00 Q_i09_j01_HAS
  1155    0   1.0000000000000000e+00   1.0000000000000000e+00  -5.0000000000000000e+00   1.000000000000e+00  -6.000000000000e+00 Q_i09_j02_HAS
  1156    0   1.0000000000000000e+00   1.0000000000000000e+00  -4.0000000000000000e+00   1.000000000000e+00  -5.000000000000e+00 Q_i09_j03_HAS
  1157    0   1.0000000000000000e+00   1.0000000000000000e+00  -3.0000000000000000e+00   1.000000000000e+00  -4.000000000000e+00 Q_i09_j04_HAS
  1158    0   1.0000000000000000e+00   1.0000000000000000e+00  -2.0000000000000000e+00   1.000000000000e+00  -3.000000000000e+00 Q_i09_j05_HAS
  1159    0   1.0000000000000000e+00   1.0000000000000000e+00  -1.0000000000000000e+00   1.000000000000e+00  -2.000000000000e+00 Q_i09_j06_HAS
  1160    0   1.0000000000000000e+00   1.0000000000000000e+00   0.0000000000000000e+00   1.000000000000e+00  -1.000000000000e+00 Q_i09_j07_HAS
  1161    0   1.0000000000000000e+00   1.0000000000000000e+00   1.0000000000000000e+00   1.000000000000e+00   0.000000000000e+00 Q_i09_j08_AXX
  1162    0   1.0000000000000000e+00   1.0000000000000000e+00   2.0000000000000000e+00   1.000000000000e+00   1.000000000000e+00 Q_i09_j09_SDN
  1163    0   1.0000000000000000e+00   1.0000000000000000e+00   3.0000000000000000e+00   1.000000000000e+00   2.000000000000e+00 Q_i09_j10_SDN
  1164    0   1.0000000000000000e+00   1.0000000000000000e+00   4.0000000000000000e+00   1.000000000000e+00   3.000000000000e+00 Q_i09_j11_SDN
  1165    0   1.0000000000000000e+00   1.0000000000000000e+00   5.0000000000000000e+00   1.000000000000e+00   4.000000000000e+00 Q_i09_j12_SDN
  1166    0   1.0000000000000000e+00   1.0000000000000000e+00   6.0000000000000000e+00   1.000000000000e+00   5.000000000000e+00 Q_i09_j13_SDN
  1167    0   1.0000000000000000e+00   1.0000000000000000e+00   7.0000000000000000e+00   1.000000000000e+00   6.000000000000e+00 Q_i09_j14_SDN
  1168    0   1.0000000000000000e+00   1.0000000000000000e+00   8.0000000000000000e+00   1.000000000000e+00   7.000000000000e+00 Q_i09_j15_SDN
  1169    0   1.0000000000000000e+00   1.0000000000000000e+00   9.0000000000000000e+00   1.000000000000e+00   8.000000000000e+00 Q_i09_j16_SDN
  1170    0   1.0000000000000000e+00   2.0000000000000000e+00  -7.0000000000000000e+00   2.000000000000e+00  -8.000000000000e+00 Q_i10_j00_HAS
  1171    0   1.0000000000000000e+00   2.0000000000000000e+00  -6.0000000000000000e+00   2.000000000000e+00  -7.000000000000e+00 Q_i10_j01_HAS
  1172    0   1.0000000000000000e+00   2.0000000000000000e+00  -5.0000000000000000e+00   2.000000000000e+00  -6.000000000000e+00 Q_i10_j02_HAS
  1173    0   1.0000000000000000e+00   2.0000000000000000e+00  -4.0000000000000000e+00   2.000000000000e+00  -5.000000000000e+00 Q_i10_j03_HAS
  1174    0   1.0000000000000000e+00   2.0000000000000000e+00  -3.0000000000000000e+00   2.000000000000e+00  -4.000000000000e+00 Q_i10_j04_HAS
  1175    0   1.0000000000000000e+00   2.0000000000000000e+00  -2.0000000000000000e+00   2.000000000000e+00  -3.000000000000e+00 Q_i10_j05_HAS
  1176    0   1.0000000000000000e+00   2.0000000000000000e+00  -1.0000000000000000e+00   2.000000000000e+00  -2.000000000000e+00 Q_i10_j06_HAS
  1177    0   1.0000000000000000e+00   2.0000000000000000e+00   0.0000000000000000e+00   2.000000000000e+00  -1.000000000000e+00 Q_i10_j07_HAs
  1178    0   1.0000000000000000e+00   2.0000000000000000e+00   1.0000000000000000e+00   2.000000000000e+00   0.000000000000e+00 Q_i10_j08_AXE
  1179    0   1.0000000000000000e+00   2.0000000000000000e+00   2.0000000000000000e+00   2.000000000000e+00   1.000000000000e+00 Q_i10_j09_SDt
  1180    0   1.0000000000000000e+00   2.0000000000000000e+00   3.0000000000000000e+00   2.000000000000e+00   2.000000000000e+00 Q_i10_j10_SDN
  1181    0   1.0000000000000000e+00   2.0000000000000000e+00   4.0000000000000000e+00   2.000000000000e+00   3.000000000000e+00 Q_i10_j11_SDN
  1182    0   1.0000000000000000e+00   2.0000000000000000e+00   5.0000000000000000e+00   2.000000000000e+00   4.000000000000e+00 Q_i10_j12_SDN
  1183    0   1.0000000000000000e+00   2.0000000000000000e+00   6.0000000000000000e+00   2.000000000000e+00   5.000000000000e+00 Q_i10_j13_SDN
  1184    0   1.0000000000000000e+00   2.0000000000000000e+00   7.0000000000000000e+00   2.000000000000e+00   6.000000000000e+00 Q_i10_j14_SDN
  1185    0   1.0000000000000000e+00   2.0000000000000000e+00   8.0000000000000000e+00   2.000000000000e+00   7.000000000000e+00 Q_i10_j15_SDN
  1186    0   1.0000000000000000e+00   2.0000000000000000e+00   9.0000000000000000e+00   2.000000000000e+00   8.000000000000e+00 Q_i10_j16_SDN
  1187    0   1.0000000000000000e+00   3.0000000000000000e+00  -7.0000000000000000e+00   3.000000000000e+00  -8.000000000000e+00 Q_i11_j00_HAS
  1188    0   1.0000000000000000e+00   3.0000000000000000e+00  -6.0000000000000000e+00   3.000000000000e+00  -7.000000000000e+00 Q_i11_j01_HAS
  1189    0   1.0000000000000000e+00   3.0000000000000000e+00  -5.0000000000000000e+00   3.000000000000e+00  -6.000000000000e+00 Q_i11_j02_HAS
