# DiskM2WF: 19 donation (DonationWF scale) + 19 donation (lam=1) + 16x8 disk grid + 17x17 square + 512-point sunflower (BinM2Ev ca6)
#   gid   ic                       cR                       cS                       cT                    u                    v tag
  2087    0   1.0000000000000000e+00  -1.3691406250000000e+00  -1.7675781250000000e-01  -1.369140625000e+00  -1.176757812500e+00 V_p087_SHW
  2088    0   1.0000000000000000e+00   1.8164062500000000e+00   9.4238281250000000e-01   1.816406250000e+00  -5.761718750000e-02 V_p088_HAE
  2089    0   1.0000000000000000e+00  -1.3095703125000000e+00   2.2783203125000000e+00  -1.309570312500e+00   1.278320312500e+00 V_p089_PDW
  2090    0   1.0000000000000000e+00   1.0351562500000000e-01  -8.3984375000000000e-01   1.035156250000e-01  -1.839843750000e+00 V_p090_HAS
  2091    0   1.0000000000000000e+00   1.1748046875000000e+00   2.4355468750000000e+00   1.174804687500e+00   1.435546875000e+00 V_p091_SDN
  2092    0   1.0000000000000000e+00  -1.8476562500000000e+00   7.3339843750000000e-01  -1.847656250000e+00  -2.666015625000e-01 V_p092_SHW
  2093    0   1.0000000000000000e+00   1.5527343750000000e+00  -5.8593750000000000e-02   1.552734375000e+00  -1.058593750000e+00 V_p093_HAS
  2094    0   1.0000000000000000e+00  -4.3359375000000000e-01   2.8408203125000000e+00  -4.335937500000e-01   1.840820312500e+00 V_p094_PDN
  2095    0   1.0000000000000000e+00  -9.3066406250000000e-01  -6.6113281250000000e-01  -9.306640625000e-01  -1.661132812500e+00 V_p095_SHW
  2096    0   1.0000000000000000e+00   1.8193359375000000e+00   1.5996093750000000e+00   1.819335937500e+00   5.996093750000e-01 V_p096_SDE
  2097    0   1.0000000000000000e+00  -1.7578125000000000e+00   1.7919921875000000e+00  -1.757812500000e+00   7.919921875000e-01 V_p097_PDW
  2098    0   1.0000000000000000e+00   7.6660156250000000e-01  -7.8222656250000000e-01   7.666015625000e-01  -1.782226562500e+00 V_p098_HAS
  2099    0   1.0000000000000000e+00   6.4257812500000000e-01   2.8437500000000000e+00   6.425781250000e-01   1.843750000000e+00 V_p099_SDN
  2100    0   1.0000000000000000e+00  -1.7304687500000000e+00   6.9335937500000000e-02  -1.730468750000e+00  -9.306640625000e-01 V_p100_SHW
  2101    0   1.0000000000000000e+00   1.9160156250000000e+00   5.1464843750000000e-01   1.916015625000e+00  -4.853515625000e-01 V_p101_HAE
  2102    0   1.0000000000000000e+00  -1.0917968750000000e+00   2.6621093750000000e+00  -1.091796875000e+00   1.662109375000e+00 V_p102_PDW
  2103    0   1.0000000000000000e+00  -3.1933593750000000e-01  -9.7558593750000000e-01  -3.193359375000e-01  -1.975585937500e+00 V_p103_SHS
  2104    0   1.0000000000000000e+00   1.5791015625000000e+00   2.2480468750000000e+00   1.579101562500e+00   1.248046875000e+00 V_p104_SDN
  2105    0   1.0000000000000000e+00  -2.0195312500000000e+00   1.1474609375000000e+00  -2.019531250000e+00   1.474609375000e-01 V_p105_PDW
  2106    0   1.0000000000000000e+00   1.3974609375000000e+00  -4.8144531250000000e-01   1.397460937500e+00  -1.481445312500e+00 V_p106_HAS
  2107    0   1.0000000000000000e+00  -3.0273437500000000e-02   3.0488281250000000e+00  -3.027343750000e-02   2.048828125000e+00 V_p107_PDN
  2108    0   1.0000000000000000e+00  -1.3701171875000000e+00  -5.4003906250000000e-01  -1.370117187500e+00  -1.540039062500e+00 V_p108_SHW
  2109    0   1.0000000000000000e+00   2.0625000000000000e+00   1.2119140625000000e+00   2.062500000000e+00   2.119140625000e-01 V_p109_SDE
  2110    0   1.0000000000000000e+00  -1.6728515625000000e+00   2.2441406250000000e+00  -1.672851562500e+00   1.244140625000e+00 V_p110_PDW
  2111    0   1.0000000000000000e+00   3.9550781250000000e-01  -1.0595703125000000e+00   3.955078125000e-01  -2.059570312500e+00 V_p111_HAS
  2112    0   1.0000000000000000e+00   1.1054687500000000e+00   2.7958984375000000e+00   1.105468750000e+00   1.795898437500e+00 V_p112_SDN
  2113    0   1.0000000000000000e+00  -2.0400390625000000e+00   4.1894531250000000e-01  -2.040039062500e+00  -5.810546875000e-01 V_p113_SHW
  2114    0   1.0000000000000000e+00   1.9072265625000000e+00   4.4921875000000000e-02   1.907226562500e+00  -9.550781250000e-01 V_p114_HAS
  2115    0   1.0000000000000000e+00  -7.6562500000000000e-01   3.0039062500000000e+00  -7.656250000000e-01   2.003906250000e+00 V_p115_PDN
  2116    0   1.0000000000000000e+00  -7.9394531250000000e-01  -1.0058593750000000e+00  -7.939453125000e-01  -2.005859375000e+00 V_p116_SHS
  2117    0   1.0000000000000000e+00   1.9511718750000000e+00   1.9482421875000000e+00   1.951171875000e+00   9.482421875000e-01 V_p117_SDE
  2118    0   1.0000000000000000e+00  -2.0898437500000000e+00   1.6220703125000000e+00  -2.089843750000e+00   6.220703125000e-01 V_p118_PDW
  2119    0   1.0000000000000000e+00   1.1269531250000000e+00  -8.8085937500000000e-01   1.126953125000e+00  -1.880859375000e+00 V_p119_HAS
  2120    0   1.0000000000000000e+00   4.4140625000000000e-01   3.1601562500000000e+00   4.414062500000e-01   2.160156250000e+00 V_p120_SDN
  2121    0   1.0000000000000000e+00  -1.7949218750000000e+00  -3.0175781250000000e-01  -1.794921875000e+00  -1.301757812500e+00 V_p121_SHW
  2122    0   1.0000000000000000e+00   2.2138671875000000e+00   7.4609375000000000e-01   2.213867187500e+00  -2.539062500000e-01 V_p122_HAE
  2123    0   1.0000000000000000e+00  -1.4687500000000000e+00   2.6923828125000000e+00  -1.468750000000e+00   1.692382812500e+00 V_p123_PDW
  2124    0   1.0000000000000000e+00  -6.0546875000000000e-02  -1.2519531250000000e+00  -6.054687500000e-02  -2.251953125000e+00 V_p124_SHS
  2125    0   1.0000000000000000e+00   1.5732421875000000e+00   2.6279296875000000e+00   1.573242187500e+00   1.627929687500e+00 V_p125_SDN
  2126    0   1.0000000000000000e+00  -2.2724609375000000e+00   8.6132812500000000e-01  -2.272460937500e+00  -1.386718750000e-01 V_p126_SHW
  2127    0   1.0000000000000000e+00   1.7783203125000000e+00  -4.4042968750000000e-01   1.778320312500e+00  -1.440429687500e+00 V_p127_HAS
  2128    0   1.0000000000000000e+00  -3.3984375000000000e-01   3.2744140625000000e+00  -3.398437500000e-01   2.274414062500e+00 V_p128_PDN
  2129    0   1.0000000000000000e+00  -1.2929687500000000e+00  -9.1699218750000000e-01  -1.292968750000e+00  -1.916992187500e+00 V_p129_SHW
  2130    0   1.0000000000000000e+00   2.2597656250000000e+00   1.5429687500000000e+00   2.259765625000e+00   5.429687500000e-01 V_p130_SDE
  2131    0   1.0000000000000000e+00  -2.0439453125000000e+00   2.1308593750000000e+00  -2.043945312500e+00   1.130859375000e+00 V_p131_PDW
  2132    0   1.0000000000000000e+00   7.4609375000000000e-01  -1.2255859375000000e+00   7.460937500000e-01  -2.225585937500e+00 V_p132_HAS
  2133    0   1.0000000000000000e+00   9.5800781250000000e-01   3.1562500000000000e+00   9.580078125000e-01   2.156250000000e+00 V_p133_SDN
  2134    0   1.0000000000000000e+00  -2.1738281250000000e+00   5.2734375000000000e-02  -2.173828125000e+00  -9.472656250000e-01 V_p134_SHW
  2135    0   1.0000000000000000e+00   2.2539062500000000e+00   2.2656250000000000e-01   2.253906250000e+00  -7.734375000000e-01 V_p135_HAE
  2136    0   1.0000000000000000e+00  -1.1455078125000000e+00   3.1035156250000000e+00  -1.145507812500e+00   2.103515625000e+00 V_p136_PDW
  2137    0   1.0000000000000000e+00  -5.7910156250000000e-01  -1.3369140625000000e+00  -5.791015625000e-01  -2.336914062500e+00 V_p137_SHS
  2138    0   1.0000000000000000e+00   2.0156250000000000e+00   2.3378906250000000e+00   2.015625000000e+00   1.337890625000e+00 V_p138_SDN
  2139    0   1.0000000000000000e+00  -2.4013671875000000e+00   1.3769531250000000e+00  -2.401367187500e+00   3.769531250000e-01 V_p139_PDW
  2140    0   1.0000000000000000e+00   1.5244140625000000e+00  -9.0917968750000000e-01   1.524414062500e+00  -1.909179687500e+00 V_p140_HAS
  2141    0   1.0000000000000000e+00   1.6699218750000000e-01   3.4492187500000000e+00   1.669921875000e-01   2.449218750000e+00 V_p141_SDN
  2142    0   1.0000000000000000e+00  -1.7861328125000000e+00  -7.0117187500000000e-01  -1.786132812500e+00  -1.701171875000e+00 V_p142_SHW
  2143    0   1.0000000000000000e+00   2.4785156250000000e+00   1.0488281250000000e+00   2.478515625000e+00   4.882812500000e-02 V_p143_SDE
  2144    0   1.0000000000000000e+00  -1.8691406250000000e+00   2.6464843750000000e+00  -1.869140625000e+00   1.646484375000e+00 V_p144_PDW
  2145    0   1.0000000000000000e+00   2.6757812500000000e-01  -1.4882812500000000e+00   2.675781250000e-01  -2.488281250000e+00 V_p145_HAS
  2146    0   1.0000000000000000e+00   1.4912109375000000e+00   3.0253906250000000e+00   1.491210937500e+00   2.025390625000e+00 V_p146_SDN
  2147    0   1.0000000000000000e+00  -2.4794921875000000e+00   5.1171875000000000e-01  -2.479492187500e+00  -4.882812500000e-01 V_p147_SHW
  2148    0   1.0000000000000000e+00   2.1679687500000000e+00  -3.2031250000000000e-01   2.167968750000e+00  -1.320312500000e+00 V_p148_HAS
  2149    0   1.0000000000000000e+00  -7.0996093750000000e-01   3.4501953125000000e+00  -7.099609375000e-01   2.450195312500e+00 V_p149_PDN
  2150    0   1.0000000000000000e+00  -1.1367187500000000e+00  -1.2968750000000000e+00  -1.136718750000e+00  -2.296875000000e+00 V_p150_SHS
  2151    0   1.0000000000000000e+00   2.4013671875000000e+00   1.9306640625000000e+00   2.401367187500e+00   9.306640625000e-01 V_p151_SDE
  2152    0   1.0000000000000000e+00  -2.4101562500000000e+00   1.9404296875000000e+00  -2.410156250000e+00   9.404296875000e-01 V_p152_PDW
  2153    0   1.0000000000000000e+00   1.1474609375000000e+00  -1.3320312500000000e+00   1.147460937500e+00  -2.332031250000e+00 V_p153_HAS
  2154    0   1.0000000000000000e+00   7.3242187500000000e-01   3.5058593750000000e+00   7.324218750000e-01   2.505859375000e+00 V_p154_SDN
  2155    0   1.0000000000000000e+00  -2.2431640625000000e+00  -3.5937500000000000e-01  -2.243164062500e+00  -1.359375000000e+00 V_p155_SHW
  2156    0   1.0000000000000000e+00   2.5839843750000000e+00   4.8437500000000000e-01   2.583984375000e+00  -5.156250000000e-01 V_p156_HAE
  2157    0   1.0000000000000000e+00  -1.5644531250000000e+00   3.1357421875000000e+00  -1.564453125000e+00   2.135742187500e+00 V_p157_PDW
  2158    0   1.0000000000000000e+00  -2.9003906250000000e-01  -1.6435546875000000e+00  -2.900390625000e-01  -2.643554687500e+00 V_p158_SHS
  2159    0   1.0000000000000000e+00   2.0087890625000000e+00   2.7607421875000000e+00   2.008789062500e+00   1.760742187500e+00 V_p159_SDN
  2160    0   1.0000000000000000e+00  -2.6826171875000000e+00   1.0585937500000000e+00  -2.682617187500e+00   5.859375000000e-02 V_p160_PDW
  2161    0   1.0000000000000000e+00   1.9472656250000000e+00  -8.6328125000000000e-01   1.947265625000e+00  -1.863281250000e+00 V_p161_HAS
  2162    0   1.0000000000000000e+00  -1.7773437500000000e-01   3.7021484375000000e+00  -1.777343750000e-01   2.702148437500e+00 V_p162_PDN
  2163    0   1.0000000000000000e+00  -1.7011718750000000e+00  -1.1220703125000000e+00  -1.701171875000e+00  -2.122070312500e+00 V_p163_SHW
  2164    0   1.0000000000000000e+00   2.7001953125000000e+00   1.4169921875000000e+00   2.700195312500e+00   4.169921875000e-01 V_p164_SDE
  2165    0   1.0000000000000000e+00  -2.2832031250000000e+00   2.5234375000000000e+00  -2.283203125000e+00   1.523437500000e+00 V_p165_PDW
  2166    0   1.0000000000000000e+00   6.5722656250000000e-01  -1.6767578125000000e+00   6.572265625000e-01  -2.676757812500e+00 V_p166_HAS
  2167    0   1.0000000000000000e+00   1.3291015625000000e+00   3.4287109375000000e+00   1.329101562500e+00   2.428710937500e+00 V_p167_SDN
  2168    0   1.0000000000000000e+00  -2.6328125000000000e+00   1.0351562500000000e-01  -2.632812500000e+00  -8.964843750000e-01 V_p168_SHW
  2169    0   1.0000000000000000e+00   2.5576171875000000e+00  -1.2207031250000000e-01   2.557617187500e+00  -1.122070312500e+00 V_p169_HAE
  2170    0   1.0000000000000000e+00  -1.1337890625000000e+00   3.5664062500000000e+00  -1.133789062500e+00   2.566406250000e+00 V_p170_PDN
  2171    0   1.0000000000000000e+00  -9.0136718750000000e-01  -1.6699218750000000e+00  -9.013671875000e-01  -2.669921875000e+00 V_p171_SHS
  2172    0   1.0000000000000000e+00   2.4785156250000000e+00   2.3652343750000000e+00   2.478515625000e+00   1.365234375000e+00 V_p172_SDE
  2173    0   1.0000000000000000e+00  -2.7617187500000000e+00   1.6708984375000000e+00  -2.761718750000e+00   6.708984375000e-01 V_p173_PDW
  2174    0   1.0000000000000000e+00   1.5908203125000000e+00  -1.3701171875000000e+00   1.590820312500e+00  -2.370117187500e+00 V_p174_HAS
  2175    0   1.0000000000000000e+00   4.3066406250000000e-01   3.8349609375000000e+00   4.306640625000e-01   2.834960937500e+00 V_p175_SDN
  2176    0   1.0000000000000000e+00  -2.2412109375000000e+00  -8.0761718750000000e-01  -2.241210937500e+00  -1.807617187500e+00 V_p176_SHW
  2177    0   1.0000000000000000e+00   2.8857421875000000e+00   8.1738281250000000e-01   2.885742187500e+00  -1.826171875000e-01 V_p177_HAE
  2178    0   1.0000000000000000e+00  -2.0136718750000000e+00   3.0927734375000000e+00  -2.013671875000e+00   2.092773437500e+00 V_p178_PDW
  2179    0   1.0000000000000000e+00   7.1289062500000000e-02  -1.9160156250000000e+00   7.128906250000e-02  -2.916015625000e+00 V_p179_HAS
  2180    0   1.0000000000000000e+00   1.9248046875000000e+00   3.2070312500000000e+00   1.924804687500e+00   2.207031250000e+00 V_p180_SDN
  2181    0   1.0000000000000000e+00  -2.9228515625000000e+00   6.7187500000000000e-01  -2.922851562500e+00  -3.281250000000e-01 V_p181_SHW
  2182    0   1.0000000000000000e+00   2.3876953125000000e+00  -7.3925781250000000e-01   2.387695312500e+00  -1.739257812500e+00 V_p182_HAS
  2183    0   1.0000000000000000e+00  -5.8789062500000000e-01   3.9082031250000000e+00  -5.878906250000e-01   2.908203125000e+00 V_p183_PDN
  2184    0   1.0000000000000000e+00  -1.5371093750000000e+00  -1.5517578125000000e+00  -1.537109375000e+00  -2.551757812500e+00 V_p184_SHS
  2185    0   1.0000000000000000e+00   2.8691406250000000e+00   1.8466796875000000e+00   2.869140625000e+00   8.466796875000e-01 V_p185_SDE
  2186    0   1.0000000000000000e+00  -2.6992187500000000e+00   2.3193359375000000e+00  -2.699218750000e+00   1.319335937500e+00 V_p186_PDW
  2187    0   1.0000000000000000e+00   1.1035156250000000e+00  -1.8076171875000000e+00   1.103515625000e+00  -2.807617187500e+00 V_p187_HAS
  2188    0   1.0000000000000000e+00   1.0869140625000000e+00   3.8281250000000000e+00   1.086914062500e+00   2.828125000000e+00 V_p188_SDN
  2189    0   1.0000000000000000e+00  -2.7226562500000000e+00  -3.5644531250000000e-01  -2.722656250000e+00  -1.356445312500e+00 V_p189_SHW
  2190    0   1.0000000000000000e+00   2.9365234375000000e+00   1.5722656250000000e-01   2.936523437500e+00  -8.427734375000e-01 V_p190_HAE
  2191    0   1.0000000000000000e+00  -1.6025390625000000e+00   3.6162109375000000e+00  -1.602539062500e+00   2.616210937500e+00 V_p191_PDN
  2192    0   1.0000000000000000e+00  -5.8789062500000000e-01  -2.0234375000000000e+00  -5.878906250000e-01  -3.023437500000e+00 V_p192_SHS
  2193    0   1.0000000000000000e+00   2.4863281250000000e+00   2.8398437500000000e+00   2.486328125000e+00   1.839843750000e+00 V_p193_SDN
  2194    0   1.0000000000000000e+00  -3.0888671875000000e+00   1.3242187500000000e+00  -3.088867187500e+00   3.242187500000e-01 V_p194_PDW
  2195    0   1.0000000000000000e+00   2.0673828125000000e+00  -1.3349609375000000e+00   2.067382812500e+00  -2.334960937500e+00 V_p195_HAS
  2196    0   1.0000000000000000e+00   5.2734375000000000e-02   4.1308593750000000e+00   5.273437500000e-02   3.130859375000e+00 V_p196_SDN
  2197    0   1.0000000000000000e+00  -2.1630859375000000e+00  -1.2822265625000000e+00  -2.163085937500e+00  -2.282226562500e+00 V_p197_SHW
  2198    0   1.0000000000000000e+00   3.1494140625000000e+00   1.2226562500000000e+00   3.149414062500e+00   2.226562500000e-01 V_p198_SDE
  2199    0   1.0000000000000000e+00  -2.4824218750000000e+00   2.9707031250000000e+00  -2.482421875000e+00   1.970703125000e+00 V_p199_PDW
  2200    0   1.0000000000000000e+00   5.0097656250000000e-01  -2.1435546875000000e+00   5.009765625000e-01  -3.143554687500e+00 V_p200_HAS
  2201    0   1.0000000000000000e+00   1.7607421875000000e+00   3.6669921875000000e+00   1.760742187500e+00   2.666992187500e+00 V_p201_SDN
  2202    0   1.0000000000000000e+00  -3.1123046875000000e+00   2.1972656250000000e-01  -3.112304687500e+00  -7.802734375000e-01 V_p202_SHW
  2203    0   1.0000000000000000e+00   2.8339843750000000e+00  -5.3320312500000000e-01   2.833984375000e+00  -1.533203125000e+00 V_p203_HAE
  2204    0   1.0000000000000000e+00  -1.0585937500000000e+00   4.0576171875000000e+00  -1.058593750000e+00   3.057617187500e+00 V_p204_PDN
  2205    0   1.0000000000000000e+00  -1.2900390625000000e+00  -1.9814453125000000e+00  -1.290039062500e+00  -2.981445312500e+00 V_p205_SHS
  2206    0   1.0000000000000000e+00   2.9765625000000000e+00   2.3320312500000000e+00   2.976562500000e+00   1.332031250000e+00 V_p206_SDE
  2207    0   1.0000000000000000e+00  -3.1074218750000000e+00   2.0332031250000000e+00  -3.107421875000e+00   1.033203125000e+00 V_p207_PDW
  2208    0   1.0000000000000000e+00   1.5996093750000000e+00  -1.8720703125000000e+00   1.599609375000e+00  -2.872070312500e+00 V_p208_HAS
  2209    0   1.0000000000000000e+00   7.6367187500000000e-01   4.2119140625000000e+00   7.636718750000e-01   3.211914062500e+00 V_p209_SDN
  2210    0   1.0000000000000000e+00  -2.7431640625000000e+00  -8.6035156250000000e-01  -2.743164062500e+00  -1.860351562500e+00 V_p210_SHW
  2211    0   1.0000000000000000e+00   3.2919921875000000e+00   5.1660156250000000e-01   3.291992187500e+00  -4.833984375000e-01 V_p211_HAE
  2212    0   1.0000000000000000e+00  -2.1093750000000000e+00   3.5908203125000000e+00  -2.109375000000e+00   2.590820312500e+00 V_p212_PDW
  2213    0   1.0000000000000000e+00  -1.9531250000000000e-01  -2.3486328125000000e+00  -1.953125000000e-01  -3.348632812500e+00 V_p213_SHS
  2214    0   1.0000000000000000e+00   2.4160156250000000e+00   3.3466796875000000e+00   2.416015625000e+00   2.346679687500e+00 V_p214_SDN
  2215    0   1.0000000000000000e+00  -3.3798828125000000e+00   9.0136718750000000e-01  -3.379882812500e+00  -9.863281250000e-02 V_p215_SHW
  2216    0   1.0000000000000000e+00   2.5693359375000000e+00  -1.2187500000000000e+00   2.569335937500e+00  -2.218750000000e+00 V_p216_HAS
  2217    0   1.0000000000000000e+00  -3.9746093750000000e-01   4.3847656250000000e+00  -3.974609375000e-01   3.384765625000e+00 V_p217_PDN
  2218    0   1.0000000000000000e+00  -2.0009765625000000e+00  -1.7753906250000000e+00  -2.000976562500e+00  -2.775390625000e+00 V_p218_SHW
  2219    0   1.0000000000000000e+00   3.3632812500000000e+00   1.6972656250000000e+00   3.363281250000e+00   6.972656250000e-01 V_p219_SDE
  2220    0   1.0000000000000000e+00  -2.9628906250000000e+00   2.7646484375000000e+00  -2.962890625000e+00   1.764648437500e+00 V_p220_PDW
  2221    0   1.0000000000000000e+00   9.9609375000000000e-01  -2.3164062500000000e+00   9.960937500000e-01  -3.316406250000e+00 V_p221_HAS
  2222    0   1.0000000000000000e+00   1.5107421875000000e+00   4.1308593750000000e+00   1.510742187500e+00   3.130859375000e+00 V_p222_SDN
  2223    0   1.0000000000000000e+00  -3.2412109375000000e+00  -2.9296875000000000e-01  -3.241210937500e+00  -1.292968750000e+00 V_p223_SHW
  2224    0   1.0000000000000000e+00   3.2763671875000000e+00  -2.4121093750000000e-01   3.276367187500e+00  -1.241210937500e+00 V_p224_HAE
  2225    0   1.0000000000000000e+00  -1.5830078125000000e+00   4.1406250000000000e+00  -1.583007812500e+00   3.140625000000e+00 V_p225_PDN
  2226    0   1.0000000000000000e+00  -9.5800781250000000e-01  -2.3984375000000000e+00  -9.580078125000e-01  -3.398437500000e+00 V_p226_SHS
  2227    0   1.0000000000000000e+00   3.0136718750000000e+00   2.8662109375000000e+00   3.013671875000e+00   1.866210937500e+00 V_p227_SDE
  2228    0   1.0000000000000000e+00  -3.4970703125000000e+00   1.6621093750000000e+00  -3.497070312500e+00   6.621093750000e-01 V_p228_PDW
  2229    0   1.0000000000000000e+00   2.1396484375000000e+00  -1.8613281250000000e+00   2.139648437500e+00  -2.861328125000e+00 V_p229_HAS
  2230    0   1.0000000000000000e+00   3.5644531250000000e-01   4.5693359375000000e+00   3.564453125000e-01   3.569335937500e+00 V_p230_SDN
  2231    0   1.0000000000000000e+00  -2.6845703125000000e+00  -1.4003906250000000e+00  -2.684570312500e+00  -2.400390625000e+00 V_p231_SHW
  2232    0   1.0000000000000000e+00   3.6152343750000000e+00   9.5605468750000000e-01   3.615234375000e+00  -4.394531250000e-02 V_p232_HAE
  2233    0   1.0000000000000000e+00  -2.6464843750000000e+00   3.4833984375000000e+00  -2.646484375000e+00   2.483398437500e+00 V_p233_PDW
  2234    0   1.0000000000000000e+00   2.7441406250000000e-01  -2.6328125000000000e+00   2.744140625000e-01  -3.632812500000e+00 V_p234_HAS
  2235    0   1.0000000000000000e+00   2.2607421875000000e+00   3.8759765625000000e+00   2.260742187500e+00   2.875976562500e+00 V_p235_SDN
  2236    0   1.0000000000000000e+00  -3.6230468750000000e+00   4.0429687500000000e-01  -3.623046875000e+00  -5.957031250000e-01 V_p236_SHW
  2237    0   1.0000000000000000e+00   3.0859375000000000e+00  -1.0156250000000000e+00   3.085937500000e+00  -2.015625000000e+00 V_p237_HAE
  2238    0   1.0000000000000000e+00  -9.1796875000000000e-01   4.5849609375000000e+00  -9.179687500000e-01   3.584960937500e+00 V_p238_PDN
  2239    0   1.0000000000000000e+00  -1.7519531250000000e+00  -2.2763671875000000e+00  -1.751953125000e+00  -3.276367187500e+00 V_p239_SHS
  2240    0   1.0000000000000000e+00   3.5185546875000000e+00   2.2373046875000000e+00   3.518554687500e+00   1.237304687500e+00 V_p240_SDE
  2241    0   1.0000000000000000e+00  -3.4433593750000000e+00   2.4707031250000000e+00  -3.443359375000e+00   1.470703125000e+00 V_p241_PDW
  2242    0   1.0000000000000000e+00   1.5517578125000000e+00  -2.4238281250000000e+00   1.551757812500e+00  -3.423828125000e+00 V_p242_HAS
  2243    0   1.0000000000000000e+00   1.1728515625000000e+00   4.5869140625000000e+00   1.172851562500e+00   3.586914062500e+00 V_p243_SDN
  2244    0   1.0000000000000000e+00  -3.2998046875000000e+00  -8.5937500000000000e-01  -3.299804687500e+00  -1.859375000000e+00 V_p244_SHW
  2245    0   1.0000000000000000e+00   3.7041015625000000e+00   1.3867187500000000e-01   3.704101562500e+00  -8.613281250000e-01 V_p245_HAE
  2246    0   1.0000000000000000e+00  -2.1582031250000000e+00   4.1494140625000000e+00  -2.158203125000e+00   3.149414062500e+00 V_p246_PDW
  2247    0   1.0000000000000000e+00  -5.3808593750000000e-01  -2.7939453125000000e+00  -5.380859375000e-01  -3.793945312500e+00 V_p247_SHS
  2248    0   1.0000000000000000e+00   2.9716796875000000e+00   3.4433593750000000e+00   2.971679687500e+00   2.443359375000e+00 V_p248_SDN
  2249    0   1.0000000000000000e+00  -3.8564453125000000e+00   1.2060546875000000e+00  -3.856445312500e+00   2.060546875000e-01 V_p249_PDW
  2250    0   1.0000000000000000e+00   2.7148437500000000e+00  -1.7675781250000000e+00   2.714843750000e+00  -2.767578125000e+00 V_p250_HAS
  2251    0   1.0000000000000000e+00  -1.3281250000000000e-01   4.8896484375000000e+00  -1.328125000000e-01   3.889648437500e+00 V_p251_PDN
  2252    0   1.0000000000000000e+00  -2.5390625000000000e+00  -1.9697265625000000e+00  -2.539062500000e+00  -2.969726562500e+00 V_p252_SHW
  2253    0   1.0000000000000000e+00   3.8935546875000000e+00   1.4765625000000000e+00   3.893554687500e+00   4.765625000000e-01 V_p253_SDE
  2254    0   1.0000000000000000e+00  -3.2050781250000000e+00   3.2880859375000000e+00  -3.205078125000e+00   2.288085937500e+00 V_p254_PDW
  2255    0   1.0000000000000000e+00   8.2128906250000000e-01  -2.8671875000000000e+00   8.212890625000e-01  -3.867187500000e+00 V_p255_HAS
  2256    0   1.0000000000000000e+00   2.0146484375000000e+00   4.4189453125000000e+00   2.014648437500e+00   3.418945312500e+00 V_p256_SDN
  2257    0   1.0000000000000000e+00  -3.8095703125000000e+00  -1.6503906250000000e-01  -3.809570312500e+00  -1.165039062500e+00 V_p257_SHW
  2258    0   1.0000000000000000e+00   3.6093750000000000e+00  -7.2070312500000000e-01   3.609375000000e+00  -1.720703125000e+00 V_p258_HAE
  2259    0   1.0000000000000000e+00  -1.5048828125000000e+00   4.7216796875000000e+00  -1.504882812500e+00   3.721679687500e+00 V_p259_PDN
  2260    0   1.0000000000000000e+00  -1.4091796875000000e+00  -2.7753906250000000e+00  -1.409179687500e+00  -3.775390625000e+00 V_p260_SHS
  2261    0   1.0000000000000000e+00   3.6035156250000000e+00   2.8388671875000000e+00   3.603515625000e+00   1.838867187500e+00 V_p261_SDE
  2262    0   1.0000000000000000e+00  -3.9140625000000000e+00   2.0820312500000000e+00  -3.914062500000e+00   1.082031250000e+00 V_p262_PDW
  2263    0   1.0000000000000000e+00   2.1630859375000000e+00  -2.4560546875000000e+00   2.163085937500e+00  -3.456054687500e+00 V_p263_HAS
  2264    0   1.0000000000000000e+00   7.4218750000000000e-01   5.0253906250000000e+00   7.421875000000e-01   4.025390625000e+00 V_p264_SDN
  2265    0   1.0000000000000000e+00  -3.2783203125000000e+00  -1.4765625000000000e+00  -3.278320312500e+00  -2.476562500000e+00 V_p265_SHW
  2266    0   1.0000000000000000e+00   4.1064453125000000e+00   6.1035156250000000e-01   4.106445312500e+00  -3.896484375000e-01 V_p266_HAE
  2267    0   1.0000000000000000e+00  -2.7753906250000000e+00   4.0732421875000000e+00  -2.775390625000e+00   3.073242187500e+00 V_p267_PDW
  2268    0   1.0000000000000000e+00  -3.0273437500000000e-02  -3.1572265625000000e+00  -3.027343750000e-02  -4.157226562500e+00 V_p268_SHS
  2269    0   1.0000000000000000e+00   2.8408203125000000e+00   4.0566406250000000e+00   2.840820312500e+00   3.056640625000e+00 V_p269_SDN
  2270    0   1.0000000000000000e+00  -4.1757812500000000e+00   6.6406250000000000e-01  -4.175781250000e+00  -3.359375000000e-01 V_p270_SHW
  2271    0   1.0000000000000000e+00   3.3193359375000000e+00  -1.5830078125000000e+00   3.319335937500e+00  -2.583007812500e+00 V_p271_HAS
  2272    0   1.0000000000000000e+00  -7.0507812500000000e-01   5.1621093750000000e+00  -7.050781250000e-01   4.162109375000e+00 V_p272_PDN
  2273    0   1.0000000000000000e+00  -2.3007812500000000e+00  -2.5595703125000000e+00  -2.300781250000e+00  -3.559570312500e+00 V_p273_SHS
  2274    0   1.0000000000000000e+00   4.1162109375000000e+00   2.0751953125000000e+00   4.116210937500e+00   1.075195312500e+00 V_p274_SDE
  2275    0   1.0000000000000000e+00  -3.7763671875000000e+00   2.9960937500000000e+00  -3.776367187500e+00   1.996093750000e+00 V_p275_PDW
  2276    0   1.0000000000000000e+00   1.4423828125000000e+00  -3.0380859375000000e+00   1.442382812500e+00  -4.038085937500e+00 V_p276_HAS
