# The Wright-Fisher run m2_N100: memory two (65536 strategies), N = 100, beta = 3, mu = 1e-4, eps = 1e-4, uniform mutants,
# 10 replicates per game of 1e8 generations, the second half of each sampled; the run the paper draws in SI Figures 4 and 5 (rows d-f) and SI Figure 3 a-h.
# Source (not deposited): DiskM2WF/Data/dw2_e4{.idx,.bin,.win} (the Cannon kit dw2, job 45049704); atoms: the exact eps -> 0 classification (DiskM2WF/Opt/exact.py: BinM2NE1's census for stability, the ca17 rival mask, self-play efficiency).
# Written by provenance/four-runs/reduce_runs.py through the loader of the published figures (wfdata.load).
# 
# Columns (one row per game, ipt order 0..511; the games are data/games/games.csv):
#   ipt          the game's index (gid = 2000 + ipt in the packs)
#   isl          the game's task index in the Cannon array of the run (runs.csv)
#   seed1        the seed of its first replicate; replicate r = 1..10 ran on seed1 + r - 1
#   u, v         the game, (R, S, T, P) = (1, u, 1 + v, 0), as the pack gives it (equal to games.csv bit for bit)
#   emax         Emax = max(R, (S + T)/2), from the pack
#   pay          the mean per-round payoff of the population over the sampled halves of the ten replicates
#   E            the realised efficiency, the pack's mean of pay/Emax over the replicates: the left column of
#                Figure 4 / SI Figure 4 (black where E < 0)
#   efsd         the s.d. of pay/Emax over the ten replicates
#   nrep         replicates found (10 at every game)
#   S_000..S_111 the share of the population (time x individuals, second half of each replicate, ten replicates
#                pooled) held by the strategies of each atom, efficient-stable-competitive, in the eps -> 0
#                classification; the seven add to 1 (101 is empty): the atom panels of SI Figures 2 and 3
#   N_000..N_111 the number of strategies of the space in each atom at the game (they add to 65536)
#   P_eff, P_nash, P_comp   the share of the population with each property, the sum of S over its atoms
#                (efficient 100+110+111, stable 010+110+011+111, competitive 001+011+111): Figure 5 / SI Figure 5
#   abundant     the integer code 4e+2n+c of the most abundant atom (largest S among the atoms with N > 0):
#                the middle column of Figure 4 / SI Figure 4 and panels h, p of SI Figures 2 and 3
#   enriched     the integer code of the most enriched atom (largest S/N among the atoms with N > 0):
#                the right column of Figure 4 / SI Figure 4
#   neff         the effective number of strategies, 1/sum_s pi(s)^2, pi the pooled abundance of each strategy
#   maxpi        the largest pi(s), the share of the most abundant single strategy
#   top          that strategy (memory-two genome code 0..65535, as in the census; ALLD 0, ALLC 65535)
ipt,isl,seed1,u,v,emax,pay,E,efsd,nrep,S_000,S_100,S_010,S_001,S_110,S_011,S_111,N_000,N_100,N_010,N_001,N_110,N_011,N_111,P_eff,P_nash,P_comp,abundant,enriched,neff,maxpi,top
128,1752,9017511,-0.33984375,2.2744140625,1.46728515625,1.4011840883,0.95495008751,0.01333604,10,0.08563501272786157,0.02532635777611699,0.0,0.0229577321868302,0.4430772258466374,0.0031319262725651447,0.4198717451899889,59904,2752,0,2443,240,117,80,0.8882753288127432,0.8660808973091914,0.4459614036493842,6,7,126.04983362897156,0.02398944465144609,20355
129,1755,9017541,-1.29296875,-1.9169921875,1.0,0.99857273593,0.99857273593,5.377343e-05,10,0.00023722185941055858,0.0,1.916621996838636e-05,8.12947996982143e-06,0.999734074740649,1.2105000046625038e-06,1.9719999759478562e-07,44468,0,10797,1904,7631,728,8,0.9997342719406466,0.9997546486606196,9.53717997207872e-06,6,6,817.1731038796553,0.009949393555695131,7865
130,1758,9017571,2.259765625,0.54296875,1.9013671875,1.8810919852,0.98933651401,0.006816754,10,0.04649692065178476,0.02612412981945763,0.0,0.003315012096153236,0.8721451874752497,0.0,0.05191874995735465,59904,1504,0,2560,1488,0,80,0.9501880672520621,0.9240639374326044,0.055233762053507884,6,7,137.73529346650392,0.026853173949377022,53947
131,1761,9017601,-2.0439453125,1.130859375,1.0,0.75382602528,0.75382602528,0.03113325,10,0.16893569751835721,0.07894550479628348,0.0,0.06060147822940912,0.5965978355583621,0.07132237652478274,0.023597107372805022,55265,7168,0,2132,463,500,8,0.6991404477274507,0.69151731945595,0.15552096212699687,6,7,424.15804890765156,0.01479727869033169,32843
132,1764,9017631,0.74609375,-2.2255859375,1.0,0.99878160435,0.99878160435,0.0001885644,10,0.0010992932202794827,0.0,0.0,0.00011533052155670272,0.6243501078702784,0.0,0.3744352683878853,56776,0,0,1121,6120,0,1519,0.9987853762581638,0.9987853762581638,0.37455059890944203,6,7,1138.4510647832462,0.003397753696695545,25903
133,1767,9017661,0.9580078125,2.15625,2.05712890625,2.024063425,0.98392639315,0.01264397,10,0.04499494998382494,0.045377134760728625,0.0,0.002003871449879107,0.837301150425785,0.0,0.07032289337978231,59904,2112,0,2560,880,0,80,0.953001178566296,0.9076240438055674,0.07232676482966142,6,6,115.22068190057698,0.02892585482546772,8373
134,1770,9017691,-2.173828125,-0.947265625,1.0,0.99856930919,0.99856930919,4.327541e-05,10,0.0002631413994596922,0.0,1.8746519867686483e-05,8.45917997625492e-06,0.9961777594888407,2.0618799809203783e-06,0.0035298315318746513,46937,0,8328,1645,7631,987,8,0.9997075910207154,0.999728399420564,0.0035403525918318267,6,7,852.2003404025845,0.006289097952067209,51783
135,1773,9017721,2.25390625,-0.7734375,1.240234375,1.1607633862,0.93592260431,0.009233645,10,0.15688119052583457,0.056369351557297366,0.003669543380426632,0.2211765078897746,0.09514660314881244,0.0836106560536185,0.38314614744423603,59869,2928,35,1914,64,646,80,0.5346621021503458,0.5655729500270936,0.6879333113876291,7,7,234.31761626248652,0.024981062798217636,24485
136,1776,9017751,-1.1455078125,2.103515625,1.0,0.71145339733,0.71145339733,0.009537145,10,0.4440488048301388,0.05982816610859901,0.0,0.3135544685890128,0.0,0.16495680762750084,0.017611752844748484,55265,7631,0,2341,0,291,8,0.0774399189533475,0.1825685604722493,0.49612302906126216,0,7,549.0424465042304,0.011606083250527784,20354
137,1779,9017781,-0.5791015625,-2.3369140625,1.0,0.99868834994,0.99868834994,4.48211e-05,10,0.00022771341986217096,0.0,1.598078001414264e-05,1.932813997266662e-05,0.8022726926197572,0.0,0.1974642850403938,47610,0,9166,1121,6120,0,1519,0.999736977660151,0.9997529584401652,0.19748361318036645,6,6,916.0719552381122,0.0043237176719142,23111
138,1782,9017811,2.015625,1.337890625,2.1767578125,2.1751903359,0.99927990309,5.504952e-05,10,0.0011414927217626302,0.7293313293135357,0.0,3.2613600256358684e-05,0.25700825695484975,0.0,0.012486307409595693,59904,1504,0,2560,1488,0,80,0.9988258936779811,0.2694945643644454,0.012518921009852052,4,4,18.01264143859245,0.15484923157285257,8418
139,1785,9017841,-2.4013671875,0.376953125,1.0,0.84842303973,0.84842303973,0.02123604,10,0.07515531241670077,0.011253295762350273,0.052237129126762046,0.013876870482197167,0.7836391700313461,0.061898616642675236,0.0019396055379685938,54868,4903,397,1681,2728,951,8,0.7968320713316649,0.899714521338752,0.077715092662841,6,6,573.2654210093011,0.007419938701919291,37135
140,1788,9017871,1.5244140625,-1.9091796875,1.0,0.99768804235,0.99768804235,0.0003527381,10,0.005030325482507453,0.013884722608971852,0.0,0.0008719995981633208,0.502696746837627,0.0,0.47751620547273044,56776,4156,0,1121,1964,0,1519,0.9940976749193293,0.9802129523103574,0.47838820507089375,6,7,999.0271180846121,0.004509199411577793,35903
141,1791,9017901,0.1669921875,2.44921875,1.80810546875,1.7544027048,0.97029887642,0.006458219,10,0.06850808300316488,0.02413753459202011,0.0,0.011442731468184007,0.7057064812669598,0.0,0.19020516966967135,59904,2248,0,2560,744,0,80,0.9200491855286512,0.8959116509366312,0.20164790113785536,6,7,173.76490683143916,0.020251000243911434,20363
142,1794,9017931,-1.7861328125,-1.701171875,1.0,0.99851555922,0.99851555922,3.889071e-05,10,0.00023524767980633338,0.0,2.0699879970600123e-05,7.970239985024071e-06,0.9992654064090056,1.4509400043817838e-06,0.0004692248512280563,43876,0,11389,1791,7631,841,8,0.9997346312602337,0.9997567820802086,0.00047864603121746215,6,6,891.5032227366256,0.0056793433653801306,58729
143,1797,9017961,2.478515625,0.048828125,1.763671875,1.7268762968,0.97913694789,0.005929948,10,0.06596757179996794,0.02109421917863656,0.0,0.021762530821326363,0.7654683650122528,0.0,0.12570731318781625,59904,1984,0,2560,1008,0,80,0.9122698973787056,0.891175678200069,0.14746984400914262,6,7,180.98541471983953,0.02310505314025374,15149
144,1800,9017991,-1.869140625,1.646484375,1.0,0.51558713702,0.51558713702,0.01713307,10,0.38448236480975695,0.10151814132583689,0.0,0.1240149699696164,0.20916756809735826,0.13565369016916268,0.04516326562826872,55265,7452,0,2194,179,438,8,0.3558489750514639,0.38998452389478966,0.3048319257670478,0,7,1036.1913695014302,0.012370399190113693,19079
145,1803,9018021,0.267578125,-2.48828125,1.0,0.99884141818,0.99884141818,5.729942e-05,10,0.0002685633593306328,0.0,4.898039984918183e-06,2.2944219972025156e-05,0.7813539526166291,0.0,0.2183496417640834,54055,0,2721,1121,6120,0,1519,0.9997035943807124,0.9997084924206974,0.21837258598405543,6,7,884.7026481005896,0.009322297743685098,24569
146,1806,9018051,1.4912109375,2.025390625,2.25830078125,2.243799048,0.99357847577,0.004921399,10,0.01886826974018607,0.008533586473242358,0.0,0.0009143834174288524,0.9321392155862019,0.0,0.03954454478294092,59904,1504,0,2560,1488,0,80,0.9802173468423852,0.9716837603691428,0.040458928200369774,6,6,110.20917336475259,0.029960099558679818,56533
147,1809,9018081,-2.4794921875,-0.48828125,1.0,0.98174474734,0.98174474734,0.01048926,10,0.0046878399713465935,0.0,0.026871213224250647,0.0003719703383755783,0.9664026066330723,0.001111556580055613,0.000554813252899357,51289,0,3976,1669,7631,963,8,0.9669574198859717,0.994940189690278,0.0020383401713305483,6,6,795.3401619596298,0.004823705643626726,44905
148,1812,9018111,2.16796875,-1.3203125,1.0,0.99563325839,0.99563325839,0.000548785,10,0.03012881951976241,0.13935311534237255,0.0,0.02271215515429125,0.058486405967178974,0.0,0.7493195040163949,56776,5998,0,1121,122,0,1519,0.9471590253259464,0.8078059099835739,0.7720316591706862,7,7,1048.6010500275213,0.003238423960202632,51127
149,1815,9018141,-0.7099609375,2.4501953125,1.3701171875,1.2849069609,0.93780807412,0.0150228,10,0.10511795238158436,0.028428915703961617,0.0,0.03148516872439695,0.3894332822159805,0.00746028999947137,0.4380743909746053,59904,2848,0,2346,144,214,80,0.8559365888945474,0.8349679631900572,0.47701984969847366,7,7,147.1703087911626,0.020646013302754077,18978
150,1818,9018171,-1.13671875,-2.296875,1.0,0.99852517382,0.99852517382,7.201014e-05,10,0.0002219338400300166,0.0,2.0122680074797836e-05,1.8619140013141742e-05,0.7934557164135811,0.0,0.20628360792630074,44998,0,11778,1121,6120,0,1519,0.9997393243398819,0.9997594470199567,0.20630222706631388,6,7,839.5944250797772,0.005159748720551179,60777
151,1821,9018201,2.4013671875,0.9306640625,2.166015625,2.1545159403,0.99469085793,0.002730273,10,0.027547398074154943,0.07760988240513687,0.0,0.0004671798306721507,0.8513806084490059,0.0,0.042994931241030106,59904,1504,0,2560,1488,0,80,0.9719854220951729,0.894375539690036,0.04346211107170225,6,6,127.36902349986077,0.03340603773479551,20731
152,1824,9018231,-2.41015625,0.9404296875,1.0,0.74979451321,0.74979451321,0.0200413,10,0.140820274167086,0.018881280238137125,0.010628404346457034,0.03788119612791116,0.6618651811227125,0.11011854965244784,0.019805114345248426,55227,6057,38,1865,1574,767,8,0.7005515757060982,0.8024172494668659,0.16780486012560744,6,7,466.99561656497133,0.009759837761107601,36875
153,1827,9018261,1.1474609375,-2.33203125,1.0,0.99746687556,0.99746687556,0.0003277303,10,0.004347796678167276,0.02420018642740078,0.0,0.0005422527381313731,0.5195892581951003,0.0,0.4513205059612002,56776,4156,0,1121,1964,0,1519,0.9951099505837012,0.9709097641563005,0.45186275869933157,6,7,974.9065665172433,0.0064121219279151525,1727
154,1830,9018291,0.732421875,2.505859375,2.119140625,2.0593598459,0.97179008396,0.02399251,10,0.06211320924497133,0.05520598312049707,0.0,0.004856911818716205,0.7865206997406922,0.0,0.09130319607512324,59904,2112,0,2560,880,0,80,0.9330298789363125,0.8778238958158154,0.09616010789383946,6,7,134.58086541531037,0.039224498009698745,21716
155,1833,9018321,-2.2431640625,-1.359375,1.0,0.99844964453,0.99844964453,4.681775e-05,10,0.0002311343193001662,0.0,2.2996359843901077e-05,7.829059971057704e-06,0.9958854738542005,1.8149799947622196e-06,0.0038507514266896657,43359,0,11906,1645,7631,987,8,0.9997362252808901,0.9997610366207288,0.0038603954666554855,6,7,885.9849642913857,0.005607690659810345,37305
156,1836,9018351,2.583984375,-0.515625,1.5341796875,1.4632457369,0.95376424859,0.006175871,10,0.09802831485394829,0.021156968664248543,0.0011292990425535634,0.07790360075052605,0.45212319708960924,0.02547280083115285,0.32418581876796154,59888,2720,16,2146,272,414,80,0.7974659845218193,0.8029111157312772,0.4275622203496404,6,7,178.36343805514568,0.027045570265273607,57253
157,1839,9018381,-1.564453125,2.1357421875,1.0,0.51197343203,0.51197343203,0.01148656,10,0.48820882864972537,0.09051983514243452,0.0,0.2135987428967889,0.0,0.17299110954921193,0.03468148376183933,55265,7631,0,2309,0,323,8,0.12520131890427383,0.20767259331105126,0.4212713362078402,0,7,1367.7282688325001,0.009418676609451466,23175
158,1842,9018411,-0.2900390625,-2.6435546875,1.0,0.99867351491,0.99867351491,5.691688e-05,10,0.0002357617997265655,0.0,1.2795140022917854e-05,2.0162439981650744e-05,0.7923151159485645,0.0,0.2074161646717045,49339,0,7437,1121,6120,0,1519,0.9997312806202691,0.999744075760292,0.20743632711168616,6,7,868.5136623599799,0.006171050476825437,32697
159,1845,9018441,2.0087890625,1.7607421875,2.384765625,2.3791895703,0.9976618018,0.002236909,10,0.00952148995534407,0.032002121023208034,0.0,0.00015484715764767015,0.8925226063123171,0.0,0.06579893555148335,59904,1504,0,2560,1488,0,80,0.9903236628870083,0.9583215418638004,0.06595378270913102,6,7,78.77828082064714,0.05116619541594909,19525
160,1848,9018471,-2.6826171875,0.05859375,1.0,0.87648910722,0.87648910722,0.02653068,10,0.04701797571158728,0.018106403992427886,0.09868620456438419,0.006295819818206895,0.7838689014189821,0.03862723817662545,0.007397456317786353,54345,4899,920,1669,2732,963,8,0.8093727617291964,0.9285798004777781,0.05232051431261869,6,7,534.4626450513339,0.007949745268385766,37021
161,1851,9018501,1.947265625,-1.86328125,1.0,0.99620367013,0.99620367013,0.000487473,10,0.011096756544077328,0.12192922326551206,0.0,0.0024239002238300575,0.23395426534855257,0.0,0.630595854618028,56776,5301,0,1121,819,0,1519,0.9864793432320926,0.8645501199665806,0.6330197548418581,7,7,1077.9412463783626,0.004516080490550408,48823
162,1854,9018531,-0.177734375,2.7021484375,1.76220703125,1.7007357953,0.96511690459,0.007374931,10,0.0705469229369022,0.03435212795345988,0.0,0.01736089592061535,0.5977469953103115,0.0014844033929446705,0.27850865448576634,59904,2752,0,2487,240,73,80,0.9106077777495377,0.8777400531890225,0.2973539537993264,6,7,139.7943380760506,0.025931578085488505,24069
163,1857,9018561,-1.701171875,-2.1220703125,1.0,0.99840545447,0.99840545447,5.171737e-05,10,0.0002215494599591172,0.0,2.0099720059094712e-05,7.85250000357928e-06,0.9962321597073734,1.4031400088631732e-06,0.0035169354725958202,43617,0,11648,1791,7631,841,8,0.9997490951799692,0.9997705980400372,0.0035261911126082627,6,7,839.7753418297766,0.008091789676133875,7353
164,1860,9018591,2.7001953125,0.4169921875,2.05859375,2.0071692112,0.97501957885,0.0137925,10,0.10056221574895165,0.028747958207809537,0.0,0.006316479640368044,0.8174453744098489,0.0,0.04692797199302191,59904,1856,0,2560,1136,0,80,0.8931213046106803,0.8643733464028708,0.05324445163338995,6,6,129.93992508024334,0.030539859097768622,53435
165,1863,9018621,-2.283203125,1.5234375,1.0,0.55214421773,0.55214421773,0.02316587,10,0.30821636250965256,0.09001376506873861,0.0,0.11164783132810274,0.32524551533872853,0.1301782812471753,0.034698244507602255,55265,7280,0,2129,351,503,8,0.44995752491506935,0.4901220410935061,0.27652435708288026,6,7,780.1853336317597,0.012534606261136054,23687
166,1866,9018651,0.6572265625,-2.6767578125,1.0,0.99880824361,0.99880824361,0.0001494795,10,0.0007282775215472978,0.0,1.1123600059991332e-06,5.449148071310076e-05,0.6453893595841322,0.0,0.35382675905360134,56176,0,600,1121,6120,0,1519,0.9992161186377335,0.9992172309977396,0.35388125053431446,6,7,1130.14042920526,0.0047223884664352525,33897
167,1869,9018681,1.3291015625,2.4287109375,2.37890625,2.3540999582,0.98957239624,0.00646968,10,0.030320770783978414,0.006996696477941641,0.0,0.0016247595004372267,0.8860590294769768,0.0,0.07499874376066595,59904,1504,0,2560,1488,0,80,0.9680544697155844,0.9610577732376427,0.07662350326110318,6,7,144.65686203861037,0.023051047651431417,44116
168,1872,9018711,-2.6328125,-0.896484375,1.0,0.99834513541,0.99834513541,0.0003420639,10,0.00026248885921078364,0.0,0.00023557469470059702,8.581039954060237e-06,0.9994909207461607,2.1236399784020254e-06,3.1101999550008674e-07,46937,0,8328,1645,7631,987,8,0.9994912317661563,0.9997289301008353,1.101569992796235e-05,6,6,859.1104388560265,0.006203532218219902,36713
169,1875,9018741,2.5576171875,-1.1220703125,1.2177734375,1.1452398989,0.9404375754,0.01440221,10,0.12428471992780553,0.03720121764030132,0.005613489201812595,0.23412105316386217,0.013337986711232926,0.08337166825023085,0.5020698651047546,59869,2976,35,1914,16,646,80,0.5526090694562888,0.604393009268031,0.8195625865188476,7,7,152.1865540485857,0.04594748457890111,16301
170,1878,9018771,-1.1337890625,2.56640625,1.21630859375,1.0804363475,0.88829130455,0.01140913,10,0.1575935889076696,0.020430533765493746,0.0,0.06539729415930282,0.08322007634454594,0.0175261424236807,0.6558323643993073,59904,2848,0,2297,144,263,80,0.759482974509347,0.7565785831675339,0.7387558009822908,7,7,120.79573061629631,0.028411086684531517,20363
171,1881,9018801,-0.9013671875,-2.669921875,1.0,0.99849496701,0.99849496701,4.610887e-05,10,0.00021789667989334887,0.0,1.6508940071666397e-05,1.8558599991567423e-05,0.7874919415684472,0.0,0.21225509421159622,46960,0,9816,1121,6120,0,1519,0.9997470357800433,0.999763544720115,0.21227365281158778,6,7,929.1601926658792,0.005215028764143021,39353
172,1884,9018831,2.478515625,1.365234375,2.421875,2.4205210991,0.99944096995,2.88697e-05,10,0.0005754798982401813,0.505671446990662,0.0,2.5615039955981596e-05,0.4785131752307821,0.0,0.015214282840359498,59904,1504,0,2560,1488,0,80,0.9993989050618036,0.49372745807114155,0.015239897880315479,4,4,90.36772874638609,0.04109203435160125,47355
173,1887,9018861,-2.76171875,0.6708984375,1.0,0.74789758445,0.74789758445,0.02165579,10,0.11788336548682282,0.020126288081755275,0.08719610486771223,0.02202950104195792,0.6286083031475391,0.10903931602827731,0.015117121345935566,55161,6057,104,1681,1574,951,8,0.66385171257523,0.8399608453894643,0.1461859384161708,6,7,567.3178671665282,0.008440085692002327,33097
174,1890,9018891,1.5908203125,-2.3701171875,1.0,0.99742022547,0.99742022547,0.0003926174,10,0.0048720330821154295,0.012144811412695945,0.0,0.0006257873212282272,0.5080704085181182,0.0,0.4742869596658421,56776,4156,0,1121,1964,0,1519,0.9945021795966563,0.9823573681839604,0.4749127469870703,6,7,1035.149062671491,0.0032800983200618086,20343
175,1893,9018921,0.4306640625,2.8349609375,2.1328125,2.0794890798,0.97499854291,0.007588257,10,0.05380943177082221,0.028409311445159888,0.0,0.00932650061357063,0.7808013514059239,0.0,0.12765340476452358,59904,2248,0,2560,744,0,80,0.9368640676156074,0.9084547561704475,0.1369799053780942,6,7,160.74463239382672,0.025977889173519838,8356
176,1896,9018951,-2.2412109375,-1.8076171875,1.0,0.9651106751,0.9651106751,0.1052882,10,0.00021861659946101426,0.0,0.10000384386229721,7.2914199762724225e-06,0.8986556655439232,1.7057600008297876e-06,0.0011128768143414728,43083,0,12182,1645,7631,987,8,0.8997685423582646,0.9997740919805627,0.001121873994318575,6,7,750.3582052956158,0.006997329178478295,65529
177,1899,9018981,2.8857421875,-0.1826171875,1.8515625,1.7979426533,0.97104075791,0.009409925,10,0.07240690152619601,0.06506597984909918,0.0006656424571791874,0.027913002029774717,0.6275684486575108,0.0097248177132611,0.19665520776697915,59888,2656,16,2217,336,343,80,0.8892896362735891,0.8346141165949301,0.23429302751001496,6,7,157.43547024996988,0.025383977249938617,56981
178,1902,9019011,-2.013671875,2.0927734375,1.0,0.41829644627,0.41829644627,0.0171048,10,0.4756816103168461,0.11319412304809282,0.0,0.1737626812042934,0.0,0.16937573573864623,0.06798584969212149,55265,7631,0,2205,0,427,8,0.1811799727402143,0.2373615854307677,0.4111242666350611,0,7,1086.8647508598374,0.01920116879167178,23175
179,1905,9019041,0.0712890625,-2.916015625,1.0,0.99868825151,0.99868825151,5.966048e-05,10,0.00024514913989120095,0.0,6.420380018229938e-06,2.0743180025334003e-05,0.7999430393451599,0.0,0.1997846479549055,53037,0,3739,1121,6120,0,1519,0.9997276873000653,0.9997341076800835,0.19980539113493084,6,7,915.4915286027706,0.005129282829604911,55161
180,1908,9019071,1.9248046875,2.20703125,2.56591796875,2.5539639959,0.99534124902,0.003377212,10,0.01731880469552762,0.007130701093140152,0.0,0.00017338901945580207,0.9338183543703746,0.0,0.041558750821501886,59904,1504,0,2560,1488,0,80,0.9825078062850167,0.9753771051918765,0.04173213984095769,6,6,91.92994660134033,0.03877564899006993,48341
181,1911,9019101,-2.9228515625,-0.328125,1.0,0.93880153361,0.93880153361,0.0181338,10,0.017870914737117334,0.0,0.08231928948088962,0.0012778867454238962,0.8876039217495689,0.009679940153955971,0.001248047133044247,52697,0,2568,1645,7631,987,8,0.8888519688826132,0.9808511985174588,0.012205874032424114,6,7,693.9018697355125,0.01133793405588356,36874
182,1914,9019131,2.3876953125,-1.7392578125,1.0,0.99551516056,0.99551516056,0.000425233,10,0.02049468863834565,0.10339822356479478,0.0,0.0073123233281622325,0.06443080317447722,0.0,0.8043639612942202,56776,5998,0,1121,122,0,1519,0.9721929880334922,0.8687947644686974,0.8116762846223824,7,7,928.4732736472118,0.004140443166406698,65495
183,1917,9019161,-0.587890625,2.908203125,1.66015625,1.5728134387,0.94738880074,0.008206927,10,0.08856912862443458,0.02899036606060186,0.0,0.027484746140598586,0.5221433719511572,0.005020361628841294,0.3277920255943665,59904,2816,0,2362,176,198,80,0.8789257636061256,0.8549557591743651,0.36029713336380637,6,7,164.33814233326396,0.02316533396973268,23074
184,1920,9019191,-1.537109375,-2.5517578125,1.0,0.99836738915,0.99836738915,7.940578e-05,10,0.0002103347599874605,0.0,2.079894012150871e-05,1.8380359999576695e-05,0.7832636500289847,0.0,0.21648683591090673,44287,0,12489,1121,6120,0,1519,0.9997504859398914,0.9997712848800129,0.2165052162709063,6,7,859.9294667909899,0.0058479029700821555,37321
185,1923,9019221,2.869140625,0.8466796875,2.35791015625,2.3440389544,0.99411716267,0.006449791,10,0.022275721318619362,0.003956794679989347,0.0,0.0007932413269049688,0.9097738639134483,0.0,0.0632003787610381,59904,1504,0,2560,1488,0,80,0.9769310373544757,0.9729742426744864,0.06399362008794307,6,7,105.97676974894154,0.029190408085121817,23291
186,1926,9019251,-2.69921875,1.3193359375,1.0,0.65088251653,0.65088251653,0.03173916,10,0.18718748155707093,0.06083997561461489,0.00045750962777209336,0.058275453502455145,0.5196713681796161,0.15457845396642617,0.018989757552044646,55259,7168,6,1865,463,767,8,0.5995011013462757,0.693697089325859,0.23184366502092596,6,7,513.5321942413324,0.016154276204861342,22663
187,1929,9019281,1.103515625,-2.8076171875,1.0,0.99698451798,0.99698451798,0.0003842325,10,0.004531631896911325,0.026988403714509078,0.0,0.0003576668011675278,0.5300673288535189,0.0,0.4380549687338933,56776,4156,0,1121,1964,0,1519,0.9951107013019214,0.9681222975874122,0.4384126355350609,6,7,1060.4719213451726,0.0035584419975218436,19511
188,1932,9019311,1.0869140625,2.828125,2.45751953125,2.4285006481,0.98819179957,0.005423119,10,0.030046476566257353,0.010246694294514993,0.0,0.002048619138098779,0.8754478390755658,0.0,0.08221037092556305,59904,1856,0,2560,1136,0,80,0.9679049042956438,0.9576582100011288,0.08425899006366183,6,7,127.84007232448938,0.021057909335023748,50629
189,1935,9019341,-2.72265625,-1.3564453125,1.0,0.99833194723,0.99833194723,9.560992e-05,10,0.0002290293398468418,0.0,2.300225990975344e-05,7.649779988779625e-06,0.9992825703674743,1.8240199989848549e-06,0.00045592423278139195,43359,0,11906,1645,7631,987,8,0.9997384946002557,0.9997633208801643,0.0004653980327691564,6,6,828.9348829421767,0.0060662268773537895,35321
190,1938,9019371,2.9365234375,-0.8427734375,1.546875,1.4529048566,0.93925162445,0.01325553,10,0.10690684810909487,0.14233776553392688,0.002016591956500738,0.10656941494378998,0.12716727751888185,0.0346749182613668,0.4803271836764388,59888,2928,16,2146,64,414,80,0.7498322267292475,0.6441859714131881,0.6215715168815956,7,7,156.7246478434302,0.024732513349348086,15917
191,1941,9019401,-1.6025390625,2.6162109375,1.0068359375,0.77193019204,0.76668915291,0.02534652,10,0.3006988368619039,0.04993315652915106,0.0,0.16939058357707065,0.0,0.0502053858990071,0.4297720371328674,59904,2992,0,2265,0,295,80,0.47970519366201847,0.47997742303187446,0.6493680066089451,7,7,269.88418380379943,0.01692034681542846,18954
192,1944,9019431,-0.587890625,-3.0234375,1.0,0.99851383372,0.99851383372,6.758249e-05,10,0.00021944715992883211,0.0,1.533788007235725e-05,1.7985259988775027e-05,0.8028753490404839,0.0,0.1968718806595265,47610,0,9166,1121,6120,0,1519,0.9997472297000103,0.9997625675800828,0.19688986591951527,6,6,823.4690940298328,0.006623911204338726,36601
193,1947,9019461,2.486328125,1.83984375,2.6630859375,2.6613355629,0.99934272696,4.20881e-05,10,0.0006395582209039186,0.5877772112330493,0.0,2.0012300049908318e-05,0.390871314252573,0.0,0.02069190399342395,59904,1504,0,2560,1488,0,80,0.9993404294790462,0.41156321824599695,0.020711916293473857,4,4,32.375007104893044,0.0922092201255061,8362
194,1950,9019491,-3.0888671875,0.32421875,1.0,0.81987662154,0.81987662154,0.02475372,10,0.06771630015905596,0.01146724562331275,0.08206502397507348,0.013540567060064965,0.7492587646817204,0.0706026765004092,0.005349422000363169,54440,4903,825,1669,2728,963,8,0.7660754323053962,0.9072758871575662,0.08949266556083735,6,7,575.5402720865259,0.008900339713585744,36905
195,1953,9019521,2.0673828125,-2.3349609375,1.0,0.99597062336,0.99597062336,0.0006066398,10,0.010216136412839489,0.07379241479264464,0.0,0.0017521626190960783,0.26381016778324334,0.0,0.6504291183921767,56776,4870,0,1121,1250,0,1519,0.9880317009680646,0.91423928617542,0.6521812810112727,7,7,1024.164391585366,0.003519471505013293,14135
196,1956,9019551,0.052734375,3.130859375,2.091796875,2.0239865975,0.96758276182,0.007370082,10,0.06944451504866492,0.01895309896462922,0.0,0.01530243282262497,0.6498570169450184,0.0,0.24644293621906255,59904,2248,0,2560,744,0,80,0.9152530521287102,0.896299953164081,0.2617453690416875,6,7,160.03378557345366,0.02446354556365016,18050
197,1959,9019581,-2.1630859375,-2.2822265625,1.0,0.99826974312,0.99826974312,5.720557e-05,10,0.00021863636011781862,0.0,2.273230011738236e-05,7.699600000572425e-06,0.9992432378399019,1.642680012029032e-06,0.0005060512198502477,41848,0,13417,1645,7631,987,8,0.9997492890597521,0.9997736640398815,0.0005153934998628492,6,6,897.0123148181002,0.004929793073315737,33625
198,1962,9019611,3.1494140625,0.22265625,2.18603515625,2.1443590109,0.98093528129,0.006382952,10,0.06203959824978688,0.01701232827628981,0.0,0.009207876264507146,0.8244689417209561,0.0,0.08727125548846013,59904,1984,0,2560,1008,0,80,0.9287525254857061,0.9117401972094162,0.09647913175296727,6,7,154.47799682315775,0.020449725954857733,15813
