# The Wright-Fisher run m1_N100: memory one (16 strategies), N = 100, beta = 3, mu = 1e-4, eps = 1e-4, uniform mutants,
# 10 replicates per game of 1e8 generations, the second half of each sampled; the run the paper draws in SI Figures 4 and 5 (rows a-c) and SI Figure 2 a-h.
# Source (not deposited): DiskM1WF/Data/mw2_e4.tsv (the Cannon kit mw, sf2.f / prod2); atoms: DiskM1WF/Data/m1_atoms_512.npz (the exact eps -> 0 classification of the 16 strategies at the 512 games).
# Written by provenance/four-runs/reduce_runs.py through the loader of the published figures (wfdata.load).
# 
# Columns (one row per game, ipt order 0..511; the games are data/games/games.csv):
#   ipt          the game's index (gid = 2000 + ipt in the packs)
#   isl          the game's task index in the Cannon array of the run (runs.csv)
#   seed1        the seed of its first replicate; replicate r = 1..10 ran on seed1 + r - 1
#   u, v         the game, (R, S, T, P) = (1, u, 1 + v, 0), as the pack gives it (equal to games.csv bit for bit)
#   emax         Emax = max(R, (S + T)/2), from the pack
#   pay          the mean per-round payoff of the population over the sampled halves of the ten replicates
#   E            the realised efficiency, the pack's mean of pay/Emax over the replicates: the left column of
#                Figure 4 / SI Figure 4 (black where E < 0)
#   nrep         replicates found (10 at every game)
#   S_000..S_111 the share of the population (time x individuals, second half of each replicate, ten replicates
#                pooled) held by the strategies of each atom, efficient-stable-competitive, in the eps -> 0
#                classification; the seven add to 1 (101 is empty): the atom panels of SI Figures 2 and 3
#   N_000..N_111 the number of strategies of the space in each atom at the game (they add to 16)
#   P_eff, P_nash, P_comp   the share of the population with each property, the sum of S over its atoms
#                (efficient 100+110+111, stable 010+110+011+111, competitive 001+011+111): Figure 5 / SI Figure 5
#   abundant     the integer code 4e+2n+c of the most abundant atom (largest S among the atoms with N > 0):
#                the middle column of Figure 4 / SI Figure 4 and panels h, p of SI Figures 2 and 3
#   enriched     the integer code of the most enriched atom (largest S/N among the atoms with N > 0):
#                the right column of Figure 4 / SI Figure 4
#   neff         the effective number of strategies, 1/sum_s pi(s)^2, pi the pooled abundance of each strategy
#   maxpi        the largest pi(s), the share of the most abundant single strategy
#   top          that strategy (memory-one index 0..15: bit j = 1 means C after the outcome j = 0..3 for CC, CD, DC, DD;
#                ALLD 0, Grim 1, TFT 5, WSLS 9, ALLC 15)
#   split        1 where the ten replicates split between two basins (some atom's share has a
#                between-replicate s.d. above 0.05, measured from the per-replicate abundances), else 0
#   split_sd     that largest between-replicate s.d. (0 where split = 0)
ipt,isl,seed1,u,v,emax,pay,E,nrep,S_000,S_100,S_010,S_001,S_110,S_011,S_111,N_000,N_100,N_010,N_001,N_110,N_011,N_111,P_eff,P_nash,P_comp,abundant,enriched,neff,maxpi,top,split,split_sd
56,171,11001701,0.193359375,-1.3876953125,1.0,0.999589107,0.999589107,10,9.356354e-05,0.0,6.78458e-06,0.00035374366,9.02888e-06,0.0,0.99953687934,10,0,1,2,1,0,2,0.99954590822,0.9995526928,0.999890623,7,7,2.0015377554427483,0.50604560684,15,0,0.0
57,174,11001731,0.802734375,1.1650390625,1.48388671875,1.1469719,0.7729511193,10,0.98385511594,0.0,0.0,0.01614488406,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01614488406,0,0,1.9649976602196442,0.67260486182,13,0,0.0
58,177,11001761,-1.392578125,-0.3203125,1.0,0.9992846603,0.9992846603,10,0.00022542486,0.0,1.6346e-05,1.504972e-05,0.99971900964,2.416978e-05,0.0,8,0,1,2,3,2,0,0.99971900964,0.99975952542,3.92195e-05,6,6,1.0005894978127057,0.99970536596,9,0,0.0
59,180,11001791,1.2548828125,-0.7109375,1.0,0.9998434062,0.9998434062,10,0.00017402146,1.710896e-05,0.0,0.00072356774,0.0,0.0,0.99908530184,11,1,0,2,0,0,2,0.9991024108,0.99908530184,0.99980886958,7,7,2.0030895286538937,0.50799232412,7,0,0.0
60,183,11001821,-0.44921875,1.384765625,1.0,0.2981843916,0.2981843916,10,0.2000501877,0.0375269878,0.0,0.44509420196,0.0,0.31732862254,0.0,9,3,0,3,0,1,0,0.0375269878,0.31732862254,0.7624228245,1,3,4.704590310164936,0.31732862254,0,0,0.0
61,186,11001851,-0.6103515625,-1.3369140625,1.0,0.9994224391,0.9994224391,10,0.00022470428,0.0,1.702874e-05,0.00012545696,0.99961766156,1.514846e-05,0.0,7,0,2,2,3,2,0,0.99961766156,0.9996498387599999,0.00014060542,6,6,2.7757165172620075,0.41647634502,7,0,0.0
62,189,11001881,1.365234375,0.5791015625,1.47216796875,1.254547299,0.8521767394,10,0.99309016192,0.0,0.0,0.00690983808,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00690983808,0,0,4.6987516679816075,0.2600358965,11,0,0.0
63,192,11001911,-1.4111328125,0.4990234375,1.0,0.9020291645,0.9020291645,10,0.0101202429,0.00132791338,0.0,0.0094107949,0.89480840602,0.0843326428,0.0,9,2,0,2,1,2,0,0.8961363194,0.97914104882,0.0937434377,6,6,1.2432852145940814,0.89480840602,9,0,0.0
64,195,11001941,0.708984375,-1.3330078125,1.0,0.9996791755,0.9996791755,10,0.0001027934,0.0,0.0,0.00040690342,9.30352e-06,0.0,0.99948099966,11,0,0,2,1,0,2,0.99949030318,0.99949030318,0.9998879030800001,7,7,2.001578049893065,0.5076328673,15,0,0.0
65,198,11001971,0.380859375,1.474609375,1.427734375,0.6366823622,0.4459389459,10,0.65629186726,0.0,0.0,0.34370813274,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.34370813274,0,1,3.5317829500502826,0.45341999446,2,0,0.0
66,201,11002001,-1.2880859375,-0.8369140625,1.0,0.949348652,0.949348652,10,0.00024566822,0.0,0.09999427166,0.00012587386,0.89961366344,2.052282e-05,0.0,7,0,2,2,3,2,0,0.89961366344,0.99962845792,0.00014639668000000002,6,6,2.942988510616262,0.40672537942,7,1,0.3161
67,204,11002031,1.5283203125,-0.2548828125,1.13671875,1.065503938,0.937350543,10,0.0056160041,0.0,0.0,0.95363242252,0.0,0.04075157338,0.0,12,0,0,2,0,2,0,0.0,0.04075157338,0.9943839959,1,1,1.0996848680678217,0.95315656312,13,0,0.0
68,207,11002061,-0.962890625,1.2314453125,1.0,0.1517733558,0.1517733558,10,0.09030159004,0.06417991076,0.0,0.08352268372,0.0,0.76199581548,0.0,9,3,0,2,0,2,0,0.06417991076,0.76199581548,0.8455184992,3,3,3.3471498923403233,0.38741853652,0,0,0.0
69,210,11002091,-0.1220703125,-1.5712890625,1.0,0.9995187616,0.9995187616,10,7.048568e-05,0.0,2.237434e-05,0.00032053114,8.23306e-06,0.0,0.99957837578,8,0,3,2,1,0,2,0.99958660884,0.99960898318,0.9998989069199999,7,7,2.0015604919867145,0.50376812598,7,0,0.0
70,213,11002121,1.1611328125,1.0849609375,1.623046875,1.38814354,0.8552701474,10,0.9631028134,0.0,0.0,0.0368971866,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.0368971866,0,0,1.660260173823988,0.74411752412,13,0,0.0
71,216,11002151,-1.6025390625,-0.015625,1.0,0.9992739364,0.9992739364,10,0.00022997636,0.0,2.22724e-05,1.522594e-05,0.99970030766,3.221764e-05,0.0,8,0,1,2,3,2,0,0.99970030766,0.9997547977,4.744358e-05,6,6,1.0006264834251846,0.99968688902,9,0,0.0
72,219,11002181,1.201171875,-1.0791015625,1.0,0.9997909573,0.9997909573,10,0.00012022798,1.12473e-05,0.0,0.00052864496,0.0,0.0,0.99933987976,11,1,0,2,0,0,2,0.9993511270600001,0.99933987976,0.9998685247200001,7,7,2.0024939337831253,0.50397389064,15,0,0.0
73,222,11002211,-0.158203125,1.6201171875,1.23095703125,0.4661443431,0.3786844961,10,0.3217418498,0.0,0.0,0.36899968148,0.0,0.30925846872,0.0,12,0,0,3,0,1,0,0.0,0.30925846872,0.6782581502,1,3,5.437344516744877,0.30925846872,0,0,0.0
74,225,11002241,-0.9853515625,-1.3125,1.0,0.9993652596,0.9993652596,10,0.00021574922,0.0,1.722806e-05,0.00011935246,0.99963237698,1.529328e-05,0.0,7,0,2,2,3,2,0,0.99963237698,0.99966489832,0.00013464574,6,6,2.7797841957250875,0.40265978898,15,0,0.0
75,228,11002271,1.6259765625,0.3037109375,1.46484375,1.234018177,0.8424230753,10,0.94637789088,0.0,0.0,0.05362210912,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.05362210912,0,0,1.131884548994472,0.9384382036,11,1,0.1672
76,231,11002301,-1.4150390625,0.880859375,1.0,0.2361863388,0.2361863388,10,0.08952963404,0.0068631859,0.0,0.09261130936,0.16205426528,0.64894160542,0.0,9,2,0,2,1,2,0,0.16891745118,0.8109958707,0.74155291478,3,3,4.100701855895579,0.337065057,0,0,0.0
77,234,11002331,0.4521484375,-1.6171875,1.0,0.9996050628,0.9996050628,10,8.448496e-05,0.0,6.58864e-06,0.00035469072,8.10682e-06,0.0,0.99954612886,10,0,1,2,1,0,2,0.99955423568,0.99956082432,0.9999008195800001,7,7,2.0018125536969773,0.50047150484,15,0,0.0
78,237,11002361,0.765625,1.5087890625,1.63720703125,0.8187453752,0.5000866473,10,0.99897722034,0.0,0.0,0.00102277966,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00102277966,0,0,1.0039986669139769,0.99800632032,2,0,0.0
79,240,11002391,-1.595703125,-0.6005859375,1.0,0.899286858,0.899286858,10,0.0002081305,0.0,0.1999588015,1.845324e-05,0.79979119034,2.342442e-05,0.0,7,0,2,2,3,2,0,0.79979119034,0.99977341626,4.187766e-05,6,6,1.5717460505332004,0.77192148342,9,1,0.4215
80,243,11002421,1.59375,-0.6396484375,1.0,0.9987911945,0.9987911945,10,0.00286653446,0.00076676362,0.0,0.08797907076,0.0,0.0,0.90838763116,11,1,0,2,0,0,2,0.90915439478,0.90838763116,0.99636670192,7,7,2.3791178706746936,0.45921198506,7,0,0.0
81,246,11002451,-0.7490234375,1.5595703125,1.0,0.2349280034,0.2349280034,10,0.15919370864,0.0331263535,0.0,0.1325921061,0.0,0.67508783176,0.0,9,3,0,2,0,2,0,0.0331263535,0.67508783176,0.8076799378599999,3,3,4.090641228526063,0.34252060724,0,0,0.0
82,249,11002481,-0.5048828125,-1.66796875,1.0,0.9994273123,0.9994273123,10,6.006994e-05,0.0,2.923834e-05,0.00028600346,0.0999796781,0.0,0.89964501016,7,0,4,2,1,0,2,0.99962468826,0.9996539266,0.8999310136199999,7,7,2.4114899263005225,0.4513784329,7,1,0.3161
83,252,11002511,1.509765625,0.89453125,1.7021484375,1.351700881,0.7941145739,10,0.9951330981,0.0,0.0,0.0048669019,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.0048669019,0,0,2.7212451974349348,0.45460561156,2,0,0.0
84,255,11002541,-1.73046875,0.3623046875,1.0,0.9561249281,0.9561249281,10,0.0038037855,0.00069624216,0.0,0.00222124812,0.95371967164,0.03955905258,0.0,9,2,0,2,1,2,0,0.9544159138,0.9932787242200001,0.041780300699999995,6,6,1.0984381403938297,0.95371967164,9,0,0.0
85,258,11002571,1.0380859375,-1.4462890625,1.0,0.9997190118,0.9997190118,10,9.713712e-05,8.74072e-06,0.0,0.00043082118,0.0,0.0,0.99946330098,11,1,0,2,0,0,2,0.9994720417,0.99946330098,0.9998941221600001,7,7,2.0021219932893715,0.50153766316,15,0,0.0
86,261,11002601,0.212890625,1.7802734375,1.49658203125,0.6464259323,0.4319348481,10,0.4103910895,0.0,0.0,0.5896089105,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.5896089105,1,1,4.220538085445995,0.43627085746,0,0,0.0
87,264,11002631,-1.369140625,-1.1767578125,1.0,0.5994388803,0.5994388803,10,0.00013782786,0.0,2.4045e-05,0.00022750346,0.59985255108,0.3997580726,0.0,6,0,3,2,3,2,0,0.59985255108,0.99963466868,0.39998557606,6,6,2.985464788541356,0.49987904086,9,1,0.5162
88,267,11002661,1.81640625,-0.0576171875,1.37939453125,1.195917059,0.8669869509,10,0.04103096278,0.0,0.0,0.95378272886,0.0,0.00518630836,0.0,12,0,0,2,0,2,0,0.0,0.00518630836,0.95896903722,1,1,1.1004755211071795,0.95266606044,13,0,0.0
89,270,11002691,-1.3095703125,1.2783203125,1.0,0.1200800946,0.1200800946,10,0.07757798724,0.05273282124,0.0,0.0792648701,0.0,0.79042432142,0.0,9,3,0,2,0,2,0,0.05273282124,0.79042432142,0.86968919152,3,3,3.1353042468018253,0.40447149772,0,0,0.0
90,273,11002721,0.103515625,-1.83984375,1.0,0.999524185,0.999524185,10,7.866168e-05,0.0,6.4903e-06,0.00031927754,7.53446e-06,0.0,0.99958803602,10,0,1,2,1,0,2,0.99959557048,0.99960206078,0.9999073135600001,7,7,2.0014997160899615,0.50410557214,15,0,0.0
91,276,11002751,1.1748046875,1.435546875,1.80517578125,1.010551925,0.5598080451,10,0.9998196828,0.0,0.0,0.0001803172,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.0001803172,0,0,1.1675515090866648,0.92443352772,2,0,0.0
92,279,11002781,-1.84765625,-0.2666015625,1.0,0.9992217736,0.9992217736,10,0.00021004698,0.0,1.725096e-05,1.438166e-05,0.9997330487,2.52717e-05,0.0,8,0,1,2,3,2,0,0.9997330487,0.9997755713600001,3.965336e-05,6,6,1.0005605457248181,0.99971983162,9,0,0.0
93,282,11002811,1.552734375,-1.05859375,1.0,0.9998521485,0.9998521485,10,0.00012199682,1.137666e-05,0.0,0.0006978789,0.0,0.0,0.99916874762,11,1,0,2,0,0,2,0.9991801242799999,0.99916874762,0.9998666265199999,7,7,2.003313890458055,0.5009137192,7,0,0.0
94,285,11002841,-0.43359375,1.8408203125,1.20361328125,0.3951221425,0.3282799789,10,0.24714287614,0.0,0.0,0.45527591458,0.0,0.29758120928,0.0,12,0,0,3,0,1,0,0.0,0.29758120928,0.7528571238599999,1,3,5.049712455525757,0.29758120928,0,0,0.0
95,288,11002871,-0.9306640625,-1.6611328125,1.0,0.9993625271,0.9993625271,10,0.00020100474,0.0,1.521034e-05,0.0001282121,0.99964150804,1.406478e-05,0.0,7,0,2,2,3,2,0,0.99964150804,0.9996707831599999,0.00014227688,6,6,2.4094370536300462,0.46295553216,15,0,0.0
96,291,11002901,1.8193359375,0.599609375,1.70947265625,1.37095952,0.801978034,10,0.99963091146,0.0,0.0,0.00036908854,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00036908854,0,0,1.0792280355046,0.96227199052,11,0,0.0
97,294,11002931,-1.7578125,0.7919921875,1.0,0.2494973201,0.2494973201,10,0.11500273928,0.00607725386,0.0,0.12719354238,0.16201071246,0.58971575202,0.0,9,2,0,2,1,2,0,0.16808796632,0.75172646448,0.7169092944000001,3,3,4.5813951423648085,0.29913163758,0,0,0.0
98,297,11002961,0.7666015625,-1.7822265625,1.0,0.9996342059,0.9996342059,10,8.633304e-05,0.0,0.0,0.00036471586,7.62818e-06,0.0,0.99954132292,11,0,0,2,1,0,2,0.9995489511,0.9995489511,0.99990603878,7,7,2.001828787636263,0.50069929066,15,0,0.0
99,300,11002991,0.642578125,1.84375,1.7431640625,0.8647921293,0.4961048406,10,0.98790023484,0.0,0.0,0.01209976516,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01209976516,0,0,1.0281899300845965,0.986159068,2,0,0.0
100,303,11003021,-1.73046875,-0.9306640625,1.0,0.3995366926,0.3995366926,10,0.00011569868,0.0,1.639138e-05,0.0003071791,0.39990201422,0.59965871662,0.0,7,0,2,2,3,2,0,0.39990201422,0.9995771222200001,0.59996589572,3,3,3.6387185578910373,0.30434177958,1,1,0.5162
101,306,11003051,1.916015625,-0.4853515625,1.21533203125,1.10658632,0.9105218092,10,0.00667368024,0.0,0.0,0.97985046064,0.0,0.01347585912,0.0,12,0,0,2,0,2,0,0.0,0.01347585912,0.9933263197600001,1,1,1.0427608904811199,0.97922585304,13,0,0.0
102,309,11003081,-1.091796875,1.662109375,1.0,0.1678392936,0.1678392936,10,0.11482806588,0.0329662049,0.0,0.10992329096,0.0,0.74228243826,0.0,9,3,0,2,0,2,0,0.0329662049,0.74228243826,0.8522057292199999,3,3,3.4982054194397816,0.38228084596,0,0,0.0
103,312,11003111,-0.3193359375,-1.9755859375,1.0,0.9994424589,0.9994424589,10,6.172198e-05,0.0,2.06432e-05,0.00029580846,7.27372e-06,0.0,0.99961455264,8,0,3,2,1,0,2,0.99962182636,0.99964246956,0.9999103611,7,7,2.001374484580145,0.50438675686,15,0,0.0
104,315,11003141,1.5791015625,1.248046875,1.91357421875,1.481322647,0.774112983,10,0.98855178068,0.0,0.0,0.01144821932,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.01144821932,0,0,2.8401526932177386,0.48988867438,2,0,0.0
105,318,11003171,-2.01953125,0.1474609375,1.0,0.9933168268,0.9933168268,10,0.00048355856,8.386496e-05,0.0,0.00011646356,0.99359724812,0.0057188648,0.0,9,2,0,2,1,2,0,0.9936811130800001,0.99931611292,0.00583532836,6,6,1.0129125168908744,0.99359724812,9,0,0.0
106,321,11003201,1.3974609375,-1.4814453125,1.0,0.9997721435,0.9997721435,10,9.559786e-05,8.5595e-06,0.0,0.00048145896,0.0,0.0,0.99941438368,11,1,0,2,0,0,2,0.99942294318,0.99941438368,0.99989584264,7,7,2.002323910764427,0.50129165018,15,0,0.0
107,324,11003231,-0.0302734375,2.048828125,1.50927734375,0.6252930349,0.4142996233,10,0.35779530058,0.0,0.0,0.32553312932,0.0,0.3166715701,0.0,12,0,0,3,0,1,0,0.0,0.3166715701,0.64220469942,0,3,5.750275186881235,0.3166715701,0,0,0.0
108,327,11003261,-1.3701171875,-1.5400390625,1.0,0.9493155222,0.9493155222,10,0.00018819864,0.0,0.09999765828,0.00011409034,0.89968538722,1.466552e-05,0.0,6,0,3,2,3,2,0,0.89968538722,0.9996977110199999,0.00012875586,6,6,2.942548207768086,0.40644377266,7,1,0.3161
109,330,11003291,2.0625,0.2119140625,1.63720703125,1.397918441,0.8538434139,10,0.28320753396,0.0,0.0,0.71679246604,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.71679246604,1,1,1.7892823980113908,0.71276578952,13,0,0.0
110,333,11003321,-1.6728515625,1.244140625,1.0,0.1066292301,0.1066292301,10,0.07786799982,0.04706053104,0.0,0.0883192086,0.0,0.78675226054,0.0,9,3,0,2,0,2,0,0.04706053104,0.78675226054,0.87507146914,3,3,3.1618991283368834,0.39605746898,0,0,0.0
111,336,11003351,0.3955078125,-2.0595703125,1.0,0.9995410088,0.9995410088,10,7.448504e-05,0.0,6.4057e-06,0.00032055244,7.16144e-06,0.0,0.99959139538,10,0,1,2,1,0,2,0.99959855682,0.99960496252,0.9999119478199999,7,7,2.001234786660276,0.50686544136,7,0,0.0
112,339,11003381,1.10546875,1.7958984375,1.95068359375,0.9798418733,0.5023069228,10,0.99971949496,0.0,0.0,0.00028050504,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00028050504,0,0,1.0077753948159467,0.99613379922,2,0,0.0
113,342,11003411,-2.0400390625,-0.5810546875,1.0,-0.0002241852,-0.0002241852,10,5.50285e-05,0.0,1.41288e-05,0.00049090836,2.328312e-05,0.99941665122,0.0,7,0,2,2,3,2,0,2.328312e-05,0.99945406314,0.99990755958,3,3,2.0020719234868642,0.5054357013,0,0,0.0
114,345,11003441,1.9072265625,-0.955078125,1.0,0.9988305959,0.9988305959,10,0.00224215454,0.00059064474,0.0,0.08406503146,0.0,0.0,0.91310216926,11,1,0,2,0,0,2,0.913692814,0.91310216926,0.99716720072,7,7,2.3588860585465117,0.46075201214,7,0,0.0
115,348,11003471,-0.765625,2.00390625,1.119140625,0.3423239366,0.3058810742,10,0.22219267828,0.0,0.0,0.17884309718,0.0,0.59896422454,0.0,12,0,0,2,0,2,0,0.0,0.59896422454,0.77780732172,3,3,4.749219923349932,0.3082406039,0,0,0.0
116,351,11003501,-0.7939453125,-2.005859375,1.0,0.999365829,0.999365829,10,5.449298e-05,0.0,2.75511e-05,0.00027277136,7.22644e-06,0.0,0.99963795812,7,0,4,2,1,0,2,0.99964518456,0.99967273566,0.99991072948,7,7,2.0014487380523995,0.4999084008,7,0,0.0
117,354,11003531,1.951171875,0.9482421875,1.94970703125,1.652898814,0.8477677866,10,0.93770961382,0.0,0.0,0.06229038618,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.06229038618,0,0,2.52246821815845,0.55087550876,11,1,0.1941
118,357,11003561,-2.08984375,0.6220703125,1.0,0.3474458218,0.3474458218,10,0.05000522138,0.00560101278,0.0,0.04529804602,0.31307640524,0.58601931458,0.0,9,2,0,2,1,2,0,0.31867741802000005,0.89909571982,0.6313173606,3,6,3.668847757363672,0.31307640524,9,0,0.0
119,360,11003591,1.126953125,-1.880859375,1.0,0.9996768942,0.9996768942,10,8.40896e-05,7.44852e-06,0.0,0.00039116626,0.0,0.0,0.99951729562,11,1,0,2,0,0,2,0.99952474414,0.99951729562,0.99990846188,7,7,2.0016907005902396,0.50524460462,15,0,0.0
120,363,11003621,0.44140625,2.16015625,1.80078125,0.6674350558,0.3706363867,10,0.52159245716,0.0,0.0,0.47840754284,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.47840754284,0,1,3.711705986578522,0.38909829776,2,0,0.0
121,366,11003651,-1.794921875,-1.3017578125,1.0,0.6493784249,0.6493784249,10,0.00014555472,0.0,0.09999920324,0.00017555666,0.59981475034,0.29986493504,0.0,6,0,3,2,3,2,0,0.59981475034,0.99967888862,0.3000404917,6,6,5.716194305141633,0.20508460726,7,1,0.5162
122,369,11003681,2.2138671875,-0.25390625,1.47998046875,1.261879918,0.8526328182,10,0.11000602896,0.0,0.0,0.87608506568,0.0,0.01390890536,0.0,12,0,0,2,0,2,0,0.0,0.01390890536,0.88999397104,1,1,1.2929124718285137,0.8744719009,13,0,0.0
123,372,11003711,-1.46875,1.6923828125,1.0,0.1161842022,0.1161842022,10,0.0807430453,0.03440233674,0.0,0.0879449123,0.0,0.79690970566,0.0,9,3,0,2,0,2,0,0.03440233674,0.79690970566,0.88485461796,3,3,3.090559871989081,0.40401312826,0,0,0.0
124,375,11003741,-0.060546875,-2.251953125,1.0,0.9994473317,0.9994473317,10,5.829844e-05,0.0,2.00816e-05,0.00029315236,6.96682e-06,0.0,0.99962150078,8,0,3,2,1,0,2,0.9996284676,0.9996485492,0.99991465314,7,7,2.0000318199289016,0.51342010256,15,0,0.0
125,378,11003771,1.5732421875,1.6279296875,2.1005859375,1.50324375,0.7156306832,10,0.9997700954,0.0,0.0,0.0002299046,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.0002299046,0,0,1.731534032721004,0.70483447304,2,0,0.0
126,381,11003801,-2.2724609375,-0.138671875,1.0,0.06627514739,0.06627514739,10,6.879228e-05,0.0,8.17156e-06,0.00054476486,0.06651070018,0.93286757112,0.0,8,0,1,2,3,2,0,0.06651070018,0.99938644286,0.93341233598,3,3,2.2745835353817934,0.47345420686,1,1,0.2103
127,384,11003831,1.7783203125,-1.4404296875,1.0,0.999839073,0.999839073,10,9.722426e-05,8.77262e-06,0.0,0.00060137538,0.0,0.0,0.99929262774,11,1,0,2,0,0,2,0.99930140036,0.99929262774,0.9998940031200001,7,7,2.0007697781578204,0.51568623292,15,0,0.0
128,387,11003861,-0.33984375,2.2744140625,1.46728515625,0.5445884264,0.3711537761,10,0.27408913386,0.0,0.0,0.46052497464,0.0,0.2653858915,0.0,12,0,0,3,0,1,0,0.0,0.2653858915,0.72591086614,1,3,5.399080435695382,0.2653858915,0,0,0.0
129,390,11003891,-1.29296875,-1.9169921875,1.0,0.9992781285,0.9992781285,10,0.00017860338,0.0,2.208442e-05,0.00012086736,0.99966485736,1.358748e-05,0.0,6,0,3,2,3,2,0,0.99966485736,0.99970052926,0.00013445484,6,6,2.4110034169726875,0.45505496452,7,0,0.0
130,393,11003921,2.259765625,0.54296875,1.9013671875,1.451500638,0.763398384,10,0.9994786973,0.0,0.0,0.0005213027,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.0005213027,0,0,1.0052346099506342,0.99739257518,11,0,0.0
131,396,11003951,-2.0439453125,1.130859375,1.0,0.1254518059,0.1254518059,10,0.11912284892,0.03901680672,0.0,0.14576784162,0.0,0.69609250274,0.0,9,3,0,2,0,2,0,0.03901680672,0.69609250274,0.84186034436,3,3,3.7851489243106027,0.35774720546,0,0,0.0
132,399,11003981,0.74609375,-2.2255859375,1.0,0.9995725129,0.9995725129,10,7.861518e-05,0.0,0.0,0.00033297114,6.97152e-06,0.0,0.99958144216,11,0,0,2,1,0,2,0.99958841368,0.99958841368,0.9999144133,7,7,2.001667073750319,0.50078883874,15,0,0.0
133,402,11004011,0.9580078125,2.15625,2.05712890625,1.028600674,0.5000176075,10,0.99901565236,0.0,0.0,0.00098434764,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00098434764,0,0,1.0034960148394425,0.99825628444,2,0,0.0
134,405,11004041,-2.173828125,-0.947265625,1.0,0.1995816443,0.1995816443,10,7.886296e-05,0.0,1.458996e-05,0.00030964794,0.19997279336,0.79962410578,0.0,7,0,2,2,3,2,0,0.19997279336,0.9996114891,0.79993375372,3,3,2.7788405470416633,0.40928487932,1,1,0.4215
135,408,11004071,2.25390625,-0.7734375,1.240234375,1.119269474,0.9024660955,10,0.00823084924,0.0,0.0,0.97927645988,0.0,0.01249269088,0.0,12,0,0,2,0,2,0,0.0,0.01249269088,0.99176915076,1,1,1.0441202051842688,0.97858805586,13,0,0.0
136,411,11004101,-1.1455078125,2.103515625,1.0,0.254582866,0.254582866,10,0.16522990106,0.02020287042,0.0,0.15380247894,0.0,0.66076474958,0.0,9,3,0,2,0,2,0,0.02020287042,0.66076474958,0.81456722852,3,3,4.18696982277742,0.33905888648,0,0,0.0
137,414,11004131,-0.5791015625,-2.3369140625,1.0,0.999356722,0.999356722,10,5.095912e-05,0.0,2.663426e-05,0.00027366758,6.91128e-06,0.0,0.99964182776,7,0,4,2,1,0,2,0.99964873904,0.9996753733,0.99991549534,7,7,2.0013919791496995,0.50209216598,15,0,0.0
138,417,11004161,2.015625,1.337890625,2.1767578125,1.757693237,0.8074822227,10,0.99875162188,0.0,0.0,0.00124837812,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.00124837812,0,0,2.893786092699209,0.40363176232,2,0,0.0
139,420,11004191,-2.4013671875,0.376953125,1.0,0.3546992086,0.3546992086,10,0.00373871274,0.00083461776,0.0,0.00354160938,0.35248821628,0.63939684384,0.0,9,2,0,2,1,2,0,0.35332283404,0.99188506012,0.64293845322,3,6,3.042485761019135,0.35248821628,9,1,0.0818
140,423,11004221,1.5244140625,-1.9091796875,1.0,0.9997334562,0.9997334562,10,8.338422e-05,7.37432e-06,0.0,0.00043349318,0.0,0.0,0.99947574828,11,1,0,2,0,0,2,0.9994831225999999,0.99947574828,0.9999092414599999,7,7,2.0016189316616932,0.50747130916,7,0,0.0
141,426,11004251,0.1669921875,2.44921875,1.80810546875,0.8484477425,0.4692468206,10,0.42104233728,0.0,0.0,0.57895766272,0.0,0.0,0.0,12,0,0,4,0,0,0,0.0,0.0,0.57895766272,1,1,5.302403705254241,0.34099058604,0,0,0.0
142,429,11004281,-1.7861328125,-1.701171875,1.0,0.6993054043,0.6993054043,10,0.0001377089,0.0,2.236482e-05,0.0001604616,0.69980253872,0.29987692596,0.0,6,0,3,2,3,2,0,0.69980253872,0.9997018295,0.30003738756,6,6,4.653910405385881,0.29993622356,9,1,0.4829
