# The memory-one Wright-Fisher run m1_N1000 whole: N = 1000, beta = 100, mu = 1e-2, eps = 1e-4, 10 replicates of 1e7
# generations per game; per game the number of individual-generations, over the sampled second halves of the ten
# replicates, in which each of the 16 strategies was held (DiskM1WF/Data/mw1_e4.tsv, the Cannon kit mw).
# c_k / ntot is the pooled abundance pi(k); with m1_strategy_atoms.csv it gives the atom and property shares, the
# most abundant and most enriched atom, neff, maxpi and top of m1_N1000.csv, bit for bit.
# 
# Columns: ipt (the game), ntot (the total, 10 x N x generations/2), c0..c15 (the count of strategy k; k as in
# m1_strategy_atoms.csv)
ipt,ntot,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
178,50000000000,2967782738,2051338850,608552610,592581185,412765448,26900929354,201636448,806118725,1893000242,2042768152,1191499265,1797425523,2146059625,5197565567,528061528,661914740
179,50000000000,31394889,31475765,31390601,31630962,31588408,548226862,31596664,21482852823,31358687,31614819,31356940,32881958,31568042,827522583,31568797,26761971200
180,50000000000,376005229,273961873,28484123509,695920425,45066909,41278014,61659587,116335940,157674061,122977184,14772286389,3568912040,51841093,53559710,206076341,972321696
181,50000000000,14628312418,34087907896,31948538,31922003,459773248,443557769,31650176,31810775,31679086,31726218,31478182,31716278,31618406,31724504,31451074,31723429
182,50000000000,31361972,31454307,31370073,32189796,32105915,874488678,32564834,17160767548,31387700,32311288,31446972,42517208,32592196,1030555481,33276842,30539609190
183,50000000000,8877871560,1306125430,811273321,91169029,11715048044,2188624551,81679328,51560685,168821639,145616339,75803822,50844695,10220080831,14097460523,67681303,50338900
184,50000000000,31399716,31528772,31399449,31851348,31730184,635900103,31754676,24668996089,31373131,31682813,31363751,33277172,31704158,649709655,31721258,23664607725
185,50000000000,765929108,110935302,1694871389,2408622596,67700355,56617968,198852221,240169839,325483126,78187512,7999914002,35186766734,71419652,62697776,387667976,344164444
186,50000000000,7255686539,637922847,197663269,8002452492,191429559,26019280675,117255201,4259717141,139615239,226224505,134931896,2203069973,72288853,102537014,93057722,346867075
187,50000000000,31382081,31467802,31372377,31611495,31585631,835297253,31596320,7652461180,31370411,31664099,31395084,33534599,31581479,900051114,31606810,40232022265
188,50000000000,10882790145,3471672016,30119210374,572943305,40756745,38410667,61653861,118609642,605043642,492305225,1913241725,635529979,65569053,64840833,521944341,395478447
189,50000000000,1874905296,46693397470,31867753,31956113,531378785,519772647,31619177,31877185,31615262,31749485,31425235,31801164,31609501,31783861,31444224,31796842
190,50000000000,31350804,31979802,31395195,57839314,5987146719,1436112392,124143473,1086601972,39714625,96496655,42580769,1068982266,10972598052,24346865638,162203743,4483988581
191,50000000000,5241430503,2137774484,1079709670,245185119,1055789298,20583989521,161499506,188044316,1062555695,289050840,475581027,217432995,4243312027,12476019893,369828119,172796987
192,50000000000,31384762,31477262,31394516,31658308,31609062,605229527,31612015,18604511204,31359456,31617318,31369577,32275606,31575419,620307468,31592290,29791026210
193,50000000000,423008083,198611040,17967660417,523171305,48353915,43051981,72616444,168881151,151320712,103610260,16636738776,12871300435,54915934,49422509,168393839,518943199
194,50000000000,14918875571,33803522799,32095096,31949697,457152798,439753186,31653447,31794772,31682236,31797782,31496255,31719916,31632805,31679705,31469814,31724121
195,50000000000,31370001,31462293,31369424,31656692,31590476,849179537,31721213,17430189895,31374859,31684550,31406397,34333111,31615762,993574633,31798414,30345672743
196,50000000000,26710336110,4900889561,13877970749,842435090,65773135,61271189,128584387,155529326,937220569,939221312,377925833,257101553,146707164,148741866,242264618,208027538
197,50000000000,31437347,31655974,31429474,32066776,31915854,652409069,31911593,24188777267,31385678,31830231,31390170,34075750,31892398,651589062,31898865,24124334492
198,50000000000,213725742,188213188,246651045,478378760,174174813,102921027,419562932,2720645832,292015659,212747247,389640799,19990454747,222819149,113760967,743317623,23490970470
199,50000000000,3960964046,709043680,276036917,9169464392,779101088,28134984201,172300108,761144214,380720510,452639989,256576315,4220171462,159297632,192625087,132510117,242420242
200,50000000000,31379250,31479951,31399803,31616851,31582236,537568842,31598375,21781607444,31365070,31610760,31371261,31972491,31567724,876193368,31566233,26426120341
201,50000000000,303390903,253136902,34104198527,1427356727,42132672,39646413,54623336,86721984,262742032,193109915,10699498395,1602821826,52323081,54007063,234410205,589880019
202,50000000000,14010492155,34713381835,31960691,31894750,455186902,440596094,31640200,31802739,31682831,31695970,31482996,31714574,31631077,31660632,31456735,31719819
203,50000000000,31330262,31377157,31329180,46378962,3754015224,1787268559,162732276,1981189899,34169506,95619126,37357636,841002964,6917786671,31282151325,372379758,2593911495
204,50000000000,8785258194,912197112,647069153,92315320,12550707115,3218044268,79824665,46978518,237053413,135740121,77832704,45239090,9223011056,13841344014,62562820,44822437
205,50000000000,31396097,31518170,31400769,31759605,31641110,624889838,31652871,30682245909,31357044,31596324,31364024,32748652,31609638,641069058,31615736,17672135155
206,50000000000,847162097,212146614,3673392847,1023451248,64997563,49444947,145022965,227744863,244817358,75677549,11626211721,31123885286,68438025,54045101,230788981,332772835
207,50000000000,14995325584,33635285166,32201684,32047343,439246265,548518834,31746291,31857261,31828835,31913820,31575740,31782408,31644637,31734503,31522498,31769131
208,50000000000,31386887,31482525,31380311,31628920,31587365,830063226,31636784,19693438754,31359361,31625334,31381545,33447126,31570451,890422581,31652617,28205936213
209,50000000000,12928960813,5198613919,27862271824,504841603,40999675,38876903,58024954,79197660,707107535,618623850,680345827,459685615,62372566,60459415,357578241,342039600
210,50000000000,11310045040,27441695519,31857921,32112792,489212905,605879553,31761293,4414195784,31593035,31825886,31452112,33790741,31713192,157058472,31592663,5294213092
211,50000000000,31742544,32507053,31810107,55818869,9050546864,754622125,92511510,404499160,42489398,87167277,45934118,1106996330,14041874169,22408779286,115334341,1697366849
212,50000000000,3007148564,1870915524,788451903,376349974,491688815,26434356640,191277434,579762007,1837422843,876643749,922775070,940728634,2626732458,8046097376,519981518,489667491
213,50000000000,31395809,31491841,31391958,31621976,31584973,595145440,31584796,22076685646,31361050,31592165,31376819,31911572,31563168,616771041,31568532,26332953214
214,50000000000,423338262,252923735,21950932954,695420907,45933709,42353164,67081838,126479497,133426339,108305846,16803819346,8390898127,52427221,48970114,159644290,698044651
215,50000000000,14610932750,34123351180,31954123,31892544,450445722,434915748,31653100,31799417,31684215,31688637,31490529,31729156,31618703,31651334,31473871,31718971
216,50000000000,31364471,31459736,31374997,31723424,31636092,861652255,31829270,17108352767,31370576,31726936,31445612,35814573,31732815,1005938598,32012522,30640565356
217,50000000000,10001564830,420529871,926362625,84929672,11993026081,1512061378,77140370,49894314,154682835,139832413,70649271,49437083,10737450335,13668114666,65624547,48699709
218,50000000000,31405497,31565633,31419169,31869388,31767382,640444644,31782361,23233592254,31379172,31717280,31393915,33335716,31736170,646582663,31748603,25098260153
219,50000000000,304049668,152288493,373387762,566764530,120120920,73384146,435833834,2087341068,418339865,125120802,699374127,30693172957,134568083,79037460,797366954,12939849331
220,50000000000,6360098367,923906105,169696201,9854946290,193547256,27244877276,115380121,2974246291,118926589,172983063,99773972,1249009073,62078305,92224974,84258723,284047394
221,50000000000,31390224,31489441,31387671,31608805,31580264,524776622,31589671,12499625120,31370501,31633436,31383412,31938983,31566853,831859060,31584178,35765215759
222,50000000000,337034227,301967436,36354419917,2219628517,42379266,40427537,51147441,72660953,346346767,264814720,8785663622,554583105,49607746,52591595,203038354,323688797
223,50000000000,1836392367,46759611828,31876507,31939584,517361909,506346074,31634817,31868034,31611400,31664632,31431650,31775390,31607175,31662534,31445759,31770340
224,50000000000,31330226,31454436,31343545,48249291,4162939388,2780466114,146105811,1212501626,36605172,88763939,39002521,799503799,9141429057,26532199195,205003451,4713102429
225,50000000000,6233187443,1857493635,845807548,103810225,8662073962,10442727451,94496843,52809955,292857135,169250581,98100754,52296664,9665587208,11295636762,82546902,51316932
226,50000000000,31394676,31497726,31390690,31658246,31624530,600893352,31612692,20396354543,31368475,31612811,31370861,31980465,31586134,621329273,31592704,28002732822
227,50000000000,738612630,216928298,7577795822,640432672,60504763,43858795,104643054,198135664,200123802,85312779,14386651721,25066369072,61437190,48628050,168260265,402305423
228,50000000000,14956664336,33781691234,32099578,31941278,448686004,432316198,31655973,31783524,31689601,31794233,31488980,31720104,31632785,31653848,31470217,31712107
229,50000000000,31375880,31476932,31370040,31626499,31605579,825433264,31686581,17231488481,31375602,31663170,31411844,33691887,31600156,975377846,31730475,30587085764
230,50000000000,21874599039,6436249941,18071694488,578507620,50116724,47539250,106077393,114467956,825695113,954846864,203103066,185334298,121925880,110463503,158481995,160896870
231,50000000000,5679251513,13753436782,31675856,32095274,224400857,620362308,31849529,13145277076,31517379,31848634,31429228,32998113,31832142,380353036,31750581,15909921692
232,50000000000,32369242,32911964,32416055,53773991,11542735646,514169025,74863741,159658839,42694811,74498268,43044964,256885418,15483327375,21310579350,88645666,257425645
233,50000000000,1819311887,1159491044,397044114,4020391512,1039683430,29428924557,180967166,797848500,3160516245,1125103437,556556495,4007936714,653554651,735514557,336213172,580942519
234,50000000000,31391440,31492206,31391934,31621851,31584784,574233820,31583411,22004710033,31367781,31588118,31372714,31873864,31557936,610051580,31567538,26432610990
235,50000000000,339249897,259455191,29746466492,776850563,43982494,40701034,58957441,96863523,162184014,125680522,14275556296,2987360640,50698599,50998815,204318012,780676467
236,50000000000,14389121159,34354739325,31950737,31879418,444921281,430954549,31642715,31793167,31678858,31690647,31483593,31714167,31620804,31646554,31447693,31715333
237,50000000000,31331233,31384407,31342430,37187486,1663629509,2196784113,228155015,1167048448,32262397,109246951,33921494,719923304,3953279437,37605125446,558727313,1600651017
238,50000000000,8896807558,1173641836,727381103,84487386,12193376965,2319217075,78168673,47019698,199351338,124132747,77527314,46858511,9788069097,14135012583,62419941,46528175
239,50000000000,31396821,31510538,31415696,31747210,31675847,606523664,31676079,22270066261,31374477,31633206,31368480,32159336,31634891,613530421,31654505,26130632568
240,50000000000,694919381,115300958,1934188015,2062755724,61700948,49625476,174381726,253378484,257926205,72942591,9867682339,33685605956,61913417,54675223,285757394,367246163
241,50000000000,11116136597,1671729749,136599368,2502949688,90516286,29133246671,85714693,1947461036,67401532,111754062,94013242,2157252943,49576071,81513948,77704070,676430044
242,50000000000,31398419,31495717,31390823,31613362,31593211,742184511,31605704,16871276823,31382013,31627024,31400953,32133260,31568288,865852992,31603857,31141873043
243,50000000000,11990768798,3438105272,29087860662,562193697,41296323,38820362,61225991,115885315,581555747,443209507,1937901606,633695495,64967841,62910953,528124596,411477835
244,50000000000,14179310349,34274397273,31927765,31955767,589063433,576769801,31675190,31882858,31611399,31657145,31433392,31786928,31611862,31652170,31473797,31790871
245,50000000000,31358313,31642016,31383170,53539614,8658607624,833275584,94393010,510390499,39682597,83538613,43442223,1126937825,12987089051,22973633175,130496227,2370590459
246,50000000000,4071959857,1517230837,1096119196,238958008,643445300,25295167929,180875944,236511277,896263451,347165788,500136941,281746941,4032304425,9997574261,453982972,210556873
247,50000000000,31392129,31496927,31398530,31635684,31583859,587994755,31589458,19277370360,31387618,31597200,31374890,31909112,31555585,614783691,31563698,29141366504
248,50000000000,398539429,194088511,18609135593,540091182,46132018,40806237,69190710,159077624,140268927,103734414,16632523472,12311461977,53131622,48311200,163634898,489872186
249,50000000000,14910621410,33841470197,31963559,31884044,441328799,426280401,31659473,31790084,31690468,31687044,31489952,31701781,31618268,31645617,31457053,31711850
250,50000000000,31381518,31467047,31379831,31639898,31600865,838664752,31749689,17255438448,31374530,31673650,31418467,33886737,31602036,989825945,31846241,30535050346
251,50000000000,9797072886,273631896,961946268,87785584,11944830831,1154266680,77089817,50344111,139644724,129340556,70984760,51001425,11056208742,14086256201,69266578,50328941
252,50000000000,31432954,31608329,31432815,31926603,31810316,608692819,31817478,22464248441,31384066,31766548,31386462,32991188,31788077,600698005,31781105,25945234794
253,50000000000,202042407,149136607,225122987,395806692,133849791,81772051,426368769,2919895748,262876459,136517430,337973061,25748450252,153429600,88035818,727140558,18011581770
254,50000000000,4375681103,737345960,232351710,10922692367,478792660,29185604033,144588214,1347235342,171285031,205120821,117523977,1566575711,72747613,94978546,82987146,264489766
255,50000000000,31382808,31492221,31400256,31616570,31583707,560961268,31602174,21786817689,31375157,31586860,31372374,31867586,31559886,665353699,31565976,26608461769
256,50000000000,284637525,235577256,34859434469,1875067350,41403134,39039404,52677678,83585798,309943648,214465581,9706905575,1446306291,50126517,51804014,241930049,507095711
257,50000000000,1827562541,46797954484,31868059,31925017,502485052,491787631,31625627,31844917,31615920,31672855,31421016,31764349,31615774,31643336,31442669,31770753
258,50000000000,31336857,31376878,31340501,43291840,3342006851,3320138677,148279520,1649682366,34539568,83199042,37194737,621804182,8198988813,28391696682,252828211,3782295275
259,50000000000,7521229322,1086832368,686482218,83736066,12478998125,4483069000,77102461,42311140,198622488,123888286,70981145,41637802,10497959143,12508161597,57620621,41368218
260,50000000000,31415546,31517630,31411678,31696430,31612703,584330534,31622025,29954115300,31365779,31566582,31364118,31975477,31580662,592822054,31584542,18490018940
261,50000000000,860448151,198259614,4459884309,770451285,61808416,44071092,132169265,201846290,222370612,70379191,12156665332,30215639842,64823286,46749093,216728187,277706035
262,50000000000,15059640818,33694169909,32140840,31925974,440565455,424815516,31651082,31786907,31820207,31805585,31492334,31722809,31625879,31659525,31466605,31710555
263,50000000000,31388474,31489905,31398928,31623305,31580556,792132370,31656277,17323747420,31380305,31651123,31425381,32236553,31569706,921787359,31705383,30583226955
264,50000000000,14453389126,7230940353,25522882229,330197826,40729792,39468849,62189328,79736337,613017473,757156345,209344437,186150904,68326195,65823881,172339553,168307372
265,50000000000,14170139231,34348529789,31989305,32041030,500147077,600545305,31622707,31950355,31573067,31692242,31417532,31818171,31586320,31711575,31430674,31805620
266,50000000000,31561129,31843913,31590774,53294805,11465990716,512952733,75535550,194569954,41202107,73289795,42394667,410013336,15152737676,21377971309,95072337,409979199
267,50000000000,2452605804,1723505204,657525057,417492862,398921300,28799785715,202965960,589146298,1633143061,895961945,1026305769,1081897193,2530346218,6557687780,525025891,507683943
268,50000000000,31410166,31501498,31412370,31619225,31581020,575702505,31600690,22760859664,31380144,31574500,31377751,31850654,31553264,610262478,31561120,25674752951
269,50000000000,271638949,200095145,26091141254,869220165,40911009,40564598,62765443,132189107,129811581,111497882,15497379862,5539998051,50241258,49611983,183640628,729293085
270,50000000000,14462049370,34302051171,31950619,31859958,434729490,420951184,31642435,31780164,31682838,31687486,31481737,31707561,31627473,31642614,31452022,31703878
271,50000000000,31371694,31478577,31376719,31699117,31633202,821123703,31855859,12515691874,31396131,31736672,31473415,34017295,31718295,969633199,32018671,35311775577
272,50000000000,8957684748,923781582,834015130,79186723,12756195976,1305506435,74215437,43877323,141577510,113348235,63778944,43459600,10950240432,13610681088,59286337,43164500
273,50000000000,31412231,31541584,31411541,31793992,31681969,588375685,31699626,24138190203,31365741,31646569,31375765,32191148,31645092,597807856,31648402,24296212596
274,50000000000,920078326,81626878,1314572012,823384851,66358251,43328828,194946508,384394945,628887054,70365276,5106843626,39321357720,67378985,47317597,308249976,620909167
275,50000000000,6340223642,1519460013,140837016,10745437632,151213499,28217163455,88241780,1819433778,73364250,103010203,62142487,340243571,45532021,61656182,60808453,231232018
276,50000000000,31394315,31487794,31391242,31588421,31576919,504420901,31604926,8856674364,31372494,31635835,31410250,31949693,31572642,757341024,31593443,39502985737
277,50000000000,797562641,708545930,40417106299,847687539,38691655,37338597,46220463,74555211,422695352,336675545,4978891635,557921601,50333450,52980433,295052146,337741503
278,50000000000,14003425739,34480324172,31921856,31947285,577699710,558153443,31674747,31859464,31607657,31656106,31429617,31787277,31613372,31654325,31463010,31782220
279,50000000000,31329752,31407177,31348723,49215119,5912991140,2061906499,115556563,1081859771,37059177,79364182,39958996,763269187,10907465211,23993422963,155471366,4708374174
280,50000000000,6789240054,1292267221,734960815,98456887,6420936482,15094602116,100099975,56358129,240249860,147156380,105705977,54726373,9059266783,9659092219,93147933,53732796
281,50000000000,31416480,31498785,31408823,31622248,31596947,561894221,31604752,21354910676,31373764,31583427,31370581,31891725,31555281,574161610,31559319,27130551361
282,50000000000,834910810,215982634,8006729124,704181445,58464556,41302240,100031467,187258969,188186125,82841683,14838508309,24115024425,58785821,45141849,160325220,362325323
283,50000000000,15039470793,33731228196,32080959,31888668,431911013,416932861,31656818,31775200,31687936,31724662,31479331,31708113,31637410,31643160,31471594,31703286
284,50000000000,31381597,31486383,31391920,31628024,31578785,809175055,31692631,17224432949,31380603,31663378,31412022,32373421,31590614,967322839,31775086,30619714693
285,50000000000,21164029919,8268438397,17381961009,565300739,50709406,48217958,119129865,128137732,589041903,729248958,211063291,171227884,133174525,126191844,164975292,149151278
286,50000000000,31469598,31673487,31447345,32006274,31871343,540590845,31879995,29865829381,31414526,31762122,31430648,32461520,31808624,627171374,31812057,18585370861
287,50000000000,193322778,177834719,240144280,541061605,160910305,93709845,398381513,4271688426,323040064,247475433,498699719,14313594413,249617343,104698794,950048549,27235772214
288,50000000000,2539954384,804729654,267784279,12308243485,861042362,30394334966,165079704,688273595,333238458,231960224,132237058,724199766,101828718,107651047,93230365,246211935
289,50000000000,31405119,31497714,31415608,31606396,31586715,564422482,31583833,21925924087,31376115,31574474,31387947,31842578,31546659,600868091,31561829,26530400353
290,50000000000,335470496,248932899,30677690430,845448200,43656770,39865667,56925684,90372888,182442532,130274201,13063247462,3336570545,49211711,50320151,209374759,640195605
291,50000000000,5202987081,43540780358,31925154,31890252,442855154,433163974,31621715,31819528,31663029,31692655,31464833,31719289,31620863,31635706,31450470,31709939
292,50000000000,31373704,31405500,31392362,38475309,1962820926,5006204498,150658316,1638609997,33429368,82409111,35358034,595834959,7380855571,29963373546,260241962,2757556837
293,50000000000,8552955032,866667360,656067252,72785870,13762092642,2149109347,71883708,40104419,190940287,108213891,66169928,39396429,9542130835,13786780322,55537892,39164786
294,50000000000,31413413,31518095,31409400,31675982,31628808,527862898,31645688,22482246784,31379633,31606645,31377921,32025606,31573071,605795158,31578290,26005262608
295,50000000000,660365624,114073424,2224770738,2014870116,59847293,43271145,158491545,197518528,244188002,69646060,10462329024,33162608097,59142837,46776415,222836852,259264300
296,50000000000,15261105984,33509697698,32143906,31916350,432175174,416257212,31663086,31777117,31820933,31798744,31488070,31714033,31624663,31659370,31465685,31691975
297,50000000000,31403415,31500000,31402496,31604445,31588017,584163185,31640665,17431636388,31390171,31628979,31415198,32080853,31581064,840888746,31677678,30764398700
298,50000000000,12258789974,4031651773,29570726286,509839543,39610327,37755082,56496505,76748008,647439750,494688221,903968102,476921239,63828043,60983471,422551300,348002376
299,50000000000,14175800519,34377379649,31988807,31990860,487014116,579338717,31622270,31884307,31574793,31697470,31417787,31791436,31583374,31701716,31431891,31782288
300,50000000000,31365332,31491506,31395257,52943206,11118496160,553569435,77385607,275353190,39798680,72400682,42302911,689932022,14769532994,21351673646,101447782,760911590
301,50000000000,2826064530,2050780027,784132154,283360834,583748181,27088449421,180350156,304361115,1421923777,406109440,697317534,401172054,3253355757,8989484976,450507683,278882361
302,50000000000,31403079,31499023,31428456,31616282,31585544,545382367,31588183,21703033699,31382065,31580690,31380299,31826676,31560721,567923505,31553034,26805256377
303,50000000000,340753877,187394706,20127207945,610635241,43766538,40328802,66648137,147093376,135254109,106744898,16725852242,10629831517,51440684,47492105,165350647,574205176
304,50000000000,14838353301,33948127524,31948800,31862188,423741780,409595182,31644887,31767281,31682139,31690283,31480830,31693842,31630245,31636704,31446315,31698699
305,50000000000,31380738,31482014,31394207,31652683,31603162,806910255,31780763,13614721666,31388610,31676613,31463668,32554003,31640925,930756311,31877171,34267717211
306,50000000000,9684201245,336963817,922768842,78614915,12383769852,1264994442,74898091,44495221,133427144,109742333,63139305,44204969,11209754601,13546100227,59226705,43698291
307,50000000000,31438766,31581260,31439547,31867452,31777890,530944863,31783235,24117102751,31391444,31709543,31387451,32238935,31743956,608617126,31737263,24363238518
308,50000000000,247900680,124467161,292133665,391540724,102251002,51404380,359915757,2724233345,337844504,104444400,474729055,30643693564,110930735,54141665,552765547,13427603816
309,50000000000,6048181558,1093223654,161525406,12208226892,198988469,28902840887,82817436,496490586,82500834,88068143,53901102,250142957,41121587,57131413,55288953,179550123
310,50000000000,31405022,31488096,31411046,31581686,31574831,526995868,31595130,7446537739,31397242,31620368,31405415,31873044,31555233,553743417,31600155,41094215708
311,50000000000,283987172,229268447,35443367469,2584592138,40461289,38705639,51000339,76276103,343199062,241183978,8996928426,906191743,50154613,51245981,235469227,427968374
312,50000000000,12855700247,35665595707,31899996,31930152,560371546,538031400,31663641,31846162,31617376,31653700,31435191,31763340,31619831,31643482,31459252,31768977
313,50000000000,31348528,31366821,31350689,43510382,4025498769,3761117486,125297738,1364860522,35256708,76655113,38139888,528336210,9916585906,25335616306,178147222,4476911712
314,50000000000,7120500026,1192292943,690845693,74031423,12801200461,6714514647,73073287,40432746,205021610,126226396,66946850,39541553,9949788242,10810722276,55535916,39325931
315,50000000000,31415911,31500124,31421242,31653084,31604420,511184081,31612331,26074854032,31387217,31586685,31384164,31872680,31578694,601253028,31575492,22434116815
316,50000000000,728469459,158471485,6978854959,515730527,54349145,40157146,105468304,185937396,195641107,68312773,13680671951,26716783825,58576104,45322619,191018277,276234923
317,50000000000,15118007527,33672774075,32082913,31899219,422049739,406712347,31657363,31776383,31700940,31734408,31492914,31695650,31628110,31636790,31461738,31689884
318,50000000000,31400098,31499818,31415032,31622008,31584349,774216759,31661771,16893894764,31398152,31645139,31438500,32239156,31582578,900598150,31688502,31052115224
319,50000000000,19301425474,7081263568,20288661754,523995513,46376569,44065347,86732942,96544330,829069418,732276541,221487959,208576242,95198768,87305152,176801737,180218686
320,50000000000,12794632849,30903913290,31965746,32108154,443142999,580610296,31678945,2577408077,31631734,31738377,31409886,31870499,31694880,84642765,31475429,2330076074
321,50000000000,31592202,31808843,31641916,51436055,11755431465,525449793,72260584,168418236,41098226,62868518,41951762,345321105,15368991515,21043933738,79261593,348534449
322,50000000000,1558897015,1322450541,466902121,1157144175,405181308,31511498191,228191970,606520437,1913334582,2324331381,1248027230,2241369452,1606353280,2331498626,492953792,585345899
323,50000000000,31415461,31503416,31415877,31608494,31579678,545597302,31586242,21994890200,31381397,31570017,31392481,31824934,31562756,582882791,31567585,26498221369
324,50000000000,288494633,208168475,26715445847,907815502,39734659,39629599,61808505,126213696,132535654,105137934,15070892058,5308674236,49958733,48275311,163838081,733377077
325,50000000000,14239955057,34558333002,31943618,31858893,417361275,404180996,31632597,31773963,31680982,31689208,31477953,31700061,31619930,31630022,31463831,31698612
326,50000000000,31359933,31398588,31376357,34838661,1096413658,5263647109,180254987,1338947986,32549385,85327578,33715905,467207035,5880478629,33221943804,352433930,1918106455
327,50000000000,8125012070,1022805942,754609616,70880145,13316529320,1681571975,71841934,38704113,129795989,102105154,57465403,37882544,11162446215,13337762595,52925248,37661737
328,50000000000,31416008,31541253,31423920,31728146,31666365,534145492,31659456,22090164572,31389003,31639825,31386025,32049800,31625870,541666216,31635740,26454862309
329,50000000000,1018938123,79511141,1609024073,1344963683,59426929,42104078,170327753,218851633,428027246,66666052,7208816230,37044374888,59855995,46530959,298123176,304458041
330,50000000000,15244999731,33542865710,32255078,31914159,423161448,408092368,31655160,31768652,31820689,31816720,31484149,31709734,31623474,31665591,31471499,31695838
331,50000000000,31410437,31474595,31407809,31613311,31583401,493355961,31612754,17725575863,31400165,31619861,31428381,31947650,31581908,709248416,31630146,30693109342
332,50000000000,11141400226,3167748931,30300793238,558190991,39710824,37935720,61846187,116244789,560031797,436875378,1954021993,601666976,64334010,60803676,508968301,389426963
333,50000000000,14317207248,34275141528,31898370,31968482,470199289,557304737,31608659,31850407,31560163,31641478,31427990,31774063,31574381,31642432,31421290,31779483
334,50000000000,31317760,31384669,31358313,50432831,9704281531,755341046,84726363,655463720,37967007,70332623,42000936,1082136336,13247736352,21826826588,119538886,2229155039
335,50000000000,4239772617,1711960506,831543179,106314886,1742003355,24267005260,130817588,73282023,216585862,166221356,150474369,73483309,9385228281,6672195619,162370951,70740839
336,50000000000,31425531,31497894,31405784,31605981,31583031,488500902,31585778,19417918848,31386946,31590599,31382718,31839915,31555534,576724466,31547098,29138448975
337,50000000000,741753888,185866736,12092332386,533704482,51998078,40084362,82949753,148851850,160782566,78962632,16120946281,19273678873,54898574,44275780,149982862,238930897
338,50000000000,14897405127,33912766308,31942122,31859828,411660635,397974720,31639212,31766214,31690857,31687090,31490856,31700720,31622287,31640126,31458928,31694970
339,50000000000,31391350,31485387,31412198,31635575,31584191,773408575,31726475,14059559617,31390412,31661234,31431038,32390628,31589126,912598679,31810831,33874924684
340,50000000000,427389082,148308081,394687104,63733130,12425702775,612483393,68326240,34361654,75298316,61645653,50888163,34621986,15844136090,19673355122,50572143,34491068
341,50000000000,31462211,31634595,31458276,31904929,31804475,548608669,31810796,25351059867,31399198,31713969,31395153,32285654,31741023,549928309,31754369,23170038507
342,50000000000,181961584,150873848,208392825,436620836,122057585,67121938,398366566,4658536711,257358340,148167704,341667343,19971731070,153857397,72154756,801343718,22029787779
343,50000000000,4733964517,1329549082,193533186,12516754760,306081870,29624977323,96285086,311146518,125363658,103570793,63796749,255933762,45140348,64530579,60920911,168450858
344,50000000000,31408340,31501384,31400621,31586014,31581184,534187795,31591657,12089907331,31385200,31599212,31393606,31840802,31558087,569095228,31584478,36428379061
345,50000000000,317764715,244173012,31850288767,1052450664,42452244,39284121,55076923,87705391,204211221,142170449,12083050979,2900314183,49048679,49372940,202463296,680172416
346,50000000000,3010856480,45623967659,31865428,31930560,498234396,486765880,31642422,31828949,31608281,31654905,31429936,31743211,31618952,31649325,31453686,31749930
347,50000000000,31395035,31448615,31414464,39286525,2433414193,6432737441,132426303,1657489672,34577237,75059541,36601387,496405821,9303220726,25741687362,182605859,3340229819
348,50000000000,7516497905,1064936095,682450899,67960575,13960758755,3028052484,68880095,37503624,164054333,105884833,60239394,37037008,10964739558,12153057859,51074280,36872303
349,50000000000,31425236,31514266,31415468,31654763,31602489,528135615,31611491,24226505419,31387067,31582522,31382610,31907910,31576656,532189981,31576321,24334532186
350,50000000000,687499825,122380495,2639638512,1641094081,57395134,40659456,152137994,182678676,246078433,67950040,10719945002,32898845730,56643649,43933417,212650779,230468777
351,50000000000,15344807183,33467867777,32093288,31890032,410679813,396236337,31649910,31754201,31703764,31748300,31480009,31685839,31623994,31631999,31466857,31680697
352,50000000000,31410039,31484543,31413849,31610390,31588648,506691497,31640772,16175197238,31399783,31630797,31435651,32081983,31594616,782054871,31672040,32157093283
353,50000000000,13162052031,4992809465,28019180969,438901156,40277097,38094807,57622584,76557429,653642891,508450866,775696523,422626517,60609365,57519923,383993493,311964884
354,50000000000,14379946705,34210495513,31988512,31997886,471021466,558001303,31626954,31911984,31616041,31687652,31411617,31742197,31620774,31724988,31428418,31777990
355,50000000000,31363003,31470839,31399408,50214683,11911899385,583044241,71014347,203580750,39064986,60070603,41636536,389866148,15576879326,20502019665,80972006,395504074
356,50000000000,2371255790,1675036194,760637509,300535334,494115668,29635038799,197148784,310197861,1310388144,436508898,799208075,452687347,3215829551,7217418852,537646694,286346500
357,50000000000,31409049,31499892,31423309,31626283,31576543,479560786,31585976,22117165816,31395733,31584156,31393076,31795791,31561209,568533577,31558724,26456330080
358,50000000000,382096087,190828123,21415498543,630840754,41621504,39021777,63829442,139163343,136611710,97312979,16172385021,9941951141,49470021,46118894,153468169,499782492
359,50000000000,14557096788,34270696826,31935776,31849501,402224348,389863695,31632231,31766609,31684743,31685584,31475139,31687717,31609167,31641083,31454046,31696747
360,50000000000,31406216,31487054,31407745,31681916,31609828,779375440,31830539,21015004083,31388516,31691912,31464135,32558712,31665308,969634628,31905586,26855888382
