# The memory-one Wright-Fisher run m1_N1000 whole: N = 1000, beta = 100, mu = 1e-2, eps = 1e-4, 10 replicates of 1e7
# generations per game; per game the number of individual-generations, over the sampled second halves of the ten
# replicates, in which each of the 16 strategies was held (DiskM1WF/Data/mw1_e4.tsv, the Cannon kit mw).
# c_k / ntot is the pooled abundance pi(k); with m1_strategy_atoms.csv it gives the atom and property shares, the
# most abundant and most enriched atom, neff, maxpi and top of m1_N1000.csv, bit for bit.
# 
# Columns: ipt (the game), ntot (the total, 10 x N x generations/2), c0..c15 (the count of strategy k; k as in
# m1_strategy_atoms.csv)
ipt,ntot,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
38,50000000000,32905528,47670772,32939941,68624064,66132439,1045289513,67837088,18592563617,34461012,69881424,34630638,104555885,71215400,1144379995,74211794,28512700890
39,50000000000,13494522973,6695672343,596102586,423044001,2271416692,8141844328,119187830,494170158,1354876025,2671450010,460635968,784317432,1579178917,10128650879,314389027,470540831
40,50000000000,31506221,34329847,31466009,47702139,40510425,736502879,41106195,11748298953,33323223,14476474472,31575822,73955630,45784321,1175117078,46617497,21405729289
41,50000000000,632405483,346588235,13545227851,876179763,72808881,61535628,110634170,190563514,214045116,138375571,15591010310,17152843722,85317464,89657618,310333592,582473082
42,50000000000,106084293,107629879,41466128,40650177,31919540,39796539,31351700,31559417,108230632,47990990005,40626545,35317710,39433818,1291758744,31347830,31837043
43,50000000000,31359689,31954939,31357210,40316483,38764775,1007461554,39547606,21479232098,31346535,37808619,31356172,71719692,39696237,1119041897,40227729,25928808765
44,50000000000,9757525617,3033107870,21963728567,568769759,2175264935,115382947,65325974,92630915,806102538,1440371778,818225385,581638163,2871455825,4969121764,333877809,407470154
45,50000000000,36547112,50130040,36397235,76591703,62355067,1083113894,63792593,31070853147,41445969,4891991444,40422207,101282620,78676514,1248675333,80299840,11037425282
46,50000000000,61964920,86771658,62619348,100759173,98765318,763014348,100234946,3100119282,66815356,102681131,67679859,108589402,101957270,887448178,103546466,44187033345
47,50000000000,7186325810,5566256123,572634808,337591519,1186343405,15511073978,154054501,790095375,2204969503,3068338724,862584561,1611836089,2428440521,7271700071,481966272,765788740
48,50000000000,31368677,31666575,31381076,39862310,36141205,1020780820,36429572,21741121700,31360948,35483492,31367951,70537247,38449865,1074238715,38838244,25710971603
49,50000000000,429554137,317958500,26145070853,638780796,51702775,47381040,69810876,124429799,191704889,149152807,14517365112,6195347609,62671858,64127330,244687465,750254154
50,50000000000,68447956,80050620,32679889,33114727,31608746,32419648,31331392,31538098,97330186,48172702815,32916443,33552197,32371089,1226926050,31343843,31666301
51,50000000000,31351323,33491620,31366878,46690545,41786594,1029118033,42661738,20777268420,31368277,42134787,31388809,79469051,45512933,1137953389,47922609,26550514994
52,50000000000,26885758283,2628070862,11533420921,969054171,557355800,91404020,124808104,147046712,1474982248,2306306412,501725256,279597488,791170847,1283222416,215160194,210916266
53,50000000000,31722095,32763395,31493271,34609434,32820861,114589171,32810024,1966297251,38087815,43360467571,31747117,45817264,34259127,1336853437,34049683,2841612484
54,50000000000,320289512,175616634,351627179,439255352,144940637,115660603,418869014,1137962773,379768360,154293709,506790746,26607940115,164167931,126768611,720371436,18235677388
55,50000000000,115599515,121521133,68629890,41754630,34104107,41468101,31356456,31571099,127132553,47918917456,41731677,35276403,40700438,1287044377,31364109,31828056
56,50000000000,31373544,31490430,31366900,36843035,33309177,977496049,33547378,21454969443,31349689,33380417,31360048,69117483,33638250,1054059768,33942240,26082756149
57,50000000000,406955837,375990382,36546172331,1579970305,45146966,42418662,53956688,77951053,339368473,281597621,8747043052,623181780,57648381,56556542,235791692,530250235
58,50000000000,48715944,69889386,47786482,93103117,76272779,1164244936,77179548,31998590714,84893180,4912754564,80679234,106272645,87131093,1298231236,87569071,9766686071
59,50000000000,33081023,54224975,33110638,67722622,67654530,853301569,68438763,4729653263,33940653,69074123,34162536,104142093,69870359,908183713,70827079,42802612061
60,50000000000,8795080413,5989672364,819854081,396504852,1801740356,12424400909,152786209,487897069,1716702185,1524540812,523041859,811799988,2130629301,11538051011,400597550,486701041
61,50000000000,31388969,31657759,31402465,38468808,34296551,801244819,34416932,18161550994,31378349,34639962,31383541,69977830,35621906,1033956820,35867465,29562746830
62,50000000000,604895689,300088052,14854417989,559770688,59791650,55798818,91339293,186886740,195042140,120641485,16714811240,15141227262,70156256,75589847,216361954,753180897
63,50000000000,102450779,107299301,35719450,34945664,31750123,34034271,31356597,31555698,107390440,48054820190,34971018,33257000,33918104,1263521680,31344416,31665269
64,50000000000,31364831,31474834,31358536,38630987,34209805,1000692146,34751763,21237585040,31353310,34385213,31355444,70285919,36060785,1119617632,36890435,26199983320
65,50000000000,16650045990,4301598447,24137533396,534313209,45788312,44640324,62548326,90005202,991170478,2057869063,257492521,269578772,76774990,78973797,172378677,229288496
66,50000000000,11960575961,31772115480,31920011,32462713,438238036,496458271,31666388,32707111,32491617,4850047950,31546927,32475992,31618242,161952868,31475337,32247096
67,50000000000,38192180,42250656,38283841,82274629,6231303875,701000941,134641409,424999876,62696595,125103506,64542375,1359408899,8201103997,27936283691,201748948,4356164582
68,50000000000,6598847207,4716685650,595784216,366296942,940149769,17940361283,164327767,855901992,1754127249,3192999607,950964605,1792754785,2516991062,6367816066,439483552,806508248
69,50000000000,31367225,31504252,31363727,33442204,31926014,1000337174,31961211,21948705199,31352047,32416396,31356686,43783882,32128072,1063416165,32183443,25592756303
70,50000000000,376082225,314919680,28437294522,659891014,47523060,44512939,63711050,101084264,178191697,144789977,14243984299,4249047935,57568312,58688095,219890773,802820158
71,50000000000,46452275,68867859,31904674,32070346,31516178,31896962,31325587,31542408,76372107,48188041882,31998296,33070834,31869981,1270105475,31328589,31636547
72,50000000000,31352632,33130432,31359531,40525557,40413554,913295349,41111474,6653683440,31358271,41022690,31446043,71756311,41135997,961641096,41979880,40994787743
73,50000000000,11479606067,1024751879,851576236,145102555,10822601735,1648492061,86326513,96589838,248112793,267597668,111661836,102042856,8078369347,14836765626,102477788,97925202
74,50000000000,31448878,31795820,31447889,39562758,34850669,580435157,34905340,22930336910,31420032,34776520,31420991,69797555,37871510,977046913,37955162,25064927896
75,50000000000,1149291203,138052737,2541899617,770275175,83734003,80003927,192016194,259746908,379118497,105873281,7825947806,35432703051,93611294,95047637,342131328,510547342
76,50000000000,115805134,121651063,42894697,40920958,32006871,39896860,31347191,31554055,128166471,47973048617,40958209,33253248,39519415,1265939513,31354234,31683464
77,50000000000,31369952,31465081,31364000,32912601,31704318,967999036,31754381,21580561789,31363673,32256641,31362255,42631825,31782082,1043067058,31910923,26016494385
78,50000000000,7541098583,3081632670,34426568750,692442811,39416764,37533229,53818161,111521707,854046699,937056142,708087184,571709579,63978980,65183853,375914112,439990776
79,50000000000,14351113984,34286315357,31963651,32360661,483613910,496270911,31674098,32265372,31669503,31892867,31498056,32212218,31620567,31863772,31474632,32190441
80,50000000000,34951142,51945958,35049966,75288173,74538906,895756008,75941226,16592255628,39444937,76777952,39955715,106955167,90898834,1383120688,92353926,30334765774
81,50000000000,5369148897,3763779851,828169214,348563412,1022964326,17406673245,167562863,580189137,2760988599,1343731320,731119429,965382600,2417426962,11211028913,513499420,569771812
82,50000000000,31373028,31519710,31376053,32561093,31785054,581268486,31785889,19819519225,31354995,32259875,31348687,41875909,31845890,941559157,31855288,28266711661
83,50000000000,438442726,269093605,18074464837,654455004,54290026,50604689,81415987,166198685,192462554,119104898,16726066364,12084265795,63240115,61999171,202813108,761082436
84,50000000000,95050854,101412727,32952765,32749596,31631699,32062652,31337388,31542142,106695178,48136503752,32618106,32954414,32058019,1207448322,31347074,31635312
85,50000000000,31365704,31464510,31360048,34267094,33318916,919066166,33782899,8809209011,31367939,33725546,31372334,64815859,33678879,1006816596,34394211,38839994288
86,50000000000,23909535047,3891657066,17373187428,652643176,54586138,53317905,100891895,117665700,910646345,1919814942,225519761,207573920,129558085,127062494,150749711,175590387
87,50000000000,560265114,14036229588,31619677,33765957,191071054,299467029,32680010,6220341601,32836439,24107786599,31563898,40824419,33184293,896552488,33047790,3418764044
88,50000000000,37334059,38974252,37424623,77048161,9494777777,458376748,91956622,259682295,54687939,113324441,55556419,843275208,12746560265,24679830924,126516734,884673533
89,50000000000,5261402824,3525825970,594519479,840846019,833400269,21985171654,173105848,1375750368,2731073462,2845512834,1213113357,3525237140,849998476,2684001390,453722474,1107318436
90,50000000000,31363158,31458445,31371731,31935003,31646046,938672722,31665305,21483314684,31358340,32034695,31360151,41726973,31658228,1035783073,31676858,26152974588
91,50000000000,318888109,277485551,33635378100,1369630325,43593140,42184953,56149474,91829857,249814181,202352520,11218131884,1483341270,54411212,57652634,272413516,626743274
92,50000000000,14584026746,34023131433,32103424,32385897,469996110,539771074,31718091,32292128,31673150,31934898,31534641,32238619,31628620,31839284,31495529,32230356
93,50000000000,31366001,32994298,31359762,41411508,40851017,905967588,41592266,15930453585,31368732,40785475,31480636,72521854,42247011,957893105,42556476,31725150686
94,50000000000,10622035097,1510570840,688897220,139703270,10938286816,2360919584,88812641,78121749,356309968,233184983,111474551,78993442,7314369819,15313627390,88066239,76626391
95,50000000000,31381337,31558827,31388017,32692926,31909166,569988296,31926590,19175514873,31366254,32403587,31376418,41995539,31962330,937240856,31982353,28925312631
96,50000000000,1077404241,223749226,5064924213,554920184,72492856,63306292,142236617,220368392,241560115,103472792,12014468832,29353892370,78156383,77585497,274111872,437350118
97,50000000000,110154756,112009847,41138867,34855892,31768235,33924761,31346278,31546177,113005072,48057586846,34911409,32946726,33804483,1238009303,31346183,31645165
98,50000000000,31364205,31462219,31361977,31966568,31606530,974855508,31617782,21459581927,31356895,32075971,31352499,42175507,31621849,1055856288,31680589,26120063686
99,50000000000,11770227774,4048018367,28995390201,614801073,42353950,40412550,59349805,89783925,725828071,727836885,1209849797,648717888,68041402,67939678,462377636,429070998
100,50000000000,8076665049,40573392303,31942802,32386862,490091122,477210004,31647727,32317291,31644220,31845815,31474428,32225830,31591408,31863700,31448820,32252619
101,50000000000,32942509,36750951,33010922,72763147,5419115676,985917790,145132008,687694130,47644195,119388063,49304033,1179407096,8401413678,27917033632,212095020,4660387150
102,50000000000,5086915184,2956488196,796351828,352698758,799757217,20135467513,174568484,766981707,2249854528,1670267194,797529812,1193417261,2498495598,9387515307,480529697,653161716
103,50000000000,31379209,31473987,31370719,31813606,31666287,561229257,31671460,21975643705,31352367,31903109,31359508,39662221,31653120,932501817,31662932,26143656696
104,50000000000,291685800,222976598,24473696489,705661036,48462624,45522217,70654010,148110124,159242850,132797524,16179210288,6101975891,57613627,59824739,245984446,1056581737
105,50000000000,69138095,75558500,32100592,31963335,31544587,31953076,31336261,31518248,98312291,48222073340,32018737,32230251,31939232,1185347035,31350835,31615585
106,50000000000,31366670,31469261,31362742,33906217,33055803,905361842,33528864,7817173252,31362757,33721934,31383496,57473025,33648698,971184777,34261802,39889738860
107,50000000000,4992349281,405652331,1516172310,114999832,10075943773,1009118303,82445535,63190541,143689507,180194908,82930956,63437495,12521078268,18603962907,83036541,61797512
108,50000000000,31445709,31740834,31445895,34279736,32179111,611237295,32183565,30392265893,31398048,32351875,31398576,45479101,32414281,862658560,32424897,17735096624
109,50000000000,305543421,158657510,341715352,448414018,140864709,102542848,406770240,2482981066,430997361,153438119,629375039,27146214703,163576473,110932497,718461396,16259515248
110,50000000000,5052697412,1185496089,366911421,5311422982,738709152,25000125663,155342090,752916352,941591447,1367855541,674231491,6867392949,267296589,681341999,199676375,436992448
111,50000000000,31366923,31460772,31375782,31716380,31578933,947384669,31609292,21603995803,31354760,31706835,31355967,35998615,31575579,1028181783,31603326,26037734581
112,50000000000,322852023,285877982,35582539428,2583361494,43392991,41555720,53875615,76176020,353197404,272450528,9059060581,570771536,55356727,54652767,222725330,422153854
113,50000000000,14356705234,34323399661,31953659,32079706,477797586,460760735,31653120,32186195,31674871,31803131,31475212,31837557,31619603,31765452,31460754,31827524
114,50000000000,31347703,35221148,31359893,61053064,48590832,938761580,49183642,21069481021,31484271,48494377,31667950,95616238,65266272,1508435287,66341528,25887695194
115,50000000000,7839083252,1678981498,815345038,148735019,8802242853,6135481321,103445197,73889217,325340004,214084276,116652545,74119691,8747181178,14757022750,96005631,72390530
116,50000000000,31367854,31498622,31377948,31851360,31685739,572144097,31680000,18159700454,31361664,31864097,31342507,37644558,31679722,884866176,31692433,29998242769
117,50000000000,838939752,227595610,9460533799,511010826,64774454,55283534,100080813,222865388,195791033,97943935,15198802809,22014804512,71926003,67835809,195528720,676283003
118,50000000000,108652694,109782007,33754108,32945888,31672462,32092490,31341619,31505281,109418331,48148590900,32888266,32047005,32081674,1170271761,31355082,31600432
119,50000000000,31368098,31465620,31353332,31663692,31590848,890129132,31673935,7571267343,31359509,32235196,31379491,41606350,31603450,956942029,31746136,40192615839
120,50000000000,18016488651,5243226223,22866786667,580006626,44837614,43307826,70508570,93755123,762412860,1193495281,240648029,272010906,81345509,79713446,179642174,231814495
121,50000000000,1816197514,46708112342,31861171,32489392,551272868,541454447,31634116,32502452,31587529,31798509,31414355,32380004,31575199,31847980,31429741,32442381
122,50000000000,33990248,36101016,34101338,67593253,8521400089,621414192,100763151,403312551,50328300,107902350,52148716,1319228325,12647921155,24104621002,134171582,1765002732
123,50000000000,4279404775,2797759655,679049355,430132783,570414487,23350686142,184797246,944763828,2057038472,2078451925,1001016976,1784273070,1995393525,6545483965,512720019,788613777
124,50000000000,31367129,31458395,31370957,31711744,31603307,556110769,31609971,22457787814,31343613,31637859,31356526,34372267,31573659,927536935,31593366,25677565689
125,50000000000,372763370,279528319,28345907061,675927591,45613125,42024609,62392419,115797475,160634260,130334835,14723055724,3766669539,53212382,55566534,213636429,956936328
126,50000000000,14607394608,34080646118,32084049,31988140,473332073,457385794,31657047,32175339,31690191,31850254,31495226,31740463,31622193,31745945,31458446,31734114
127,50000000000,31359003,31459375,31359952,35455647,33393429,905997544,34057803,21466347945,31365463,33153584,31423306,65573335,34366745,962177395,35299628,26237209846
128,50000000000,10588815819,1250318004,782816987,111087250,11282782751,1812317269,83694223,66355781,201251936,201120557,87317563,65425985,8978400286,14343925063,80330724,64039802
129,50000000000,31402793,31583142,31401648,32115344,31857518,643413002,31866266,30809167690,31365812,31867322,31372382,41065172,31871692,663094704,31883337,17494672176
130,50000000000,949455848,110522522,2323575515,1140046973,74612773,63527313,192583488,283500237,351799302,89615004,7767411594,35721690400,82632090,72347695,340231768,436447478
131,50000000000,6056430144,573353179,268314112,5461779189,392653421,26427586458,137404654,673227635,296637318,428454858,331704788,8240632174,131641034,217805704,116755285,245620047
132,50000000000,31368239,31453399,31379575,31689387,31585402,951963943,31597112,21675877572,31354439,31662018,31356906,35467865,31571964,1024650546,31601860,25965419773
133,50000000000,8588292881,3426570433,33353191173,611142512,38822080,36776351,55591523,113297678,736561815,697606924,917923219,512413301,62737597,64622143,437137790,347312580
134,50000000000,6636409073,42027370409,31932041,31957203,483148664,471909510,31631544,32300223,31680755,31791904,31486046,31773848,31611316,31780473,31455763,31761228
135,50000000000,31373030,32789485,31400186,59825367,4715770107,1365293945,153546961,1200329179,41393992,111772771,43732302,1040763423,8139054479,28433952086,229631328,4369371359
136,50000000000,4877333753,2232910138,1011762797,306395511,917286770,19392987772,172330622,323019750,1965708215,516532367,540984027,385840518,3450859857,13231236075,401609626,273202202
137,50000000000,31380528,31470352,31359651,31728492,31642896,581138741,31651779,18606080083,31373680,31660584,31358991,33663275,31635213,802509479,31639220,29629707036
138,50000000000,418440432,205307872,17603462740,516159001,50731470,45357387,77365100,174012933,169999018,108036121,16783330189,12921491823,57984276,52549033,179466258,636306347
139,50000000000,14736084449,33739413458,32213138,32150435,432582345,708844492,31823988,32430844,31825507,32053577,31653320,31875902,31677378,31903263,31600987,31866917
140,50000000000,31357781,31456516,31362719,31707484,31596158,883082148,31724099,14274590494,31363815,32080271,31390990,41604096,31614908,966572033,31829605,33486666883
141,50000000000,23488477157,5686597671,16890083084,686715175,53398411,51300400,117818603,129102786,726085157,1149853055,225212136,192914867,141440937,132384718,164458373,164157470
142,50000000000,31464742,31745840,31475324,32724258,32004080,656369202,32002122,22287639615,31439927,32254498,31452050,41956806,32035228,658607073,32037076,26004792159
143,50000000000,250361299,210026288,275400284,529649174,191381372,152691197,418622026,2978645693,385283819,295380644,672280413,13908337994,275773440,176938492,848101189,28431126676
144,50000000000,2829333706,1892377975,488271525,3794212278,963511394,26239088157,167497396,1018952904,3022997179,1554218661,739152036,4558633463,533707426,1030306165,338685572,829054163
145,50000000000,31370914,31476795,31379120,31656120,31593576,548673752,31597876,21921398854,31357827,31620054,31359423,33200000,31583383,901360725,31579497,26248792084
146,50000000000,315505091,263603584,33472896733,1165944612,42986830,40122317,55642508,88605120,249848180,183967882,10990036161,2142087293,54030033,56397253,273591634,604734769
147,50000000000,14467909008,34230458038,31960856,31945449,468957514,451830335,31644280,32050680,31679214,31771745,31488157,31736726,31621956,31751347,31467953,31726742
148,50000000000,31369225,31477232,31366091,38976652,36162279,878375600,36764058,17149586017,31380619,35822203,31490766,70763104,39185720,1144775974,39602078,30372902382
149,50000000000,9516499342,1228554995,696930002,109778115,11580117043,2676306445,84429349,57017465,278334165,173134980,90761094,55841154,8785910764,14539378686,71811899,55194502
150,50000000000,31394843,31512005,31392518,31886328,31703924,639756752,31710097,30713479158,31361903,31625855,31367596,33728278,31667558,647215418,31675134,17618522633
151,50000000000,966974156,228528381,3201503603,1014037369,71909066,56032876,162974866,234959629,264106207,89367548,11399483452,31543163817,74867476,62039487,259520379,370531688
152,50000000000,305428991,188662718,40506679,200379568,35789851,646219432,33351994,130220574,177224528,46822279760,36596552,151528055,33490015,1126086475,32855945,39378863
153,50000000000,31370296,31444734,31374968,31622825,31594432,856759467,31619614,7462306590,31364385,31694357,31380631,34085607,31588729,908032682,31617743,40392142940
154,50000000000,12142631824,4578377062,28868285030,543744280,40965464,38709607,57975031,82044333,702028820,616931956,859854712,535003624,64365592,63503212,421163933,384415520
155,50000000000,1880903816,46662992285,31862680,31991787,542753671,532187845,31615542,32449127,31618362,31748015,31434630,31806318,31603042,31790898,31436091,31805891
156,50000000000,31874429,33751477,31946564,63162378,7579080466,900175469,110568203,598047958,43636833,100304424,46455346,1538813307,12179359841,23591894855,145077666,3005850784
157,50000000000,4153467396,2207430689,825064117,374536333,671425181,22990184908,174211166,613062432,2400020993,925632428,789136752,966060584,2194993675,9676078863,494014874,544679609
158,50000000000,31382960,31482919,31375016,31664609,31605517,575043685,31603180,21897695918,31358933,31622787,31363340,33055741,31585039,780468198,31588522,26367103636
159,50000000000,418664197,259599805,21443777043,772271439,47694295,43535855,70031838,130775118,142466272,116018365,17003577393,8556494531,54090693,53524146,173288717,714190293
160,50000000000,14814019530,33892371705,32090405,31965145,464824013,447948351,31662110,31803111,31686664,31838791,31478646,31741401,31628971,31750432,31474494,31716231
161,50000000000,31362890,31459898,31368873,31887420,31626103,898151968,31822359,21357455412,31364665,32024230,31423383,41817140,31740403,976928705,32032413,26377534138
162,50000000000,10798628721,375382817,936214193,97178729,11567585917,1466432658,79502176,60636171,163901576,172554196,81996523,62089154,10195422783,13802971942,78619472,60882972
163,50000000000,31404134,31604073,31406826,32016697,31883293,649305669,31889846,22418736569,31389061,31799634,31389476,35376993,31864902,654442783,31876863,25893613181
164,50000000000,326060754,150094462,383972132,508939981,127529190,84563347,413198909,2199460568,479406750,136367416,841824118,28419325642,143282776,92111442,773964386,14919898127
165,50000000000,5155472687,772786593,258977762,7369699975,479658513,27040745902,146592788,865598829,299736149,405315665,275262006,6239997140,128064767,181792005,118143215,262156004
166,50000000000,31371871,31486165,31371849,31642492,31593809,644954029,31601173,21865548540,31362769,31622484,31358133,33233148,31580524,934481656,31576102,26175215256
167,50000000000,318935151,276927302,35656658504,2753160345,42641468,40687713,52201330,73875798,356640754,263921340,8941330244,547314712,51404653,53118676,212175324,359006686
168,50000000000,10855045552,37842893585,31956321,31893605,467259236,454259972,31636464,31831193,31684612,31752228,31468250,31746616,31622076,31752687,31456135,31741468
169,50000000000,31322296,31521607,31332208,51715097,3962087662,1798856145,163391769,1634627038,36603169,104270121,39399790,918988523,7691877069,29716046312,277814878,3510146316
170,50000000000,8033745846,1105459059,669888237,105682341,10905625139,5804165875,86750583,53075677,249791131,173466478,86196522,50804539,9852157400,12705869049,67130167,50191957
171,50000000000,31392994,31488312,31381895,31702611,31642212,610844904,31649604,18520588505,31360900,31637291,31364948,33098733,31612898,623898377,31624143,29864711673
172,50000000000,762383351,223374669,7415536402,620432273,62898827,48464756,108474653,200581990,198317010,89739616,14218783204,25258166811,64512235,51012530,182288495,495033178
173,50000000000,15031974723,33600711384,32161393,32033804,448726397,536978442,31728237,31848358,31824215,31955310,31550986,31786044,31644796,31790812,31512386,31772713
174,50000000000,31374119,31460571,31389120,31649883,31597148,865033410,31671430,19191750273,31368331,31654862,31378990,34121283,31577245,935353122,31718643,28626901570
175,50000000000,20515811342,5377411336,20092831314,622840244,47928285,46158798,84906315,99170029,880377744,1132012888,276962752,236742638,97330189,90514821,197747217,201254088
176,50000000000,14097043642,34293436989,32018148,32052402,622831640,605217063,31684446,32376739,31608225,31772284,31433936,31820220,31614173,31810281,31451420,31828392
177,50000000000,32821788,34071348,32877515,60867621,9644959418,645321353,86813651,279585024,44595909,89327162,46246663,848486516,14804703344,22366304205,102493883,880524600
