# The memory-one Wright-Fisher run m1_N100 whole: N = 100, beta = 3, mu = 1e-4, eps = 1e-4, 10 replicates of 1e8
# generations per game; per game the number of individual-generations, over the sampled second halves of the ten
# replicates, in which each of the 16 strategies was held (DiskM1WF/Data/mw2_e4.tsv, the Cannon kit mw).
# c_k / ntot is the pooled abundance pi(k); with m1_strategy_atoms.csv it gives the atom and property shares, the
# most abundant and most enriched atom, neff, maxpi and top of m1_N100.csv, bit for bit.
# 
# Columns: ipt (the game), ntot (the total, 10 x N x generations/2), c0..c15 (the count of strategy k; k as in
# m1_strategy_atoms.csv)
ipt,ntot,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
376,50000000000,386323,380807,406674,618004,9012951926,1140781825,1347556,380430089,659506,732408,631092,166481766,17343086851,21487709673,5789619,457605881
377,50000000000,21167780910,21246693320,876762300,283583211,2152419084,2008254722,33086973,123649747,669872734,440388540,133138855,145337606,311510395,187365763,100426778,119729062
378,50000000000,315720,316040,315806,316647,317264,5194313,316705,25613057352,314525,315578,315523,320848,316516,5445486,316188,24372505489
379,50000000000,3480780,3442074,34471741557,15231286,381410,401963,560157,1856998,1369995,1516742,15308172544,142081873,496676,593967,20841582,27830396
380,50000000000,25193177987,24792119785,325039,322169,5342248,5543274,317012,317583,316904,319145,315578,315707,316874,319797,315513,315385
381,50000000000,318026,321406,318148,377458,1180527720,288255631,9359232,3879208021,374068,1427608,708852,341385453,3731302813,36691151868,30202098,3844761598
382,50000000000,9858592171,9018516071,1701523465,12351409,5061403924,9288934679,1252577,399428,119570811,80584919,38234723,386637,9193865903,5513983072,110018088,382123
383,50000000000,315371,317313,316148,318845,316999,4667227,317144,24472748965,315655,316534,315793,321687,316366,4792879,317046,25513986028
384,50000000000,31339906,1831111,90166208,27606552,1072174,397635,7969957,4932174,36802909,690358,114997151,49666691310,1080223,399390,9095917,4927025
385,50000000000,25051226573,24929050387,326215,323718,7160491,8739633,316345,317074,317450,320258,316859,315995,317308,320490,315690,315514
386,50000000000,315623,315334,315922,318080,317538,6198915,317414,24620247000,315911,316612,315183,320303,316946,6869090,316993,25362883136
387,50000000000,68863445,67637008,49842476654,3965234,324190,323037,377395,609075,3964121,4217226,1639852,1637405,458734,458529,1517408,1530687
388,50000000000,23008300162,21978937379,327544,324253,4646299,4792461,317571,316765,320222,4999368170,316666,317117,319022,763080,316049,317240
389,50000000000,323253,328426,321975,659459,6010583953,1722719371,2121513,2788473951,1039195,687991,1568534,890299363,15194221387,20598075379,31217077,2757359173
390,50000000000,15221109642,15053679446,1644053229,167096654,3173805482,7776818967,11896372,45979822,733249582,351896049,201791682,70716543,4282332891,1020567541,199043530,45962568
391,50000000000,315839,315795,316702,317123,316191,4847000,316111,24870148581,316937,315994,315107,319857,316706,4968299,316041,25116237717
392,50000000000,152391337,3859524,14072603780,1098084672,1206910023,85167844,778161,3227291,2481735,803500,15574524460,13877875013,1739630600,1969338595,2287340,210036125
393,50000000000,24942537906,25042359552,322723,320743,5489052,5804498,316112,317411,316339,317531,315219,315758,316346,318670,316520,315620
394,50000000000,314950,316974,315773,321797,319444,10308548,318872,24688338405,315998,317059,315748,327952,318194,15707998,319070,25281823218
395,50000000000,7427505726,6201364404,1534820394,6328291,7764304944,6260489050,1132460,2543823,56352527,46155997,12577650,6351620,10891295143,9727841788,57086303,3849880
396,50000000000,315700,317323,315567,319957,317613,4109721,318775,21300510251,316014,4999374039,316820,325187,317948,4644408,317203,23687863474
397,50000000000,1685501,854875,4375673,3699867,204709300,20419118,3378368,3075658622,4942698,1545668,54294801,42754109095,338502053,391117311,4157443,3136549607
398,50000000000,24192360238,24456576943,100358987,102833904,87767621,639041710,21037350,37182913,127772800,84056003,25817487,43565581,22112614,5752846,17947460,35815543
399,50000000000,314871,315567,314782,316279,317278,5262340,315765,24432648875,315623,315784,315619,319205,316458,5559000,316334,25552736220
400,50000000000,3496398,2962734,45033311525,87947418,356516,336777,500931,1418494,10215830,9394557,2491249197,1969332347,723453,680727,175047501,213025595
401,50000000000,25393085808,24592690816,323042,321601,5150002,5261907,315675,316407,316481,319186,316182,315881,316362,318123,315327,317200
402,50000000000,318783,320626,317707,478076,3164899210,1623357377,3994503,6216730101,916657,823602,2386011,1233209263,10411547219,21187964096,91561827,6061174942
403,50000000000,10403934397,10072427943,1731489319,31479008,4459339183,10572551250,1466332,390901,321764267,102948796,60152915,390258,9141823373,2967477078,131979657,385323
404,50000000000,315351,315091,316008,318301,316786,4562742,316611,24067688728,316144,316285,316149,318687,316669,4700084,316904,25919249460
405,50000000000,68181639,2176823,669918519,30758724,1223908700,84581366,2314246,3450073,112721434,661488,10708447591,33393184150,1734604059,1958248763,2919519,3922906
406,50000000000,24514501058,25469235292,321729,317847,5939169,6521875,315802,315931,316147,317505,315611,315273,317363,317317,315756,316325
407,50000000000,315987,316167,315365,317197,316357,6844642,317552,24795471345,316058,316573,315667,320103,316913,7761843,317025,25186121206
408,50000000000,11091364172,10972151806,27827000226,5388255,10542605,989775,722795,1059104,5847652,7296986,35641573,6430571,12821397,14648140,4599139,3495804
409,50000000000,12190847851,12802495305,322078,324475,2681462,4803365,319110,12472925482,316018,320443,316447,324232,320602,2445744,318181,12520919205
410,50000000000,329310,340148,329529,629345,9388937182,1374403716,1673169,1015039699,1024834,658452,1010903,386539215,16572969809,20178347514,15282393,1062484782
411,50000000000,20343436641,20197803379,1303167769,167873042,2025274321,2987708089,27018591,131183582,682567375,489413908,177974884,163183465,650441679,385932937,136884049,130136289
412,50000000000,316345,315330,315561,316865,315384,4812067,315461,25040294506,315071,316425,315738,317660,316635,4959715,316995,24946140242
413,50000000000,4188680,3772878,29948621610,38812418,380018,416125,590942,3416003,1131312,1293613,19327615267,573115845,473938,594850,5759591,89816910
414,50000000000,24527404653,25458266747,319308,319175,5223249,5307350,315614,316030,316521,317343,315241,315666,315720,316413,315203,315767
415,50000000000,316926,318162,316139,334258,170416189,44774366,10574978,972621178,322414,2543327,323795,49605239,577190512,47301806324,17694680,850841513
416,50000000000,8323295667,7481578404,1695132179,4363913,6796998831,7793871439,1023298,381143,78109961,56500160,21634262,363768,10237799251,7444664145,63919946,363633
417,50000000000,315951,316433,317958,317929,788856,3648974,4999318753,19343347677,314898,4999393882,316666,320640,316839,4104805,322815,20646536924
418,50000000000,3445590,1057446,4159379,7223734,754418,374110,5002866,17865603,3555906,557210,4316644,49926964288,752936,373579,5394302,18201989
419,50000000000,25725745300,24254101309,321516,318388,7266519,9084580,316094,315949,316589,317815,315424,315500,315943,317517,316357,315200
420,50000000000,314559,316320,316595,317095,315840,5473362,316691,25217482311,316237,315737,314931,318962,316317,5868513,316752,24767379778
421,50000000000,8228922,8181470,49923531608,11396538,319304,319941,398951,869853,6155051,6610895,9549029,10176024,550679,550693,6416530,6744512
422,50000000000,25476251278,24509819003,320546,320069,5012127,5111690,315741,315945,315870,318166,316324,316950,316705,317906,315361,316319
423,50000000000,319163,322537,318409,574521,5399796745,2387678324,3249463,4887609583,1691434,686687,2080215,1404245203,12825260495,17894174012,60422998,5131570211
424,50000000000,11438179990,11271575468,1829290722,89084875,3979041864,10914561166,1838535,472533,463765799,153568526,112318678,476319,7751771474,1816351906,177239656,462489
425,50000000000,315013,316160,315757,316278,316867,4554021,316277,25109909502,315720,315490,315818,318186,316291,4630944,316219,24877111457
426,50000000000,121049856,5688411,1234125029,63118778,685090,446182,1384920,2868236,11610641,679715,18891943310,29656434261,539453,403068,1358758,7664292
427,50000000000,24780244137,25204994629,318043,318411,5370556,5595054,315092,315854,316960,316109,315284,315911,316310,316837,314993,315820
428,50000000000,315050,315771,315981,317303,316707,8384642,317171,25018494984,316146,317170,315407,321254,316056,10330492,316623,24958989243
429,50000000000,15257429763,4250570019,866459453,257383384,6888050717,2226221445,5442049,43980818,42671515,118738505,2126209588,709235589,8124470106,8655217869,180364476,247554704
430,50000000000,14699834392,15292039374,322388,323097,3149675,4808440,317007,9656528565,318356,320510,315956,318263,317986,2002531,316699,10338766761
431,50000000000,4199624,928722,41677064,4621414,11071066987,1041592429,1838629,818350142,14794222,2695582,232954925,156891669,16348391253,18856055644,5658494,1398283200
432,50000000000,23152354594,23420867655,362728393,225875446,341019848,1454331364,38153168,88781307,311497028,190038595,70909624,99893970,67925269,31761835,56586003,87275901
433,50000000000,316461,315815,314999,315610,315978,4840514,315772,23983244438,317108,316076,314663,317620,316096,5019358,315646,26003103846
434,50000000000,3153002,3156973,32298355510,15267212,1269137214,103535420,558757,1507146,1530929,1559660,12410095361,196263490,1728573464,1899711403,36771914,30822545
435,50000000000,24869446580,25116701147,317663,317420,4998287,5060574,315720,315602,316291,316243,314989,314938,315147,316770,316256,316373
436,50000000000,317041,318000,316788,610062,3086533720,1677710731,6454295,6485979922,924391,837770,2622346,1100311951,8285729723,22662142734,112054285,6577136241
437,50000000000,8941266984,8617194076,1817022753,7225074,6063994087,9208463900,1099430,348521,154044159,67810714,30590373,345034,9731568806,5279807858,78874742,343489
438,50000000000,315415,315873,316113,316456,317062,4381842,316655,24493051639,315607,315888,315322,318431,316195,4442095,316664,25494328743
439,50000000000,126556621,1714832,847705872,66129139,936062,356178,9075397,3179529,154912200,625651,1461230513,47311487424,961458,364451,11265219,3499454
440,50000000000,24844482353,25139760928,317671,316738,5757554,6205441,315683,315661,316091,316219,316645,315247,316608,316114,315568,315479
441,50000000000,315321,315609,316418,315749,315767,5855396,315683,24957163941,316739,314922,316018,316827,315737,6394826,316527,25026794520
442,50000000000,532479758,525020694,48925980437,2721107,320623,321187,359623,531908,3186690,3334266,1328300,1244916,419533,420246,1186697,1144015
443,50000000000,22728752479,22258940793,319126,319111,4488052,4929838,315384,2500919275,316875,316469,316948,316608,317188,722264,315131,2498394459
444,50000000000,319728,322744,319210,602255,8908297424,2146155858,3414436,2466111449,2207717,647485,1657748,894797541,15083144655,17901905421,33442633,2556653696
445,50000000000,15484178745,15609665039,1591710954,170519789,3274309407,7752182934,16050439,56137412,772396492,359968715,206691524,82647416,3453100077,904977575,209881112,55582370
446,50000000000,315587,314938,316345,316482,315362,4480948,317006,25423446384,315617,315762,315945,316420,315826,4628899,316059,24563652420
447,50000000000,57062991,2153205,16724436363,810699361,2581471305,168147545,688311,5102162,1600536,902698,15219845268,6913826191,3442670956,3807897338,2383854,261111916
448,50000000000,25001483272,24984519141,317323,317450,5062679,5142834,316076,314912,316161,315328,315902,315130,315947,316587,315254,316004
449,50000000000,317026,315706,316598,394575,459942,14169292,801594,24883692098,314185,7892773,367074,17282073,587841,1054884065,1199064,24017006094
450,50000000000,6294895825,5510415169,1443090271,1465009,8886593078,6049963062,859174,390798,60724132,35179572,8302582,367081,11837755476,9825035995,44595433,367343
451,50000000000,316417,315162,315565,317823,317161,4285871,315752,25171358142,315078,314949,315569,317872,316227,4332106,316587,24816229719
452,50000000000,1263559,698062,1616611,2867830,562209,354333,3130187,742168779,1390452,473332,1895133,48502815237,568244,356286,3389242,736450504
453,50000000000,25216894042,24762624004,318611,318836,7458829,9223584,317274,315496,317386,317573,315313,315098,315926,316231,316278,315519
454,50000000000,314877,315190,316612,315913,316117,4859776,314813,25049383985,316210,315718,315304,316831,315803,5084754,315635,24936882462
455,50000000000,3139949,2822312,47833228372,93156638,334163,324342,450589,1211424,11380209,11420625,906847414,894254005,682488,660752,116083056,124003662
456,50000000000,25664131554,24322155205,317174,317796,4917211,4998722,317330,316245,315865,316527,315092,315978,315991,316698,315947,316665
457,50000000000,316750,318461,316058,713880,4826284650,3078582616,5436502,7193862014,2951207,712472,4684899,1785205377,10443017105,15720114269,96690896,6840792844
458,50000000000,9675399200,9609417485,1920472887,23777402,5338823175,10602774370,1290656,349759,336799419,87555323,54195394,350824,9401477007,2843885620,103082285,349194
459,50000000000,316137,315407,315669,315688,316077,4329422,316177,24739259828,316366,315459,316373,316607,316068,4339175,315827,25248279720
460,50000000000,34572844,2620449,229895971,22772261,652127,411995,1730928,3146186,39748972,615477,14841325663,34816784712,530171,383540,1606903,3201801
461,50000000000,24750647654,25235099982,316148,317634,5156694,5302644,316223,315310,316218,316522,315963,316402,315529,315810,315015,316252
462,50000000000,316054,315013,315015,315682,316309,6600962,316970,24886541984,315455,316498,316219,317214,315671,7451245,314802,25095614907
463,50000000000,14428590644,14626086007,20780205904,7076725,12743888,2252460,1098461,1330886,7698290,7717496,68032020,10457020,18900884,19759190,4555895,3494230
464,50000000000,16866609054,18123994755,317952,318160,3559878,4733474,317324,7418896792,316272,317338,316367,316879,316503,1505851,316785,7577846616
465,50000000000,336474,344293,336268,594511,11715296836,1317016118,2517686,685785142,1684261,631548,922797,288177461,16513476269,18576217701,12319109,884343526
466,50000000000,20888977671,21498799682,1012873037,208378817,2060326183,2113105307,31737851,126373612,634351721,360910887,138120579,140113067,351594868,208261802,102263113,123811803
467,50000000000,316418,316037,314673,315939,315669,4426112,316310,25149282735,316487,316751,314922,316192,314474,4481395,315785,24838020101
468,50000000000,2743123,2393530,25188714037,23461096,2573120821,215078688,602812,2402609,985384,1198777,14492946160,231746751,3466105104,3745834130,6387517,46279461
469,50000000000,24401730537,25584573718,315600,317213,4938112,4967984,315178,316677,314894,315555,316269,315998,315834,315652,315474,315305
470,50000000000,316667,317748,317553,462615,3059678012,1500348043,10098422,5571492806,838144,867413,2035164,814921901,6696064044,26709613528,118255859,5514372081
471,50000000000,7467359538,7095229171,1829863406,2253741,7767317965,7679553398,879494,330373,90361223,43670677,14966563,325799,10761010586,7197454461,49097606,325999
472,50000000000,315604,315495,315293,315583,315538,3826239,316335,22281764190,315825,315202,315388,317037,734004,3835319,4999391112,22707291836
473,50000000000,10896445,1043480,18221274,13816139,706863,327667,6308064,7270483,11701848,494153,19632123,49894493695,708568,327990,6758846,7292362
474,50000000000,24631939896,25352963360,316230,316390,5480888,5827160,315064,315615,315328,315812,315742,315259,315753,315856,315849,315798
475,50000000000,314985,316574,316406,315039,315640,4937378,315870,25031420723,316039,315682,316004,316039,315756,5140118,315508,24954712239
476,50000000000,16967677,16916744,49937074246,6117747,316486,317550,366504,714645,4592533,4839861,2876323,2901195,482790,483924,2508371,2523404
477,50000000000,24536408531,25450023789,317439,316636,4884546,4890286,316732,316568,315144,316724,315623,315802,315340,315879,315349,315612
478,50000000000,316317,316529,315916,1199413,7719184521,3464112460,8277867,4643638554,7071495,652370,3515078,1470187048,13117852350,14961652192,73056796,4528651094
479,50000000000,10580499166,10727083135,1824744247,78284303,4722184751,11527563065,1820905,391881,438197465,131663627,103744414,392686,7909750656,1794144249,159144742,390708
480,50000000000,316198,316575,315764,315481,315330,4195999,316721,24318060733,315935,315038,315201,315353,315764,4268330,316115,25669685463
481,50000000000,149609497,7120476,1673405650,126094390,632842,426509,1397002,2237300,7830421,628484,19089133398,28932784690,515543,377849,1331418,6474531
482,50000000000,24477822954,25508550402,315463,315726,4902114,4938492,315171,315469,314983,315722,314686,316592,316002,314997,315718,315509
483,50000000000,315375,315537,315710,315673,315784,8932489,315196,25091527631,314995,316116,316154,316729,315534,11832473,315722,24883918882
484,50000000000,4447429736,3692466732,1027948399,4086988,10844480473,4297319749,855791,2486848,69307437,25198737,4803489,10096968,13307022901,12232535873,29183109,4776770
485,50000000000,315648,314988,316588,316599,777251,3409644,4999347307,20206244645,316364,315395,317656,314852,728308,3447683,4999397485,19784119587
486,50000000000,3424442,1237654,14866322,8712883,598706521,50682221,4313454,12761194908,9493664,2373813,154340133,21170790334,803791733,885980171,6773027,13523318720
487,50000000000,25867861761,24111691420,316347,315694,7374558,9280848,316107,316378,315242,316180,315744,315046,316624,316579,315591,315881
488,50000000000,315247,316789,316068,316125,316371,4312121,316738,24830456980,316964,315276,315855,315997,314287,4377527,315390,25157062265
489,50000000000,2928700,2839006,33379714144,37995134,1298107772,109060815,538772,1291292,2482260,2441829,11088283092,373641488,1724116654,1869631323,61163895,45763824
490,50000000000,25272704346,24713721582,317148,315655,4868269,4915718,316144,315479,315978,314754,315647,315330,315867,315579,316446,316058
491,50000000000,316649,316176,316060,850934,4180963397,3993684612,14310584,7993872571,5983956,691775,7152711,1885242903,9151059787,14714373359,180551518,7870313008
492,50000000000,8170370667,8087667212,1940299997,2280480,7399034250,9034441997,912404,322121,250091300,56481929,19834379,321761,10340711425,4641848401,55061411,320266
493,50000000000,315476,315840,316411,315951,315286,4170893,315643,24462158287,315663,316015,315348,316453,315843,4168435,315141,25525713315
494,50000000000,119351883,1270826,1214187436,140691830,624929,372533,5621554,3144135,160035439,558968,8547247523,39794561319,597507,368096,8005628,3360394
495,50000000000,25474868662,24511512543,316143,315496,4904764,4923946,315386,316875,315622,316027,314722,315545,315896,316166,315142,317065
496,50000000000,315870,315182,315173,316701,316096,4965724,315463,25232262781,315113,315317,315290,315071,316431,5234184,315382,24753750222
497,50000000000,8632117422,8772501133,32565898538,3554032,353189,352813,539824,784006,4422299,4289928,4688682,3356206,589016,578588,3373690,2600634
498,50000000000,17114307657,17876405582,316244,316135,3476753,3928608,315493,2331611381,315868,9998537515,314992,315887,315945,1460662,315214,2667746064
499,50000000000,314969,317553,315285,841704,10401023036,2459797869,9906260,2307703018,9685992,605784,2522829,827034065,15069944537,16441080332,56696444,2412210323
500,50000000000,13836320386,13753042221,1549516581,148034865,3415864438,10567156715,6204647,11398198,661755262,257586742,193997451,35757068,4243393698,1057939582,250322122,11710024
501,50000000000,315516,315482,316159,315189,315698,4175615,316387,24347297464,315119,314701,315736,315561,315702,4151910,315788,25640587973
502,50000000000,18370049,2925872,27430543973,395329901,361937,412635,598616,9335694,1413925,1474907,19964755477,1992403698,459526,566666,5413714,175633410
503,50000000000,24842689896,25143893840,315383,315949,4807231,4823314,314481,315487,315974,314814,315874,315723,315311,315576,315813,315334
504,50000000000,316715,317220,317835,668107,3074614953,1865022866,14616883,4990782664,1084270,817857,2650085,721009657,6553184658,27726125802,144462203,4904008225
505,50000000000,6615938055,5705505180,1859879658,1278461,9108474825,6454745357,754694,318285,164188926,39683805,8639938,317267,11562347581,8440430011,37180880,317077
506,50000000000,2399146776,2600058995,316465,315898,767841,3851205,315481,19732825836,316444,315750,316428,315627,723505,3374488,4999400853,20257638408
507,50000000000,1550311,728406,1832233,2429350,494368,323748,2674012,1564771799,1729153,417102,2489766,46853116041,500574,324165,2874906,1563744066
508,50000000000,24495401709,25491059579,315517,315414,4848073,4899442,316450,315395,316215,316121,316230,315976,314612,317221,316647,315399
509,50000000000,315620,316104,316296,315669,316008,4154510,315946,25114140597,316209,315360,315793,316088,315564,4164077,316481,24873749678
510,50000000000,2295072,1950483,45331520757,743120864,342350,329599,436142,856564,21056270,19296235,2140855041,1414621486,625030,579796,172203287,149911024
511,50000000000,25166105778,24820557786,315752,315403,4752209,4792923,316890,316105,316027,316310,315899,315415,315601,316013,315481,316408
