# The memory-one Wright-Fisher run m1_N100 whole: N = 100, beta = 3, mu = 1e-4, eps = 1e-4, 10 replicates of 1e8
# generations per game; per game the number of individual-generations, over the sampled second halves of the ten
# replicates, in which each of the 16 strategies was held (DiskM1WF/Data/mw2_e4.tsv, the Cannon kit mw).
# c_k / ntot is the pooled abundance pi(k); with m1_strategy_atoms.csv it gives the atom and property shares, the
# most abundant and most enriched atom, neff, maxpi and top of m1_N100.csv, bit for bit.
# 
# Columns: ipt (the game), ntot (the total, 10 x N x generations/2), c0..c15 (the count of strategy k; k as in
# m1_strategy_atoms.csv)
ipt,ntot,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
174,50000000000,321614,333904,321206,371187,356812,8466858,356798,24477373310,319792,340873,319492,446712,354247,10890601,355942,25499070652
175,50000000000,21907440200,8267178321,10804885258,230135705,452810072,363081735,5861075,23308002,70159795,454914052,3535375825,427609556,1251757098,1939142865,160475903,105864538
176,50000000000,9639761611,10352779807,370929,425336,3003271,6275011,379837,12420019035,351779,4999231209,326626,464702,387750,3989124,366472,12571867501
177,50000000000,412281,441513,414344,700926,2404187780,223342628,3092013,289149468,517828,997699,579725,127241073,15499689192,31145735079,5203711,298294740
178,50000000000,20735254908,20093114917,1117660375,171656350,1886575554,2393175664,26288351,168855667,856832989,971739346,169062792,206740206,532134732,371781556,145913417,153213176
179,50000000000,319141,326081,318780,348077,338026,6433966,337543,24839255436,317824,329407,316832,389531,335372,7267966,335957,25143030061
180,50000000000,4085411,4135867,35425288808,16870337,427214,437673,625888,1725131,2104719,2122760,14114669418,313861905,589876,677715,55026722,57350556
181,50000000000,24865571700,25111838658,385944,379311,8007753,10422397,336484,343895,344628,365134,318702,327899,345087,365126,318490,328792
182,50000000000,329580,358872,328605,443048,412046,12608701,470327,24389320958,326846,497355,327162,733539,415065,29960018,436960,25563030918
183,50000000000,12492745697,11082738473,1787553769,81192423,2878097932,9215564489,1964390,1536988,251264382,160477282,101110277,4430652,7630188222,4076788351,232981217,1365456
184,50000000000,321415,331019,320911,361364,347224,5296065,346224,22509707987,322472,4999208027,320497,426042,347110,6271623,343025,22475728995
185,50000000000,14444391,3024767,29532685,20870410,1993649,735766,7408020,8071943,18406838,1299674,38262888,49836045180,2022643,742045,8965706,8173395
186,50000000000,22440159091,21717730121,222112461,1125223279,262035397,2340266230,34326975,141034933,498572516,699361646,88120390,165816731,62930295,31281455,55351700,115676780
187,50000000000,318643,325963,319061,351855,340697,7346769,340003,25821437498,316688,331466,318155,396876,337080,8648200,338224,24158532822
188,50000000000,37827889,37597558,49895100084,5653517,360897,360945,453620,767813,5224087,6333914,2380666,2407970,565208,564050,2162377,2239405
189,50000000000,19591482089,20393172868,382811,380278,5583417,6660622,336286,344106,371848,9998074308,321578,335356,346716,1557905,319361,330451
190,50000000000,367169,407392,367366,637634,1150853830,169412725,8334531,2130572940,468109,1561669,1035672,336231557,6656033521,37574263253,18814385,1950638247
191,50000000000,16874894661,16376327013,1664639147,204644602,2787268015,5238862664,17547542,91633731,946182615,636905783,214420390,120960275,3489449101,1051252595,198221909,86789957
192,50000000000,318449,324215,318356,344755,336244,6053015,335789,25229369408,315905,328687,316813,380789,332942,6572963,333769,24754017901
193,50000000000,59501386,5757290,20317531903,1764027117,516151,492075,831257,5790778,5284346,1216357,19646802636,7827861854,625113,656982,3875429,359229326
194,50000000000,24807571309,25165923974,379343,370999,8842623,13549489,332953,341010,339588,359272,318505,327242,341126,358146,318150,326271
195,50000000000,321511,335353,320534,375846,357168,9501350,359272,25429868870,318843,343456,319338,451734,356563,12970981,355905,24543443276
196,50000000000,13527114225,6457944664,2021536809,683091676,3935255512,5855837240,3519037,64197255,100924226,439778064,39348911,604075772,6863032795,9131685770,125401235,147256809
197,50000000000,4979037600,5017694395,345769,389239,1621615,5539449,359425,17761066750,334437,4999249642,322822,434904,362168,4944483,349225,17227948077
198,50000000000,487446,473377,608528,762170,3263765549,403926262,2152881,92843227,671942,944918,938847,74988613,17408006501,28642476035,2660430,104293274
199,50000000000,20710804927,20519189214,752748467,688409648,2075088355,2295454005,28650350,144542900,868225707,835957593,143510620,187915827,315329599,200470582,100252402,133449804
200,50000000000,317717,322907,317022,341162,332785,6585491,333005,24610418724,316391,325504,317397,374149,329798,7391208,330232,25371646508
201,50000000000,3918629,3350662,46784200858,98322194,379908,363909,565898,1780860,12615018,17098531,1147977078,1493627885,867347,823207,154725023,279382993
202,50000000000,24685134345,25295037084,376908,371879,7073063,8649302,334702,339261,338954,358398,318089,325420,341812,357000,318130,325653
203,50000000000,341790,371774,342485,508363,33711011,24894335,8588778,845618215,408490,6621065,405414,46855323,77420163,48069711874,13179985,871020935
204,50000000000,13165620637,12277912383,1671805207,116003585,2818169982,9259948512,2544078,4934406,435097882,258450508,149163841,21277263,7174509980,2402222780,237405351,4933605
205,50000000000,319410,323532,318886,346403,336631,5723051,336641,25068828752,317060,328352,316512,384805,334616,6145421,335097,24915304831
206,50000000000,121203337,4253304,1403068141,53115184,511860381,55760029,5263845,3792949,250867284,1114628,5569994453,37572190414,1802779329,2633030924,7512085,4193713
207,50000000000,24312969206,25526644032,4275441,9101615,13872853,84725783,1239000,3685806,11609624,21286890,1684967,3558120,1226937,582720,902398,2634608
208,50000000000,317860,325547,318015,349106,338621,7812316,339758,25200047549,316973,329779,317759,392829,336523,9554034,337369,24778565962
209,50000000000,2924130952,2869104403,44134654291,4129524,3698614,810450,518674,806851,4517434,8999553,25030793,3696150,4702436,10395691,2299521,2504663
210,50000000000,25386970318,24594761844,394847,389073,6561367,7486733,340925,350559,348565,372560,318598,331518,348638,374090,320203,330162
211,50000000000,375269,400225,373521,649209,2481263055,335930265,2850715,654202768,488228,970587,787451,242930509,15562779560,29924204196,10954591,780839851
212,50000000000,19909260609,19201992597,1377906802,186940034,2016646977,3220711566,25144184,140644149,772114332,813633073,196692858,173944509,1099310687,560645618,177110594,127301411
213,50000000000,317656,322247,318146,337724,329702,6052430,330913,25545672261,316380,323498,317589,363607,328425,6598964,327815,24437742643
214,50000000000,4152120,3540076,30686202659,26340206,426010,452329,647355,2722552,1325511,1456067,18930001552,277588693,535166,673781,7802024,56133899
215,50000000000,24000802312,25977998393,367632,362584,7613122,9537367,330238,334331,333937,351741,317297,323690,335493,350395,317693,323775
216,50000000000,322925,336912,323048,383668,364139,11233525,366521,25249522374,319906,348637,320299,472349,364249,18937325,362911,24716021212
217,50000000000,11096383599,9573721829,1845511945,33851841,4067864668,8339392374,1764836,4122313,146493529,136083372,50733600,7273413,7993451444,6527526101,170610987,5214149
218,50000000000,2362941944,2635802261,333636,365363,944575,5750026,344411,22310858881,324293,343410,318094,397001,344363,5403749,338539,22675189454
219,50000000000,3385928,1606321,4022185,7724157,1265221,677599,5359401,31425221,3597512,990320,4541823,49894795720,1287992,679637,6113531,32527432
220,50000000000,22347647493,22071734383,273041084,961235906,423003953,2269019554,35943677,131216065,474871751,482666782,90730647,151466322,73031280,39960868,61345404,113084831
221,50000000000,317033,320965,317601,336676,330965,6820421,330254,25033085259,316031,324981,317712,364699,328774,7708618,328631,24948451380
222,50000000000,8211698,8139888,49904196466,15002561,349324,351002,471954,1060480,7604690,9650711,12334392,13712512,653430,655332,8161051,9444509
223,50000000000,24829272343,25152543050,371396,365458,6550982,7559356,330712,337800,337256,353151,317361,324824,338400,355101,317956,324854
224,50000000000,344590,372881,344544,537273,950084851,170210943,8907597,2694931886,423329,1491503,533164,344191928,4965690109,37984824419,21182115,2855928868
225,50000000000,14899154817,14309840453,1695291359,185907582,2899610767,7432417735,9753429,46234604,702277558,409675954,211690157,72835520,5439854197,1423782277,215964885,45708706
226,50000000000,316717,321832,317408,336389,329439,5716204,330039,24528838974,316560,324305,315298,362280,328171,6152824,327807,25455365753
227,50000000000,128602861,8521122,2208441009,152989263,616006660,66501670,1592531,5026066,27369123,941066,16672506037,25774955948,1820927942,2498184147,2070789,15363766
228,50000000000,24318722086,25655606015,362920,359455,8762915,12885839,327855,333217,333654,347724,316491,321813,334374,347817,315845,321980
229,50000000000,318692,324833,318025,349627,339005,8567698,338295,24386674591,317796,329714,317755,392378,336925,10940441,336834,25589797391
230,50000000000,26795450656,6087314941,2151268892,312781194,1161551263,1030927411,9256206,54662315,60047013,252970508,5673017891,738239010,2240502805,2876507453,330481745,225020697
231,50000000000,2566448744,2432412231,330192,371256,938374,5074530,353466,18944218603,327859,4999270864,321810,427787,352722,5291621,347913,21043512028
232,50000000000,392865,407914,393052,639217,3576057000,478078686,2018957,204817219,482766,821919,487444,78630052,17549623657,27948183144,2922638,156043470
233,50000000000,20994030173,20573435211,1002204569,178968068,1972106445,2186411883,26740279,155779742,804290590,794424014,153344735,191539723,433407386,275217330,115138069,142961783
234,50000000000,316886,319844,317493,332247,327160,6087431,325994,24421713599,315764,320864,316366,351497,325007,6774561,325114,25561530173
235,50000000000,3693858,3597904,32742067368,18967843,693352090,77651952,672866,1511436,2130539,2162532,11691445239,387552704,1801577293,2428334245,71930115,73352016
236,50000000000,24170280698,25810943905,360680,356219,6832502,7939608,325994,331267,331339,344759,317738,321914,331490,343904,316162,321821
237,50000000000,328311,347533,327966,1034322,6843431,17937570,5173832,12026525971,350709,27814890,711346,142214678,11193193,25516105238,10211089,12232879921
238,50000000000,11556781495,10726663381,1753075441,47468661,3565119322,9256410237,1669526,736276,233566775,176068590,69552342,958139,7995723266,4425310724,190231855,663970
239,50000000000,317074,322003,316978,336755,335704,4950673,335952,21922758356,318801,323339,323235,365980,873356,5251759,4999233662,23063636373
240,50000000000,29827285,3060845,87169396,30889058,1758708,584601,8152451,5530887,39370090,1082772,125497965,49649099455,1801422,588674,9940652,5645739
241,50000000000,24043461116,24925492923,42034422,118637770,44313364,460175348,11343440,29606140,103119651,123455883,16456825,32640264,11834137,2499830,9407314,25521573
242,50000000000,317674,320742,317189,335553,328346,7214703,329137,24487793016,317124,323538,315400,360873,326885,8366127,327625,25492706068
243,50000000000,90173278,88282224,49798664537,4198435,347457,348622,423108,659481,4342931,4973494,1782780,1639270,508965,509475,1591026,1554917
244,50000000000,22083462891,22901168175,366241,371547,5589651,6765633,337823,2388551623,336034,357368,318480,348967,345693,905110,326764,2610448000
245,50000000000,348883,371881,349917,770471,2474287442,450062886,2824044,1761441790,481504,953320,955826,454369015,14644967765,28454850673,21483396,1731481187
246,50000000000,17251898788,17068007741,1640468662,204283119,2759389246,5039984918,20299011,95351559,877170570,562139784,212082925,124977592,2967462067,901133906,185017152,90332960
247,50000000000,316365,319528,316450,329928,325218,5675687,324752,24925133169,316428,320835,316400,346404,322977,6156311,323468,25059156080
248,50000000000,37845676,4214463,22894646955,892445638,460889,462260,734094,5789454,2133142,1187649,20323479268,5510184655,555958,631422,3512613,321715864
249,50000000000,25118993812,24860408992,354717,348885,7345135,9284716,325461,328614,329163,340031,316724,319958,328712,339217,316449,319414
250,50000000000,318066,326779,318918,352603,340020,10045635,341285,24204493448,317954,332076,318365,399281,339261,14602338,338555,25766815416
251,50000000000,10949261738,9940181452,1749117721,255625764,4410279719,6290703135,2047653,63287859,91746979,139936771,27076660,815778743,7292239851,7612590698,108189205,251936052
252,50000000000,319352,327880,319553,343092,333281,4316086,333982,19842220317,323293,9998209370,318663,381438,334009,5673710,331268,20145914706
253,50000000000,1318244,677550,7834719,2529754,4452418281,540651111,2051988,337465636,5076021,1926109,57064336,6258406724,15506070720,22424947483,2594396,398966928
254,50000000000,21598130027,20673944459,471853270,756715360,2306489756,2170148387,29264253,123045707,645859693,543649378,101706373,151514599,144290587,96332327,76524201,110531623
255,50000000000,315780,319454,317375,329895,324043,6348011,324620,24915697903,316485,320344,315394,345557,322954,7026377,322556,25067053252
256,50000000000,3807820,3558896,47638915102,64386703,156768361,25204708,529367,1589820,11033345,14051185,407132336,537632443,405529984,521735462,83205676,124918792
257,50000000000,25766273290,24216473476,355472,349229,6281195,7000767,324394,327707,328282,341376,317200,320168,329942,340642,316531,320329
258,50000000000,331219,349752,332140,460266,556603162,73602934,10173022,2526776888,380198,1711210,420386,219605051,2510747140,41532737079,17522934,2548246619
259,50000000000,12546259063,11864986403,1648906473,98217240,3065656162,9862084879,2145556,1071676,422432165,161915475,120165137,7086990,7673285350,2314403953,210358695,1024783
260,50000000000,317628,319173,316724,330424,325133,4902095,325327,21942428345,317930,4999249420,315929,357744,323475,5787143,324342,23044059168
261,50000000000,82525935,3644038,976552218,32889244,1018234,545183,2569828,4167872,157136579,889817,12674294313,36054046530,886395,517920,3268750,5047144
262,50000000000,24887876900,25086545711,353156,347164,8714936,12902457,324638,327794,330606,338530,316969,320200,327955,338100,315870,319014
263,50000000000,317144,321419,317570,334121,328448,7884967,328665,25142910290,316457,322318,316155,358727,326256,9495413,326789,24835795261
264,50000000000,10216027586,9795931573,29504829078,16631690,27108478,11699089,1004072,1511067,9274246,22694098,191564474,25627642,69987892,87644017,9928397,8536601
265,50000000000,20544014252,19443027089,361022,361658,4761394,5701029,331466,2242838881,338279,4999299689,318203,336567,338422,1397982,320699,2756253368
266,50000000000,358647,374194,361077,602114,3730127256,587441480,1975288,439852842,478041,798548,744153,174962902,17401477515,27122779594,7446923,530219426
267,50000000000,20313509817,20012887569,1271652132,175588623,1965114098,2853429466,28458092,148381864,765410554,705975609,182557632,184290366,669580405,420184289,161766277,141213207
268,50000000000,316349,318645,316150,326113,323231,5781920,321546,24441925593,315165,319167,316253,339593,321288,6204776,321666,25542232545
269,50000000000,3486817,4099744,31733969567,20506497,406323,432747,618001,2443619,1278187,1434833,17972178576,206493903,517298,641354,8984710,42507824
270,50000000000,25143829368,24838217123,348667,342096,6527302,7495872,322948,324668,325529,335266,316110,319161,326542,335058,315278,319012
271,50000000000,319481,328256,319400,397305,350890,13027959,384120,25239978800,317203,1019313,373704,2081280,348520,55730170,657559,24684366040
272,50000000000,10724492094,9559148320,1721264720,28483563,4370879637,8663478414,1565725,777824,133495185,111797163,47719213,698696,8330097337,6157558034,147859480,684595
273,50000000000,317447,321347,317025,331337,326196,4731099,327272,22328363057,317694,4999277989,316110,356993,325640,5497742,324329,22658548723
274,50000000000,5013920,1620122,6625038,9902659,1162427,548222,5845758,14976808,5408250,856867,7156912,49917567705,1172510,552613,6502328,15087861
275,50000000000,23539778164,24009695844,121862054,264148232,127912575,1074133335,30057154,76253620,261538540,222939669,44653226,82580396,36130150,10694848,29248370,68373823
276,50000000000,316146,318473,316072,327326,323314,6651334,322844,25532490314,315409,319085,315142,340803,322099,7403322,322032,24449596285
277,50000000000,12047241,11981714,49928708555,9524015,337973,337893,438345,886926,6172763,7286239,5784403,6052866,581162,584947,4462545,4812413
278,50000000000,24886738392,25096958240,353015,347787,5900145,6441011,324628,327142,328826,339004,317002,320639,328190,339628,316448,319903
279,50000000000,334384,350723,332384,635891,2404067145,678556413,3086931,3262549333,519302,974938,1031329,677183372,12859336738,26760435430,38803596,3311802091
280,50000000000,14789702811,14355610256,1676948519,177776724,2982704397,7741064653,9469359,42170453,701145928,361868681,197227491,64888036,5380971437,1277240777,201760235,39450243
281,50000000000,316117,318804,316436,325330,322406,5381359,322898,25424688756,315099,318810,316470,337200,320685,5720604,320775,24560358251
282,50000000000,199097086,8699807,4580736624,404620204,853955359,91059413,1291752,3653228,10422904,854842,16778666257,22972590795,1795811288,2260555589,2109734,35875118
283,50000000000,24954802750,25025203091,344603,338998,7205502,8876078,321076,324738,325744,333274,315560,318401,325017,331895,315442,317831
284,50000000000,318244,320969,318047,336417,329031,8858580,329503,25040078676,316067,323943,316907,360988,326235,11530189,326899,24935609305
285,50000000000,17598363790,4813717736,1646465252,452248534,4314213954,3997201098,7208171,69584791,63885771,283561228,1037187631,868098438,6529929004,7788627327,212232490,317474785
286,50000000000,5165704311,4831640168,330644,347674,1406000,5292891,334824,19138691720,321815,333592,316887,366226,334855,4356352,328107,20849893934
287,50000000000,441883,422766,519276,721307,5696827510,757914129,1602186,172020111,620755,806071,789600,84618311,17896406083,25138802817,3039864,244447331
288,50000000000,21239655701,20758974489,804232418,411903691,2188595668,2065752575,30107486,129380630,746181183,601166446,134682312,164566156,313279481,183840431,103500694,124180639
289,50000000000,316764,317816,316364,323343,320754,5877618,321265,24695232121,316066,317965,315569,333912,319621,6370986,320309,25288679527
290,50000000000,3640962,3468693,34159298462,30305456,885002663,91062316,625861,1393591,3224821,2938579,9631701453,903835924,1790453895,2234448306,123198618,135400400
291,50000000000,24304861800,25678532816,343724,340158,6019047,6677892,321238,324291,323580,331015,316246,318725,323221,332455,315636,318156
292,50000000000,325485,335519,323659,406426,187426999,44672167,10762739,1032117695,353628,2519656,354242,62714920,679407504,46999556476,17203941,961518944
293,50000000000,11185675596,10436576759,1717312404,37128719,3889200695,9667543650,1576079,539765,254734673,137807599,61415349,517811,8412698566,4025087165,171678249,506921
294,50000000000,315847,317818,315423,325853,323280,5181654,323780,24557778290,315165,318755,316656,339674,320416,5426644,321341,25427759404
295,50000000000,79873704,3258569,437972171,53069209,1578066,489173,8792027,3889097,113550404,937823,745758384,48533540585,1610574,494194,11059320,4126700
296,50000000000,24841470573,25132087134,345324,340000,8891821,13637266,322062,323641,324660,333127,315514,318309,324581,332168,315474,318346
297,50000000000,315938,317575,316121,326626,322606,7046999,324124,25400851014,315751,319090,316002,339752,321667,8151292,321890,24580093553
298,50000000000,376382097,373305962,49230576258,3154160,337546,339843,398276,573108,3669801,4035378,2657933,1272379,462301,465647,1182367,1186944
299,50000000000,22276405835,22709584865,349754,348573,5139034,5906004,326691,2423091162,328376,339452,316826,332199,330283,835840,319509,2576045597
300,50000000000,337739,352980,338121,587586,3784439746,743535635,2034389,1160364730,523696,784764,1088820,380492108,16683798246,26002980416,13935141,1224405883
301,50000000000,17997820505,17763792317,1635521666,195647650,2739918136,4554781673,23594572,104179098,816344347,550486757,210327977,136632048,2228224276,764905620,177334188,100489170
302,50000000000,315806,317186,317635,323070,321170,5359561,320427,25115713093,315412,317753,315080,330678,319044,5789072,319392,24869305621
303,50000000000,18181254,3305696,23238107006,265943572,955313212,103062527,705617,4575039,1377077,1150474,18676953990,2571231343,1774615324,2168053025,3410620,214014224
304,50000000000,25101323587,24881259769,338495,333997,6334069,7202158,318810,320862,322333,329550,315511,317681,322460,327571,316076,317071
305,50000000000,317479,322164,317656,338774,332124,11020283,331775,24922789445,316858,325333,316762,366917,330134,17921848,327704,25044324744
306,50000000000,9771952264,8387702975,1769336378,14638096,5175925875,8068737446,1534023,2793883,88976761,79035640,27198716,5156542,9082943027,7406396668,114117458,3554248
307,50000000000,317122,320579,316980,327277,323375,3625971,323227,17435411567,320104,14997304257,316805,346030,322345,5261809,320349,17554842203
308,50000000000,1665057,1006629,1814588,4391654,832652,518722,4123234,183343285,2167867,794659,3360060,49609129167,840550,522176,4469193,181020507
309,50000000000,23438254312,23073774915,238365836,352143415,229957649,1502679614,35345703,97997230,342874450,275508266,70972548,117641427,59524071,24405144,47842255,92713165
310,50000000000,315902,317240,316217,322925,320564,6077802,320657,25369572067,314993,317663,315660,329900,319383,6694432,318160,24613826435
311,50000000000,4388439,4262265,49595430922,37313745,334296,332783,465602,1330848,9559472,11488618,112126128,138685110,705821,702223,36448868,46424860
312,50000000000,24479552562,25504745488,340573,335927,5725239,6087928,320494,322232,322189,329856,315419,317998,321785,328909,315845,317556
313,50000000000,326121,334198,325342,546509,2356105646,776038352,3908593,4657183545,535000,1009691,1380647,830894949,10247526570,26194643024,51631348,4877610465
314,50000000000,12095605961,11773696171,1662723049,85786333,3294405300,10221252418,1844431,694792,426015185,156317821,107929711,1953637,7833730721,2142675056,194701264,668150
315,50000000000,315500,316448,316512,322604,319894,5130130,319762,24595110729,316216,317945,314932,330693,318175,5379282,318503,25390552675
316,50000000000,53806436,3953169,475868358,27989675,836198,504816,1740635,4453896,52091288,788058,15905197272,33465695369,662759,466142,1788664,4157265
317,50000000000,24834745778,25145520066,336805,332868,7145407,8713202,319304,320842,321286,326283,316660,318673,321949,327506,316074,317297
318,50000000000,315933,319066,316823,326168,323520,7777957,324222,25451944203,316212,319514,316694,338749,320293,9552042,321203,24526867401
319,50000000000,16567827730,12621709910,18204817631,62766006,207139544,91930624,2684186,5448259,29265396,60494207,1115464836,127647755,386659964,438556437,50098400,27489115
320,50000000000,12410508341,12582177240,337504,342138,2915098,4920802,326779,10237091022,325668,4999333220,317711,340221,329641,2759129,321808,9757653678
321,50000000000,355720,366181,353966,666301,6121241850,906724979,1569882,433871781,531274,722579,665356,167563333,17597758425,24283885763,5098798,478623812
322,50000000000,20970496549,20573823785,1102754231,159438298,1955910094,2404004958,26269743,147129301,710766765,583575747,157949640,175834545,467164998,307682424,116377204,140821718
323,50000000000,315363,316427,316198,321686,318864,5498556,318190,23653418511,316388,316868,315148,327273,318106,5800483,317708,26331464231
324,50000000000,3210719,3314336,29729846711,15553177,1037319269,90465998,627591,1971222,1219856,1373683,15061490097,140383784,1754840368,2118351533,11107021,28924635
325,50000000000,24850948179,25133060091,334133,330782,5809610,6320656,317716,319216,320542,325257,315056,317346,322052,326666,315084,317614
326,50000000000,321709,327246,321457,370905,31444172,24061868,8532913,986403818,337313,6711715,339064,37075904,69815277,47729035205,13128591,1091772843
327,50000000000,10209052210,9561329195,1693756610,19643818,4716076675,8883048337,1420729,495173,123264192,91733966,43960449,461799,8649793981,5874618230,130890600,454036
328,50000000000,317194,318505,315829,323470,320303,4944474,321484,24187564395,315452,318792,316500,333337,320908,5135162,321013,25798513182
329,50000000000,9988750,1716778,17073450,14833878,1119756,460699,6622885,8154376,11194131,763354,19042740,49891703591,1118038,461994,7427716,8317864
330,50000000000,24524684999,25446823207,337639,333945,9286771,15324067,319753,320336,322472,329085,315988,317895,321533,327990,316633,317687
331,50000000000,316162,316563,315826,322174,320705,6402408,319290,25156560036,315319,316617,315980,329237,319393,7151290,318319,24826060681
332,50000000000,22858269,22632395,49924211446,6102083,330306,330683,406478,731591,4982108,5534440,2857060,2899274,519469,518489,2502358,2583551
333,50000000000,22299738551,22686749047,337804,333190,4979006,5167590,320520,321045,4999316757,328714,317476,316851,808995,329224,317284,317946
334,50000000000,327901,336902,326826,768888,3625046582,1079202225,2306335,2821027376,633580,780941,1656078,785468018,14879099913,23819701746,35348818,2947967871
335,50000000000,14778355230,14714289865,1640374075,167196142,2950551492,8005392281,9924831,39424410,669230229,345931923,195238355,62054658,5028701586,1151227525,202249206,39858192
336,50000000000,316269,316697,315919,319290,318021,5128557,319606,24245170726,315509,317268,314881,325935,317593,5352556,317546,25740533627
337,50000000000,249596586,7594875,10461544589,959945713,590675,444082,977910,3733431,4486181,819591,17645638643,20549692202,584504,475136,2436391,111439491
338,50000000000,24700077453,25282910101,331154,328812,6216573,6946675,319141,319457,319213,323610,315515,316320,319011,323438,316976,316551
339,50000000000,315444,317996,316537,326042,323764,9404320,323261,24094860989,315653,320438,316338,339734,321957,12732155,321131,25879144241
340,50000000000,10201335637,6885146500,1616133459,337338554,6198752407,5413523076,2183560,56267540,57394456,113296602,13692431,679003527,8871544353,9312432199,62198372,179757327
341,50000000000,317800,319527,318361,326414,322833,3905292,322471,20800193102,318513,9998347383,316706,339231,320720,5019523,320812,19188991312
342,50000000000,2150764,712780,17755970,3446981,8218845023,969089756,1516291,497048420,9373947,2322039,95129137,263173582,17276646353,21943414600,5171756,694202601
343,50000000000,22780128664,22360652590,412727429,380559918,873180232,1778042828,35215212,108362911,431936867,304676365,89122566,129232016,89094498,55270811,70159629,101637464
344,50000000000,315584,315912,314870,320239,318435,5562506,318726,24881600544,315448,318199,316232,324610,317663,6062516,318467,25102960049
345,50000000000,3907301,3360991,40733682717,62599516,381228,365912,546400,1431334,6773877,5616995,6527874259,2204885896,677824,649266,196781927,250464557
346,50000000000,23488089048,26496772168,331602,327593,5531169,5761175,317709,318050,319916,323748,315778,316477,318804,323602,315600,317561
347,50000000000,321576,325729,320732,467735,2179104792,718653212,6136086,5219339888,472821,1126965,1638987,714627326,7051460011,28828541339,50791976,5226670825
348,50000000000,10739793821,10261335598,1710047317,33050812,4229144055,10088693818,1509665,440811,313614412,127397677,61516345,437809,8873759476,3407856524,150971206,430654
349,50000000000,316119,316052,314537,321364,318304,4866689,318823,25175196052,314929,315774,316176,326684,317655,5090166,318370,24811032306
350,50000000000,156134783,2782957,1617442269,66571588,1114930,433893,6235295,3386125,237447176,790873,4809204255,43084159181,1120596,444489,8897918,3833672
351,50000000000,25244160980,24736208790,331200,326379,7158332,8629463,318573,318477,319055,322803,315395,315894,319307,322829,316090,316433
352,50000000000,315738,317697,316018,321113,318763,6976326,318863,23423748979,315902,317444,316225,327126,318176,8035376,318613,26557417641
353,50000000000,2847453589,2818704450,44309363009,3131269,350469,347734,445134,635980,3852364,4373151,4457956,2636649,491673,497286,1649429,1609858
354,50000000000,14889291657,15102173905,330020,332328,3304775,4309654,322042,4807770090,323851,9998371827,316450,327171,323379,2187635,318913,5189996303
355,50000000000,331943,343394,331231,790398,6272335586,1181143180,1713572,1102701799,640554,702792,1140066,405380005,16881328932,22956236879,14842761,1180036908
356,50000000000,19146917196,18998868943,1455152390,189484328,2394348818,3881997447,29185118,120554974,719135918,530054650,199185203,150410626,1328134598,574243605,166902176,115424010
357,50000000000,316025,316085,316317,318018,317689,5121583,316605,25210313819,315835,317107,315819,321845,317812,5433554,317800,24775324087
358,50000000000,6018699,3600234,28150470049,84728066,395849,428167,622090,4199163,1218767,1252416,20335563651,1259272697,486196,614124,4090043,147039789
359,50000000000,24240781557,25743660396,328129,324913,5688579,6038708,317844,318452,318233,321315,314185,316262,317488,321631,315676,316632
360,50000000000,316914,319708,316405,412980,336198,13473043,413721,25053564533,316521,2198269,440979,4776081,371077,174936076,633402,24747174093
361,50000000000,8939129374,7952741471,1651453078,6711747,5926530372,8071887700,1225043,546217,79566048,63469398,23222642,493398,9728750229,7465625681,88162425,485177
362,50000000000,2560817588,2438273832,321252,324669,819080,3945838,321069,17602394898,318493,4999354625,318055,328125,764478,3986701,4999358555,17388352742
363,50000000000,2178177,1016645,2418668,5304770,784887,435308,4446063,47667338,2247952,615525,2503138,49876783540,786580,436243,4820550,47554616
364,50000000000,24547410431,25416361851,332048,328311,10217309,22162403,318707,318681,319926,323563,315210,315650,320756,322646,315561,316947
365,50000000000,315936,315963,314912,320035,316995,5806264,317082,25000644030,315882,315911,316561,323530,317310,6300620,316233,24983442736
366,50000000000,5675862,5562522,49850727277,20153110,325677,324093,430157,1075871,7628101,8714107,31506698,34713448,624852,622963,14976790,16938472
367,50000000000,24238981878,25746390756,330261,326211,5332258,5457967,317109,318175,318728,322089,315394,315709,318237,322587,315246,317395
368,50000000000,321308,325211,320550,559962,3415489293,1386497571,2819041,4692236036,781030,810816,1452925,1100066355,12663577353,21962383043,61078364,4711281142
369,50000000000,11700488821,11474799486,1736960781,87127404,3661994254,10564183161,1849968,545393,462933557,157661093,108223406,895557,7859553935,1992572773,189666746,543665
370,50000000000,315814,316086,315589,318302,316388,4870232,316963,24495593520,316090,316734,315708,321373,316447,5025159,316340,25490709255
371,50000000000,70957844,4660316,625771310,40206585,754027,473214,1496073,3801582,19402338,731788,17731760581,31491060941,582989,428324,1429632,6482456
372,50000000000,24656127015,25327249201,325493,323390,6096561,6707730,316317,316425,317927,320476,315222,315815,317774,319387,315289,315978
373,50000000000,315441,317054,315801,320880,318957,7971162,319851,24507424765,315014,317174,315229,327998,317686,9785259,318164,25470999565
374,50000000000,22186525435,8465181295,4280066226,259105842,1895257675,835960957,12002999,32354317,77407814,131668500,5130205501,504894714,2861220781,2967368563,224763173,136016208
375,50000000000,9738906260,10255719321,332331,328250,2744172,4065846,4999291334,10046948108,4999359503,325275,319757,325715,771876,2105514,323343,9948133395
